"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","dir","database","virus","knock_in"
"R-HSA-201722","R-HSA-201722","Formation of the beta-catenin:TCF transactivating complex","4/149","75/8368",0.044377520216993,0.555985400837651,0.534163542999921,"8362/8339/8354/8343",4,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-73772","R-HSA-73772","RNA Polymerase I Promoter Escape","4/149","75/8368",0.044377520216993,0.555985400837651,0.534163542999921,"8362/8339/8354/8343",4,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-421270","R-HSA-421270","Cell-cell junction organization","3/149","45/8368",0.0455829809249098,0.555985400837651,0.534163542999921,"54549/64403/26285",3,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-5250924","R-HSA-5250924","B-WICH complex positively regulates rRNA expression","4/149","76/8368",0.0462191799864356,0.555985400837651,0.534163542999921,"8362/8339/8354/8343",4,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-5625740","R-HSA-5625740","RHO GTPases activate PKNs","4/149","77/8368",0.0481029963117356,0.555985400837651,0.534163542999921,"8362/8339/8354/8343",4,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-110330","R-HSA-110330","Recognition and association of DNA glycosylase with site containing an affected purine","3/149","46/8368",0.0481476779518981,0.555985400837651,0.534163542999921,"8362/8339/8343",3,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-110331","R-HSA-110331","Cleavage of the damaged purine","3/149","46/8368",0.0481476779518981,0.555985400837651,0.534163542999921,"8362/8339/8343",3,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-73927","R-HSA-73927","Depurination","3/149","46/8368",0.0481476779518981,0.555985400837651,0.534163542999921,"8362/8339/8343",3,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-140877","R-HSA-140877","Formation of Fibrin Clot (Clotting Cascade)","2/149","20/8368",0.0485300349877267,0.555985400837651,0.534163542999921,"7450/57126",2,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-6798695","R-HSA-6798695","Neutrophil degranulation","13/149","445/8368",0.0534543659752027,0.598499922238048,0.575009412956159,"5646/634/10321/8876/383/6278/5473/53917/51806/527/12/57126/3240",13,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-1482788","R-HSA-1482788","Acyl chain remodelling of PC","2/149","22/8368",0.0576641699796841,0.598499922238048,0.575009412956159,"64600/255043",2,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-3371571","R-HSA-3371571","HSF1-dependent transactivation","2/149","22/8368",0.0576641699796841,0.598499922238048,0.575009412956159,"1410/26353",2,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-186797","R-HSA-186797","Signaling by PDGF","3/149","50/8368",0.0590942943367578,0.598499922238048,0.575009412956159,"5327/2886/131873",3,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-977225","R-HSA-977225","Amyloid fiber formation","4/149","83/8368",0.0602860768091589,0.598499922238048,0.575009412956159,"8362/8339/8354/8343",4,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-110328","R-HSA-110328","Recognition and association of DNA glycosylase with site containing an affected pyrimidine","3/149","51/8368",0.0619989422488586,0.598499922238048,0.575009412956159,"8362/8339/8343",3,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-110329","R-HSA-110329","Cleavage of the damaged pyrimidine ","3/149","51/8368",0.0619989422488586,0.598499922238048,0.575009412956159,"8362/8339/8343",3,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-73928","R-HSA-73928","Depyrimidination","3/149","51/8368",0.0619989422488586,0.598499922238048,0.575009412956159,"8362/8339/8343",3,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-381426","R-HSA-381426","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","4/149","84/8368",0.0624620412202896,0.598499922238048,0.575009412956159,"10272/57719/26085/64856",4,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-73929","R-HSA-73929","Base-Excision Repair, AP Site Formation","3/149","53/8368",0.0680037854001613,0.628736752734825,0.604059478808451,"8362/8339/8343",3,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-9639288","R-HSA-9639288","Amino acids regulate mTORC1","3/149","53/8368",0.0680037854001613,0.628736752734825,0.604059478808451,"83667/527/729438",3,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-8878171","R-HSA-8878171","Transcriptional regulation by RUNX1","7/149","203/8368",0.070263761914394,0.638431078084235,0.613373311811679,"1515/161882/8784/8362/8339/8354/8343",7,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-427413","R-HSA-427413","NoRC negatively regulates rRNA expression","4/149","90/8368",0.0763727830145837,0.642905934811868,0.617672534993526,"8362/8339/8354/8343",4,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-5250913","R-HSA-5250913","Positive epigenetic regulation of rRNA expression","4/149","91/8368",0.0788313785934308,0.642905934811868,0.617672534993526,"8362/8339/8354/8343",4,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-5578749","R-HSA-5578749","Transcriptional regulation by small RNAs","4/149","91/8368",0.0788313785934308,0.642905934811868,0.617672534993526,"8362/8339/8354/8343",4,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-5693607","R-HSA-5693607","Processing of DNA double-strand break ends","4/149","91/8368",0.0788313785934308,0.642905934811868,0.617672534993526,"51548/8362/8339/8343",4,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-6785807","R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling","4/149","91/8368",0.0788313785934308,0.642905934811868,0.617672534993526,"6624/3162/51561/1901",4,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-9670095","R-HSA-9670095","Inhibition of DNA recombination at telomere","3/149","57/8368",0.0807691486068348,0.642905934811868,0.617672534993526,"8362/8339/8343",3,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-1538133","R-HSA-1538133","G0 and Early G1","2/149","27/8368",0.0827611116542929,0.642905934811868,0.617672534993526,"898/55957",2,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-5250941","R-HSA-5250941","Negative epigenetic regulation of rRNA expression","4/149","93/8368",0.0838660818597377,0.642905934811868,0.617672534993526,"8362/8339/8354/8343",4,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-1500620","R-HSA-1500620","Meiosis","4/149","94/8368",0.0864415401052106,0.642905934811868,0.617672534993526,"8362/8339/8354/8343",4,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-5617472","R-HSA-5617472","Activation of anterior HOX genes in hindbrain development during early embryogenesis","4/149","94/8368",0.0864415401052106,0.642905934811868,0.617672534993526,"8362/8339/8354/8343",4,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-5619507","R-HSA-5619507","Activation of HOX genes during differentiation","4/149","94/8368",0.0864415401052106,0.642905934811868,0.617672534993526,"8362/8339/8354/8343",4,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-73854","R-HSA-73854","RNA Polymerase I Promoter Clearance","4/149","94/8368",0.0864415401052106,0.642905934811868,0.617672534993526,"8362/8339/8354/8343",4,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-419037","R-HSA-419037","NCAM1 interactions","2/149","28/8368",0.088120892866546,0.642905934811868,0.617672534993526,"775/131873",2,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-69205","R-HSA-69205","G1/S-Specific Transcription","2/149","28/8368",0.088120892866546,0.642905934811868,0.617672534993526,"898/55957",2,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-73864","R-HSA-73864","RNA Polymerase I Transcription","4/149","95/8368",0.0890552812927256,0.642905934811868,0.617672534993526,"8362/8339/8354/8343",4,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-1474228","R-HSA-1474228","Degradation of the extracellular matrix","4/149","98/8368",0.0971225739722095,0.66252469713154,0.636521280975273,"7093/1515/5650/131873",4,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-1221632","R-HSA-1221632","Meiotic synapsis","3/149","62/8368",0.0980586838259205,0.66252469713154,0.636521280975273,"8362/8339/8343",3,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-5693571","R-HSA-5693571","Nonhomologous End-Joining (NHEJ)","3/149","62/8368",0.0980586838259205,0.66252469713154,0.636521280975273,"8362/8339/8343",3,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-606279","R-HSA-606279","Deposition of new CENPA-containing nucleosomes at the centromere","3/149","62/8368",0.0980586838259205,0.66252469713154,0.636521280975273,"8362/8339/8343",3,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-774815","R-HSA-774815","Nucleosome assembly","3/149","62/8368",0.0980586838259205,0.66252469713154,0.636521280975273,"8362/8339/8343",3,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-2559583","R-HSA-2559583","Cellular Senescence","6/149","179/8368",0.0998776633279376,0.666272513592698,0.640121999476855,"898/11065/8362/8339/8354/8343",6,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-163125","R-HSA-163125","Post-translational modification: synthesis of GPI-anchored proteins","3/149","63/8368",0.101683528551754,0.66984024433468,0.643549700439391,"8876/27076/249",3,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-1474244","R-HSA-1474244","Extracellular matrix organization","7/149","224/8368",0.104755352298377,0.678164572256243,0.651547307011391,"634/7093/7450/7837/1515/5650/131873",7,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-9610379","R-HSA-9610379","HCMV Late Events","4/149","101/8368",0.105520863235317,0.678164572256243,0.651547307011391,"8362/8339/8354/8343",4,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-202733","R-HSA-202733","Cell surface interactions at the vascular wall","4/149","102/8368",0.108391944848703,0.688223553436943,0.661211483477818,"634/2886/90952/57126",4,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-1474165","R-HSA-1474165","Reproduction","4/149","107/8368",0.123265067314019,0.688656156676946,0.661627107483494,"8362/8339/8354/8343",4,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-2559580","R-HSA-2559580","Oxidative Stress Induced Senescence","4/149","108/8368",0.126340020377942,0.688656156676946,0.661627107483494,"8362/8339/8354/8343",4,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-5693565","R-HSA-5693565","Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks","3/149","70/8368",0.128477811668033,0.688656156676946,0.661627107483494,"8362/8339/8343",3,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-5693606","R-HSA-5693606","DNA Double Strand Break Response","3/149","71/8368",0.132494491057664,0.688656156676946,0.661627107483494,"8362/8339/8343",3,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-8939236","R-HSA-8939236","RUNX1 regulates transcription of genes involved in differentiation of HSCs","4/149","110/8368",0.132586439897533,0.688656156676946,0.661627107483494,"8362/8339/8354/8343",4,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-9675126","R-HSA-9675126","Diseases of mitotic cell cycle","2/149","36/8368",0.134198681306424,0.688656156676946,0.661627107483494,"898/11065",2,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-9687139","R-HSA-9687139","Aberrant regulation of mitotic cell cycle due to RB1 defects","2/149","36/8368",0.134198681306424,0.688656156676946,0.661627107483494,"898/11065",2,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-201681","R-HSA-201681","TCF dependent signaling in response to WNT","6/149","195/8368",0.134536149389617,0.688656156676946,0.661627107483494,"22943/10023/8362/8339/8354/8343",6,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-390466","R-HSA-390466","Chaperonin-mediated protein folding","3/149","74/8368",0.144801966033894,0.688656156676946,0.661627107483494,"898/84617/8877",3,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-196849","R-HSA-196849","Metabolism of water-soluble vitamins and cofactors","4/149","114/8368",0.145451399013165,0.688656156676946,0.661627107483494,"5646/113278/8876/81693",4,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-390471","R-HSA-390471","Association of TriC/CCT with target proteins during biosynthesis","2/149","38/8368",0.146435347926096,0.688656156676946,0.661627107483494,"898/8877",2,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-5576891","R-HSA-5576891","Cardiac conduction","3/149","75/8368",0.148986317942932,0.688656156676946,0.661627107483494,"30818/60598/775",3,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-211000","R-HSA-211000","Gene Silencing by RNA","4/149","116/8368",0.152061763906892,0.688656156676946,0.661627107483494,"8362/8339/8354/8343",4,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-8957275","R-HSA-8957275","Post-translational protein phosphorylation","3/149","76/8368",0.15320962498224,0.688656156676946,0.661627107483494,"10272/57719/64856",3,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-500792","R-HSA-500792","GPCR ligand binding","6/149","204/8368",0.156245962662841,0.688656156676946,0.661627107483494,"623/79924/8324/5473/1901/259289",6,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-3928662","R-HSA-3928662","EPHB-mediated forward signaling","2/149","40/8368",0.158891068014161,0.688656156676946,0.661627107483494,"7074/2049",2,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-156580","R-HSA-156580","Phase II - Conjugation of compounds","3/149","78/8368",0.161768376617401,0.688656156676946,0.661627107483494,"2678/54579/54577",3,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-8852135","R-HSA-8852135","Protein ubiquitination","3/149","78/8368",0.161768376617401,0.688656156676946,0.661627107483494,"11065/8339/8343",3,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-189483","R-HSA-189483","Heme degradation","1/149","10/8368",0.164530273541378,0.688656156676946,0.661627107483494,"3162",1,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-190872","R-HSA-190872","Transport of connexons to the plasma membrane","1/149","10/8368",0.164530273541378,0.688656156676946,0.661627107483494,"84617",1,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-3772470","R-HSA-3772470","Negative regulation of TCF-dependent signaling by WNT ligand antagonists","1/149","10/8368",0.164530273541378,0.688656156676946,0.661627107483494,"22943",1,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-422085","R-HSA-422085","Synthesis, secretion, and deacylation of Ghrelin","1/149","10/8368",0.164530273541378,0.688656156676946,0.661627107483494,"43",1,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-430116","R-HSA-430116","GP1b-IX-V activation signalling","1/149","10/8368",0.164530273541378,0.688656156676946,0.661627107483494,"7450",1,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-5576893","R-HSA-5576893","Phase 2 - plateau phase","1/149","10/8368",0.164530273541378,0.688656156676946,0.661627107483494,"775",1,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-73614","R-HSA-73614","Pyrimidine salvage","1/149","10/8368",0.164530273541378,0.688656156676946,0.661627107483494,"7378",1,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-9651496","R-HSA-9651496","Defects of contact activation system (CAS) and kallikrein/kinin system (KKS)","1/149","10/8368",0.164530273541378,0.688656156676946,0.661627107483494,"7450",1,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-9671793","R-HSA-9671793","Diseases of hemostasis","1/149","10/8368",0.164530273541378,0.688656156676946,0.661627107483494,"7450",1,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-391251","R-HSA-391251","Protein folding","3/149","79/8368",0.166101464738649,0.688656156676946,0.661627107483494,"898/84617/8877",3,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-449147","R-HSA-449147","Signaling by Interleukins","10/149","396/8368",0.16795166893028,0.688656156676946,0.661627107483494,"6624/3162/51561/56300/27179/26525/29949/1901/23529/8354",10,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-3214842","R-HSA-3214842","HDMs demethylate histones","2/149","42/8368",0.171535431230651,0.688656156676946,0.661627107483494,"8362/8354",2,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-983231","R-HSA-983231","Factors involved in megakaryocyte development and platelet production","4/149","122/8368",0.172553708504589,0.688656156676946,0.661627107483494,"84617/161882/7975/8354",4,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-2682334","R-HSA-2682334","EPH-Ephrin signaling","3/149","81/8368",0.174869204251505,0.688656156676946,0.661627107483494,"1944/7074/2049",3,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-5693567","R-HSA-5693567","HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)","4/149","123/8368",0.176059728491553,0.688656156676946,0.661627107483494,"51548/8362/8339/8343",4,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-5633008","R-HSA-5633008","TP53 Regulates Transcription of Cell Death Genes","2/149","43/8368",0.177919358547713,0.688656156676946,0.661627107483494,"10397/27113",2,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-73884","R-HSA-73884","Base Excision Repair","3/149","82/8368",0.179301525868197,0.688656156676946,0.661627107483494,"8362/8339/8343",3,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-1181150","R-HSA-1181150","Signaling by NODAL","1/149","11/8368",0.179424385678532,0.688656156676946,0.661627107483494,"130399",1,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-1236977","R-HSA-1236977","Endosomal/Vacuolar pathway","1/149","11/8368",0.179424385678532,0.688656156676946,0.661627107483494,"1515",1,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-1482922","R-HSA-1482922","Acyl chain remodelling of PI","1/149","11/8368",0.179424385678532,0.688656156676946,0.661627107483494,"64600",1,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-2032785","R-HSA-2032785","YAP1- and WWTR1 (TAZ)-stimulated gene expression","1/149","11/8368",0.179424385678532,0.688656156676946,0.661627107483494,"7004",1,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-354194","R-HSA-354194","GRB2:SOS provides linkage to MAPK signaling for Integrins ","1/149","11/8368",0.179424385678532,0.688656156676946,0.661627107483494,"7450",1,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-372708","R-HSA-372708","p130Cas linkage to MAPK signaling for integrins","1/149","11/8368",0.179424385678532,0.688656156676946,0.661627107483494,"7450",1,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-416993","R-HSA-416993","Trafficking of GluR2-containing AMPA receptors","1/149","11/8368",0.179424385678532,0.688656156676946,0.661627107483494,"80852",1,"up","Reactome","Anelloviridae.pbmc",FALSE
