"","gene_name","logFC","AveExpr","t","P.Value","adj.P.Val","B","virus","knock_in"
"1","ENSG00000000003",-0.176975689660208,7.83962072714455,-2.56194328884546,0.0104801889830519,0.124481037259184,-3.0900524042858,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"2","ENSG00000000419",-0.0192174907723761,5.24827441678224,-0.599657099763698,0.548801464371736,0.769255477484541,-5.97313994339718,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"3","ENSG00000000457",-0.000893748334466001,4.99424772550181,-0.0267932659097328,0.978627248284257,0.991110782819042,-6.16243178851956,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"4","ENSG00000000460",-0.000664397224826567,3.2443291235061,-0.0119663747304016,0.99045361379,0.99574809971181,-5.94801547768044,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"5","ENSG00000000938",0.536152841683602,5.21281619099044,3.21932317721671,0.00130514522999635,0.0563838836776562,-1.23161122159934,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"6","ENSG00000000971",-0.059930521839528,7.19096117899872,-0.927502505735147,0.353775551208521,0.621824943565037,-5.82836064460275,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"7","ENSG00000001036",-0.112575162147054,5.44530963019871,-2.83614312358153,0.00461130583250189,0.0909122602794543,-2.32336678398525,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"8","ENSG00000001084",-0.165684404178591,7.75993872802206,-2.25330406109863,0.0243459261173274,0.175544397299578,-3.7931313309425,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"9","ENSG00000001167",0.163175056901445,4.99553678764776,3.12259219182451,0.0018178444478644,0.0619508134825459,-1.51580181046556,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"10","ENSG00000001460",-0.019962976830634,4.75753595300425,-0.311431521641007,0.755504456163066,0.889249925875494,-6.06628660103214,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"11","ENSG00000001461",-0.0500690470596801,6.32458235690694,-1.20146295032826,0.229711312099685,0.499846585816432,-5.53708260531732,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"12","ENSG00000001497",-0.102026079476152,4.68543461157937,-2.00778165921804,0.0447983044367178,0.226024798884292,-4.16904127999253,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"13","ENSG00000001561",-0.164676326822596,6.88205256067454,-2.51642561502585,0.0119314546954979,0.132532190574074,-3.19726628630529,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"14","ENSG00000001617",-0.0727479423622088,4.88782620829772,-1.27321725688024,0.2030862087486,0.469847058424906,-5.40805475818533,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"15","ENSG00000001626",-0.00100704673161728,3.65946819745991,-0.0113397826475533,0.990953466631705,0.995957589699229,-6.02962388555218,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"16","ENSG00000001629",-0.0487226226799957,5.68216426329612,-1.67499256986842,0.0940891503418633,0.319250788937306,-4.8713716776031,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"17","ENSG00000001630",-0.0953674235348999,0.14157923157058,-1.23266324413856,0.217843647581428,0.485884303916267,-4.97852814870303,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"18","ENSG00000001631",0.00644034939133131,5.3194943896236,0.159490456214676,0.873298285632669,0.946382545831062,-6.18540718856131,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"19","ENSG00000002016",0.12473591139303,2.54063849017533,2.35770295895147,0.0184824607893309,0.158089469994141,-3.31174315780867,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"20","ENSG00000002330",-0.148282720169355,3.76089857635292,-1.95608967258215,0.0505910553969694,0.240522723777019,-4.17017245816225,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"21","ENSG00000002549",-0.122914457081644,6.85159181501734,-2.68705050512054,0.00726720431575544,0.107302044210987,-2.76856279831051,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"22","ENSG00000002586",-0.0361027336812021,6.10023411153559,-0.975740520203685,0.329308902296955,0.598964577049631,-5.75773838747313,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"23","ENSG00000002587",-0.00286979291941417,6.22127910554607,-0.0635671128167507,0.9493211546033,0.979524682567384,-6.22290707990186,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"24","ENSG00000002726",-0.0603844282284349,-0.466290093279607,-0.526361489932373,0.59869436023545,0.800097180524033,-5.49782046501143,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"25","ENSG00000002822",-0.0139995198695686,4.39323385740397,-0.256202879379732,0.797820050639564,0.909319711397579,-6.0367068046249,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"26","ENSG00000002834",0.0218920710053658,7.45220397525261,0.617802133220894,0.536774823764266,0.761304316133445,-6.04706677400717,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
