"","event_date","predicted","std.error","conf.low","conf.high","ABX"
"1",0,2.59393693091675,0.180869957375181,2.2394383285761,2.9484355332574,"1"
"2",1,2.72817769558118,0.182506469303554,2.37047158880065,3.08588380236171,"1"
"3",2,2.8624184602456,0.200544889892327,2.46935769877309,3.25547922171811,"1"
"4",3,2.99665922491002,0.231177123874231,2.54356038806697,3.44975806175307,"1"
"5",4,3.13089998957443,0.270152638261016,2.60141054825437,3.6603894308945,"1"
"6",5,3.26514075423885,0.314383560678294,2.64896029797793,3.88132121049977,"1"
