"","event_date","predicted","std.error","conf.low","conf.high","ABX"
"1",0,3.1515400857045,0.134174022054942,2.88856383481593,3.41451633659307,"1"
"2",1,3.1335182426652,0.135308594066317,2.86831827149647,3.39871821383393,"1"
"3",2,3.1154963996259,0.147686043078098,2.8260370741736,3.40495572507821,"1"
"4",3,3.09747455658661,0.16885177339172,2.76653116201312,3.4284179511601,"1"
"5",4,3.07945271354731,0.195978779614138,2.69534136376949,3.46356406332513,"1"
"6",5,3.06143087050801,0.22693932573791,2.61663796538591,3.50622377563012,"1"
