"","event_date","predicted","std.error","conf.low","conf.high","ABX"
"1",0,3.15150871707006,0.134242859266413,2.88839754772621,3.41461988641391,"1"
"2",1,3.1335132536872,0.135376318945226,2.86818054419495,3.39884596317945,"1"
"3",2,3.11551779030434,0.147747822664692,2.82593737908733,3.40509820152135,"1"
"4",3,3.09752232692148,0.168905765100627,2.76647311054307,3.4285715432999,"1"
"5",4,3.07952686353863,0.196025424716915,2.69532409103931,3.46372963603795,"1"
"6",5,3.06153140015577,0.226979858704776,2.61665905187842,3.50640374843312,"1"
