"Module","enrichment_category","Term","Overlap","Adjusted.P.value","Genes"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of JNK cascade (GO:0046328)","20/105",0.00795016212988833,"NCF1;GADD45B;GADD45A;CARD9;WNT7A;TRAF1;NOD2;MMP8;AGER;SDCBP;PER1;RASSF2;IL1B;TLR9;SIRPA;CCR7;FCGR2B;EPHB1;MAP3K11;SLAMF1"
"NasalRNAseq_mod1","GO_Biological_Process_2021","negative regulation of cell activation (GO:0050866)","6/14",0.00795016212988833,"THBD;C1QTNF1;PDGFB;TREM2;EMILIN1;F2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","negative regulation of neuroinflammatory response (GO:0150079)","6/14",0.00795016212988833,"GRN;PTPRC;SYT11;TREM2;CST7;TNFRSF1B"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of cardiac muscle cell proliferation (GO:0060045)","6/14",0.00795016212988833,"MEF2C;NOTCH1;PIM1;GLI1;FGF2;TBX2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of granulocyte macrophage colony-stimulating factor production (GO:0032725)","6/14",0.00795016212988833,"DDX58;IL23A;IL1B;CARD9;TLR9;LILRA2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of type 2 immune response (GO:0002830)","6/14",0.00795016212988833,"CD86;IL6;RSAD2;RARA;NLRP3;NOD2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","response to chemokine (GO:1990868)","6/14",0.00795016212988833,"RIPOR2;DUSP1;DOCK8;ZC3H12A;OXSR1;SH2B3"
"NasalRNAseq_mod1","GO_Biological_Process_2021","cellular response to bacterial lipopeptide (GO:0071221)","4/6",0.00820046355965396,"TLR1;CD14;TLR6;TLR2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","negative regulation of CD8-positive, alpha-beta T cell activation (GO:2001186)","4/6",0.00820046355965396,"CD274;SOCS1;LILRB1;VSIR"
"NasalRNAseq_mod1","GO_Biological_Process_2021","negative regulation of mast cell activation (GO:0033004)","4/6",0.00820046355965396,"MILR1;CD84;CD300A;CD300LF"
"NasalRNAseq_mod1","GO_Biological_Process_2021","negative regulation of myeloid leukocyte mediated immunity (GO:0002887)","4/6",0.00820046355965396,"CD84;SPI1;CD300A;CCR2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of fever generation (GO:0031622)","4/6",0.00820046355965396,"IL1B;TNFSF11;PTGS2;TNF"
"NasalRNAseq_mod1","GO_Biological_Process_2021","protection from natural killer cell mediated cytotoxicity (GO:0042270)","4/6",0.00820046355965396,"SERPINB4;SERPINB9;HLA-G;HLA-E"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of hormone biosynthetic process (GO:0046885)","4/6",0.00820046355965396,"EGR1;STC2;FFAR3;HIF1A"
"NasalRNAseq_mod1","GO_Biological_Process_2021","negative regulation of cytokine production involved in inflammatory response (GO:1900016)","7/19",0.00820046355965396,"ZC3H12A;SIRPA;TREM2;F2;MEFV;ADCY7;LILRB4"
"NasalRNAseq_mod1","GO_Biological_Process_2021","negative regulation of immune system process (GO:0002683)","7/19",0.00820046355965396,"LYN;FCRLB;HMOX1;LILRB2;FCGR2B;HLA-G;LILRB4"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of leukocyte activation (GO:0002696)","7/19",0.00820046355965396,"CLEC4D;CLEC7A;TLR6;HAVCR1;THBS1;TLR4;CRLF2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","supramolecular fiber organization (GO:0097435)","49/351",0.00820265162540531,"COL18A1;HIP1;LOXL3;KRT20;SAMD14;ADAMTS2;RAC2;CYP1B1;COL10A1;EMILIN1;PGM5;TPM4;MYO7B;RHOG;RHOH;APOA1;MYO7A;RHOF;ERMN;GREM1;COL2A1;PXDN;COL8A2;CDC42EP2;ELMO1;COL15A1;COL13A1;COL11A2;FIGNL2;FURIN;CORO1A;SPTA1;XIRP1;PLK3;COL22A1;LYZ;ARHGAP25;CCDC88B;MARCKS;COL5A3;SEMG1;CORO6;COL20A1;TLL2;COL9A3;TGFBI;VIM;MYO1F;MYO1G"
"NasalRNAseq_mod1","GO_Biological_Process_2021","cell projection organization (GO:0030030)","9/30",0.00822858550377412,"PARVG;PLEK;RHOJ;RAC2;RHOG;RHOH;NCKAP1L;ATP1B2;NEFH"
"NasalRNAseq_mod1","GO_Biological_Process_2021","chondroitin sulfate metabolic process (GO:0030204)","9/30",0.00822858550377412,"CSGALNACT1;VCAN;CHST7;CHST11;CHSY1;DSE;CSGALNACT2;CHST15;CHST13"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of macrophage activation (GO:0043030)","9/30",0.00822858550377412,"IL6;SPHK1;ZC3H12A;BPI;TLR6;MMP8;FCGR2B;THBS1;TLR4"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of natural killer cell mediated cytotoxicity (GO:0042269)","9/30",0.00822858550377412,"NCR1;LEP;CLEC12B;LILRB1;ARRB2;HLA-F;HLA-G;PIK3R6;HLA-E"
"NasalRNAseq_mod1","GO_Biological_Process_2021","TRIF-dependent toll-like receptor signaling pathway (GO:0035666)","9/30",0.00822858550377412,"IRF7;LY96;UBE2D1;CD14;TLR6;CD300LF;TICAM1;TLR4;BIRC3"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of bone mineralization (GO:0030501)","10/36",0.00831794663235763,"FBN2;P2RX7;KL;MEF2C;TGFB1;ALOX5;TMEM119;ISG15;SLC8A1;BMP6"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of transport (GO:0051050)","18/91",0.00859921865253745,"FCER1G;SLC11A1;APOA1;TREM2;CYBA;DOC2B;FPR2;IL2RG;TNF;ACTB;SIRPB1;CLEC7A;IL1B;SIRPA;DOCK2;SGK1;BID;FCGR2B"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of kinase activity (GO:0033674)","21/114",0.00884170635774636,"MAP2K3;PDGFRB;CSF1R;CDKN1A;FLT1;CSF1;FLT3;AGAP2;TREM2;F2;TNF;CAMKK1;EREG;ADCYAP1;RASSF2;PTPRC;SPDYA;CCR7;LCP2;TEK;EPHB1"
"NasalRNAseq_mod1","GO_Biological_Process_2021","negative regulation of catabolic process (GO:0009895)","12/49",0.0088725931534105,"PRKCG;HCAR2;TRIM40;ACTN3;IL1B;PDE3B;ADGRB1;AGAP2;FLNA;IRAK3;TNF;CBFA2T3"
"NasalRNAseq_mod1","GO_Biological_Process_2021","cytoplasmic pattern recognition receptor signaling pathway in response to virus (GO:0039528)","5/10",0.00910800423371824,"IFIH1;DDX58;OAS3;IRF7;TRIM25"
"NasalRNAseq_mod1","GO_Biological_Process_2021","granulocyte activation (GO:0036230)","5/10",0.00910800423371824,"CXCL6;PREX1;CXCL8;CXCR2;PRG3"
"NasalRNAseq_mod1","GO_Biological_Process_2021","immunoglobulin mediated immune response (GO:0016064)","5/10",0.00910800423371824,"FCER1G;CARD9;TLR8;FCGR2B;GAPT"
"NasalRNAseq_mod1","GO_Biological_Process_2021","myeloid dendritic cell differentiation (GO:0043011)","5/10",0.00910800423371824,"BATF2;DCSTAMP;BATF3;CSF2;BATF"
"NasalRNAseq_mod1","GO_Biological_Process_2021","negative regulation of toll-like receptor 4 signaling pathway (GO:0034144)","5/10",0.00910800423371824,"LYN;ACOD1;TNFAIP3;TREM2;LILRA2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of vascular endothelial growth factor receptor signaling pathway (GO:0030949)","5/10",0.00910800423371824,"PRKCB;IL1B;ITGB3;ITGA5;HIF1A"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of granulocyte differentiation (GO:0030852)","5/10",0.00910800423371824,"CEACAM1;TESC;RARA;HCLS1;EVI2B"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of T-helper 17 type immune response (GO:2000316)","5/10",0.00910800423371824,"CLEC7A;IL23A;CLEC6A;CARD9;IL12RB1"
"NasalRNAseq_mod1","GO_Biological_Process_2021","negative regulation of programmed cell death (GO:0043069)","52/381",0.00933883124553262,"TREM2;MPO;IFIT3;CCND2;MYC;CLEC5A;PIM1;PROK2;SOX8;PIM3;PIM2;IL10;RIPK2;SPHK1;HGF;PLAUR;SERPINB9;MMP9;GREM1;HCK;TMIGD1;PPIF;ANGPTL4;CRYAB;SQSTM1;NAIP;CD44;BIRC3;BCL2A1;HPN;THBS1;SOCS2;CLN3;GRK5;FLNA;NCKAP1L;BID;NTSR1;MCL1;TNFSF18;PLK3;EGR3;LAPTM5;VEGFA;TNFRSF10D;NFKBIA;IL6;BCL3;GHRL;TEK;EVI2B;MYD88"
"NasalRNAseq_mod1","GO_Biological_Process_2021","defense response to Gram-positive bacterium (GO:0050830)","15/70",0.00940734925979927,"GBP7;DEFA4;DEFA3;RNASE3;RNASE2;LYZ;MPEG1;HLA-E;FGR;IL6;PGLYRP1;GBP2;CAMP;MYD88;TLR2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of phospholipase C activity (GO:0010863)","11/43",0.00954044339453365,"CD86;PDGFRB;GNA15;P2RY6;FLT1;C5AR1;LPAR2;FGF2;S1PR4;PLCB2;RASGRP4"
"NasalRNAseq_mod1","GO_Biological_Process_2021","negative regulation of antigen receptor-mediated signaling pathway (GO:0050858)","8/25",0.0096157699214788,"CEACAM1;CD300A;LAPTM5;PTPN22;FCGR2B;GBP1;LILRB4;CD22"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of vascular endothelial growth factor production (GO:0010575)","8/25",0.0096157699214788,"IL1A;IL6;TGFB1;IL1B;CYP1B1;HPSE;PTGS2;HIF1A"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of heterotypic cell-cell adhesion (GO:0034114)","8/25",0.0096157699214788,"IL10;IL1RN;IL1B;MYADM;APOA1;AGER;TNF;CD44"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of epithelial cell proliferation (GO:0050679)","22/123",0.00978467004284723,"CCL24;EGFL7;GRN;EGR3;ITGB3;C5AR1;HPN;PDGFB;PIK3CD;WNT7A;NOD2;FGF2;HIF1A;AREG;BMP6;VEGFA;MMP12;NR4A1;NR4A3;JAML;MYC;TEK"
"NasalRNAseq_mod1","GO_Biological_Process_2021","potassium ion transmembrane transport (GO:0071805)","24/139",0.00987984928119703,"KCNG2;KCNH4;KCNK7;SLC24A4;KCNH5;KCND1;KCNE5;KCNK13;HPN;KCNJ15;SLC1A3;ATP1A3;PKD2L1;ATP1B2;KCNAB2;LRRC55;KCNS1;FXYD2;KCNQ4;KCNN1;SLC12A6;KCNN4;KCNJ2;HCN2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulated exocytosis (GO:0045055)","29/180",0.00992690228427964,"CFD;ORM1;SERPINA1;ITGB3;ITGA2B;PLEK;PDGFB;F13A1;ORM2;THBS1;CRHBP;TMSB4X;OTOF;FLNA;TIMP1;LYN;SRGN;TGFB1;ACTN2;HGF;APOA1;PPBP;LHFPL2;F5;VEGFA;SYT11;CD109;PECAM1;FERMT3"
"NasalRNAseq_mod1","GO_Biological_Process_2021","apoptotic process (GO:0006915)","35/231",0.00997945906021128,"PPP1R15A;CSRNP1;HIP1;PDE1B;ITGB2;CXCR4;HK2;IFIT2;BBC3;CASP5;MYC;CASP1;NLRP3;PMAIP1;CD14;BID;RELT;IER3;PLK3;TNFSF14;GADD45A;DAPK2;NFKBIA;IL1A;PLSCR1;RRAGC;FAP;ADORA2A;IL1B;DLC1;IRF1;ELMO1;LTA;MYD88;TLR2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of calcium ion transport (GO:0051928)","10/37",0.00997996979432044,"CCR1;PDGFRB;P2RX7;CCL4;PDGFB;CCL3;CCL2;FFAR1;LILRA2;LILRA5"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of myeloid cell differentiation (GO:0045639)","10/37",0.00997996979432044,"STAT5B;CSF3;STAT1;FES;TAL1;TESC;NCKAP1L;INHBA;HIF1A;HOXA5"
"NasalRNAseq_mod1","GO_Biological_Process_2021","negative regulation of peptidyl-tyrosine phosphorylation (GO:0050732)","9/31",0.0101130254591865,"SOCS3;SOCS1;PTPRC;CD300A;PTPN6;PARP14;SAMSN1;SH2B3;LILRB4"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of complement activation (GO:0030449)","12/50",0.0102363571226931,"CPB2;CR1;IL1B;C5AR2;C9;C5AR1;C3AR1;C4BPA;C8B;F2;CFP;CD55"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of endopeptidase activity (GO:0052548)","15/71",0.0105913443621438,"SERPINB4;SERPINB1;SERPINA1;SERPINB2;SERPINE2;SERPIND1;SERPINC1;SERPINB9;FURIN;SERPINB8;VSIR;TIMP2;FETUB;TIMP1;BIRC3"
"NasalRNAseq_mod1","GO_Biological_Process_2021","cellular response to peptide (GO:1901653)","13/57",0.0105913443621438,"ITGA4;RIPK2;ATP1A3;PTPN22;TREM2;FPR2;NOD2;AGER;ICAM1;TLR6;VIM;FCGR2B;TLR4"
"NasalRNAseq_mod1","GO_Biological_Process_2021","icosanoid metabolic process (GO:0006690)","13/57",0.0105913443621438,"GGT5;CYP4F2;PLA2G4C;CYP4F3;CYP4F22;PTGS2;PTGS1;ALOX5;ALOX5AP;TBXAS1;DPEP2;CYP1B1;GGT1"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of reactive oxygen species metabolic process (GO:2000377)","13/57",0.0105913443621438,"PDGFRB;CDKN1A;GADD45A;PDGFB;ACOD1;F2;THBS1;BST1;ALOX5;ZC3H12A;RAC2;CYP1B1;PLIN5"
"NasalRNAseq_mod1","GO_Biological_Process_2021","granulocyte differentiation (GO:0030851)","7/20",0.0105913443621438,"CDKN1A;CSF3;SPI1;CEBPE;TAL1;RARA;CBFA2T3"
"NasalRNAseq_mod1","GO_Biological_Process_2021","mesoderm development (GO:0007498)","7/20",0.0105913443621438,"HES7;HCK;BTK;SECTM1;IKZF1;BMX;VEGFA"
"NasalRNAseq_mod1","GO_Biological_Process_2021","myeloid cell development (GO:0061515)","7/20",0.0105913443621438,"ALAS2;MPIG6B;NRROS;NCKAP1L;EVI2B;SH2B3;TLR2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","negative regulation of lipid storage (GO:0010888)","7/20",0.0105913443621438,"ABCA1;NFKBIA;IL6;ITGB3;TREM2;ABHD5;TNF"
"NasalRNAseq_mod1","GO_Biological_Process_2021","negative regulation of osteoclast differentiation (GO:0045671)","7/20",0.0105913443621438,"MAFB;CCL3;LILRB1;LILRB3;LILRB4;TLR4;FSTL3"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of alpha-beta T cell activation (GO:0046635)","7/20",0.0105913443621438,"PNP;SYK;IL23A;EBI3;CD55;HLA-E;CCR2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","toll-like receptor 4 signaling pathway (GO:0034142)","7/20",0.0105913443621438,"ITGAM;TNIP3;ITGB2;LY96;CD14;PIK3AP1;TLR4"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of transcription, DNA-templated (GO:0045893)","134/1183",0.0107605422890991,"CD86;CSF3;SPI1;NCF1;FGF2;TNF;ETS2;IL4I1;MYC;ZC3H12A;NAMPT;TNFSF11;HOXA1;SOX8;PIM2;PITX2;IER5;JUNB;HOXA5;IER2;MAP2K3;MEF2C;SLC11A1;HGF;RUNX3;JMJD6;ADCYAP1;MYCN;DDIT3;PADI2;SQSTM1;ATF3;GCM1;NOTCH1;BEX1;PDGFB;TWIST1;HIF1A;HELZ2;SBNO2;NHLH1;NLRP3;EGR1;STAT5B;NFE2;AKIRIN2;JUN;EGR2;TGFB1;EGR4;VDR;LIF;INHBA;POU2F2;FLI1;BMP6;ST18;NFKB2;FOSL2;MLLT11;FOSL1;NFKBIA;NR4A2;NR4A1;IL6;MAFB;NR4A3;BCL3;MAFF;REL;SNAI1;LHX4;CSRNP1;ELL;GLI1;LITAF;LYL1;ZIC2;VENTX;IL10;KDM6B;IL11;EDN1;RIPK2;DDX58;TESC;TFE3;RHOG;FOS;PARP9;ETV5;TNFRSF1A;MMP12;NR5A1;GREM1;PLSCR1;ZEB2;GAL;IRF4;TAL1;IL1B;IRF1;TFEC;IRF7;RARA;TLR9;IRF8;HCLS1;TLR4;CREB5;ENG;TLR2;CEBPB;SMARCD3;CEBPE;NLRC5;WAS;NOD2;FSTL3;NFIL3;SERTAD1;SPP1;E2F3;STAT1;OSM;WNT7A;LILRB1;KLF2;VEGFA;PER1;KLF7;KLF6;TNIP1;TNIP3"
"NasalRNAseq_mod1","GO_Biological_Process_2021","engulfment of apoptotic cell (GO:0043652)","6/15",0.0107605422890991,"XKR7;ADGRB1;RHOG;RAC2;RHOH;THBS1"
"NasalRNAseq_mod1","GO_Biological_Process_2021","macrophage migration (GO:1905517)","6/15",0.0107605422890991,"EDN2;EDNRB;CCL3;CCL2;CKLF;CCR2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of osteoclast differentiation (GO:0045672)","6/15",0.0107605422890991,"CCR1;TYROBP;CSF1;IL23A;TNFSF11;TNF"
"NasalRNAseq_mod1","GO_Biological_Process_2021","superoxide anion generation (GO:0042554)","6/15",0.0107605422890991,"NCF1;NCF2;NCF4;CYBB;CYBA;PRG3"
"NasalRNAseq_mod1","GO_Biological_Process_2021","antibacterial humoral response (GO:0019731)","11/44",0.0109613753231973,"WFDC12;DEFA4;SEMG1;DEFA3;CTSG;PI3;RNASE3;RNASE2;WFDC5;CAMP;HLA-E"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of biosynthetic process (GO:0009891)","11/44",0.0109613753231973,"CXCL8;TGFB1;ADGRB1;PLCG2;APOA1;CYBA;TLR6;VIM;F2;MMP8;TLR4"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of endothelial cell apoptotic process (GO:2000351)","11/44",0.0109613753231973,"IL10;CDH5;IL11;ITGA4;TNFAIP3;CCL2;TEK;THBS1;TNF;HLA-G;ICAM1"
"NasalRNAseq_mod1","GO_Biological_Process_2021","response to amyloid-beta (GO:1904645)","11/44",0.0109613753231973,"MMP12;ITGA4;ATP1A3;TREM2;FPR2;TLR6;FCGR2B;AGER;MMP9;TLR4;ICAM1"
"NasalRNAseq_mod1","GO_Biological_Process_2021","negative regulation of transport (GO:0051051)","12/51",0.011765328509801,"PIP4P2;PLSCR1;MCTP1;SYT11;ITGB3;DYSF;SIRPA;LILRB1;FCGR2B;CRYAB;HAMP;TLR2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of fat cell differentiation (GO:0045600)","12/51",0.011765328509801,"CCDC71L;FNDC5;ZFP36;CEBPB;ZC3H12A;TFE3;PIM1;LPL;METRNL;PTGS2;MEDAG;ADIG"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of monocyte chemotaxis (GO:0090025)","8/26",0.0119752243669077,"CCR1;LYN;GREM1;DUSP1;FPR2;AIF1;PLA2G7;CCR2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of regulatory T cell differentiation (GO:0045589)","8/26",0.0119752243669077,"IL4I1;SOCS1;CR1;IRF1;LILRB2;HLA-G;LILRB4;VSIR"
"NasalRNAseq_mod1","GO_Biological_Process_2021","G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger (GO:0007187)","14/65",0.0120315367136054,"CCR1;PTGIR;CALCRL;XCR1;OR10H2;HTR1B;SSTR2;SSTR3;HTR7;CNR2;CNR1;HRH2;HRH4;CCL2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","receptor metabolic process (GO:0043112)","13/58",0.0120315367136054,"CXCL8;FCER1G;CALCRL;TGFB1;SYK;MX2;ITGB2;ADM;LILRB1;ARRB2;LILRB4;CXCR1;CXCR2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","superoxide metabolic process (GO:0006801)","9/32",0.0122339700120638,"PREX1;NRROS;NCF1;NCF2;NCF4;CYBB;CYBA;PRG3;SOD2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of protein-containing complex assembly (GO:0031334)","21/118",0.0124955117648622,"ABCA1;GBP5;CSF2;TGFB1;SYK;PLEK;ISG15;ASAP1;TNF;VEGFA;CDH5;CLEC7A;TAL1;FSCN1;CDC42EP2;LCP1;TLR6;BID;FNIP1;TLR4;MYD88"
"NasalRNAseq_mod1","GO_Biological_Process_2021","innate immune response activating cell surface receptor signaling pathway (GO:0002220)","21/119",0.0138340322315586,"FCN1;LYN;FCER1G;SYK;CLEC10A;CARD9;ICAM2;ICAM3;LILRA2;MUC3A;RELB;CLEC4A;CLEC4C;CLEC4D;TYROBP;CLEC7A;CLEC6A;PLCG2;MUC7;FFAR2;CLEC4E"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280)","21/119",0.0138340322315586,"HIP1;SYK;TNFSF15;CARD8;CARD9;LAPTM5;NLRC4;TNF;ST18;BBC3;NLRP12;CASP5;CLEC7A;MYC;DLC1;CASP1;NLRP3;PMAIP1;BID;S100A9;S100A8"
"NasalRNAseq_mod1","GO_Biological_Process_2021","B cell mediated immunity (GO:0019724)","5/11",0.0138340322315586,"FCER1G;CARD9;TLR8;FCGR2B;HLA-G"
"NasalRNAseq_mod1","GO_Biological_Process_2021","negative regulation of bone remodeling (GO:0046851)","5/11",0.0138340322315586,"GREM1;P2RX7;IL6;TMEM119;TNFAIP3"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of bone resorption (GO:0045780)","5/11",0.0138340322315586,"DCSTAMP;SYK;SPP1;TNFSF11;ADAM8"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of cellular extravasation (GO:0002693)","5/11",0.0138340322315586,"RIPOR2;ADAM8;AGER;CCR2;ICAM1"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of mast cell activation involved in immune response (GO:0033006)","5/11",0.0138340322315586,"LYN;ADGRE2;CD300A;FES;UNC13D"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of monocyte chemotactic protein-1 production (GO:0071637)","5/11",0.0138340322315586,"SYK;CLEC7A;IL1B;OAS3;TWIST1"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of myeloid leukocyte mediated immunity (GO:0002886)","5/11",0.0138340322315586,"LYN;ADGRE2;SYK;FES;UNC13D"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of T cell cytokine production (GO:0002726)","7/21",0.0138340322315586,"IL6;RSAD2;IL1R1;IL1B;NLRP3;CD55;IL18R1"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of lipopolysaccharide-mediated signaling pathway (GO:0031664)","7/21",0.0138340322315586,"CARD8;LY96;CARD16;LILRA2;TRIB1;BMP6;CD55"
"NasalRNAseq_mod1","GO_Biological_Process_2021","sensory perception of pain (GO:0019233)","7/21",0.0138340322315586,"CHRNB2;P2RX7;MME;OPRL1;CCL2;PROK2;CCR2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","phospholipase C-activating G protein-coupled receptor signaling pathway (GO:0007200)","16/81",0.0144404212274596,"GPR17;ACTN2;GPR65;C5AR2;C5AR1;FPR1;OPRL1;FPR3;GPR4;FPR2;P2RY8;GNA15;P2RY6;CXCR2;C3AR1;GPR18"
"NasalRNAseq_mod1","GO_Biological_Process_2021","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway (GO:0002484)","4/7",0.0145122655548747,"HLA-C;HLA-F;HLA-G;HLA-E"
"NasalRNAseq_mod1","GO_Biological_Process_2021","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent (GO:0002486)","4/7",0.0145122655548747,"HLA-C;HLA-F;HLA-G;HLA-E"
"NasalRNAseq_mod1","GO_Biological_Process_2021","cellular response to interleukin-18 (GO:0071351)","4/7",0.0145122655548747,"IL18RAP;ALOX5;PDGFB;IL18R1"
"NasalRNAseq_mod1","GO_Biological_Process_2021","interleukin-18-mediated signaling pathway (GO:0035655)","4/7",0.0145122655548747,"IL18RAP;ALOX5;PDGFB;IL18R1"
"NasalRNAseq_mod1","GO_Biological_Process_2021","negative regulation of MyD88-independent toll-like receptor signaling pathway (GO:0034128)","4/7",0.0145122655548747,"LY96;CD14;TICAM1;TLR4"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of gliogenesis (GO:0014015)","4/7",0.0145122655548747,"IL6;IL1B;SOX8;TNF"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of humoral immune response (GO:0002922)","4/7",0.0145122655548747,"IL1B;ACOD1;CCR7;FCGR2B"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of T-helper 17 cell differentiation (GO:2000321)","4/7",0.0145122655548747,"IL23A;NFKBIZ;IL12RB1;NFKBID"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of CD8-positive, alpha-beta T cell differentiation (GO:0043376)","4/7",0.0145122655548747,"SOCS1;NCKAP1L;LILRB4;RUNX3"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of cGMP-mediated signaling (GO:0010752)","4/7",0.0145122655548747,"PDZD3;PDE2A;CGAS;THBS1"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of natural killer cell chemotaxis (GO:2000501)","4/7",0.0145122655548747,"CCL7;CCL4;CCL3;CCL2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of natural killer cell proliferation (GO:0032817)","4/7",0.0145122655548747,"IL23A;LEP;PTPN22;HLA-E"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of toll-like receptor 7 signaling pathway (GO:0034155)","4/7",0.0145122655548747,"RSAD2;TREML4;PTPN22;LILRA4"
"NasalRNAseq_mod1","GO_Biological_Process_2021","antigen processing and presentation of peptide antigen via MHC class I (GO:0002474)","9/33",0.0145122655548747,"CLEC4A;FCER1G;TAP2;HLA-C;TAP1;IFI30;HLA-F;HLA-G;HLA-E"
"NasalRNAseq_mod1","GO_Biological_Process_2021","negative regulation of smooth muscle cell proliferation (GO:0048662)","9/33",0.0145122655548747,"IL10;CDKN1A;MEF2C;PTGIR;TNFAIP3;HMOX1;SOD2;TRIB1;AIF1"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of sprouting angiogenesis (GO:1903670)","9/33",0.0145122655548747,"CEACAM1;ALOX5;FGF18;RHOJ;ITGA5;FGF2;THBS1;KLF2;VEGFA"
"NasalRNAseq_mod1","GO_Biological_Process_2021","eosinophil chemotaxis (GO:0048245)","6/16",0.0145122655548747,"CCL24;CCL8;CCL7;CCL4;CCL3;CCL2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","eosinophil migration (GO:0072677)","6/16",0.0145122655548747,"CCL24;CCL8;CCL7;CCL4;CCL3;CCL2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","negative regulation of immune effector process (GO:0002698)","6/16",0.0145122655548747,"GRN;CR1;CD300A;LILRB1;CD55;HAVCR2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of leukocyte adhesion to vascular endothelial cell (GO:1904996)","6/16",0.0145122655548747,"IL6;FUT7;ALOX5;ITGB2;ST3GAL4;TNF"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of toll-like receptor signaling pathway (GO:0034123)","8/27",0.0145122655548747,"TLR1;RSAD2;TREML4;NINJ1;TLR9;PTPN22;CYBA;TLR2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of toll-like receptor signaling pathway (GO:0034121)","8/27",0.0145122655548747,"IRF1;IRF7;TLR9;TREM2;IRAK3;SMPDL3B;BIRC3;TLR2"
