"Module","enrichment_category","Term","Overlap","Adjusted.P.value","Genes"
"NasalRNAseq_mod1","GO_Biological_Process_2021","cellular response to interleukin-1 (GO:0071347)","34/155",1.4634367895524e-05,"IL1RN;CXCL8;IL1RAP;NOD2;HIF1A;CCL8;CCL7;IRAK2;ZC3H12A;CCL4;ANKRD1;CCL3;SIRPA;CCL2;MAP3K8;CCL18;GBP2;GBP1;EGR1;CCL24;CCL22;IL1R1;RIPK2;CCL20;IL1R2;ACOD1;IRAK3;ST18;NFKBIA;IL1A;IL1B;PELI1;SQSTM1;MYD88"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of protein phosphorylation (GO:0001934)","62/371",1.81281744251304e-05,"TENM1;CDKN1A;CSF3;CSF1;ITGB3;LRRK2;TREM2;FGF2;TNF;RASSF2;CCND2;FGF8;CCR7;IL6R;MAP2K3;IL11;RIPK2;SPHK1;HGF;SH2D3C;PLAUR;F2;MMP9;EREG;ADCYAP1;IL1B;PECAM1;HCLS1;CHI3L1;LCP2;FAM20A;ITGA5;CD44;ENG;CSF1R;CEMIP;AGAP2;PDGFB;FPR2;AGER;CAMKK1;SDCBP;PLCG2;FNIP1;LYN;TGFB1;LIF;OSM;INHBA;IRGM;BMP6;VEGFA;MARCO;IL6;PTPRC;SLCO3A1;CLEC6A;LEP;FGF18;SPDYA;TMEM119;TEK"
"NasalRNAseq_mod1","GO_Biological_Process_2021","dendritic cell migration (GO:0036336)","10/18",1.8750771310758e-05,"CCR1;TRPM2;CXCR1;ALOX5;GPR183;CXCR2;CXCR4;CCR7;PIK3CG;CCR2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of interleukin-4 production (GO:0032753)","10/18",1.8750771310758e-05,"CD86;SLC7A5;CEBPB;FCER1G;SYK;IRF4;RARA;NLRP3;HLA-E;HAVCR2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of angiogenesis (GO:0045766)","28/116",1.8750771310758e-05,"GRN;CXCL8;FLT1;TWIST1;PIK3CD;FGF2;HIF1A;THBS1;PIK3R6;HK2;CDH5;ZC3H12A;ITGAX;CYP1B1;HMOX1;CCR3;PRKCB;SPHK1;VEGFA;IL1A;IL1B;ADM2;NINJ1;FGF18;CHI3L1;ANGPTL4;ITGA5;TEK"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of lymphocyte activation (GO:0051251)","14/35",1.8750771310758e-05,"NOD2;TICAM1;SIRPB1;CCDC88B;IL6;TYROBP;CLEC7A;IL23A;TLR9;CCL2;SIRPA;TNFSF11;NCKAP1L;CCR2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","pattern recognition receptor signaling pathway (GO:0002221)","19/61",1.90423860135542e-05,"FCN1;LY96;NOD2;TLR1;CTSL;IRAK2;TLR9;PLCG2;TLR8;FFAR2;TLR10;TLR6;CD14;CLEC4E;S100A9;TLR4;S100A8;MYD88;TLR2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","cellular response to organic substance (GO:0071310)","29/123",1.98492383916631e-05,"CSF1R;CSF3;AMHR2;FLT3;LRRK2;PDGFB;TWF2;CXCR4;TNF;SOCS2;IL1RL2;CASP1;CCL3;CYP1B1;CCL2;CCR7;STAT5B;PLK5;TGFB1;MME;SPHK1;IL1F10;NLRP12;IL1B;CYP1A1;HCLS1;PTPN6;PTPN7;IL18R1"
"NasalRNAseq_mod1","GO_Biological_Process_2021","negative regulation of B cell activation (GO:0050869)","11/22",1.99436370927591e-05,"IL10;LYN;TYROBP;TNFRSF13B;CD300A;LAPTM5;TNFAIP3;MNDA;INHBA;FCGR2B;SAMSN1"
"NasalRNAseq_mod1","GO_Biological_Process_2021","defense response to Gram-negative bacterium (GO:0050829)","21/73",2.12587211653222e-05,"SLC11A1;DEFA4;DEFA3;TREM2;RNASE3;F2;RNASE2;LYZ;IRGM;MPEG1;IL6;IL23A;PRB3;ADGRB1;TLR9;CTSG;BPI;IL6R;TLR4;CAMP;ELANE"
"NasalRNAseq_mod1","GO_Biological_Process_2021","response to molecule of bacterial origin (GO:0002237)","21/73",2.12587211653222e-05,"IL10;GGT5;CXCL8;SLC11A1;TNFAIP3;ACOD1;LY96;PTPN22;IRAK3;CXCL2;IL6;IL1B;PELI1;TLR9;CD14;GGT1;TRIB1;FCGR2B;S100A9;TLR4;S100A8"
"NasalRNAseq_mod1","GO_Biological_Process_2021","response to interleukin-1 (GO:0070555)","23/86",2.63962568527515e-05,"CCL24;CXCL8;CCL22;IL1R1;CCL20;ACOD1;IRAK3;HIF1A;CCL8;CCL7;IRAK2;IL1B;ZC3H12A;CCL4;ANKRD1;CCL3;SIRPA;CHI3L1;CCL2;CCL18;GBP2;GBP1;MYD88"
"NasalRNAseq_mod1","GO_Biological_Process_2021","negative regulation of leukocyte activation (GO:0002695)","9/15",2.72891390515271e-05,"MILR1;CD84;GRN;CD300A;ZC3H12A;BPI;CD300LF;FCGR2B;HAVCR2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","negative regulation of leukocyte mediated cytotoxicity (GO:0001911)","9/15",2.72891390515271e-05,"CEACAM1;PTPRC;CLEC12B;LILRB1;ARRB2;HLA-F;FCGR2B;HLA-G;HLA-E"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of microglial cell activation (GO:1903978)","9/15",2.72891390515271e-05,"GRN;IL6;PTPRC;SYT11;SPHK1;CCL3;TREM2;CST7;MMP8"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of phosphatidylinositol 3-kinase signaling (GO:0014066)","26/106",3.15235781422266e-05,"CSF3;FLT1;NCF1;FLT3;PDGFB;TWIST1;PIK3CD;IRS2;TREM2;FGF2;TNF;PIK3CG;PIK3R5;IER3;PDGFRB;LYN;HGF;OSM;FGR;CEACAM1;LEP;HCLS1;PTPN6;TEK;PIK3AP1;HCST"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of interleukin-4 production (GO:0032673)","11/23",3.33638297640457e-05,"CD86;SLC7A5;CEBPB;FCER1G;SYK;IRF4;DDIT3;RARA;NLRP3;HLA-E;HAVCR2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","negative regulation of production of molecular mediator of immune response (GO:0002701)","7/9",3.51485548316306e-05,"IL10;CR1;APOA1;LILRB1;FCGR2B;TNF;CD22"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of myeloid leukocyte mediated immunity (GO:0002888)","8/12",3.56047844584989e-05,"ITGAM;SPI1;TYROBP;DDX58;ITGB2;STX4;TICAM1;CD177"
"NasalRNAseq_mod1","GO_Biological_Process_2021","monocyte chemotaxis (GO:0002548)","15/42",3.77689014796651e-05,"CCL24;FLT1;CCL22;CCL20;PDGFB;IL6;CCL8;CCL7;CCL4;CCL3;CCL2;S100A12;TNFSF11;CCL18;IL6R"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of p38MAPK cascade (GO:1900744)","14/37",3.77689014796651e-05,"SPI1;NCF1;GADD45B;DUSP1;GADD45A;SPHK1;PTPN22;TREM2;AGER;VEGFA;PER1;IL1B;LEP;ZC3H12A"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of phosphatidylinositol 3-kinase activity (GO:0043552)","12/28",4.48140011296283e-05,"PDGFRB;FGR;FLT1;TGFB1;FLT3;AGAP2;PDGFB;CCR7;FPR2;NOD2;TEK;FGF2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of immunoglobulin production (GO:0002637)","12/28",4.48140011296283e-05,"CD86;SASH3;IL10;IL6;CR1;PTPRC;TLR9;STX4;FCGR2B;TNFRSF4;CD22;HLA-E"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of tyrosine phosphorylation of STAT protein (GO:0042531)","18/59",4.70551788311725e-05,"LYN;TNFSF18;CSF1R;CSF2;IL20;FLT3;LIF;OSM;PARP9;PARP14;TNF;TNFRSF1A;VEGFA;SOCS3;IL6;IL23A;HCLS1;IL6R"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of interleukin-17 production (GO:0032660)","13/33",5.13896744026155e-05,"TGFB1;SPHK1;CARD9;OSM;NOD2;VSIR;SLC7A5;IL6;IL23A;DDIT3;NCKAP1L;TLR4;MYD88"
"NasalRNAseq_mod1","GO_Biological_Process_2021","negative regulation of type I interferon production (GO:0032480)","15/43",5.13896744026155e-05,"IL10;DDX58;NLRC5;TNFAIP3;ACOD1;ISG15;LILRB1;LILRA4;RELB;HERC5;IFIH1;REL;SIRPA;TRIM25;HAVCR2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)","42/224",5.17187594983537e-05,"PPM1N;SECTM1;TNFAIP3;TREM2;NOD2;LITAF;TNF;LGALS1;CLEC7A;ZC3H12A;PLCG2;CASP1;TRIM25;HMOX1;S100A12;FLNA;CCR7;PIM2;PRKCB;RIPK2;STAT1;CARD8;CARD9;RHOH;TRAF1;TICAM1;LILRB4;TNFRSF1A;PER1;NLRP12;TNIP1;IL1B;CLEC6A;TNIP3;REL;PELI1;TLR9;TLR6;CARD16;SQSTM1;MYD88;BIRC3"
"NasalRNAseq_mod1","GO_Biological_Process_2021","dendritic cell chemotaxis (GO:0002407)","9/16",5.17187594983537e-05,"CCR1;TRPM2;CXCR1;GPR183;CXCR2;CXCR4;CCR7;PIK3CG;CCR2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","negative regulation of natural killer cell mediated cytotoxicity (GO:0045953)","9/16",5.17187594983537e-05,"SERPINB4;CEACAM1;CLEC12B;LILRB1;SERPINB9;ARRB2;HLA-F;HLA-G;HLA-E"
"NasalRNAseq_mod1","GO_Biological_Process_2021","neutrophil activation (GO:0042119)","9/16",5.17187594983537e-05,"CXCL6;PREX1;CXCL8;FCER1G;TYROBP;SYK;CXCR2;PRG3;LILRA2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of interleukin-1 production (GO:0032652)","9/16",5.17187594983537e-05,"IL10;ORM1;CEACAM1;NLRP12;SIRPA;CCR7;MEFV;ORM2;TLR4"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of mast cell degranulation (GO:0043304)","9/16",5.17187594983537e-05,"LYN;FGR;ADGRE2;CD84;SYK;CD300A;FES;GAB2;UNC13D"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of smooth muscle cell proliferation (GO:0048660)","16/49",6.14365341939641e-05,"PDGFRB;EDN1;PTGIR;STAT1;PDGFB;TNFAIP3;TNF;AIF1;THBS1;EREG;IL6;NR4A3;HMOX1;TRIB1;IL6R;ELANE"
"NasalRNAseq_mod1","GO_Biological_Process_2021","MyD88-dependent toll-like receptor signaling pathway (GO:0002755)","12/29",6.50657657037432e-05,"TLR1;TNIP1;IRAK2;BTK;LY96;IRAK3;TLR10;CD14;TLR6;TLR4;MYD88;TLR2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","negative regulation of interferon-gamma production (GO:0032689)","12/29",6.50657657037432e-05,"CD274;CR1;DDIT3;ZC3H12A;LAPTM5;RARA;LILRB1;INHBA;LILRB4;TLR4;VSIR;HAVCR2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of leukocyte migration (GO:0002687)","12/29",6.50657657037432e-05,"TNFSF18;IL6;EDN2;CSF1;MADCAM1;NCKAP1L;ADAM8;AIF1;TNF;IL6R;ICAM1;VEGFA"
"NasalRNAseq_mod1","GO_Biological_Process_2021","lymphocyte chemotaxis (GO:0048247)","15/44",6.71450374182159e-05,"CCL24;CCL22;CCL20;PIK3CD;PIK3CG;CXCL16;CCL8;CCL7;GPR183;CCL4;CCL3;CCL2;ADAM8;CCL18;CKLF"
"NasalRNAseq_mod1","GO_Biological_Process_2021","B cell activation (GO:0042113)","22/85",7.01227118267249e-05,"CD86;CHRNB2;IL10;IL11;MEF2C;ITGA4;FLT3;PRKCB;NFAM1;PIK3CD;LAT2;ADGRG3;CD79B;LYL1;CD79A;KLF6;PTPRC;GPR183;BTK;PLCG2;JAK3;CD22"
"NasalRNAseq_mod1","GO_Biological_Process_2021","adenylate cyclase-activating G protein-coupled receptor signaling pathway (GO:0007189)","27/118",7.24697887193597e-05,"CALCRL;GPR65;ADCY4;LPAR2;ADM;ADCY7;ADGRG3;ADGRE1;GNA13;ADGRE2;GNG2;ADGRE5;CNR2;CNR1;ADGRE3;S1PR1;S1PR3;S1PR4;ABCA1;PTGIR;GPR4;GPR3;ADRA2B;ADCYAP1;ADGRD1;ADORA2A;ADGRB1"
"NasalRNAseq_mod1","GO_Biological_Process_2021","negative regulation of response to external stimulus (GO:0032102)","27/118",7.24697887193597e-05,"TNFAIP6;TNFAIP3;FPR2;AOAH;METRNL;MEFV;LILRA2;FGF2;CDH5;ALOX5;SIRPA;NLRP3;TNFAIP8L2;ELANE;IL10;CARD8;ACOD1;APOA1;IRAK3;TNFRSF1A;NLRP12;CD109;GHRL;CARD16;TEK;TRIB1;SMPDL3B"
"NasalRNAseq_mod1","GO_Biological_Process_2021","negative regulation of NF-kappaB transcription factor activity (GO:0032088)","21/79",7.26872242073985e-05,"IL10;TRIM40;SPI1;CARD8;NLRC5;TNFAIP3;ACOD1;IRAK3;ARRB2;TMIGD3;NFKBIA;NLRP12;AIM2;IRAK2;TMSB4X;DDIT3;ZC3H12A;TLR9;CYP1B1;NLRP3;HAVCR2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002824)","8/13",7.44446951301771e-05,"CLEC7A;IL23A;SLC11A1;CLEC6A;IL1B;CARD9;IL12RB1;CCR2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of interferon-alpha production (GO:0032647)","11/25",7.97740534911123e-05,"IFIH1;IL10;DDX58;RIPK2;STAT1;IRF7;TLR9;TLR8;TLR4;LILRA4;HAVCR2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of cell adhesion (GO:0030155)","29/133",8.67091165302006e-05,"RIPOR2;CXCL8;PLXND1;PDE3B;CHRD;CXCR4;TNF;PIK3CG;FUT7;PLAU;ARHGDIB;RAC2;CCR7;STX4;PLXNC1;STX3;CYTIP;LYN;TNFSF18;DUSP1;TESC;TFE3;GPR4;VEGFA;FES;MYADM;ADAM8;TGFBI;SIPA1"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of chemotaxis (GO:0050921)","15/45",8.85204754893977e-05,"PDGFRB;EDN2;TGFB1;PDGFB;TREM2;AIF1;FGF2;THBS1;VEGFA;IL6;TMSB4X;STX4;STX3;IL6R;CCR2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of cell activation (GO:0050865)","7/10",9.06820211689567e-05,"IL6;FCER1G;SYK;EMILIN1;TREM2;LILRA2;LILRA5"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of mast cell activation (GO:0033003)","7/10",9.06820211689567e-05,"LYN;MILR1;CD84;PLSCR1;CD300LF;HAVCR1;CRLF2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of neutrophil migration (GO:1902622)","7/10",9.06820211689567e-05,"MPP1;BST1;RAC2;RHOG;RHOH;NCKAP1L;OLFM4"
"NasalRNAseq_mod1","GO_Biological_Process_2021","negative regulation of cytokine production involved in immune response (GO:0002719)","9/17",9.10851183506992e-05,"IL10;TGFB1;APOA1;IRAK3;LILRB1;HLA-F;LILRB4;TNF;JAK3"
"NasalRNAseq_mod1","GO_Biological_Process_2021","negative regulation of phagocytosis (GO:0050765)","9/17",9.10851183506992e-05,"PIP4P2;PLSCR1;CD300A;SYT11;DYSF;SIRPA;CD300LF;FCGR2B;TLR2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of leukocyte migration (GO:0002685)","9/17",9.10851183506992e-05,"TNFSF18;BST1;RHOG;RAC2;RHOH;HMOX1;MADCAM1;NCKAP1L;VEGFA"
"NasalRNAseq_mod1","GO_Biological_Process_2021","heterotypic cell-cell adhesion (GO:0034113)","12/30",9.13530506955451e-05,"ITGA4;ITGAD;ITGB3;ITGB2;NINJ1;ITGAX;ITGA7;MADCAM1;CD1D;LILRB2;ITGA5;DSC2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","lymphocyte migration (GO:0072676)","14/40",9.28053308811539e-05,"CCL24;CCL22;CCL20;MSN;CCL8;CCL7;CCL4;CCL3;S1PR1;CCL2;ADAM8;CCL18;CKLF;MYO1G"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of bone mineralization (GO:0030500)","17/57",0.000108427905687647,"SRGN;FBN2;CCR1;KL;MEF2C;TGFB1;TWIST1;ISG15;SLC8A1;BMP6;GREM1;P2RX7;ALOX5;CCL3;S1PR1;TMEM119;NOTUM"
"NasalRNAseq_mod1","GO_Biological_Process_2021","integrin-mediated signaling pathway (GO:0007229)","20/75",0.000109493360876979,"SEMA7A;FYB1;MPIG6B;SYK;ITGB3;ITGA2B;ITGB2;PLEK;APOA1;NEDD9;ISG15;PRAM1;FGR;HCK;CEACAM1;ADAMTS1;ZYX;MADCAM1;ITGA5;FERMT3"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of neutrophil degranulation (GO:0043313)","5/5",0.000120330168175996,"ITGAM;SPI1;SYK;ITGB2;CD177"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of leukocyte cell-cell adhesion (GO:1903039)","12/31",0.000133644337511252,"CCDC88B;IL6;FUT7;NR4A3;ITGB2;CCL2;SIRPA;TNFSF11;TNF;SIRPB1;CD44;CCR2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","microglial cell activation (GO:0001774)","10/22",0.000142046564079922,"GRN;ITGAM;TYROBP;C5AR1;ITGB2;TREM2;FPR2;AGER;AIF1;TNF"
"NasalRNAseq_mod1","GO_Biological_Process_2021","negative regulation of lymphocyte activation (GO:0051250)","10/22",0.000142046564079922,"IL4I1;LST1;LAPTM5;TNFAIP3;PTPN22;TNFAIP8L2;FCGR2B;SAMSN1;JAK3;PAG1"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of platelet activation (GO:0010543)","10/22",0.000142046564079922,"LYN;THBD;CELA2A;FCER1G;C1QTNF1;SYK;PLEK;PDGFB;F2;TLR4"
"NasalRNAseq_mod1","GO_Biological_Process_2021","defense response to protozoan (GO:0042832)","8/14",0.000142046564079922,"BATF2;GBP7;CLEC7A;IRF4;SLC11A1;GBP2;MYD88;BATF"
"NasalRNAseq_mod1","GO_Biological_Process_2021","immune response-regulating cell surface receptor signaling pathway (GO:0002768)","8/14",0.000142046564079922,"LYN;FGR;BTLA;LILRB1;FPR2;LILRB2;HLA-G;MICB"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of leukocyte degranulation (GO:0043302)","8/14",0.000142046564079922,"FGR;ITGAM;SYK;ITGB2;STX4;GAB2;HLA-F;CD177"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of superoxide anion generation (GO:0032930)","8/14",0.000142046564079922,"ITGAM;TGFB1;TYROBP;SYK;CLEC7A;ITGB2;FPR2;CD177"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of nitric-oxide synthase biosynthetic process (GO:0051769)","8/14",0.000142046564079922,"FCER2;EDN1;NAMPT;TLR9;CCL2;NOD2;TLR4;TLR2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","negative regulation of interleukin-8 production (GO:0032717)","9/18",0.000154792280388492,"IL10;TMSB4X;BCL3;TLR9;PTPN22;BPI;TLR6;CD33;ELANE"
"NasalRNAseq_mod1","GO_Biological_Process_2021","T cell migration (GO:0072678)","9/18",0.000154792280388492,"CCL20;GPR183;CCL3;S1PR1;MSN;PIK3CD;PIK3CG;CXCL16;MYO1G"
"NasalRNAseq_mod1","GO_Biological_Process_2021","actin filament organization (GO:0007015)","31/152",0.000155332676499458,"HIP1;WAS;NEDD9;CORO1A;AIF1;SPTA1;SAMD14;RAC2;XIRP1;FLNA;SVIL;TPM4;MYO7B;RHOG;RFLNB;RHOH;MYO7A;RHOF;ARHGAP25;ERMN;VIL1;ACTA1;MARCKS;ELMO1;CASS4;CORO6;CDC42EP2;GHRL;LCP1;MYO1F;MYO1G"
"NasalRNAseq_mod1","GO_Biological_Process_2021","negative regulation of cellular process (GO:0048523)","81/566",0.000158241337888322,"CDA;COL18A1;TENM1;RIPOR2;BTG2;CDKN1A;IFITM1;CXCL8;PLXND1;PDE3B;DYSF;TREM2;CXCL1;FGF2;IFIT3;PIP4P2;ADAMTS1;MYC;FTH1;SESN2;ARHGDIB;ANXA6;CYP1B1;TNFRSF8;SIRPA;DACT3;EMILIN1;PIM2;PLXNC1;CD33;IL10;CR1;DUSP1;TESC;APOA1;TNFRSF1B;SSTR2;RUNX3;CBFA2T3;SSTR3;EREG;TMIGD3;DCSTAMP;IL1A;PLSCR1;ASTL;IL1B;ALDH1A2;IRF1;ADGRB1;CRYAB;TLR2;NOTCH1;DCUN1D3;DLL4;ALOX5;IGFBP6;MSX1;SH2B3;LYN;CDKN2D;TGFB1;VDR;OSGIN1;OSM;TDRD9;LILRB1;CDC6;INHBA;SOD2;ST18;NR4A1;IL6;SYT11;DLC1;PTPN6;TGFBI;FCGR2B;APOBEC3A;SIPA1;APOBEC3B"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of NIK/NF-kappaB signaling (GO:1901224)","16/53",0.000159624854897133,"CD86;TNFSF14;SPHK1;LAPTM5;NOD2;MMP8;TNF;AGER;PTP4A3;NLRP12;IL23A;IL1B;TLR9;CD14;TLR4;TLR2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","lymphocyte differentiation (GO:0030098)","21/84",0.000178303638240896,"IL10;IL11;ITGA4;FLT3;NFAM1;PIK3CD;RHOH;PTPN22;IKZF1;RELB;ADGRG3;CD79B;DLL4;LYL1;CD79A;KLF6;PTPRC;NFIL3;LEP;PLCG2;JAK3"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of interleukin-10 production (GO:0032733)","12/32",0.000181816999270043,"CD274;IL6;SYK;CLEC7A;IL23A;IRF4;PLCG2;TLR9;ISG15;NOD2;TLR4;LILRA5"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of chemotaxis (GO:0050920)","12/32",0.000181816999270043,"PDGFRB;TGFB1;ADGRA2;GPR183;PDGFB;CXCR4;TREM2;STX4;STX3;AIF1;THBS1;ELANE"
"NasalRNAseq_mod1","GO_Biological_Process_2021","complement receptor mediated signaling pathway (GO:0002430)","7/11",0.000199173886739829,"CR1;C5AR2;C5AR1;C3AR1;FPR1;FPR3;FPR2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of nitric-oxide synthase biosynthetic process (GO:0051770)","7/11",0.000199173886739829,"FCER2;NAMPT;TLR9;CCL2;NOD2;TLR4;TLR2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of T cell mediated immunity (GO:0002709)","7/11",0.000199173886739829,"FUT7;IL1B;WAS;CLC;TNFRSF1B;AGER;CCR2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of toll-like receptor 2 signaling pathway (GO:0034135)","7/11",0.000199173886739829,"LYN;TLR1;ACOD1;TNFAIP3;CYBA;TREM2;TLR6"
"NasalRNAseq_mod1","GO_Biological_Process_2021","negative regulation of defense response (GO:0031348)","21/85",0.000210371392020928,"IL10;TNFAIP6;TNFAIP3;ACOD1;APOA1;IRAK3;AOAH;FPR2;METRNL;MEFV;TNFRSF1A;CDH5;NLRP12;ALOX5;SIRPA;NLRP3;GHRL;TNFAIP8L2;TEK;SMPDL3B;ELANE"
"NasalRNAseq_mod1","GO_Biological_Process_2021","immune response-inhibiting cell surface receptor signaling pathway (GO:0002767)","6/8",0.000223201549603804,"LYN;CLEC12B;LILRB1;LILRB2;HLA-G;LILRB4"
"NasalRNAseq_mod1","GO_Biological_Process_2021","negative regulation of T cell mediated cytotoxicity (GO:0001915)","6/8",0.000223201549603804,"CEACAM1;PTPRC;LILRB1;NCKAP1L;FCGR2B;HLA-G"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of interleukin-18 production (GO:0032661)","6/8",0.000223201549603804,"IL10;GBP5;CD84;NLRP12;TLR9;TLR2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of interferon-beta production (GO:0032648)","15/49",0.000240139044051431,"DDX58;RIPK2;ISG15;LILRB1;RELB;IFIH1;IRF1;OAS3;IRF7;TLR9;REL;SIRPA;TLR8;TLR4;TLR2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","leukocyte cell-cell adhesion (GO:0007159)","11/28",0.00024223458623798,"ITGA4;SYK;TNIP1;ITGB2;PECAM1;OLR1;MSN;ITGAL;ICAM1;CD177;FERMT3"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of B cell activation (GO:0050864)","11/28",0.00024223458623798,"IL10;IL4I1;IL6;THEMIS2;LAPTM5;TLR9;TNFAIP3;NOD2;FCGR2B;SAMSN1;CD22"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of calcium-mediated signaling (GO:0050848)","11/28",0.00024223458623798,"BST1;CLEC7A;LRRK2;PLEK;CCL4;CCL3;PLCG2;TREM2;GBP1;CD22;SLC8A2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","response to interferon-beta (GO:0035456)","11/28",0.00024223458623798,"IFITM3;IFITM1;PLSCR1;IFITM2;AIM2;STAT1;IRF1;IRGC;ACOD1;MNDA;IRGM"
"NasalRNAseq_mod1","GO_Biological_Process_2021","cellular response to interleukin-7 (GO:0098761)","9/19",0.000242647377914593,"SOCS2;STAT5B;SOCS1;CISH;IRS2;IL2RG;IL7R;JAK3;CRLF2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","interleukin-7-mediated signaling pathway (GO:0038111)","9/19",0.000242647377914593,"SOCS2;STAT5B;SOCS1;CISH;IRS2;IL2RG;IL7R;JAK3;CRLF2"
"NasalRNAseq_mod1","GO_Biological_Process_2021","myeloid cell activation involved in immune response (GO:0002275)","9/19",0.000242647377914593,"SBNO2;FCER1G;TYROBP;SYK;DYSF;PLCG2;LILRA2;DOCK2;SLAMF1"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of lymphocyte proliferation (GO:0050670)","9/19",0.000242647377914593,"TNFSF18;LEP;LST1;TNFSF9;IL27;PTPN22;TNFSF8;TNFRSF1B;CD22"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of neuroinflammatory response (GO:0150077)","9/19",0.000242647377914593,"IL6;SPHK1;IL1B;TREM2;MMP8;PTGS2;TNFRSF1B;MMP9;TNF"
"NasalRNAseq_mod1","GO_Biological_Process_2021","positive regulation of acute inflammatory response (GO:0002675)","8/15",0.000245652208652484,"IL6;IL1B;OSM;FFAR3;ADAM8;FFAR2;PTGS2;TNF"
"NasalRNAseq_mod1","GO_Biological_Process_2021","regulation of superoxide anion generation (GO:0032928)","8/15",0.000245652208652484,"ITGAM;TGFB1;TYROBP;SYK;CLEC7A;ITGB2;FPR2;CD177"
"NasalRNAseq_mod1","GO_Biological_Process_2021","T cell proliferation (GO:0042098)","8/15",0.000245652208652484,"TNFSF18;TNFSF14;DOCK8;SLC11A1;MSN;LILRB1;TNFRSF4;PIK3CG"
"NasalRNAseq_mod1","GO_Biological_Process_2021","cellular response to organic cyclic compound (GO:0071407)","30/150",0.00028656061869573,"LRRK2;AQP9;PDGFB;ATP1A3;TFPI;TNF;ACTB;CRHBP;TRPM2;P2RY6;GNG2;ZC3H12A;CCL3;SPP1;CYP1B1;CCL2;EGR1;MEF2C;AOC1;TGFB1;PDE2A;MSN;GPBAR1;SSTR2;P2RX7;NR4A3;FES;IL1B;CYP1A1;HCN2"
