Module (or Feature),Analysis,P value,Adj. p value,Direction
B Cell (naive),Longitudinal analysis Child population of non granulocytes - 3|4 average,0.005185479476623578,0.08123917846710273,Severe
B Cell (naive),Longitudinal analysis Child population of non granulocytes - 3|4 shape,0.0022182244234442553,0.03475218263396,Mild
B Cell (naive),Longitudinal analysis Child population of non granulocytes - 3|5 average,0.03021374155040027,0.11833715440573439,Mild
B Cell (naive),Longitudinal analysis Child population of non granulocytes - 4|5 average,0.0014546222892350723,0.04430422400413137,Mild
B Cell (transitional),Longitudinal analysis Child population of non granulocytes - 1|5 average,0.014127905246675326,0.06640115465937403,Mild
B Cell (transitional),Longitudinal analysis Child population of non granulocytes - 1|5 shape,3.3722845422299743e-19,5.28324578282696e-18,Severe
B Cell (transitional),Longitudinal analysis Child population of non granulocytes - 2|5 average,0.04784242057435791,0.28107422087435274,Mild
B Cell (transitional),Longitudinal analysis Child population of non granulocytes - 2|5 shape,1.3994683483950728e-7,1.6443753093642106e-6,Severe
B Cell (transitional),Longitudinal analysis Child population of non granulocytes - 3|5 average,0.02404827846660029,0.11302690879302137,Mild
B Cell (transitional),Longitudinal analysis Child population of non granulocytes - 3|5 shape,4.406866430099099e-15,6.904090740488587e-14,Severe
B Cell (transitional),Longitudinal analysis Child population of non granulocytes - 4|5 average,0.04780026361912076,0.32094462715695365,Mild
B Cell (transitional),Longitudinal analysis Child population of non granulocytes - 4|5 shape,1.1406682460497167e-4,0.001798271262754902,Severe
CD4+ NKT Cell,Longitudinal analysis Child population of non granulocytes - 1|5 average,0.012189811084843391,0.06365790233195993,Severe
CD4+ NKT Cell,Longitudinal analysis Child population of non granulocytes - 2|3 shape,3.647038603024032e-5,0.001714108143421295,Severe
CD4+ NKT Cell,Longitudinal analysis Child population of non granulocytes - 2|5 shape,0.03210334390017833,0.1406697729883751,Mild
CD4+ NKT Cell,Longitudinal analysis Child population of non granulocytes - 3|4 shape,0.002168090770697165,0.03475218263396,Mild
CD4+ T Cell (CM),Longitudinal analysis Child population of non granulocytes - 1|2 average,0.015793548000579166,0.22847364564668615,Mild
CD4+ T Cell (CM),Longitudinal analysis Child population of non granulocytes - 1|3 average,0.010404942402492946,0.12225807322929211,Mild
CD4+ T Cell (CM),Longitudinal analysis Child population of non granulocytes - 1|4 average,0.012499498649230303,0.08392520521626061,Mild
CD4+ T Cell (CM),Longitudinal analysis Child population of non granulocytes - 1|5 average,0.0035235489196696296,0.027601133204078764,Mild
CD4+ T Cell (CM),Longitudinal analysis Child population of non granulocytes - 2|5 shape,0.047424267250598645,0.1714569662137028,Mild
CD4+ T Cell (CM),Longitudinal analysis Child population of non granulocytes - 4|5 average,0.0376156181394122,0.32094462715695365,Mild
CD4+ T Cell (EM CD27hi),Longitudinal analysis Child population of non granulocytes - 1|3 average,0.0191022247318628,0.14963409373292527,Mild
CD4+ T Cell (EM CD27hi),Longitudinal analysis Child population of non granulocytes - 1|4 average,0.0020587814749657807,0.01788356495825882,Mild
CD4+ T Cell (EM CD27hi),Longitudinal analysis Child population of non granulocytes - 1|5 average,1.2548370870039383e-4,0.0025384091987046956,Mild
CD4+ T Cell (EM CD27hi),Longitudinal analysis Child population of non granulocytes - 1|5 shape,0.03406472423388823,0.11436014564233907,Mild
CD4+ T Cell (EM CD27hi),Longitudinal analysis Child population of non granulocytes - 2|4 average,0.008355706610489792,0.0873043126628184,Mild
CD4+ T Cell (EM CD27hi),Longitudinal analysis Child population of non granulocytes - 2|5 average,0.019980460381518357,0.2347704094828407,Mild
CD4+ T Cell (EM CD27hi),Longitudinal analysis Child population of non granulocytes - 2|5 shape,0.01367233365809569,0.07139996465894416,Mild
CD4+ T Cell (EM CD27hi),Longitudinal analysis Child population of non granulocytes - 4|5 average,0.03885669458442377,0.32094462715695365,Severe
CD4+ T Cell (EM CD27hi),Longitudinal analysis Child population of non granulocytes - 4|5 shape,0.0030761721318387242,0.02065429859948858,Mild
CD4+ T Cell (EM CD27low),Longitudinal analysis Child population of non granulocytes - 1|2 average,0.04927167294789409,0.355074387934292,Mild
CD4+ T Cell (EM CD27low),Longitudinal analysis Child population of non granulocytes - 1|5 average,0.007717899971472,0.05182018552274058,Mild
CD4+ T Cell (EM CD27low),Longitudinal analysis Child population of non granulocytes - 1|5 shape,0.02711900558388665,0.098045635572513265,Mild
CD4+ T Cell (EM CD27low),Longitudinal analysis Child population of non granulocytes - 2|4 shape,0.022052517967995715,0.15602302142656962,Severe
CD4+ T Cell (EM CD27low),Longitudinal analysis Child population of non granulocytes - 3|5 average,0.028444902383861218,0.11833715440573439,Mild
CD4+ T Cell (EM CD27low),Longitudinal analysis Child population of non granulocytes - 4|5 shape,0.0030625954194683654,0.02065429859948858,Mild
CD4+ Treg (naive),Longitudinal analysis Child population of non granulocytes - 1|4 shape,0.013761959719331727,0.08344924881826887,Severe
CD8+ NKT Cell,Longitudinal analysis Child population of non granulocytes - 1|2 average,0.03188099480083375,0.2996813511278373,Mild
CD8+ NKT Cell,Longitudinal analysis Child population of non granulocytes - 1|3 average,7.713594118946928e-4,0.03625389235905056,Mild
CD8+ NKT Cell,Longitudinal analysis Child population of non granulocytes - 1|4 average,1.2158293252643234e-4,0.0019047992762474398,Mild
CD8+ T Cell (activated),Longitudinal analysis Child population of non granulocytes - 1|4 shape,0.001133058727427257,0.02347366040189992,Severe
CD8+ T Cell (activated),Longitudinal analysis Child population of non granulocytes - 2|4 average,0.030256221352863454,0.17775530044807278,Mild
CD8+ T Cell (activated),Longitudinal analysis Child population of non granulocytes - 2|4 shape,8.110870212328495e-4,0.019060544998971963,Severe
CD8+ T Cell (activated),Longitudinal analysis Child population of non granulocytes - 2|5 shape,0.010860804120816466,0.07139996465894416,Severe
CD8+ T Cell (CM),Longitudinal analysis Child population of non granulocytes - 1|5 shape,0.016089519658796094,0.06629143954738206,Mild
CD8+ T Cell (CM),Longitudinal analysis Child population of non granulocytes - 2|5 shape,0.01309555771968243,0.07139996465894416,Mild
CD8+ T Cell (CM),Longitudinal analysis Child population of non granulocytes - 3|4 average,0.017409092349789143,0.11688962006286996,Mild
CD8+ T Cell (CM),Longitudinal analysis Child population of non granulocytes - 3|5 average,0.009676171183341135,0.08673233792866433,Mild
CD8+ T Cell (EMRA CD57low),Longitudinal analysis Child population of non granulocytes - 1|3 shape,2.1795420108474328e-4,0.010243847450982934,Severe
CD8+ T Cell (EMRA CD57low),Longitudinal analysis Child population of non granulocytes - 1|4 shape,0.01510307847457347,0.08344924881826887,Severe
CD8+ T Cell (EMRA CD57low),Longitudinal analysis Child population of non granulocytes - 2|3 shape,0.00848166900338269,0.19931922157949322,Severe
CD8+ T Cell (EMRA CD57low),Longitudinal analysis Child population of non granulocytes - 2|4 shape,0.023237471276297602,0.15602302142656962,Severe
CD8+ T Cell (naive),Longitudinal analysis Child population of non granulocytes - 1|2 shape,0.017409213738801464,0.2045582614309172,Severe
CD8+ T Cell (naive),Longitudinal analysis Child population of non granulocytes - 1|4 average,0.04758856125185106,0.18638853156975,Mild
CD8+ T Cell (naive),Longitudinal analysis Child population of non granulocytes - 1|5 average,0.01565621885059196,0.06689475327071111,Mild
CD8+ T Cell (naive),Longitudinal analysis Child population of non granulocytes - 2|4 average,0.005000000987186544,0.0873043126628184,Mild
CD8+ T Cell (naive),Longitudinal analysis Child population of non granulocytes - 2|4 shape,0.022156809084453007,0.15602302142656962,Mild
CD8+ T Cell (naive),Longitudinal analysis Child population of non granulocytes - 3|4 average,0.0076755154515463575,0.08851041957888899,Mild
CD8+ T Cell (naive),Longitudinal analysis Child population of non granulocytes - 3|5 average,0.00936246522882888,0.08673233792866433,Mild
Conventional DC,Longitudinal analysis Child population of non granulocytes - 1|4 average,3.9672039775666217e-4,0.004661464673640781,Mild
Conventional DC,Longitudinal analysis Child population of non granulocytes - 1|5 shape,0.003450073682655229,0.022056310851438853,Mild
Conventional DC,Longitudinal analysis Child population of non granulocytes - 2|4 average,0.013002769971058061,0.0873043126628184,Mild
Conventional DC,Longitudinal analysis Child population of non granulocytes - 2|5 shape,0.0031803641558825176,0.029895423065295666,Mild
Conventional DC,Longitudinal analysis Child population of non granulocytes - 3|4 average,7.80220018595762e-4,0.018335170437000406,Mild
Conventional DC,Longitudinal analysis Child population of non granulocytes - 3|5 shape,0.002309268252351061,0.015505086837214266,Mild
Conventional DC,Longitudinal analysis Child population of non granulocytes - 4|5 shape,1.1478327209073842e-4,0.001798271262754902,Mild
Hematopoetic progrenitor Cell,Longitudinal analysis Child population of non granulocytes - 1|4 average,0.04271158412252739,0.18249495034170793,Severe
Hematopoetic progrenitor Cell,Longitudinal analysis Child population of non granulocytes - 1|5 average,0.020427069350059415,0.08000602162106604,Severe
Hematopoetic progrenitor Cell,Longitudinal analysis Child population of non granulocytes - 1|5 shape,3.079593928603466e-11,3.618522866109073e-10,Mild
Hematopoetic progrenitor Cell,Longitudinal analysis Child population of non granulocytes - 2|5 shape,5.023199860449291e-10,7.869679781370555e-9,Mild
Hematopoetic progrenitor Cell,Longitudinal analysis Child population of non granulocytes - 3|5 average,0.023890991542986115,0.11302690879302137,Severe
Hematopoetic progrenitor Cell,Longitudinal analysis Child population of non granulocytes - 3|5 shape,4.364578930901806e-11,4.102704195047698e-10,Mild
Hematopoetic progrenitor Cell,Longitudinal analysis Child population of non granulocytes - 4|5 shape,5.152355843248397e-4,0.006054018115816866,Mild
ILC,Longitudinal analysis Child population of non granulocytes - 1|5 average,1.6202611906625716e-4,0.0025384091987046956,Mild
ILC,Longitudinal analysis Child population of non granulocytes - 1|5 shape,0,0,Severe
ILC,Longitudinal analysis Child population of non granulocytes - 2|5 average,4.924803928535274e-4,0.012790442338387251,Mild
ILC,Longitudinal analysis Child population of non granulocytes - 2|5 shape,2.8998017477187853e-56,1.362906821427829e-54,Severe
ILC,Longitudinal analysis Child population of non granulocytes - 3|5 average,0.004135463964453469,0.06478893544310435,Mild
ILC,Longitudinal analysis Child population of non granulocytes - 3|5 shape,1.1257655033049377e-17,2.6455489327666037e-16,Severe
ILC,Longitudinal analysis Child population of non granulocytes - 4|5 average,0.0018852861278353776,0.04430422400413137,Mild
ILC,Longitudinal analysis Child population of non granulocytes - 4|5 shape,1.7858865909095471e-6,8.393666977274871e-5,Severe
Monocytes (CD14-CD16+),Longitudinal analysis Child population of non granulocytes - 1|5 average,0.02979923011985008,0.10004027254521099,Mild
Monocytes (CD14-CD16+),Longitudinal analysis Child population of non granulocytes - 1|5 shape,0.0037542656768406557,0.022056310851438853,Mild
Monocytes (CD14-CD16+),Longitudinal analysis Child population of non granulocytes - 2|4 shape,4.945165175369985e-6,2.324227632423893e-4,Severe
Monocytes (CD14-CD16+),Longitudinal analysis Child population of non granulocytes - 3|4 shape,5.857270034801511e-6,2.7529169163567103e-4,Severe
Monocytes (CD14+CD16-),Longitudinal analysis Child population of non granulocytes - 1|2 average,0.0027655344266852453,0.12998011805420653,Severe
Monocytes (CD14+CD16-),Longitudinal analysis Child population of non granulocytes - 1|3 average,0.014061761045574285,0.13218055382839827,Severe
Monocytes (CD14+CD16-),Longitudinal analysis Child population of non granulocytes - 1|4 average,2.742626507446008e-6,6.445172292498119e-5,Severe
Monocytes (CD14+CD16-),Longitudinal analysis Child population of non granulocytes - 1|5 average,1.9704121222420678e-5,9.260936974537718e-4,Severe
Monocytes (CD14+CD16-),Longitudinal analysis Child population of non granulocytes - 2|4 average,0.012297996450747684,0.0873043126628184,Severe
Monocytes (CD14+CD16-),Longitudinal analysis Child population of non granulocytes - 2|5 average,5.442741420590319e-4,0.012790442338387251,Severe
Monocytes (CD14+CD16-),Longitudinal analysis Child population of non granulocytes - 3|5 average,0.0036182623084025224,0.06478893544310435,Severe
NK Cell (CD56hi CD16low),Longitudinal analysis Child population of non granulocytes - 1|3 average,0.002636222649691141,0.0590462880128787,Mild
NK Cell (CD56hi CD16low),Longitudinal analysis Child population of non granulocytes - 1|4 average,0.021775100944734498,0.12163374206109509,Mild
NK Cell (CD56hi CD16low),Longitudinal analysis Child population of non granulocytes - 2|4 average,0.012729821297945098,0.0873043126628184,Mild
NK Cell (CD56hi CD16low),Longitudinal analysis Child population of non granulocytes - 3|5 average,0.03578457397579638,0.12937499822018692,Severe
NK Cell (CD56low CD16hi CD57low),Longitudinal analysis Child population of non granulocytes - 1|2 shape,0.005154345725324116,0.12112712454511673,Mild
NK Cell (CD56low CD16hi CD57low),Longitudinal analysis Child population of non granulocytes - 1|3 shape,0.003500237225564551,0.08225557480076695,Mild
NK Cell (CD56low CD16hi CD57low),Longitudinal analysis Child population of non granulocytes - 1|4 average,0.0022830082925436794,0.01788356495825882,Mild
NK Cell (CD56low CD16hi CD57low),Longitudinal analysis Child population of non granulocytes - 1|5 shape,0.016925473926991164,0.06629143954738206,Mild
NK Cell (CD56low CD16hi CD57low),Longitudinal analysis Child population of non granulocytes - 3|4 average,0.00941600208286053,0.08851041957888899,Mild
NK Cell (CD56low CD16hi CD57low),Longitudinal analysis Child population of non granulocytes - 4|5 shape,0.009371000671196129,0.044043703154621805,Mild
Plasmacytoid DC,Longitudinal analysis Child population of non granulocytes - 1|4 average,1.0249862110159607e-12,4.8174351917750154e-11,Mild
Plasmacytoid DC,Longitudinal analysis Child population of non granulocytes - 1|4 shape,0.014020071252318154,0.08344924881826887,Severe
Plasmacytoid DC,Longitudinal analysis Child population of non granulocytes - 1|5 average,0.001774811250473947,0.016683225754455102,Mild
Plasmacytoid DC,Longitudinal analysis Child population of non granulocytes - 1|5 shape,0.047333948081402344,0.14831303732172735,Mild
Plasmacytoid DC,Longitudinal analysis Child population of non granulocytes - 2|4 average,2.7981029888608106e-6,1.315108404764581e-4,Mild
Plasmacytoid DC,Longitudinal analysis Child population of non granulocytes - 2|5 average,0.0365077781997473,0.2803160175796339,Severe
Plasmacytoid DC,Longitudinal analysis Child population of non granulocytes - 3|4 average,4.190547553132457e-6,1.969557349972255e-4,Mild
Plasmacytoid DC,Longitudinal analysis Child population of non granulocytes - 3|4 shape,0.018154368580044537,0.21331383081552333,Severe
Plasmacytoid DC,Longitudinal analysis Child population of non granulocytes - 3|5 average,0.01759270134503411,0.1033571204020754,Mild
Plasmacytoid DC,Longitudinal analysis Child population of non granulocytes - 4|5 shape,0.008389540193603967,0.04381204323326516,Mild
Tier2_NK_Undefined,Longitudinal analysis Child population of non granulocytes - 1|5 average,4.5510703945325957e-4,0.0053475077135758,Mild
Tier2_NK_Undefined,Longitudinal analysis Child population of non granulocytes - 1|5 shape,1.1405159717469672e-113,2.680212533605373e-112,Severe
Tier2_NK_Undefined,Longitudinal analysis Child population of non granulocytes - 2|5 average,9.45916577171509e-4,0.014819359709020308,Mild
Tier2_NK_Undefined,Longitudinal analysis Child population of non granulocytes - 2|5 shape,1.767485669335807e-11,4.1535913229391463e-10,Severe
Tier2_NK_Undefined,Longitudinal analysis Child population of non granulocytes - 3|5 average,4.3711503510454044e-4,0.020544406649913402,Mild
Tier2_NK_Undefined,Longitudinal analysis Child population of non granulocytes - 3|5 shape,6.135695146908201e-28,2.883776719046854e-26,Severe
Tier2_NK_Undefined,Longitudinal analysis Child population of non granulocytes - 4|5 average,0.003653348676787793,0.05723579593634209,Mild
Tier2_NK_Undefined,Longitudinal analysis Child population of non granulocytes - 4|5 shape,0.0028180025574037165,0.02065429859948858,Severe
B Cell (naive),Longitudinal analysis Child to parent ratio - overall average,0.023834383016587628,0.13042903417397486,Mild
CD4+ T Cell (CM),Longitudinal analysis Child to parent ratio - overall shape,0.002030333395264321,0.01746086719927316,Severe
CD4+ T Cell (CM),Longitudinal analysis Child to parent ratio - overall average,0.01807501623564758,0.13042903417397486,Mild
CD4+ T Cell (EM CD27hi),Longitudinal analysis Child to parent ratio - overall average,0.034459246699994645,0.14817476080997696,Mild
CD8+ NKT Cell,Longitudinal analysis Child to parent ratio - overall shape,0.03580956569459326,0.11844702498980847,Severe
CD8+ NKT Cell,Longitudinal analysis Child to parent ratio - overall average,0.022569584578393056,0.13042903417397486,Mild
CD8+ T Cell (activated),Longitudinal analysis Child to parent ratio - overall shape,0.02003603037290499,0.07179577550290955,Severe
CD8+ T Cell (activated),Longitudinal analysis Child to parent ratio - overall average,0.0027494200944053263,0.11822506405942904,Severe
CD8+ T Cell (CM),Longitudinal analysis Child to parent ratio - overall shape,0.015669951885836288,0.06479609160087688,Mild
CD8+ T Cell (EM CD27hi),Longitudinal analysis Child to parent ratio - overall shape,0.014607265875555272,0.06479609160087688,Severe
CD8+ T Cell (EM CD27low),Longitudinal analysis Child to parent ratio - overall shape,0.04850895740863859,0.14195155943811577,Severe
CD8+ T Cell (EM CD57hi),Longitudinal analysis Child to parent ratio - overall average,0.026128089134130197,0.13042903417397486,Mild
Monocytes (CD14+CD16-),Longitudinal analysis Child to parent ratio - overall average,0.009412105967531456,0.13042903417397486,Severe
Monocytes (CD14+CD16+),Longitudinal analysis Child to parent ratio - overall shape,0.0010498066629212716,0.015047228835204894,Mild
Monocytes (CD14+CD16+),Longitudinal analysis Child to parent ratio - overall average,0.01085533638422703,0.13042903417397486,Mild
Neutrophil (CD16hi),Longitudinal analysis Child to parent ratio - overall shape,0.013892273880066237,0.06479609160087688,Mild
Neutrophil (CD16hi),Longitudinal analysis Child to parent ratio - overall average,0.02727883390136321,0.13042903417397486,Mild
Neutrophil (CD16low),Longitudinal analysis Child to parent ratio - overall shape,0.013920269178759458,0.06479609160087688,Severe
Neutrophil (CD16low),Longitudinal analysis Child to parent ratio - overall average,0.027299100175948228,0.13042903417397486,Severe
NK Cell (CD56hi CD16low),Longitudinal analysis Child to parent ratio - overall shape,0.016575744363015014,0.06479609160087688,Severe
NK Cell (CD56low CD16hi CD57hi),Longitudinal analysis Child to parent ratio - overall shape,1.0617104661619387e-4,0.0022826775022481683,Severe
NK Cell (CD56low CD16hi CD57low),Longitudinal analysis Child to parent ratio - overall shape,1.6187661752439714e-5,6.960694553549076e-4,Mild
Tier2_Bcell_Undefined,Longitudinal analysis Child to parent ratio - overall shape,0.010097452649193206,0.06479609160087688,Mild
Tier2_NK_Undefined,Longitudinal analysis Child to parent ratio - overall shape,0.0017304991227905494,0.01746086719927316,Severe
Tier2_NK_Undefined,Longitudinal analysis Child to parent ratio - overall average,0.04960129445017804,0.19389596921433233,Mild
B Cell (naive),Longitudinal analysis Child to parent ratio - 1|3 average,0.03843774639142364,0.5300127760894204,Severe
B Cell (naive),Longitudinal analysis Child to parent ratio - 1|4 shape,0.008103443653059119,0.06968961541630841,Mild
B Cell (naive),Longitudinal analysis Child to parent ratio - 2|4 shape,0.028664785186802023,0.11205325118477155,Mild
B Cell (naive),Longitudinal analysis Child to parent ratio - 3|4 shape,0.001096736955736585,0.01571989636555772,Mild
B Cell (naive),Longitudinal analysis Child to parent ratio - 3|5 average,0.01372842799479515,0.11942895459667015,Mild
B Cell (naive),Longitudinal analysis Child to parent ratio - 4|5 average,0.00224939740380262,0.032241362787837555,Mild
CD4+ T Cell (CM),Longitudinal analysis Child to parent ratio - 1|3 average,0.0204579495587794,0.4398459155137571,Mild
CD4+ T Cell (CM),Longitudinal analysis Child to parent ratio - 1|5 shape,7.485049404630342e-4,0.006437142487982094,Severe
CD4+ T Cell (CM),Longitudinal analysis Child to parent ratio - 2|4 average,0.038999887022169916,0.33539902839066127,Severe
CD4+ T Cell (CM),Longitudinal analysis Child to parent ratio - 2|4 shape,0.04698940519123686,0.1683787019352654,Mild
CD4+ T Cell (CM),Longitudinal analysis Child to parent ratio - 2|5 average,0.027234426571092842,0.2879018919349612,Mild
CD4+ T Cell (CM),Longitudinal analysis Child to parent ratio - 2|5 shape,0.0015077556536703953,0.0324167465539135,Severe
CD4+ T Cell (CM),Longitudinal analysis Child to parent ratio - 3|4 average,0.016816281327038468,0.3427516269329779,Severe
CD4+ T Cell (CM),Longitudinal analysis Child to parent ratio - 3|4 shape,0.023099740508370034,0.12591259189417148,Mild
CD4+ T Cell (CM),Longitudinal analysis Child to parent ratio - 3|5 average,0.03642680295191859,0.2610587544887499,Mild
CD4+ T Cell (CM),Longitudinal analysis Child to parent ratio - 3|5 shape,7.096476957724308e-4,0.01525742545910726,Severe
CD4+ T Cell (CM),Longitudinal analysis Child to parent ratio - 4|5 shape,1.2647473630219547e-4,0.005438413660994405,Severe
CD4+ T Cell (EM CD27hi),Longitudinal analysis Child to parent ratio - 1|5 average,0.006893599095750459,0.059284952223453945,Mild
CD8+ NKT Cell,Longitudinal analysis Child to parent ratio - 1|2 average,0.0033603140533169243,0.14449350429262775,Mild
CD8+ NKT Cell,Longitudinal analysis Child to parent ratio - 1|3 average,1.0605553795001221e-4,0.004560388131850526,Mild
CD8+ NKT Cell,Longitudinal analysis Child to parent ratio - 1|4 average,3.653089521273803e-4,0.015708284941477354,Mild
CD8+ T Cell (activated),Longitudinal analysis Child to parent ratio - 1|4 shape,0.0015447306947216455,0.03321170993651538,Severe
CD8+ T Cell (activated),Longitudinal analysis Child to parent ratio - 2|4 average,0.010689465732116318,0.16467145663695376,Severe
CD8+ T Cell (activated),Longitudinal analysis Child to parent ratio - 2|4 shape,0.002739630166571646,0.042703588317968104,Severe
CD8+ T Cell (activated),Longitudinal analysis Child to parent ratio - 3|4 average,0.006720169002181536,0.28896726709380605,Severe
CD8+ T Cell (activated),Longitudinal analysis Child to parent ratio - 3|4 shape,0.013717356386013596,0.11796926491971692,Severe
CD8+ T Cell (activated),Longitudinal analysis Child to parent ratio - 3|5 average,7.508969146520996e-4,0.016144283665020142,Severe
CD8+ T Cell (CM),Longitudinal analysis Child to parent ratio - 1|5 shape,0.017575856110146566,0.0944702265920378,Mild
CD8+ T Cell (CM),Longitudinal analysis Child to parent ratio - 3|5 shape,0.021621450695753427,0.1328174828453425,Mild
CD8+ T Cell (CM),Longitudinal analysis Child to parent ratio - 4|5 shape,0.04755893681652913,0.2272260314567503,Mild
CD8+ T Cell (EM CD27hi),Longitudinal analysis Child to parent ratio - 1|3 shape,0.03451088852783703,0.24732803444949872,Mild
CD8+ T Cell (EM CD27hi),Longitudinal analysis Child to parent ratio - 1|4 shape,0.025089803162442012,0.15412307656928664,Mild
CD8+ T Cell (EM CD27hi),Longitudinal analysis Child to parent ratio - 3|4 shape,0.0292819981149236,0.12591259189417148,Severe
CD8+ T Cell (EM CD27hi),Longitudinal analysis Child to parent ratio - 3|5 shape,0.00925434116493011,0.09948416752299868,Severe
CD8+ T Cell (EM CD57hi),Longitudinal analysis Child to parent ratio - 1|2 shape,0.009321964080066256,0.10021111386071226,Mild
CD8+ T Cell (EM CD57hi),Longitudinal analysis Child to parent ratio - 2|4 average,0.00471152875096183,0.16467145663695376,Severe
Monocytes (CD14+CD16-),Longitudinal analysis Child to parent ratio - 1|4 average,0.04121095350560202,0.35441420014817737,Severe
Monocytes (CD14+CD16-),Longitudinal analysis Child to parent ratio - 1|5 average,0.01352087179586186,0.09689958120367666,Severe
Monocytes (CD14+CD16-),Longitudinal analysis Child to parent ratio - 1|5 shape,0.046117032828813714,0.19830324116389897,Severe
Monocytes (CD14+CD16-),Longitudinal analysis Child to parent ratio - 2|4 average,0.015531421842131615,0.16696278480291485,Severe
Monocytes (CD14+CD16-),Longitudinal analysis Child to parent ratio - 3|4 shape,1.6839692164496002e-4,0.0036205338153666405,Mild
Monocytes (CD14+CD16-),Longitudinal analysis Child to parent ratio - 3|5 average,0.013887087743798855,0.11942895459667015,Severe
Monocytes (CD14+CD16-),Longitudinal analysis Child to parent ratio - 4|5 shape,0.004541694963031598,0.04882322085258968,Severe
Monocytes (CD14+CD16+),Longitudinal analysis Child to parent ratio - 1|4 shape,6.105674210067481e-5,0.002625439910329017,Severe
Monocytes (CD14+CD16+),Longitudinal analysis Child to parent ratio - 2|4 average,0.011488706276996774,0.16467145663695376,Mild
Monocytes (CD14+CD16+),Longitudinal analysis Child to parent ratio - 2|4 shape,0.007139831192622167,0.0511687902137922,Severe
Monocytes (CD14+CD16+),Longitudinal analysis Child to parent ratio - 3|4 average,0.025286757757910266,0.3427516269329779,Mild
Monocytes (CD14+CD16+),Longitudinal analysis Child to parent ratio - 3|5 average,0.01032944417992068,0.11942895459667015,Mild
Monocytes (CD14+CD16+),Longitudinal analysis Child to parent ratio - 4|5 shape,0.01142986530927564,0.09829684165977051,Mild
Neutrophil (CD16hi),Longitudinal analysis Child to parent ratio - 1|2 average,0.02512859245720921,0.270174160324769,Mild
Neutrophil (CD16hi),Longitudinal analysis Child to parent ratio - 1|4 average,0.008017857426095825,0.1149226231073735,Mild
Neutrophil (CD16hi),Longitudinal analysis Child to parent ratio - 1|4 shape,0.049539220130316516,0.2366873850670678,Mild
Neutrophil (CD16hi),Longitudinal analysis Child to parent ratio - 1|5 average,7.693263413551557e-4,0.011027017645450967,Mild
Neutrophil (CD16hi),Longitudinal analysis Child to parent ratio - 1|5 shape,0.013659927990720064,0.08391109675121043,Mild
Neutrophil (CD16hi),Longitudinal analysis Child to parent ratio - 2|4 shape,0.01994924359008412,0.09531800867103175,Mild
Neutrophil (CD16hi),Longitudinal analysis Child to parent ratio - 2|5 shape,0.011552786054645735,0.12439574833094048,Mild
Neutrophil (CD16hi),Longitudinal analysis Child to parent ratio - 3|4 shape,0.029134857833894273,0.12591259189417148,Mild
Neutrophil (CD16hi),Longitudinal analysis Child to parent ratio - 3|5 shape,0.0176477124915265,0.12647527285593993,Mild
Neutrophil (CD16hi),Longitudinal analysis Child to parent ratio - 4|5 average,7.373986442823402e-4,0.015854085694236606,Mild
Neutrophil (CD16hi),Longitudinal analysis Child to parent ratio - 4|5 shape,0.021281646736477308,0.11438890031306148,Mild
Neutrophil (CD16low),Longitudinal analysis Child to parent ratio - 1|2 average,0.02513248003021107,0.270174160324769,Severe
Neutrophil (CD16low),Longitudinal analysis Child to parent ratio - 1|4 average,0.008017852181352146,0.1149226231073735,Severe
Neutrophil (CD16low),Longitudinal analysis Child to parent ratio - 1|4 shape,0.04953920419135248,0.2366873850670678,Severe
Neutrophil (CD16low),Longitudinal analysis Child to parent ratio - 1|5 average,7.693268124733233e-4,0.011027017645450967,Severe
Neutrophil (CD16low),Longitudinal analysis Child to parent ratio - 1|5 shape,0.013659945982755186,0.08391109675121043,Severe
Neutrophil (CD16low),Longitudinal analysis Child to parent ratio - 2|4 shape,0.019950280884634554,0.09531800867103175,Severe
Neutrophil (CD16low),Longitudinal analysis Child to parent ratio - 2|5 shape,0.011571697519157254,0.12439574833094048,Severe
Neutrophil (CD16low),Longitudinal analysis Child to parent ratio - 3|4 shape,0.029134866808243468,0.12591259189417148,Severe
Neutrophil (CD16low),Longitudinal analysis Child to parent ratio - 3|5 shape,0.01764704060195283,0.12647527285593993,Severe
Neutrophil (CD16low),Longitudinal analysis Child to parent ratio - 4|5 average,7.373993346156561e-4,0.015854085694236606,Severe
Neutrophil (CD16low),Longitudinal analysis Child to parent ratio - 4|5 shape,0.021281655872197484,0.11438890031306148,Severe
NK Cell (CD56hi CD16low),Longitudinal analysis Child to parent ratio - 1|2 shape,0.0033558463264908448,0.07215069601955316,Severe
NK Cell (CD56hi CD16low),Longitudinal analysis Child to parent ratio - 2|3 shape,0.0014755732436228495,0.06344964947578254,Mild
NK Cell (CD56hi CD16low),Longitudinal analysis Child to parent ratio - 2|4 shape,0.005579118475434249,0.0511687902137922,Mild
NK Cell (CD56low CD16hi CD57hi),Longitudinal analysis Child to parent ratio - 1|3 shape,0.03301423752235905,0.24732803444949872,Severe
NK Cell (CD56low CD16hi CD57hi),Longitudinal analysis Child to parent ratio - 1|4 shape,0.0036008128771286394,0.038708738429132875,Severe
NK Cell (CD56low CD16hi CD57hi),Longitudinal analysis Child to parent ratio - 2|4 shape,0.01556845977257552,0.09531800867103175,Severe
