Module (or Feature),Analysis,P value,Adj. p value,Direction
Eosinophil,Longitudinal analysis Parent population - 2|4 shape,0.012474382699534744,0.0943024173386288,Severe
Eosinophil,Longitudinal analysis Parent population - 3|4 shape,0.03518032095369571,0.17083348584696997,Severe
gd T Cell,Longitudinal analysis Parent population - 1|2 average,0.04890403652369944,0.17069862852745588,Mild
gd T Cell,Longitudinal analysis Parent population - 1|3 average,0.004834546401639981,0.08218728882787968,Mild
gd T Cell,Longitudinal analysis Parent population - 1|5 shape,5.182302161262309e-4,0.0029366378913819754,Severe
gd T Cell,Longitudinal analysis Parent population - 2|5 shape,0.005943879275304154,0.011932814084885278,Severe
gd T Cell,Longitudinal analysis Parent population - 3|5 average,0.009602542205723869,0.01656055113997903,Mild
gd T Cell,Longitudinal analysis Parent population - 3|5 shape,3.449083153851058e-24,5.863441361546798e-23,Severe
gd T Cell,Longitudinal analysis Parent population - 4|5 shape,0.006834490572646108,0.010622522272831957,Severe
Hematopoetic progrenitor Cell,Longitudinal analysis Parent population - 1|5 average,3.0751703583684216e-4,0.001646309598808426,Severe
Hematopoetic progrenitor Cell,Longitudinal analysis Parent population - 1|5 shape,5.65770203108198e-124,9.618093452839366e-123,Mild
Hematopoetic progrenitor Cell,Longitudinal analysis Parent population - 2|5 average,4.899428514346132e-4,0.0013881714123980707,Severe
Hematopoetic progrenitor Cell,Longitudinal analysis Parent population - 2|5 shape,9.65304235763504e-53,1.6410172007979567e-51,Mild
Hematopoetic progrenitor Cell,Longitudinal analysis Parent population - 3|4 shape,0.04019611431693411,0.17083348584696997,Severe
Hematopoetic progrenitor Cell,Longitudinal analysis Parent population - 3|5 average,4.4933193830196463e-4,0.0038193214755666994,Severe
Hematopoetic progrenitor Cell,Longitudinal analysis Parent population - 3|5 shape,1.3842221610785923e-16,1.1765888369168035e-15,Mild
Hematopoetic progrenitor Cell,Longitudinal analysis Parent population - 4|5 average,0.0010288629767086148,0.01749067060404645,Severe
Hematopoetic progrenitor Cell,Longitudinal analysis Parent population - 4|5 shape,6.738225609272542e-42,1.145498353576332e-40,Mild
Lymphocyte,Longitudinal analysis Parent population - 1|2 average,0.04445346848328444,0.17069862852745588,Mild
Lymphocyte,Longitudinal analysis Parent population - 1|2 shape,0.042615506073819046,0.1470693470083977,Severe
Lymphocyte,Longitudinal analysis Parent population - 1|4 average,7.758067554906494e-6,3.2971787108352596e-5,Mild
Lymphocyte,Longitudinal analysis Parent population - 1|5 average,5.991613014456255e-4,0.0016976236874292722,Mild
Lymphocyte,Longitudinal analysis Parent population - 2|4 average,2.9055664430037423e-6,9.878925906212723e-6,Mild
Lymphocyte,Longitudinal analysis Parent population - 2|4 shape,0.02939786344181074,0.0943024173386288,Mild
Lymphocyte,Longitudinal analysis Parent population - 2|5 average,4.0066512495960314e-5,2.270435708104418e-4,Mild
Lymphocyte,Longitudinal analysis Parent population - 2|5 shape,0.007480279100852481,0.011932814084885278,Mild
Lymphocyte,Longitudinal analysis Parent population - 3|4 average,0.0014033012800647936,0.00340801739444307,Mild
Lymphocyte,Longitudinal analysis Parent population - 3|5 average,0.0014122158633220721,0.004801533935295045,Mild
Lymphocyte,Longitudinal analysis Parent population - 3|5 shape,0.04897609534818054,0.06938280174325577,Mild
Lymphocyte,Longitudinal analysis Parent population - 4|5 average,0.024746249964909737,0.06812156670407978,Severe
Lymphocyte,Longitudinal analysis Parent population - 4|5 shape,0.015465909174378182,0.02022465045880224,Mild
Monocytes,Longitudinal analysis Parent population - 2|4 average,1.8422632309997517e-5,4.4740678467136824e-5,Mild
Monocytes,Longitudinal analysis Parent population - 2|5 average,0.021719930917941027,0.04102653617833305,Mild
Monocytes,Longitudinal analysis Parent population - 3|4 average,0.00703694239747806,0.014953502594640877,Mild
Monocytes,Longitudinal analysis Parent population - 3|5 shape,0.0195223308672695,0.04148495309294769,Mild
Monocytes,Longitudinal analysis Parent population - 4|5 shape,0.002388851331596998,0.007823034109930684,Mild
Myeloid,Longitudinal analysis Parent population - 1|2 average,0.04441948071266682,0.17069862852745588,Severe
Myeloid,Longitudinal analysis Parent population - 1|2 shape,0.04316104582819022,0.1470693470083977,Mild
Myeloid,Longitudinal analysis Parent population - 1|4 average,7.543854256203805e-6,3.2971787108352596e-5,Severe
Myeloid,Longitudinal analysis Parent population - 1|5 average,4.4060633349819723e-4,0.001646309598808426,Severe
Myeloid,Longitudinal analysis Parent population - 2|4 average,2.6914624967373073e-6,9.878925906212723e-6,Severe
Myeloid,Longitudinal analysis Parent population - 2|4 shape,0.03033305736472413,0.0943024173386288,Severe
Myeloid,Longitudinal analysis Parent population - 2|5 average,3.8029328976394484e-5,2.270435708104418e-4,Severe
Myeloid,Longitudinal analysis Parent population - 2|5 shape,0.003502961632412503,0.008507192535858936,Severe
Myeloid,Longitudinal analysis Parent population - 3|4 average,0.0012913497058864888,0.00340801739444307,Severe
Myeloid,Longitudinal analysis Parent population - 3|5 average,0.001118114715226855,0.004751987539714134,Severe
Myeloid,Longitudinal analysis Parent population - 3|5 shape,0.03300592912050118,0.05893670452913501,Severe
Myeloid,Longitudinal analysis Parent population - 4|5 average,0.021197848718912577,0.06812156670407978,Mild
Myeloid,Longitudinal analysis Parent population - 4|5 shape,0.007237183204399245,0.010622522272831957,Severe
MyeloidToLymphocyte,Longitudinal analysis Parent population - 1|3 average,0.04630829170393964,0.2624136529889913,Severe
MyeloidToLymphocyte,Longitudinal analysis Parent population - 1|4 average,0.0025199009161731892,0.005354789446868027,Severe
MyeloidToLymphocyte,Longitudinal analysis Parent population - 1|4 shape,0.0010047404881887586,0.014576973417964711,Mild
MyeloidToLymphocyte,Longitudinal analysis Parent population - 2|4 average,2.2441037382722678e-6,9.878925906212723e-6,Severe
MyeloidToLymphocyte,Longitudinal analysis Parent population - 2|4 shape,3.778122164305305e-5,6.422807679319018e-4,Mild
MyeloidToLymphocyte,Longitudinal analysis Parent population - 2|5 average,3.25818941245241e-5,2.270435708104418e-4,Severe
MyeloidToLymphocyte,Longitudinal analysis Parent population - 2|5 shape,0.007721232643161062,0.011932814084885278,Severe
MyeloidToLymphocyte,Longitudinal analysis Parent population - 3|4 shape,0.029068135528574887,0.17083348584696997,Mild
MyeloidToLymphocyte,Longitudinal analysis Parent population - 3|5 average,0.001995428605631473,0.005653714382622507,Severe
MyeloidToLymphocyte,Longitudinal analysis Parent population - 4|5 average,0.01869573420204386,0.06812156670407978,Severe
MyeloidToLymphocyte,Longitudinal analysis Parent population - 4|5 shape,0.0027610708623284764,0.007823034109930684,Severe
Neutrophil,Longitudinal analysis Parent population - 1|2 shape,0.04819735741495687,0.1470693470083977,Mild
Neutrophil,Longitudinal analysis Parent population - 1|3 shape,0.036669413771560404,0.16183706234544515,Mild
Neutrophil,Longitudinal analysis Parent population - 1|4 average,2.486008321182999e-4,6.037448780015854e-4,Severe
Neutrophil,Longitudinal analysis Parent population - 1|5 average,0.002753331248527823,0.005850828903121623,Severe
Neutrophil,Longitudinal analysis Parent population - 2|4 average,1.00478419542723e-6,8.540665661131454e-6,Severe
Neutrophil,Longitudinal analysis Parent population - 2|5 average,6.729235749830786e-5,2.859925193678084e-4,Severe
Neutrophil,Longitudinal analysis Parent population - 2|5 shape,0.003068646504408594,0.008507192535858936,Severe
Neutrophil,Longitudinal analysis Parent population - 3|4 average,7.157022509863567e-4,0.0026569983483977575,Severe
Neutrophil,Longitudinal analysis Parent population - 3|5 average,9.188079195273488e-4,0.004751987539714134,Severe
Neutrophil,Longitudinal analysis Parent population - 3|5 shape,0.009434285067972266,0.0320765692311057,Severe
Neutrophil,Longitudinal analysis Parent population - 4|5 average,0.0280500568781505,0.06812156670407978,Mild
Neutrophil,Longitudinal analysis Parent population - 4|5 shape,5.590597145709462e-4,0.003168005049235362,Severe
NK Cell,Longitudinal analysis Parent population - 1|2 average,0.015229030838176831,0.17069862852745588,Mild
NK Cell,Longitudinal analysis Parent population - 1|4 average,2.1914442070810108e-5,6.209091920062864e-5,Mild
NK Cell,Longitudinal analysis Parent population - 1|5 average,4.8420870553189e-4,0.001646309598808426,Mild
NK Cell,Longitudinal analysis Parent population - 1|5 shape,0.028986026368698993,0.06767850054328847,Mild
NK Cell,Longitudinal analysis Parent population - 2|4 average,4.263278683907866e-4,8.052859736270413e-4,Mild
NK Cell,Longitudinal analysis Parent population - 2|5 average,0.03773788848381417,0.0641544104224841,Mild
NK Cell,Longitudinal analysis Parent population - 3|4 average,0.00861860494717481,0.016279587122441305,Mild
NK Cell,Longitudinal analysis Parent population - 3|5 shape,0.015178443215410564,0.03686193352313994,Mild
NK Cell,Longitudinal analysis Parent population - 4|5 shape,0.006107430113271248,0.010622522272831957,Mild
Plasmacytoid DC,Longitudinal analysis Parent population - 1|3 average,0.02569150545411718,0.21837779635999605,Mild
Plasmacytoid DC,Longitudinal analysis Parent population - 1|4 average,1.250745040138567e-10,2.126266568235564e-9,Mild
Plasmacytoid DC,Longitudinal analysis Parent population - 1|5 average,0.0036138482271829177,0.006826157762456622,Mild
Plasmacytoid DC,Longitudinal analysis Parent population - 2|4 average,1.1828966235344755e-5,3.351540433347681e-5,Mild
Plasmacytoid DC,Longitudinal analysis Parent population - 3|4 average,2.358233432138493e-7,4.008996834635438e-6,Mild
Plasmacytoid DC,Longitudinal analysis Parent population - 3|5 average,0.0072149935297201725,0.01656055113997903,Mild
Plasmacytoid DC,Longitudinal analysis Parent population - 3|5 shape,0.038135514695322656,0.05893670452913501,Mild
Plasmacytoid DC,Longitudinal analysis Parent population - 4|5 shape,0.005134066656964552,0.010622522272831957,Mild
B Cell (CD11c+ CXCR5-),Longitudinal analysis Child population - overall shape,8.416774603915471e-6,8.75344558807209e-5,Mild
B Cell (naive),Longitudinal analysis Child population - overall shape,8.512577825932576e-4,0.0034050311303730303,Mild
B Cell (naive),Longitudinal analysis Child population - overall average,0.009281883346634795,0.022983711144048066,Mild
B Cell (Plasmablast),Longitudinal analysis Child population - overall shape,0.0010985961606805837,0.004080500025385026,Severe
Basophil,Longitudinal analysis Child population - overall shape,0.006310216445904979,0.016406562759352948,Mild
CD4+ NKT Cell,Longitudinal analysis Child population - overall shape,4.3741806307716246e-15,1.1372869640006223e-13,Mild
CD4+ T Cell (activated),Longitudinal analysis Child population - overall shape,7.271596667342198e-5,5.401757524311348e-4,Severe
CD4+ T Cell (activated),Longitudinal analysis Child population - overall average,0.04114373278193935,0.0822874655638787,Mild
CD4+ T Cell (CM),Longitudinal analysis Child population - overall average,4.2258369025577916e-9,2.1974351893300516e-7,Mild
CD4+ T Cell (EM CD27hi),Longitudinal analysis Child population - overall shape,0.04172485801479299,0.0774890220274727,Mild
CD4+ T Cell (EM CD27hi),Longitudinal analysis Child population - overall average,6.509669743029875e-6,7.353026649516354e-5,Mild
CD4+ T Cell (EM CD27low),Longitudinal analysis Child population - overall average,1.2423059783456303e-5,1.0766651812328796e-4,Mild
CD4+ T Cell (EM CD57hi),Longitudinal analysis Child population - overall shape,7.921390180948454e-4,0.0034050311303730303,Mild
CD4+ T Cell (EM CD57hi),Longitudinal analysis Child population - overall average,0.04732095554811869,0.08485136856904041,Mild
CD4+ T Cell (EMRA CD57hi),Longitudinal analysis Child population - overall shape,0.018316157936571164,0.03809760850806802,Mild
CD4+ T Cell (EMRA CD57hi),Longitudinal analysis Child population - overall average,0.033185693186010216,0.07190233523635546,Severe
CD4+ T Cell (EMRA CD57low),Longitudinal analysis Child population - overall shape,5.390847875139971e-10,9.344136316909282e-9,Mild
CD4+ T Cell (EMRA CD57low),Longitudinal analysis Child population - overall average,0.0027563664861254976,0.008958191079907868,Mild
CD4+ T Cell (naive),Longitudinal analysis Child population - overall shape,8.730485008698704e-5,5.674815255654157e-4,Mild
CD4+ T Cell (naive),Longitudinal analysis Child population - overall average,0.004344679379055253,0.011296166385543658,Mild
CD4+ Treg (CD39hi),Longitudinal analysis Child population - overall average,0.0018418825296992248,0.007367530118796899,Mild
CD4+ Treg (CD39low),Longitudinal analysis Child population - overall average,0.043793464458599496,0.0825401727064334,Mild
CD4+ Treg (naive),Longitudinal analysis Child population - overall shape,0.024920337079815214,0.04984067415963043,Mild
CD8+ NKT Cell,Longitudinal analysis Child population - overall average,0.002115749012536207,0.00785849633227734,Mild
CD8+ T Cell (CD161+ MAIT),Longitudinal analysis Child population - overall average,0.010962283503770511,0.024784293138959416,Mild
CD8+ T Cell (CM),Longitudinal analysis Child population - overall shape,2.1781873570802268e-7,2.831643564204295e-6,Mild
CD8+ T Cell (CM),Longitudinal analysis Child population - overall average,1.0413134369782806e-4,6.768537340358824e-4,Mild
CD8+ T Cell (EM CD27hi),Longitudinal analysis Child population - overall average,0.003993374062784874,0.010929234277095443,Mild
CD8+ T Cell (EMRA CD57hi),Longitudinal analysis Child population - overall shape,0.0012854992426434512,0.004456397374497298,Mild
CD8+ T Cell (EMRA CD57hi),Longitudinal analysis Child population - overall average,0.010051068772661395,0.02375707164447239,Mild
CD8+ T Cell (EMRA CD57low),Longitudinal analysis Child population - overall shape,1.3574695127164425e-5,1.1764735776875834e-4,Mild
CD8+ T Cell (naive),Longitudinal analysis Child population - overall shape,1.9563657239305218e-4,0.0011303446404931903,Mild
CD8+ T Cell (naive),Longitudinal analysis Child population - overall average,7.282099369848907e-4,0.0037866916723214316,Mild
Conventional DC,Longitudinal analysis Child population - overall shape,0.010501970066331948,0.023743584497793967,Mild
Conventional DC,Longitudinal analysis Child population - overall average,2.9958350701711713e-5,2.2254774806985844e-4,Severe
Eosinophil,Longitudinal analysis Child population - overall shape,2.3842260930688494e-4,0.0012397975683958017,Mild
gd T Cell,Longitudinal analysis Child population - overall shape,0.001660051139843339,0.005395166204490852,Severe
Hematopoetic progrenitor Cell,Longitudinal analysis Child population - overall shape,6.803419125010245e-18,3.537777945005327e-16,Mild
Hematopoetic progrenitor Cell,Longitudinal analysis Child population - overall average,0.04444470838038722,0.0825401727064334,Severe
Monocytes (CD14-CD16+),Longitudinal analysis Child population - overall shape,0.0028596114551363346,0.008261099759282743,Mild
Monocytes (CD14-CD16+),Longitudinal analysis Child population - overall average,0.03837836692674562,0.07982700320763089,Severe
Monocytes (CD14+CD16-),Longitudinal analysis Child population - overall shape,0.03432502306710131,0.06610745183293584,Mild
Monocytes (CD14+CD16-),Longitudinal analysis Child population - overall average,0.0014614871989243395,0.006333111195338804,Mild
Monocytes (CD14+CD16+),Longitudinal analysis Child population - overall average,0.0027349050698239545,0.008958191079907868,Severe
Neutrophil (CD16hi),Longitudinal analysis Child population - overall shape,0.002205257413762625,0.006745493265626852,Mild
Neutrophil (CD16hi),Longitudinal analysis Child population - overall average,1.6891807653271219e-4,9.759711088556704e-4,Severe
Neutrophil (CD16low),Longitudinal analysis Child population - overall shape,0.014313911359379887,0.031013474611989753,Severe
Neutrophil (CD16low),Longitudinal analysis Child population - overall average,0.0038843836968062333,0.010929234277095443,Severe
NK Cell (CD56hi CD16low),Longitudinal analysis Child population - overall average,0.0036639278054753084,0.010929234277095443,Mild
NK Cell (CD56low CD16hi CD57hi),Longitudinal analysis Child population - overall average,0.00133318546548637,0.006302331291390113,Mild
NK Cell (CD56low CD16hi CD57low),Longitudinal analysis Child population - overall shape,4.0414274421514195e-4,0.0019104929726533983,Mild
NK Cell (CD56low CD16hi CD57low),Longitudinal analysis Child population - overall average,7.070217932227263e-6,7.353026649516354e-5,Mild
Plasmacytoid DC,Longitudinal analysis Child population - overall shape,0.0093437049033681,0.022085120680688238,Mild
Plasmacytoid DC,Longitudinal analysis Child population - overall average,1.8657767551518745e-8,4.851019563394873e-7,Mild
T Cell,Longitudinal analysis Child population - overall shape,0.004476415061182706,0.012251241220078984,Mild
T Cell,Longitudinal analysis Child population - overall average,3.466416057721856e-8,6.008454500051216e-7,Mild
Tier3_CD8_Undefined,Longitudinal analysis Child population - overall shape,0.007624228506727824,0.018879042016659374,Severe
B Cell (naive),Longitudinal analysis Child population - 1|4 shape,0.004982057212771297,0.0384946422427292,Mild
B Cell (naive),Longitudinal analysis Child population - 1|5 average,0.014887414742935942,0.0351884348469395,Mild
B Cell (naive),Longitudinal analysis Child population - 2|4 shape,0.011805303880284928,0.11908089688748766,Mild
B Cell (naive),Longitudinal analysis Child population - 2|5 average,0.008434090783535781,0.06265324582055153,Mild
B Cell (naive),Longitudinal analysis Child population - 3|4 shape,0.0017821427565124287,0.030890474446215427,Mild
B Cell (naive),Longitudinal analysis Child population - 3|5 average,0.0060499398736145495,0.057724950405894926,Mild
B Cell (naive),Longitudinal analysis Child population - 4|5 average,0.0017606573700101815,0.030518061080176476,Mild
B Cell (Plasmablast),Longitudinal analysis Child population - 1|4 shape,0.005922252652727569,0.0384946422427292,Severe
B Cell (Plasmablast),Longitudinal analysis Child population - 2|5 average,0.041980426004931334,0.15592729658974497,Mild
B Cell (Plasmablast),Longitudinal analysis Child population - 3|4 shape,0.0065314993604319235,0.06294680797165725,Severe
Basophil,Longitudinal analysis Child population - 1|4 shape,0.004331630994663713,0.0384946422427292,Severe
Basophil,Longitudinal analysis Child population - 1|5 average,0.03267434944102668,0.0679626468373355,Mild
Basophil,Longitudinal analysis Child population - 1|5 shape,0.017520231716333396,0.056940753078083536,Mild
Basophil,Longitudinal analysis Child population - 2|5 shape,0.007044604796791972,0.030526620786098545,Mild
Basophil,Longitudinal analysis Child population - 3|5 average,0.0097415006705759,0.057724950405894926,Mild
Basophil,Longitudinal analysis Child population - 3|5 shape,0.0016834686022442055,0.02358011588887961,Mild
Basophil,Longitudinal analysis Child population - 4|5 shape,9.556088694879078e-4,0.016563887071123735,Mild
CD4+ NKT Cell,Longitudinal analysis Child population - 1|3 shape,0.011881844414287211,0.15446397738573375,Severe
CD4+ NKT Cell,Longitudinal analysis Child population - 1|5 average,0.02084029836958507,0.04515397980076765,Severe
CD4+ NKT Cell,Longitudinal analysis Child population - 2|3 shape,1.5453168553856598e-5,8.035647648005431e-4,Severe
CD4+ NKT Cell,Longitudinal analysis Child population - 2|4 shape,0.03407204590825405,0.16676431652806714,Mild
CD4+ NKT Cell,Longitudinal analysis Child population - 2|5 shape,0.02721991306504398,0.07077177396911435,Mild
CD4+ NKT Cell,Longitudinal analysis Child population - 3|4 shape,0.0016193621815850038,0.030890474446215427,Mild
CD4+ NKT Cell,Longitudinal analysis Child population - 4|5 shape,0.006930423027909661,0.03276199976830022,Mild
CD4+ T Cell (activated),Longitudinal analysis Child population - 1|5 average,0.035038504936972234,0.07007700987394447,Mild
CD4+ T Cell (activated),Longitudinal analysis Child population - 2|4 average,0.0043566575855669525,0.013326246732322442,Mild
CD4+ T Cell (activated),Longitudinal analysis Child population - 2|5 average,0.0151045804125554,0.08067894050337608,Mild
CD4+ T Cell (CM),Longitudinal analysis Child population - 1|2 average,0.024143437613056932,0.22377299201918585,Mild
CD4+ T Cell (CM),Longitudinal analysis Child population - 1|3 average,0.008128449385896599,0.14089312268887436,Mild
CD4+ T Cell (CM),Longitudinal analysis Child population - 1|4 average,9.859540450695062e-9,2.563480517180716e-7,Mild
CD4+ T Cell (CM),Longitudinal analysis Child population - 1|5 average,7.824351776867969e-6,4.0686629239713437e-4,Mild
CD4+ T Cell (CM),Longitudinal analysis Child population - 1|5 shape,0.034331480350627934,0.09917983212403625,Mild
CD4+ T Cell (CM),Longitudinal analysis Child population - 2|3 shape,0.031187962374626444,0.23168200621151072,Mild
CD4+ T Cell (CM),Longitudinal analysis Child population - 2|4 average,5.491053671669343e-5,4.75891318211343e-4,Mild
CD4+ T Cell (CM),Longitudinal analysis Child population - 2|4 shape,0.002571494006149663,0.06685884415989124,Mild
CD4+ T Cell (CM),Longitudinal analysis Child population - 2|5 average,0.0017866764140995802,0.03096905784439272,Mild
CD4+ T Cell (CM),Longitudinal analysis Child population - 2|5 shape,0.0019404589396515195,0.01487036342603821,Mild
CD4+ T Cell (CM),Longitudinal analysis Child population - 3|4 average,0.005946749891144913,0.02311756453109156,Mild
CD4+ T Cell (CM),Longitudinal analysis Child population - 3|5 average,0.00235535666030963,0.03689463682277807,Mild
CD4+ T Cell (CM),Longitudinal analysis Child population - 4|5 average,0.01375042291158876,0.17875549785065387,Mild
CD4+ T Cell (CM),Longitudinal analysis Child population - 4|5 shape,0.01960720521023015,0.05799262930713456,Mild
CD4+ T Cell (EM CD27hi),Longitudinal analysis Child population - 1|2 average,0.03788880975464146,0.22377299201918585,Mild
CD4+ T Cell (EM CD27hi),Longitudinal analysis Child population - 1|4 average,4.573704700892923e-5,2.9729080555804e-4,Mild
CD4+ T Cell (EM CD27hi),Longitudinal analysis Child population - 1|5 average,3.061266769335615e-4,0.0031981771727031586,Mild
CD4+ T Cell (EM CD27hi),Longitudinal analysis Child population - 2|4 average,2.3827756557084028e-4,0.0013767148232981883,Mild
CD4+ T Cell (EM CD27hi),Longitudinal analysis Child population - 2|5 average,0.026244302152631564,0.11372530932807011,Mild
CD4+ T Cell (EM CD27hi),Longitudinal analysis Child population - 2|5 shape,0.010927936964907261,0.043711747859629044,Mild
CD4+ T Cell (EM CD27hi),Longitudinal analysis Child population - 3|4 average,0.01840975541117172,0.056312193022407614,Mild
CD4+ T Cell (EM CD27hi),Longitudinal analysis Child population - 4|5 shape,0.01222590741767939,0.04240872602622099,Mild
CD4+ T Cell (EM CD27low),Longitudinal analysis Child population - 1|2 average,0.016433300830345613,0.21363291079449298,Mild
CD4+ T Cell (EM CD27low),Longitudinal analysis Child population - 1|4 average,2.1199134778786808e-4,0.0012248388983299044,Mild
CD4+ T Cell (EM CD27low),Longitudinal analysis Child population - 1|5 average,0.0031625855468337518,0.01291897265122095,Mild
CD4+ T Cell (EM CD27low),Longitudinal analysis Child population - 2|4 average,0.005265703840825356,0.015212033317939916,Mild
CD4+ T Cell (EM CD27low),Longitudinal analysis Child population - 2|5 average,0.006174407283285169,0.05735989709783711,Mild
CD4+ T Cell (EM CD27low),Longitudinal analysis Child population - 2|5 shape,0.01825681945162191,0.05533410338355686,Mild
CD4+ T Cell (EM CD27low),Longitudinal analysis Child population - 3|4 average,0.0062239596814477275,0.02311756453109156,Mild
CD4+ T Cell (EM CD27low),Longitudinal analysis Child population - 3|5 average,0.012831033528530312,0.06672137434835762,Mild
CD4+ T Cell (EM CD27low),Longitudinal analysis Child population - 4|5 shape,0.008612994323499351,0.03732297540183052,Mild
CD4+ T Cell (EM CD57hi),Longitudinal analysis Child population - 1|2 shape,0.002320309644027317,0.060328050744710246,Severe
CD4+ T Cell (EM CD57hi),Longitudinal analysis Child population - 1|4 average,0.009447696119593802,0.026705864205353952,Mild
CD4+ T Cell (EM CD57hi),Longitudinal analysis Child population - 1|4 shape,0.005270029806318665,0.0384946422427292,Severe
CD4+ T Cell (EM CD57hi),Longitudinal analysis Child population - 2|3 shape,0.01722464151823431,0.17913627178963681,Mild
CD4+ T Cell (EM CD57hi),Longitudinal analysis Child population - 2|4 average,1.446679791099895e-4,9.403418642149317e-4,Mild
CD4+ T Cell (EM CD57hi),Longitudinal analysis Child population - 2|4 shape,0.01597058575067372,0.11908089688748766,Mild
CD4+ T Cell (EM CD57hi),Longitudinal analysis Child population - 2|5 shape,0.016429625886168208,0.05339628413004668,Mild
CD4+ T Cell (EM CD57hi),Longitudinal analysis Child population - 4|5 shape,0.004721370213485001,0.03276199976830022,Mild
CD4+ T Cell (EMRA CD57hi),Longitudinal analysis Child population - 2|4 average,9.594331441830555e-4,0.004265920564278925,Mild
CD4+ T Cell (EMRA CD57hi),Longitudinal analysis Child population - 3|4 average,0.006140844664704696,0.02311756453109156,Mild
CD4+ T Cell (EMRA CD57hi),Longitudinal analysis Child population - 3|4 shape,0.024070151705377376,0.16078445726773644,Mild
CD4+ T Cell (EMRA CD57low),Longitudinal analysis Child population - 1|2 shape,0.02815542853971574,0.18301028550815232,Severe
CD4+ T Cell (EMRA CD57low),Longitudinal analysis Child population - 1|3 shape,0.010268877984124975,0.15446397738573375,Severe
CD4+ T Cell (EMRA CD57low),Longitudinal analysis Child population - 1|4 shape,0.026707863041170475,0.11573407317840538,Severe
CD4+ T Cell (EMRA CD57low),Longitudinal analysis Child population - 2|4 average,0.021287445100351698,0.050315779328104014,Mild
CD4+ T Cell (EMRA CD57low),Longitudinal analysis Child population - 2|4 shape,0.049826383581367845,0.18506942473079485,Mild
CD4+ T Cell (EMRA CD57low),Longitudinal analysis Child population - 3|4 average,0.0017069657849192112,0.00986246897953322,Mild
CD4+ T Cell (EMRA CD57low),Longitudinal analysis Child population - 3|4 shape,5.809173835411225e-4,0.03020770394413837,Mild
CD4+ T Cell (naive),Longitudinal analysis Child population - 1|2 shape,6.468268652673361e-4,0.033634996993901475,Severe
CD4+ T Cell (naive),Longitudinal analysis Child population - 1|3 shape,0.009265923521217169,0.15446397738573375,Severe
CD4+ T Cell (naive),Longitudinal analysis Child population - 1|4 average,0.0011205260275560633,0.004855612786076274,Mild
CD4+ T Cell (naive),Longitudinal analysis Child population - 1|5 average,0.04334695543481427,0.07772557526242559,Mild
CD4+ T Cell (naive),Longitudinal analysis Child population - 2|4 average,0.0012753488155121475,0.00510139526204859,Mild
CD4+ T Cell (naive),Longitudinal analysis Child population - 2|4 shape,0.016030120734854107,0.11908089688748766,Mild
CD4+ T Cell (naive),Longitudinal analysis Child population - 2|5 average,0.015515180866033863,0.08067894050337608,Mild
CD4+ T Cell (naive),Longitudinal analysis Child population - 2|5 shape,0.019570094728562554,0.05533410338355686,Mild
CD4+ T Cell (naive),Longitudinal analysis Child population - 3|4 average,0.02268253246560711,0.06552731601175388,Mild
CD4+ T Cell (naive),Longitudinal analysis Child population - 3|5 average,0.021337822156524636,0.08580035008990679,Mild
CD4+ Treg (CD39hi),Longitudinal analysis Child population - 1|2 average,0.0024793261053700434,0.08611254106517345,Mild
CD4+ Treg (CD39hi),Longitudinal analysis Child population - 1|4 average,0.010271486232828442,0.026705864205353952,Mild
CD4+ Treg (CD39hi),Longitudinal analysis Child population - 1|5 average,1.577764186591107e-5,4.1021868851368786e-4,Mild
CD4+ Treg (CD39hi),Longitudinal analysis Child population - 1|5 shape,0.049890141002790114,0.1365414385339519,Mild
CD4+ Treg (CD39hi),Longitudinal analysis Child population - 2|4 shape,0.02545475801818177,0.14707193521616133,Mild
CD4+ Treg (CD39hi),Longitudinal analysis Child population - 2|5 shape,0.020218230082453468,0.05533410338355686,Mild
CD4+ Treg (CD39hi),Longitudinal analysis Child population - 3|5 average,0.040991425115012824,0.12489399399279644,Mild
CD4+ Treg (CD39hi),Longitudinal analysis Child population - 3|5 shape,0.04655914442030162,0.1729339649896917,Mild
CD4+ Treg (CD39hi),Longitudinal analysis Child population - 4|5 shape,0.03214612743036116,0.07598175574449002,Mild
CD4+ Treg (CD39low),Longitudinal analysis Child population - 2|4 average,0.01631674878422488,0.040403377941890174,Mild
CD4+ Treg (CD39low),Longitudinal analysis Child population - 3|5 shape,0.040561689552686554,0.16224675821074622,Mild
CD4+ Treg (naive),Longitudinal analysis Child population - 1|4 shape,0.03357221479433398,0.1342888591773359,Severe
CD8+ NKT Cell,Longitudinal analysis Child population - 1|2 average,0.04613067872456589,0.22377299201918585,Mild
CD8+ NKT Cell,Longitudinal analysis Child population - 1|3 average,0.020761794633632917,0.19307497938392687,Mild
CD8+ NKT Cell,Longitudinal analysis Child population - 1|4 average,7.107854350788537e-6,7.392168524820078e-5,Mild
CD8+ NKT Cell,Longitudinal analysis Child population - 1|5 average,0.011959353334462852,0.02961363682819373,Mild
CD8+ NKT Cell,Longitudinal analysis Child population - 2|4 average,0.034365757282498466,0.07445914077874667,Mild
CD8+ NKT Cell,Longitudinal analysis Child population - 3|4 average,0.014877301086247179,0.05157464376565689,Mild
CD8+ T Cell (CD161+ MAIT),Longitudinal analysis Child population - 1|4 average,0.003457693687836431,0.011986671451166294,Mild
