Module,Genes_In_Module,ID_HALLMARK,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
Targetedprot_mod1,"ALB, IGLV7-46, IGLV5-52, IGHV3-15, KPNA5, PGLYRP1, FCN3, ALDH1A1, AK1, F9, CFD, C5, JCHAIN, HBE1, SPTA1, APOC2, CRP, PPBP, PF4, TF, KLKB1, CAT, VWF, APOD, ITGB3, ICAM1, GSN, C2, PROS1, C8B, C8G, BPGM, ITGA2B, VIM, CALM1, F5, PRG2, LCP1, HSP90B1, CPN1, CPN2, PSMB4, TKT, SERPINA4, IGFALS, PSMB3, SELENOP, B2M, PSMC6, RAN, INSM1, EFEMP1, HABP2, TGFBI, ISLR2, RNF180, ACOT4, PCSK9, OIT3, TDRD1, RPAP3, TLN1",COAGULATION,14/42,138/4383,1.20946769815528e-11,4.47503048317455e-10,4.32862123550312e-10,F9/CFD/APOC2/PF4/TF/KLKB1/VWF/ITGB3/GSN/C2/PROS1/C8B/C8G/CPN1,14
Targetedprot_mod2,"IGLV8-61, IGKV1-27, IGKV3D-15, IGHV3-49, IGLV1-36, IGHV2-26, IGLV9-49, IGKV3D-20, IGKV2-24, IGHV3-64D, IGLC7, IGLL5, CD5L, LDHA, F8, IGKV1-33, IGKV1D-16, IGKV1-5, IGLV3-19, IGKC, IGHG1, IGHG2, IGHG3, IGHG4, IGHM, IGHA1, IGHA2, APOC3, IGLV7-43, IGKV4-1, HSPA8, PPIA, APOF, FLOT2, ATAD2, CFHR5, TRIM33, FCGBP",,,,,,,,
Targetedprot_mod7,"IGLV3-22, IGKV6D-21, IGHV5-51, IGHD, C7, DSP, FLNA, CFP, TALDO1, COMP, CFHR3, HGFAC, PTPRS, SERPINA12, PRG4, HYOU1",,,,,,,,
Targetedprot_mod0,"IGLV3-10, IGHV6-1, IGHV3-72, IGKV6-21, IGHV2-70D, PER2, ATRN, C1R, A2M, CST3, HBD, APOA2, AHSG, TTR, LTF, HPX, PROC, GAPDH, SERPINA7, C8A, THBS1, SERPINA6, LPA, CLU, PON1, PRDX2, MAN1A1, SAA4, HBB, HBG1, HBA1, LGALS3BP, KMT2C, SMC3",COAGULATION,6/17,138/4383,8.12801784828551e-06,0.000170688374813996,0.000154004548704357,C1R/A2M/PROC/C8A/THBS1/CLU,6
Targetedprot_mod4,"IGLV3-9, APOM, PLG, F12, C3, KNG1, APOE, APOC1, C1QA, C1QB, C1QC, AMBP, VTN, APOB, HRG, SERPIND1, C4A, C4B, ITIH2, ITIH1, APOC4, LYZ, SPP2, MYO18B","COAGULATION, COMPLEMENT, XENOBIOTIC_METABOLISM","7/11, 6/11, 5/11","138/4383, 200/4383, 200/4383","7.83616904107078e-09, 3.19749278175476e-06, 6.94572135364329e-05","6.26893523285663e-08, 1.2789971127019e-05, 0.000185219236097154","4.12429949530041e-08, 8.41445468882832e-06, 0.000121854760590233","PLG/F12/C3/APOC1/C1QA/HRG/ITIH1, PLG/C3/APOC1/C1QA/C1QC/ITIH1, PLG/APOE/VTN/HRG/ITIH1","7, 6, 5"
Targetedprot_mod5,"IGHV4-4, F13A1, AGT, APOA1, F11, ALDOA, CFI, F13B, ENO1, P4HB, C6, SERPINF1, PTGDS, AFM, ITIH3, SERPINA11, TIAM2, PGLYRP2",COAGULATION,4/9,138/4383,0.000104863790380404,0.00115350169418444,0.0011038293724253,APOA1/F11/CFI/F13B,4
Targetedprot_mod3,"IGKV1D-8, IGKV2D-26, IGHV1-58, SIGLEC16, APOL1, CP, HP, HPR, F10, CFB, SERPINA1, SERPINA3, FGA, FGB, FGG, C9, LRG1, ORM1, C4BPA, APOA4, CSF1R, CD14, CFH, SAA1, VCL, LBP, ORM2, CFHR1, ITIH4, PON3, CPB2, HEBP1","COAGULATION, COMPLEMENT","8/16, 7/16","138/4383, 200/4383","8.21299148755465e-09, 2.98997700502914e-06","1.14981880825765e-07, 2.0929839035204e-05","8.64525419742595e-08, 1.57367210791008e-05","F10/CFB/SERPINA1/FGA/FGG/C9/CFH/CPB2, CP/F10/CFB/SERPINA1/C9/APOA4/CFH","8, 7"
Targetedprot_mod6,"F2, SERPINC1, APCS, APOH, FN1, RBP4, GC, A1BG, SERPING1, SERPINF2, C1S, PEPD, AZGP1, CFHR2, HBG2, SBSN","COAGULATION, COMPLEMENT","5/10, 5/10","138/4383, 200/4383","6.389884455062e-06, 3.93391586479427e-05","8.3068497915806e-05, 0.000255704531211628","7.39881357954547e-05, 0.000227753023751247","F2/SERPINC1/FN1/SERPING1/C1S, F2/SERPINC1/FN1/SERPING1/C1S","5, 5"
