"","gene_name","logFC","AveExpr","t","P.Value","adj.P.Val","B","virus","knock_in"
"1","ENSG00000000003",-0.343050094922841,-1.01937986182813,-4.30808046531639,1.72560514206503e-05,9.40958703807807e-05,2.65497571392824,"Anelloviridae.pbmc",FALSE
"2","ENSG00000000419",-0.0579672377136638,5.31574334612551,-1.62162827130739,0.105038693421944,0.172055861942496,-5.85590224596603,"Anelloviridae.pbmc",FALSE
"3","ENSG00000000457",-0.0398815415298244,3.62078333522585,-1.44290828254374,0.149201021191649,0.229641109590387,-5.96696861904949,"Anelloviridae.pbmc",FALSE
"4","ENSG00000000460",0.0246672440074953,2.51791452009769,0.941915484636364,0.346348300844717,0.448582658213998,-6.39529996312421,"Anelloviridae.pbmc",FALSE
"5","ENSG00000000938",0.0656572618578211,9.49427254102264,2.46130617081181,0.0139260957587094,0.0316233814601898,-4.13891731530013,"Anelloviridae.pbmc",FALSE
"6","ENSG00000000971",-0.0210444910608547,2.21544394548852,-0.336054445594174,0.736864637533317,0.805212352718533,-6.71607349538775,"Anelloviridae.pbmc",FALSE
"7","ENSG00000001036",0.0461836248135807,5.41796774201998,1.61625143260056,0.106195779986212,0.173746196507482,-5.87191306699255,"Anelloviridae.pbmc",FALSE
"8","ENSG00000001084",0.182237564204921,4.42071772017173,4.51777441122658,6.6094532766068e-06,4.01037781703927e-05,2.98319173791028,"Anelloviridae.pbmc",FALSE
"9","ENSG00000001167",0.0369250545915805,5.09294518104288,1.36946851697206,0.171004768511082,0.256619336082943,-6.22221158777105,"Anelloviridae.pbmc",FALSE
"10","ENSG00000001460",-0.0230864723647756,1.99044859404755,-0.808504516077164,0.418895211505388,0.521907841132122,-6.41402415713582,"Anelloviridae.pbmc",FALSE
"11","ENSG00000001461",-0.151882018004754,5.56301029549723,-5.09192679783556,3.87275187247332e-07,3.3920561231459e-06,5.64652648907248,"Anelloviridae.pbmc",FALSE
"12","ENSG00000001497",-0.127525527998331,5.41197426855824,-6.25973223457731,4.69464350006309e-10,9.30737733116326e-09,12.1358718303482,"Anelloviridae.pbmc",FALSE
"13","ENSG00000001561",0.254790416433827,4.11960994338078,5.87383017657628,4.96593905381871e-09,7.38434599281276e-08,9.90914603681525,"Anelloviridae.pbmc",FALSE
"14","ENSG00000001629",-0.069520553048291,4.12289797565099,-3.09607525718339,0.00198787580786443,0.00595581651668617,-2.31242154815062,"Anelloviridae.pbmc",FALSE
"15","ENSG00000001630",0.0393941227591028,1.33930829376603,0.838971970650156,0.401584097431613,0.504414911434876,-6.30030189225527,"Anelloviridae.pbmc",FALSE
