"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","dir","database","virus","knock_in"
"R-HSA-6805567","R-HSA-6805567","Keratinization","25/199","67/8368",3.90368455934701e-24,1.15744247184639e-21,1.04166740609944e-21,"5317/3872/2312/7062/84648/3713/6703/26085/144501/192666/6699/6698/196374/286887/3860/3854/43849/3868/6701/6704/1041/3853/126638/6700/6705",25,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-6809371","R-HSA-6809371","Formation of the cornified envelope","25/199","67/8368",3.90368455934701e-24,1.15744247184639e-21,1.04166740609944e-21,"5317/3872/2312/7062/84648/3713/6703/26085/144501/192666/6699/6698/196374/286887/3860/3854/43849/3868/6701/6704/1041/3853/126638/6700/6705",25,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-73728","R-HSA-73728","RNA Polymerase I Promoter Opening","7/199","49/8368",0.000142544121336883,0.0156344390561946,0.0140705788612597,"3014/8362/8339/8354/8345/8350/8343",7,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-5334118","R-HSA-5334118","DNA methylation","7/199","50/8368",0.000162453196951531,0.0156344390561946,0.0140705788612597,"3014/8362/8339/8354/8345/8350/8343",7,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-6803157","R-HSA-6803157","Antimicrobial peptides","6/199","36/8368",0.000180136038515246,0.0156344390561946,0.0140705788612597,"5646/6278/114771/57115/84659/1673",6,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-2022090","R-HSA-2022090","Assembly of collagen fibrils and other multimeric structures","7/199","51/8368",0.000184554929837036,0.0156344390561946,0.0140705788612597,"7093/7837/1515/649/80781/85301/131873",7,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-5625886","R-HSA-5625886","Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3","7/199","51/8368",0.000184554929837036,0.0156344390561946,0.0140705788612597,"3014/8362/8339/8354/8345/8350/8343",7,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-427359","R-HSA-427359","SIRT1 negatively regulates rRNA expression","7/199","54/8368",0.00026581846278872,0.0197037935542139,0.0177328895570896,"3014/8362/8339/8354/8345/8350/8343",7,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-1912422","R-HSA-1912422","Pre-NOTCH Expression and Processing","9/199","95/8368",0.000407811877636963,0.0228906901189074,0.0206010116096318,"51548/6484/3014/8362/8339/8354/8345/8350/8343",9,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-5625740","R-HSA-5625740","RHO GTPases activate PKNs","8/199","77/8368",0.000458537308249672,0.0228906901189074,0.0206010116096318,"2810/3014/8362/8339/8354/8345/8350/8343",8,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-212300","R-HSA-212300","PRC2 methylates histones and DNA","7/199","59/8368",0.000463218012524265,0.0228906901189074,0.0206010116096318,"3014/8362/8339/8354/8345/8350/8343",7,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-2299718","R-HSA-2299718","Condensation of Prophase Chromosomes","7/199","59/8368",0.000463218012524265,0.0228906901189074,0.0206010116096318,"3014/8362/8339/8354/8345/8350/8343",7,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-1912408","R-HSA-1912408","Pre-NOTCH Transcription and Translation","8/199","79/8368",0.000545952636358233,0.0231249938114594,0.0208118786942574,"51548/3014/8362/8339/8354/8345/8350/8343",8,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-8936459","R-HSA-8936459","RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function","8/199","79/8368",0.000545952636358233,0.0231249938114594,0.0208118786942574,"161882/3014/8362/8339/8354/8345/8350/8343",8,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-3214815","R-HSA-3214815","HDACs deacetylate histones","8/199","80/8368",0.000594460588382751,0.0233065063606131,0.0209752351554644,"83933/2874/8362/8339/8354/8345/8350/8343",8,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-427389","R-HSA-427389","ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression","7/199","62/8368",0.000628843341938971,0.0233065063606131,0.0209752351554644,"3014/8362/8339/8354/8345/8350/8343",7,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-912446","R-HSA-912446","Meiotic recombination","7/199","69/8368",0.00119941565426279,0.0418384401751666,0.0376534821493024,"3014/8362/8339/8354/8345/8350/8343",7,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-1474290","R-HSA-1474290","Collagen formation","7/199","72/8368",0.00154249045080396,0.050816490962597,0.0457334888045383,"7093/7837/1515/649/80781/85301/131873",7,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-9616222","R-HSA-9616222","Transcriptional regulation of granulopoiesis","7/199","73/8368",0.00167239777956962,0.0521964149097255,0.046975383614504,"3014/8362/8339/8354/8345/8350/8343",7,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-201722","R-HSA-201722","Formation of the beta-catenin:TCF transactivating complex","7/199","75/8368",0.00195764375975105,0.0552801309301129,0.0497506459245003,"3014/8362/8339/8354/8345/8350/8343",7,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-73772","R-HSA-73772","RNA Polymerase I Promoter Escape","7/199","75/8368",0.00195764375975105,0.0552801309301129,0.0497506459245003,"3014/8362/8339/8354/8345/8350/8343",7,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-5250924","R-HSA-5250924","B-WICH complex positively regulates rRNA expression","7/199","76/8368",0.00211370724910628,0.0569740181236374,0.0512750992965016,"3014/8362/8339/8354/8345/8350/8343",7,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-2559582","R-HSA-2559582","Senescence-Associated Secretory Phenotype (SASP)","8/199","98/8368",0.00224380133717644,0.0578510518672012,0.0520644063134304,"11065/3014/8362/8339/8354/8345/8350/8343",8,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-171306","R-HSA-171306","Packaging Of Telomere Ends","5/199","42/8368",0.00301004816163538,0.0743732733270741,0.0669339656995235,"3014/8362/8339/8345/8343",5,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-977225","R-HSA-977225","Amyloid fiber formation","7/199","83/8368",0.00349231649370891,0.0828377472307753,0.0745517668341228,"3014/8362/8339/8354/8345/8350/8343",7,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-110330","R-HSA-110330","Recognition and association of DNA glycosylase with site containing an affected purine","5/199","46/8368",0.00449298159493031,0.0928152992254476,0.0835312979627264,"3014/8362/8339/8345/8343",5,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-110331","R-HSA-110331","Cleavage of the damaged purine","5/199","46/8368",0.00449298159493031,0.0928152992254476,0.0835312979627264,"3014/8362/8339/8345/8343",5,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-73927","R-HSA-73927","Depurination","5/199","46/8368",0.00449298159493031,0.0928152992254476,0.0835312979627264,"3014/8362/8339/8345/8343",5,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-9609690","R-HSA-9609690","HCMV Early Events","8/199","112/8368",0.00511640634661056,0.0928152992254476,0.0835312979627264,"2874/84617/8362/8339/8354/8345/8350/8343",8,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-427413","R-HSA-427413","NoRC negatively regulates rRNA expression","7/199","90/8368",0.00546913447187665,0.0928152992254476,0.0835312979627264,"3014/8362/8339/8354/8345/8350/8343",7,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-5250913","R-HSA-5250913","Positive epigenetic regulation of rRNA expression","7/199","91/8368",0.00580860632749099,0.0928152992254476,0.0835312979627264,"3014/8362/8339/8354/8345/8350/8343",7,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-5578749","R-HSA-5578749","Transcriptional regulation by small RNAs","7/199","91/8368",0.00580860632749099,0.0928152992254476,0.0835312979627264,"3014/8362/8339/8354/8345/8350/8343",7,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-6785807","R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling","7/199","91/8368",0.00580860632749099,0.0928152992254476,0.0835312979627264,"6624/3162/51561/5292/10538/1901/8651",7,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-913709","R-HSA-913709","O-linked glycosylation of mucins","5/199","49/8368",0.0059023054572892,0.0928152992254476,0.0835312979627264,"6484/9245/192134/394263/8693",5,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-2559586","R-HSA-2559586","DNA Damage/Telomere Stress Induced Senescence","6/199","70/8368",0.00621828859400779,0.0928152992254476,0.0835312979627264,"898/3014/8362/8339/8345/8343",6,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-1650814","R-HSA-1650814","Collagen biosynthesis and modifying enzymes","5/199","50/8368",0.00643422789373338,0.0928152992254476,0.0835312979627264,"7093/649/80781/85301/131873",5,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-5250941","R-HSA-5250941","Negative epigenetic regulation of rRNA expression","7/199","93/8368",0.0065345715974607,0.0928152992254476,0.0835312979627264,"3014/8362/8339/8354/8345/8350/8343",7,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-1500620","R-HSA-1500620","Meiosis","7/199","94/8368",0.00692191555119197,0.0928152992254476,0.0835312979627264,"3014/8362/8339/8354/8345/8350/8343",7,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-5617472","R-HSA-5617472","Activation of anterior HOX genes in hindbrain development during early embryogenesis","7/199","94/8368",0.00692191555119197,0.0928152992254476,0.0835312979627264,"3014/8362/8339/8354/8345/8350/8343",7,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-5619507","R-HSA-5619507","Activation of HOX genes during differentiation","7/199","94/8368",0.00692191555119197,0.0928152992254476,0.0835312979627264,"3014/8362/8339/8354/8345/8350/8343",7,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-73854","R-HSA-73854","RNA Polymerase I Promoter Clearance","7/199","94/8368",0.00692191555119197,0.0928152992254476,0.0835312979627264,"3014/8362/8339/8354/8345/8350/8343",7,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-110328","R-HSA-110328","Recognition and association of DNA glycosylase with site containing an affected pyrimidine","5/199","51/8368",0.00699891969277481,0.0928152992254476,0.0835312979627264,"3014/8362/8339/8345/8343",5,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-110329","R-HSA-110329","Cleavage of the damaged pyrimidine ","5/199","51/8368",0.00699891969277481,0.0928152992254476,0.0835312979627264,"3014/8362/8339/8345/8343",5,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-73928","R-HSA-73928","Depyrimidination","5/199","51/8368",0.00699891969277481,0.0928152992254476,0.0835312979627264,"3014/8362/8339/8345/8343",5,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-196741","R-HSA-196741","Cobalamin (Cbl, vitamin B12) transport and metabolism","3/199","17/8368",0.00704331950277427,0.0928152992254476,0.0835312979627264,"5646/6947/81693",3,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-73864","R-HSA-73864","RNA Polymerase I Transcription","7/199","95/8368",0.00732606807223446,0.094442573192066,0.0849958012041847,"3014/8362/8339/8354/8345/8350/8343",7,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-73929","R-HSA-73929","Base-Excision Repair, AP Site Formation","5/199","53/8368",0.00823058226448428,0.10261133571281,0.092347469967861,"3014/8362/8339/8345/8343",5,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-2243919","R-HSA-2243919","Crosslinking of collagen fibrils","3/199","18/8368",0.00830580794977211,0.10261133571281,0.092347469967861,"7093/7837/649",3,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-1474228","R-HSA-1474228","Degradation of the extracellular matrix","7/199","98/8368",0.00864363220601272,0.10460558975848,0.0941422455090966,"7093/6650/1515/649/5650/80781/131873",7,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-8878171","R-HSA-8878171","Transcriptional regulation by RUNX1","11/199","203/8368",0.00902679969274514,0.107057844355957,0.0963492093520376,"1515/161882/8784/3014/5275/8362/8339/8354/8345/8350/8343",11,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-9670095","R-HSA-9670095","Inhibition of DNA recombination at telomere","5/199","57/8368",0.0111298615096942,0.129411919122522,0.116467281432713,"3014/8362/8339/8345/8343",5,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-5173105","R-HSA-5173105","O-linked glycosylation","6/199","82/8368",0.0131506920056664,0.149968468449234,0.134967628479208,"6484/9245/54507/192134/394263/8693",6,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-1474165","R-HSA-1474165","Reproduction","7/199","107/8368",0.0136408614507225,0.15262322340148,0.137356837249579,"3014/8362/8339/8354/8345/8350/8343",7,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-2559580","R-HSA-2559580","Oxidative Stress Induced Senescence","7/199","108/8368",0.0143017863570311,0.155087887011742,0.139574968873619,"3014/8362/8339/8354/8345/8350/8343",7,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-1221632","R-HSA-1221632","Meiotic synapsis","5/199","62/8368",0.0156454259189894,0.155087887011742,0.139574968873619,"3014/8362/8339/8345/8343",5,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-5693571","R-HSA-5693571","Nonhomologous End-Joining (NHEJ)","5/199","62/8368",0.0156454259189894,0.155087887011742,0.139574968873619,"3014/8362/8339/8345/8343",5,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-606279","R-HSA-606279","Deposition of new CENPA-containing nucleosomes at the centromere","5/199","62/8368",0.0156454259189894,0.155087887011742,0.139574968873619,"3014/8362/8339/8345/8343",5,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-774815","R-HSA-774815","Nucleosome assembly","5/199","62/8368",0.0156454259189894,0.155087887011742,0.139574968873619,"3014/8362/8339/8345/8343",5,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-9609646","R-HSA-9609646","HCMV Infection","8/199","136/8368",0.0156710032549385,0.155087887011742,0.139574968873619,"2874/84617/8362/8339/8354/8345/8350/8343",8,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-8939236","R-HSA-8939236","RUNX1 regulates transcription of genes involved in differentiation of HSCs","7/199","110/8368",0.0156918604059098,0.155087887011742,0.139574968873619,"3014/8362/8339/8354/8345/8350/8343",7,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-1474244","R-HSA-1474244","Extracellular matrix organization","11/199","224/8368",0.0178250442459186,0.173282807177537,0.155949912557045,"634/7093/6650/7450/7837/1515/649/5650/80781/85301/131873",11,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-69473","R-HSA-69473","G2/M DNA damage checkpoint","6/199","88/8368",0.018120772525857,0.173316421094084,0.155980164186919,"2810/3014/8362/8339/8345/8343",6,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-211000","R-HSA-211000","Gene Silencing by RNA","7/199","116/8368",0.0204353249660021,0.192351550870464,0.173111274148088,"3014/8362/8339/8354/8345/8350/8343",7,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-5693607","R-HSA-5693607","Processing of DNA double-strand break ends","6/199","91/8368",0.0210333137758545,0.194886797954402,0.17539292901905,"51548/3014/8362/8339/8345/8343",6,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-421270","R-HSA-421270","Cell-cell junction organization","4/199","45/8368",0.0216274590226475,0.197308972314307,0.177572821449106,"5010/54549/64403/26285",4,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-5693565","R-HSA-5693565","Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks","5/199","70/8368",0.0251610280583807,0.226068024827572,0.203455202960112,"3014/8362/8339/8345/8343",5,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-449147","R-HSA-449147","Signaling by Interleukins","16/199","396/8368",0.0264254843435157,0.230953145177105,0.207851681201371,"6624/3162/51561/27189/56300/27179/26525/5292/29949/10538/6283/1901/23529/8651/8354/8350",16,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-5693606","R-HSA-5693606","DNA Double Strand Break Response","5/199","71/8368",0.0265625337207462,0.230953145177105,0.207851681201371,"3014/8362/8339/8345/8343",5,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-2559583","R-HSA-2559583","Cellular Senescence","9/199","179/8368",0.0268731315636092,0.230953145177105,0.207851681201371,"898/11065/3014/8362/8339/8354/8345/8350/8343",9,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-446728","R-HSA-446728","Cell junction organization","5/199","72/8368",0.0280129850205911,0.234191690503242,0.21076628576399,"5010/54549/2318/64403/26285",5,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-8948216","R-HSA-8948216","Collagen chain trimerization","3/199","28/8368",0.0280398145459194,0.234191690503242,0.21076628576399,"80781/85301/131873",3,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-1266695","R-HSA-1266695","Interleukin-7 signaling","3/199","29/8368",0.0307415202022805,0.244520798044441,0.220062207523798,"8651/8354/8350",3,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-157118","R-HSA-157118","Signaling by NOTCH","10/199","214/8368",0.0314680757121914,0.244520798044441,0.220062207523798,"51548/83933/6484/3014/8362/8339/8354/8345/8350/8343",10,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-68875","R-HSA-68875","Mitotic Prophase","7/199","127/8368",0.0315726162308538,0.244520798044441,0.220062207523798,"3014/8362/8339/8354/8345/8350/8343",7,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-1502540","R-HSA-1502540","Signaling by Activin","2/199","12/8368",0.0317505926634434,0.244520798044441,0.220062207523798,"10272/130399",2,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-174403","R-HSA-174403","Glutathione synthesis and recycling","2/199","12/8368",0.0317505926634434,0.244520798044441,0.220062207523798,"2678/79094",2,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-9013973","R-HSA-9013973","TICAM1-dependent activation of IRF3/IRF7","2/199","12/8368",0.0317505926634434,0.244520798044441,0.220062207523798,"148022/3665",2,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-109582","R-HSA-109582","Hemostasis","18/199","474/8368",0.0329268275181043,0.247617416999,0.22284908213099,"30845/2769/634/7078/5327/7450/27345/2886/1893/90952/5473/84617/161882/12/7975/57126/8354/8350",18,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-9610379","R-HSA-9610379","HCMV Late Events","6/199","101/8368",0.0329878177789562,0.247617416999,0.22284908213099,"8362/8339/8354/8345/8350/8343",6,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-212165","R-HSA-212165","Epigenetic regulation of gene expression","7/199","131/8368",0.0364706213773663,0.265792882435533,0.23920651707609,"3014/8362/8339/8354/8345/8350/8343",7,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-9018519","R-HSA-9018519","Estrogen-dependent gene expression","7/199","131/8368",0.0364706213773663,0.265792882435533,0.23920651707609,"3014/8362/8339/8354/8345/8350/8343",7,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-9614085","R-HSA-9614085","FOXO-mediated transcription","4/199","53/8368",0.0367538218544919,0.265792882435533,0.23920651707609,"27113/114907/10370/2810",4,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-201681","R-HSA-201681","TCF dependent signaling in response to WNT","9/199","195/8368",0.0429102296198327,0.306575495958563,0.275909783351365,"22943/10023/3014/8362/8339/8354/8345/8350/8343",9,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-73884","R-HSA-73884","Base Excision Repair","5/199","82/8368",0.0452952760833528,0.319763079969383,0.287778257822805,"3014/8362/8339/8345/8343",5,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-2214320","R-HSA-2214320","Anchoring fibril formation","2/199","15/8368",0.0482197523954155,0.336403684358605,0.302754358693197,"7093/649",2,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-381426","R-HSA-381426","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","5/199","84/8368",0.0493722726760486,0.340439042987172,0.306386074011709,"10272/57719/26085/3489/64856",5,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-936964","R-HSA-936964","Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon","2/199","16/8368",0.0542650619074276,0.36567251944437,0.329095530945763,"148022/3665",2,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-9614657","R-HSA-9614657","FOXO-mediated transcription of cell death genes","2/199","16/8368",0.0542650619074276,0.36567251944437,0.329095530945763,"27113/10370",2,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-163125","R-HSA-163125","Post-translational modification: synthesis of GPI-anchored proteins","4/199","63/8368",0.0624344225541607,0.415995646905812,0.374385005735771,"8876/27076/249/80740",4,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-6798695","R-HSA-6798695","Neutrophil degranulation","16/199","445/8368",0.0642412839540264,0.42327868205264,0.380939543446683,"5646/634/5317/10321/8876/383/6947/6278/6283/5473/53917/51806/527/12/57126/3240",16,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-3214858","R-HSA-3214858","RMTs methylate histone arginines","4/199","64/8368",0.0654133780073462,0.426265199542377,0.383627329667143,"3014/8362/8354/8350",4,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-5669034","R-HSA-5669034","TNFs bind their physiological receptors","2/199","18/8368",0.0670932300128325,0.432459623887061,0.389202146641946,"8744/8784",2,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-983231","R-HSA-983231","Factors involved in megakaryocyte development and platelet production","6/199","122/8368",0.0704686459283128,0.44933233371494,0.40438713622699,"30845/84617/161882/7975/8354/8350",6,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-5693567","R-HSA-5693567","HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)","6/199","123/8368",0.072690756134942,0.456154288537464,0.410526713922951,"51548/3014/8362/8339/8345/8343",6,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-1592389","R-HSA-1592389","Activation of Matrix Metalloproteinases","2/199","19/8368",0.0738462254630633,0.456154288537464,0.410526713922951,"1515/80781",2,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-977068","R-HSA-977068","Termination of O-glycan biosynthesis","2/199","19/8368",0.0738462254630633,0.456154288537464,0.410526713922951,"6484/394263",2,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-3214842","R-HSA-3214842","HDMs demethylate histones","3/199","42/8368",0.0773774301051259,0.47303934074577,0.425722811321745,"8362/8354/8350",3,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-140877","R-HSA-140877","Formation of Fibrin Clot (Clotting Cascade)","2/199","20/8368",0.0808061937845878,0.484020938527885,0.435605956924891,"7450/57126",2,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-2022854","R-HSA-2022854","Keratan sulfate biosynthesis","2/199","20/8368",0.0808061937845878,0.484020938527885,0.435605956924891,"6484/9435",2,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-3214847","R-HSA-3214847","HATs acetylate histones","6/199","128/8368",0.0843986245621115,0.495262833280237,0.445723362870472,"8362/8339/8354/8345/8350/8343",6,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-373080","R-HSA-373080","Class B/2 (Secretin family receptors)","3/199","44/8368",0.0863033119164752,0.495262833280237,0.445723362870472,"79924/133/8324",3,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-3928665","R-HSA-3928665","EPH-ephrin mediated repulsion of cells","3/199","44/8368",0.0863033119164752,0.495262833280237,0.445723362870472,"1944/7074/2049",3,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-1500931","R-HSA-1500931","Cell-Cell communication","5/199","99/8368",0.0866129403436134,0.495262833280237,0.445723362870472,"5010/54549/2318/64403/26285",5,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-5693538","R-HSA-5693538","Homology Directed Repair","6/199","129/8368",0.0868589117388612,0.495262833280237,0.445723362870472,"51548/3014/8362/8339/8345/8343",6,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-9006931","R-HSA-9006931","Signaling by Nuclear Receptors","10/199","258/8368",0.0877405506386181,0.495525205035243,0.445959490463954,"2874/8877/220/3014/8362/8339/8354/8345/8350/8343",10,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-157579","R-HSA-157579","Telomere Maintenance","5/199","100/8368",0.0895067901292998,0.5007313825158,0.450644911574528,"3014/8362/8339/8345/8343",5,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-8939211","R-HSA-8939211","ESR-mediated signaling","8/199","195/8368",0.0933251959374075,0.509089856092284,0.458167315237043,"8877/3014/8362/8339/8354/8345/8350/8343",8,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-112409","R-HSA-112409","RAF-independent MAPK1/3 activation","2/199","22/8368",0.0952933794708997,0.509089856092284,0.458167315237043,"1847/1850",2,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-1482788","R-HSA-1482788","Acyl chain remodelling of PC","2/199","22/8368",0.0952933794708997,0.509089856092284,0.458167315237043,"64600/255043",2,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-3371571","R-HSA-3371571","HSF1-dependent transactivation","2/199","22/8368",0.0952933794708997,0.509089856092284,0.458167315237043,"1410/26353",2,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-420029","R-HSA-420029","Tight junction interactions","2/199","22/8368",0.0952933794708997,0.509089856092284,0.458167315237043,"5010/26285",2,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-114608","R-HSA-114608","Platelet degranulation ","5/199","104/8368",0.101576693898872,0.537812316803849,0.484016765100828,"7078/7450/1893/5473/12",5,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-5357769","R-HSA-5357769","Caspase activation via extrinsic apoptotic signalling pathway","2/199","23/8368",0.102795048998674,0.539446584568264,0.485487562574083,"148022/1613",2,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-500792","R-HSA-500792","GPCR ligand binding","8/199","204/8368",0.113140716612244,0.585174549161328,0.526641513135339,"623/79924/133/8324/5473/1901/885/259289",8,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-76005","R-HSA-76005","Response to elevated platelet cytosolic Ca2+","5/199","108/8368",0.114416942317959,0.585174549161328,0.526641513135339,"7078/7450/1893/5473/12",5,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-8852135","R-HSA-8852135","Protein ubiquitination","4/199","78/8368",0.114469220409299,0.585174549161328,0.526641513135339,"11065/8339/8345/8343",4,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-186797","R-HSA-186797","Signaling by PDGF","3/199","50/8368",0.115482695698341,0.585309731189029,0.526763173360855,"5327/2886/131873",3,"up","Reactome","Anelloviridae.pbmc",FALSE
