"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","dir","database","virus","knock_in"
"R-HSA-6798695","R-HSA-6798695","Neutrophil degranulation","80/490","451/8020",5.07092480419415e-19,4.43705920366988e-16,4.25957683552309e-16,"22875/4353/8993/64386/4057/5337/634/966/4680/10321/1511/5836/4318/1522/671/10562/79895/56729/8778/2352/8876/25801/5768/4317/383/8987/84418/5328/7130/6590/1088/1116/1118/6947/10970/53831/11001/7226/6518/8804/2040/3934/932/978/6283/3577/5806/2919/2992/6286/820/1669/338339/3848/6036/6037/126014/1084/116844/566/4973/353189/154664/222487/199675/2204/5657/1991/3304/3303/57126/5005/5004/5273/3043/441864/401258/3240/8972/23601",80,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-6803157","R-HSA-6803157","Antimicrobial peptides","12/490","32/8020",1.73584065045315e-07,3.93622405839278e-05,3.77877509605707e-05,"8993/4057/1511/671/3934/820/1669/6037/55600/5657/1991/1668",12,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-1237044","R-HSA-1237044","Erythrocytes take up carbon dioxide and release oxygen","8/490","13/8020",1.79941671240813e-07,3.93622405839278e-05,3.77877509605707e-05,"6521/6005/759/762/3040/3039/358/3043",8,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-1480926","R-HSA-1480926","O2/CO2 exchange in erythrocytes","8/490","13/8020",1.79941671240813e-07,3.93622405839278e-05,3.77877509605707e-05,"6521/6005/759/762/3040/3039/358/3043",8,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-1592389","R-HSA-1592389","Activation of Matrix Metalloproteinases","8/490","19/8020",7.61107052065802e-06,0.00133193734111515,0.00127865984747055,"64386/1511/4318/4324/4317/5045/4312/1991",8,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-1474244","R-HSA-1474244","Extracellular matrix organization","29/490","205/8020",1.74103238900636e-05,0.00253900556730094,0.0024374453446089,"64386/91522/1308/634/4680/1299/1511/4318/4324/2335/4317/6696/4053/1088/650/3679/2247/5045/351/3680/5352/3681/7412/26577/2200/7148/4312/1991/3672",29,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-445095","R-HSA-445095","Interaction between L1 and Ankyrins","7/490","18/8020",5.36491388593826e-05,0.00670614235742282,0.00643789666312591,"286/6710/6708/6335/6712/6331/6334",7,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-1442490","R-HSA-1442490","Collagen degradation","9/490","39/8020",0.000448736296872588,0.0490805324704393,0.0471173111716217,"91522/1308/1299/4318/4324/4317/5045/4312/1991",9,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-983231","R-HSA-983231","Factors involved in megakaryocyte development and platelet production","18/490","126/8020",0.000605552421181335,0.0588731520592964,0.0565182259769246,"23095/24137/2623/147700/10112/4602/9732/57572/7280/3832/146909/3048/3046/3047/3045/3833/3043/8353",18,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-1474228","R-HSA-1474228","Degradation of the extracellular matrix","14/490","88/8020",0.000822237185856317,0.0719457537624277,0.0690679236119306,"64386/91522/1308/1299/1511/4318/4324/2335/4317/6696/5045/2200/4312/1991",14,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-6804116","R-HSA-6804116","TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest","5/490","14/8020",0.00105241356650541,0.083559697123987,0.0802173092390275,"1869/79733/8900/144455/9134",5,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-69205","R-HSA-69205","G1/S-Specific Transcription","7/490","28/8020",0.00116954458590538,0.083559697123987,0.0802173092390275,"1869/8900/81620/983/7298/7027/1719",7,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-397014","R-HSA-397014","Muscle contraction","17/490","123/8020",0.00124145835727066,0.083559697123987,0.0802173092390275,"3757/10580/2281/3759/482/2258/8291/7111/1193/8645/6335/3753/6331/6334/4635/6262/3672",17,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-9033658","R-HSA-9033658","Blood group systems biosynthesis","5/490","15/8020",0.00150007652387949,0.0859349948650585,0.0824975950704562,"2523/2529/6007/6006/2526",5,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-425366","R-HSA-425366","Transport of bile salts and organic acids, metal ions and amine compounds","9/490","46/8020",0.00159296101769428,0.0859349948650585,0.0824975950704562,"85413/6005/6563/9123/55244/55356/340024/6536/6583",9,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-500792","R-HSA-500792","GPCR ligand binding","25/490","219/8020",0.0017831959075543,0.0859349948650585,0.0824975950704562,"7504/10203/2920/2862/5737/6372/79948/351/5746/1393/133/150/7855/60675/3577/2921/2919/8326/3792/56670/2532/1241/259286/2790/6349",25,"up","Reactome","Anelloviridae.pbmc",FALSE
"R-HSA-381426","R-HSA-381426","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","12/490","75/8020",0.00181057310909066,0.0859349948650585,0.0824975950704562,"10272/1511/2335/5768/6696/348/10970/351/2200/255738/1000/4312",12,"up","Reactome","Anelloviridae.pbmc",FALSE
