"","gene_name","logFC","AveExpr","t","P.Value","adj.P.Val","B","virus","knock_in"
"1","ENSG00000000003",-0.215844340497969,7.97574855809351,-3.07705777052646,0.0021201459267752,0.0377251808730897,-1.75392636805502,"Anelloviridae.pbmc",FALSE
"2","ENSG00000000419",-0.08965918915522,5.30271933761302,-2.76552085527495,0.00573770841224251,0.0563645473437941,-2.54007189522415,"Anelloviridae.pbmc",FALSE
"3","ENSG00000000457",0.0529812117193242,4.9534385439149,1.45425668355636,0.146038978060654,0.318381514862162,-5.170129896699,"Anelloviridae.pbmc",FALSE
"4","ENSG00000000460",-0.00371352564608818,3.1692022696121,-0.0605053044970332,0.951759502807392,0.975468319227706,-5.95833755170589,"Anelloviridae.pbmc",FALSE
"5","ENSG00000000938",0.209178823450811,5.13339393460742,1.18840276266396,0.234822080753048,0.42694656629471,-5.53569640441002,"Anelloviridae.pbmc",FALSE
"6","ENSG00000000971",-0.0556431458659658,7.15048451448954,-0.821811717630506,0.411286336897514,0.598395672820346,-5.98418298979939,"Anelloviridae.pbmc",FALSE
"7","ENSG00000001036",-0.0938137738077871,5.4920367448342,-2.1934111147997,0.0283975800905876,0.123655218944276,-3.91249565744407,"Anelloviridae.pbmc",FALSE
"8","ENSG00000001084",-0.118013665882871,7.69967136674248,-1.54023773295302,0.123667579190187,0.287620659205095,-5.16510583194325,"Anelloviridae.pbmc",FALSE
"9","ENSG00000001167",0.0950122949117232,4.9074298557007,1.66004656923273,0.0970687573523766,0.248644565509993,-4.86456361458274,"Anelloviridae.pbmc",FALSE
"10","ENSG00000001460",-0.106691810522839,4.75521591310872,-1.55882588931284,0.119202781305004,0.281334829366537,-4.98446229354695,"Anelloviridae.pbmc",FALSE
"11","ENSG00000001461",0.00487712999599608,6.33501155270162,0.115290987368226,0.90822656538276,0.949393752676173,-6.28466161473436,"Anelloviridae.pbmc",FALSE
"12","ENSG00000001497",-0.0768470936331982,4.73044788656588,-1.40961918103127,0.158814487489929,0.334872239871123,-5.19043097848977,"Anelloviridae.pbmc",FALSE
"13","ENSG00000001561",-0.236877980266874,6.86507644977837,-3.41964702166791,0.000640166072406225,0.0223871491795181,-0.665373335461996,"Anelloviridae.pbmc",FALSE
"14","ENSG00000001617",0.114230870629339,4.7682341931766,1.94261707538817,0.052208810277082,0.174151077327796,-4.37590361878494,"Anelloviridae.pbmc",FALSE
"15","ENSG00000001626",-0.217038875172394,3.55071624448185,-2.22088434219175,0.0264753559334923,0.118722359986947,-3.69292629783646,"Anelloviridae.pbmc",FALSE
"16","ENSG00000001629",-0.0467845970281295,5.53657253152884,-1.39641759897845,0.162750559850539,0.339489647756684,-5.28154369537723,"Anelloviridae.pbmc",FALSE
"17","ENSG00000001630",0.1306504663496,0.150592921226009,1.70171677347517,0.0889707446177063,0.235555241565594,-4.42706628422227,"Anelloviridae.pbmc",FALSE
"18","ENSG00000001631",-0.0784113411407422,5.20179092827722,-1.75134637900512,0.0800462999469583,0.222163453474633,-4.72798317799764,"Anelloviridae.pbmc",FALSE
"19","ENSG00000002016",0.0812358836210029,2.4210692706305,1.40362126117113,0.160593745600351,0.337035529725633,-4.97880520936159,"Anelloviridae.pbmc",FALSE
"20","ENSG00000002330",0.113666245102338,3.82743577749836,1.58612654008649,0.112875656340694,0.272082433951666,-4.84482798787235,"Anelloviridae.pbmc",FALSE
"21","ENSG00000002549",-0.0812716683810169,6.91590321921533,-1.72084514396284,0.0854404082513794,0.23047970506578,-4.88542938693454,"Anelloviridae.pbmc",FALSE
"22","ENSG00000002586",-0.000832820865948259,6.18199416608173,-0.0224555947110445,0.982086872116006,0.990403287636111,-6.28990889958717,"Anelloviridae.pbmc",FALSE
"23","ENSG00000002587",0.0784430619526845,6.26937326236744,1.72979985174178,0.0838271205631276,0.227964994524032,-4.84994856942865,"Anelloviridae.pbmc",FALSE
"24","ENSG00000002726",-0.0110699175024973,-0.458990853258221,-0.0961619776807643,0.923401987041896,0.957951265243249,-5.69615974624615,"Anelloviridae.pbmc",FALSE
"25","ENSG00000002822",0.0881420662315982,4.41378200387075,1.5814941322671,0.113930185997602,0.27319528516187,-4.92429251492799,"Anelloviridae.pbmc",FALSE
"26","ENSG00000002834",0.0851355358680165,7.36366569763976,2.32464928244784,0.020194780320178,0.103898712206751,-3.68617675538261,"Anelloviridae.pbmc",FALSE
"27","ENSG00000002919",-0.0106621716454084,4.62499757845285,-0.208735123590369,0.834677212014794,0.90798331935931,-6.10713673226184,"Anelloviridae.pbmc",FALSE
"28","ENSG00000002933",0.00646716868292821,0.823865588434369,0.0611772274983312,0.951224447522655,0.975160184374708,-5.74435325377589,"Anelloviridae.pbmc",FALSE
"29","ENSG00000003056",-0.088952423801683,6.13530837535915,-2.66034762329034,0.00787112676462382,0.065464687816796,-2.86877768376398,"Anelloviridae.pbmc",FALSE
"30","ENSG00000003096",-0.39601560128545,1.27049963922821,-3.34457374422077,0.000839986482390171,0.0244762303763494,-0.725173500433441,"Anelloviridae.pbmc",FALSE
"31","ENSG00000003137",0.138796195874342,-0.763082717800599,1.41188363437053,0.158146643491201,0.334212739386715,-4.81214500074453,"Anelloviridae.pbmc",FALSE
"32","ENSG00000003147",0.0107533039075919,4.94547938680741,0.243351907963994,0.807758852306294,0.891516891914171,-6.14425832543013,"Anelloviridae.pbmc",FALSE
"33","ENSG00000003249",0.0218052931202536,2.38643922983953,0.293568908547961,0.769119138473112,0.865974268666758,-5.80508572205593,"Anelloviridae.pbmc",FALSE
"34","ENSG00000003393",-0.011806028640924,5.19404837923767,-0.288002049863621,0.773376325607895,0.868628693784839,-6.16390678179029,"Anelloviridae.pbmc",FALSE
"35","ENSG00000003400",0.0640658348282678,4.51823106452011,1.3714832623141,0.17038498059206,0.349009358948547,-5.25301109142214,"Anelloviridae.pbmc",FALSE
"36","ENSG00000003402",0.0993282723822393,8.80323407699729,2.6101503597583,0.00912077242741281,0.0707505085947041,-3.01239249454113,"Anelloviridae.pbmc",FALSE
"37","ENSG00000003436",0.0839042231796872,2.74611336733702,0.930780203384772,0.352084557182939,0.544347150924838,-5.5124789352983,"Anelloviridae.pbmc",FALSE
"38","ENSG00000003509",-0.0167973753586236,3.43028302693671,-0.359038171046257,0.719606103326367,0.83370568309346,-5.92516048548916,"Anelloviridae.pbmc",FALSE
"39","ENSG00000003756",-0.0216468988407024,6.8346213396232,-0.72419076259638,0.469037063266506,0.646979919510023,-6.03514302370584,"Anelloviridae.pbmc",FALSE
"40","ENSG00000003987",-0.244886850337679,0.581756794920376,-2.97280998574935,0.00298768302323177,0.0434834093097665,-1.77568946494599,"Anelloviridae.pbmc",FALSE
"41","ENSG00000003989",-0.407327018961292,4.58732232919974,-3.1039343818406,0.00193757449259134,0.0359069130138515,-1.55124368441305,"Anelloviridae.pbmc",FALSE
"42","ENSG00000004059",0.0226845250622776,5.70233210312111,0.67725068829542,0.498328692219322,0.670514685057837,-6.03050479717735,"Anelloviridae.pbmc",FALSE
"43","ENSG00000004139",-0.0257902246928282,3.31154457842373,-0.537436648372487,0.591028458005503,0.743124230463182,-5.92895571195221,"Anelloviridae.pbmc",FALSE
"44","ENSG00000004142",0.00320111353834553,6.08034892837181,0.108048534684103,0.913968508032195,0.952389627409477,-6.27629318315113,"Anelloviridae.pbmc",FALSE
"45","ENSG00000004399",0.0130265755310028,2.38009093456861,0.146501304441757,0.883541075695683,0.935161411373813,-5.9557142693688,"Anelloviridae.pbmc",FALSE
"46","ENSG00000004455",-0.0416639195050109,6.41934500669179,-1.40854878266515,0.159130917371681,0.335365984695844,-5.34095130826725,"Anelloviridae.pbmc",FALSE
"47","ENSG00000004468",-0.26922224606042,5.10654150403478,-2.54815468198984,0.0109069133748806,0.0771502163698347,-3.07346139500024,"Anelloviridae.pbmc",FALSE
"48","ENSG00000004478",0.0293982291317206,5.45121271698712,0.722524001797649,0.470060571734699,0.647531055914804,-5.98089493412597,"Anelloviridae.pbmc",FALSE
"49","ENSG00000004487",-0.0910580275333525,5.84679672697948,-1.73227517427829,0.0833855453851345,0.227129469235212,-4.81088930577032,"Anelloviridae.pbmc",FALSE
"50","ENSG00000004534",0.0339434862022178,5.89792064797752,0.82606506609532,0.408870054468701,0.596313292649644,-5.91834773766168,"Anelloviridae.pbmc",FALSE
"51","ENSG00000004660",0.0656691559354812,2.70094824216123,0.749379913345203,0.453720268794698,0.633186224696779,-5.66673904344858,"Anelloviridae.pbmc",FALSE
"52","ENSG00000004700",-0.070259122253429,4.40536045331763,-1.60057758341885,0.109635404843817,0.267299950515137,-4.89686053258057,"Anelloviridae.pbmc",FALSE
"53","ENSG00000004766",-0.0735768298042144,4.66281560481783,-1.48351315863061,0.138102630699492,0.307461403835875,-5.09753587421421,"Anelloviridae.pbmc",FALSE
"54","ENSG00000004777",0.104625134319526,1.39180529130027,1.10096021874739,0.271052294223058,0.46558827417518,-5.30085206484564,"Anelloviridae.pbmc",FALSE
"55","ENSG00000004779",-0.218501483720365,4.96169238131041,-4.36243330826034,1.35463161656546e-05,0.00547166799698307,2.89882732117408,"Anelloviridae.pbmc",FALSE
"56","ENSG00000004799",-0.120985218291033,3.75305503270193,-1.49759860877488,0.134402321748695,0.302656073632754,-4.97130842603534,"Anelloviridae.pbmc",FALSE
"57","ENSG00000004809",0.0143868810524438,1.47789054679304,0.0881267315491723,0.929785161914727,0.961894660884297,-5.76905690097074,"Anelloviridae.pbmc",FALSE
"58","ENSG00000004838",-0.450494465218802,6.38226002763277,-2.8512190456613,0.00440185195696256,0.0511636056661672,-2.36456748262335,"Anelloviridae.pbmc",FALSE
"59","ENSG00000004848",-0.189448917368689,-0.0207536212815301,-2.18829525851799,0.0287685103020025,0.124324118434799,-3.5754611636216,"Anelloviridae.pbmc",FALSE
"60","ENSG00000004864",-0.00547043510232371,5.00024345963771,-0.131743322590162,0.895201152887897,0.941785442909045,-6.18076656599406,"Anelloviridae.pbmc",FALSE
"61","ENSG00000004866",-0.0312168598059431,4.03605384116355,-0.640717833343969,0.52178266356106,0.690366879892943,-5.85917118521472,"Anelloviridae.pbmc",FALSE
"62","ENSG00000004897",-0.000646349015187508,5.54666550375573,-0.020384749615023,0.983738572363754,0.991312090294977,-6.23041266094032,"Anelloviridae.pbmc",FALSE
"63","ENSG00000004961",-0.0151887017660949,4.69131007221277,-0.400798621239797,0.688613092341515,0.814330100816365,-6.05646266288717,"Anelloviridae.pbmc",FALSE
"64","ENSG00000004975",0.0544865843182837,4.77390856274783,1.24148440254339,0.214578851857494,0.402013686478082,-5.430199445461,"Anelloviridae.pbmc",FALSE
"65","ENSG00000005001",0.314293778562158,6.02727672290377,3.58653728344764,0.000343500739093375,0.0181805332828115,-0.0812029512770147,"Anelloviridae.pbmc",FALSE
"66","ENSG00000005007",0.0486780685256519,7.43307351899243,1.0891950691288,0.276204877510103,0.470660395450977,-5.74431787221722,"Anelloviridae.pbmc",FALSE
"67","ENSG00000005020",0.151882738761631,4.06873794784679,1.02734092400136,0.304389663833208,0.497578468253001,-5.58063391932582,"Anelloviridae.pbmc",FALSE
"68","ENSG00000005022",-0.14045388594421,7.34544926382784,-3.38064223390581,0.000737685681067354,0.0236538463239685,-0.808144724072867,"Anelloviridae.pbmc",FALSE
"69","ENSG00000005059",-0.0928351905883832,3.69360912046878,-1.57003712474296,0.116571629106686,0.277150908082317,-4.83932203076158,"Anelloviridae.pbmc",FALSE
"70","ENSG00000005075",-0.00251473296923127,3.71088643198067,-0.0545058409520437,0.956537838915126,0.977999016156365,-6.01366127939831,"Anelloviridae.pbmc",FALSE
"71","ENSG00000005100",0.050918630727588,3.46299731202964,1.26418936114939,0.20631587072147,0.391429000484753,-5.28809034702207,"Anelloviridae.pbmc",FALSE
"72","ENSG00000005102",-0.0669074056584355,-0.335353366245338,-0.7863817079106,0.431741164646416,0.61514883740457,-5.43120257911024,"Anelloviridae.pbmc",FALSE
