"","virus_compartment","feature","shape","average","summed_virus_smooth_coefficients","average_virus_smooth_coefficients","average_coefficient","virus_n","control_n","shape.adj","average.adj"
"367","Human alphaherpesvirus 2 (HSV2).nasal","LTA","0.917731946316344","0.264104055123598","-0.143331436026651","-0.0159257151140723","-0.211180341060708","4","492",0.974510179668434,0.899371715101128
"368","Human alphaherpesvirus 2 (HSV2).nasal","CSF1","0.239726989403894","0.312824944383001","0.802287461987291","0.0891430513319212","0.0930926859738162","4","492",0.648673030151713,0.899371715101128
"369","Human betaherpesvirus 5 (CMV).nasal","CXCL8","0.000112682237081829","0.189223662878251","6.53250000992204","0.725833334435783","0.181881106874829","21","492",0.00060980975361931,0.51201697014115
"370","Human betaherpesvirus 5 (CMV).nasal","VEGFA","4.45574167528551e-05","0.46632789146158","2.85148440329388","0.316831600365987","-0.0705370499477119","21","492",0.000256205146328917,0.794484555823433
"371","Human betaherpesvirus 5 (CMV).nasal","CD8A","0.0134077921994952","0.993350819697727","2.92783997995332","0.325315553328147","0.00127638795791019","21","492",0.0324609705882515,0.993350819697727
"372","Human betaherpesvirus 5 (CMV).nasal","CCL7","9.5979390866141e-06","0.597260913445086","6.99425367501674","0.777139297224082","0.090580690452657","21","492",7.35841996640414e-05,0.872190540269014
"373","Human betaherpesvirus 5 (CMV).nasal","GDNF","0.133226929419015","0.553871132467491","0.888983077315428","0.0987758974794921","-0.0486424170291147","21","492",0.207743686551684,0.851211127171256
"374","Human betaherpesvirus 5 (CMV).nasal","CDCP1","0.0123755753606498","0.764902344693226","1.96575770514492","0.21841752279388","0.0329283453339299","21","492",0.031388229157238,0.973204779249823
"375","Human betaherpesvirus 5 (CMV).nasal","CD244","0.0467484678976919","0.143827605768072","0.626781590607679","0.0696423989564088","-0.101073664732773","21","492",0.0881147672508207,0.456280680367677
"376","Human betaherpesvirus 5 (CMV).nasal","IL7","0.0864223629871249","0.044228882533828","1.66613377745133","0.18512597527237","-0.208491752374177","21","492",0.1445610435421,0.348416149664443
"377","Human betaherpesvirus 5 (CMV).nasal","TNFRSF11B","0.0011288029630323","0.301095583892735","2.13328693038808","0.237031881154231","0.0757600430052284","21","492",0.00432707802495715,0.644204505072828
"378","Human betaherpesvirus 5 (CMV).nasal","TGFB1","0.0125131978933911","0.184342182645074","1.60754760040363","0.178616400044847","-0.0849909515795282","21","492",0.031388229157238,0.51201697014115
"379","Human betaherpesvirus 5 (CMV).nasal","PLAU","0.00904439514813521","0.913025797422264","1.19340047946525","0.132600053273916","0.0075616430570978","21","492",0.0244730692243659,0.973204779249823
"380","Human betaherpesvirus 5 (CMV).nasal","IL6","0.0518606386952707","0.00125759466630972","2.96324652143509","0.329249613492788","0.680458522430032","21","492",0.0917534376916328,0.0551723377269848
"381","Human betaherpesvirus 5 (CMV).nasal","IL17C","0.217401432078893","0.0023987972924776","1.90257995298729","0.211397772554143","0.452039416259637","21","492",0.307706642327049,0.0551723377269848
"382","Human betaherpesvirus 5 (CMV).nasal","CCL2","0.186524265432758","0.284213911219985","1.71643984602191","0.190715538446879","0.120383213265796","21","492",0.272384641584345,0.644204505072828
"383","Human betaherpesvirus 5 (CMV).nasal","IL17A","0.546077300290894","0.0989589858129655","-1.63287113152102","-0.181430125724558","0.190156065827508","21","491",0.592475807185915,0.413828486126947
"384","Human betaherpesvirus 5 (CMV).nasal","CXCL11","0","0.904921102114562","10.7142935951466","1.1904770661274","-0.0205621327231421","21","492",0,0.973204779249823
"385","Human betaherpesvirus 5 (CMV).nasal","AXIN1","0.565637677753689","0.941399439683622","0.73986362257494","0.0822070691749933","-0.0077632797294116","21","492",0.598145590268269,0.973204779249823
"386","Human betaherpesvirus 5 (CMV).nasal","TNFSF10","0.289954371748269","0.0492327168004104","-0.718590119025919","-0.0798433465584355","-0.1217055808485","21","492",0.386605828997692,0.348416149664443
"387","Human betaherpesvirus 5 (CMV).nasal","IL20RA","0.234211808644829","0.465815817071248","0.329456478022161","0.0366062753357957","-0.0522322755631948","21","492",0.326477066595822,0.794484555823433
"388","Human betaherpesvirus 5 (CMV).nasal","CXCL9","0.000159136364714485","0.298415003158718","6.05576972782235","0.672863303091372","0.17306441507021","21","492",0.000813363641874034,0.644204505072828
"389","Human betaherpesvirus 5 (CMV).nasal","CST5","0.0405322579149848","0.0467272268501955","-1.71020003318464","-0.190022225909404","0.232782404668515","21","492",0.08286594951508,0.348416149664443
"390","Human betaherpesvirus 5 (CMV).nasal","IL2RB","0.0700665974966853","0.62247968907424","0.516393788695863","0.0573770876328737","-0.0277402316470109","21","492",0.119372721661019,0.89481455304422
"391","Human betaherpesvirus 5 (CMV).nasal","IL1A","0.468690990387935","0.852822692731242","0.465446312262258","0.0517162569180287","0.0124833578738277","21","492",0.538994638946125,0.973204779249823
"392","Human betaherpesvirus 5 (CMV).nasal","OSM","0.282467533787931","0.0780273626136728","1.6850983254191","0.187233147268789","0.226605034394138","21","492",0.382161957477789,0.398806520025439
"393","Human betaherpesvirus 5 (CMV).nasal","IL2","0.376616114047039","0.915874676377549","-0.120954763128883","-0.0134394181254314","0.00419209766492736","21","492",0.468225439085508,0.973204779249823
"394","Human betaherpesvirus 5 (CMV).nasal","CXCL1","0.000763675598264568","0.844785750973306","2.70082171347012","0.300091301496681","0.0246113189464014","21","492",0.00305470239305827,0.973204779249823
"395","Human betaherpesvirus 5 (CMV).nasal","TSLP","0.338014694857839","0.457816600731913","-0.516151971437622","-0.0573502190486247","-0.0807300189374003","21","491",0.431907665651683,0.794484555823433
"396","Human betaherpesvirus 5 (CMV).nasal","CCL4","0.394446579172482","0.979777750282558","0.811885738499559","0.090209526499951","0.00249630857222324","21","492",0.483854470451578,0.990544538747201
