"","event_date","predicted","std.error","conf.low","conf.high","virus"
"59",30,6.81376092662119,0.102312882825048,6.61323136112963,7.01429049211275,"Control"
"60",30,6.79030465578038,0.112313982321689,6.5701732954696,7.01043601609116,"EBV.pbmc"
"61",31,6.81914831265482,0.103561796956437,6.61617092044596,7.02212570486369,"Control"
"62",31,6.80054192250949,0.114251469322386,6.57661315745683,7.02447068756215,"EBV.pbmc"
"63",32,6.82544823842855,0.104494108576686,6.62064354902162,7.03025292783547,"Control"
"64",32,6.8115106629093,0.116034984890686,6.58408627157691,7.0389350542417,"EBV.pbmc"
"65",33,6.83232401003956,0.105277232026828,6.62598442687491,7.03866359320421,"Control"
"66",33,6.82281716437795,0.117832481411513,6.5918697446024,7.05376458415351,"EBV.pbmc"
"67",34,6.83965253914487,0.106388897585144,6.63113413152307,7.04817094676667,"Control"
"68",34,6.83439219375807,0.120084427721251,6.59903104032031,7.06975334719582,"EBV.pbmc"
"69",35,6.84731429749417,0.107980298857476,6.63567680069364,7.05895179429469,"Control"
