name,nt_e_value3,omic
Human gammaherpesvirus 4 (EBV),2.492298178052619e-46,PBMC
Human gammaherpesvirus 4 (EBV),1.301068013632851e-56,PBMC
Anelloviridae,9.824263447582708e-56,PBMC
Human gammaherpesvirus 4 (EBV),7.870457896951001e-107,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),2.673006408663309e-50,PBMC
Anelloviridae,2.9991625189876284e-62,PBMC
Human gammaherpesvirus 4 (EBV),3.0178663320086943e-53,PBMC
Human betaherpesvirus 6,3.7549140460983945e-56,PBMC
Human gammaherpesvirus 4 (EBV),5.947028229172567e-50,PBMC
Human gammaherpesvirus 4 (EBV),4.137137927273531e-55,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Anelloviridae,1.1967405313072517e-42,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),3.104559588128387e-122,PBMC
Anelloviridae,1.1243460539124834e-53,PBMC
Human gammaherpesvirus 4 (EBV),2.0234850496919657e-56,PBMC
Human gammaherpesvirus 4 (EBV),6.749941361219489e-31,PBMC
Human gammaherpesvirus 4 (EBV),6.22873708944023e-97,PBMC
Human gammaherpesvirus 4 (EBV),9.18332596483583e-57,PBMC
Human gammaherpesvirus 4 (EBV),2.0234850496919657e-56,PBMC
Human gammaherpesvirus 4 (EBV),1.059985684509171e-64,PBMC
Anelloviridae,9.2427243273012e-53,PBMC
Human gammaherpesvirus 4 (EBV),4.722804843922306e-55,PBMC
Human gammaherpesvirus 4 (EBV),2.0234850496919657e-56,PBMC
Human gammaherpesvirus 4 (EBV),2.2233098906514462e-153,PBMC
Human gammaherpesvirus 4 (EBV),1.8858189694904092e-49,PBMC
Anelloviridae,5.458835409516752e-53,PBMC
Human gammaherpesvirus 4 (EBV),7.767835143843585e-50,PBMC
Human gammaherpesvirus 4 (EBV),1.228004617988783e-56,PBMC
Human gammaherpesvirus 4 (EBV),8.871560120379617e-56,PBMC
Human gammaherpesvirus 4 (EBV),9.824263447582708e-56,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),2.1832325618462148e-62,PBMC
Human immunodeficiency virus 1,2.0431488145171586e-48,PBMC
Human gammaherpesvirus 4 (EBV),8.400400652637734e-50,PBMC
Human immunodeficiency virus 1,2.834653633489671e-51,PBMC
Anelloviridae,1.3611312343313086e-22,PBMC
Human gammaherpesvirus 4 (EBV),1.3870751779668165e-53,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),5.662392890382534e-51,PBMC
Anelloviridae,1.164126029410498e-137,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),5.0757473902890234e-45,PBMC
Anelloviridae,2.631479554020199e-16,PBMC
Human gammaherpesvirus 4 (EBV),3.2003685945865334e-53,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.28449854813703e-60,PBMC
Human gammaherpesvirus 4 (EBV),3.296097121774583e-123,PBMC
Human gammaherpesvirus 4 (EBV),2.0234850496919657e-56,PBMC
Human gammaherpesvirus 4 (EBV),5.291758304203437e-52,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),5.4450265284242645e-120,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),7.058298158598246e-57,PBMC
Anelloviridae,6.063173557052495e-41,PBMC
Human betaherpesvirus 5 (CMV),3.4546177490582245e-48,PBMC
Anelloviridae,4.769798141192211e-55,PBMC
Human betaherpesvirus 5 (CMV),4.4957277130190464e-70,PBMC
Human gammaherpesvirus 4 (EBV),1.3791134690236048e-71,PBMC
Human betaherpesvirus 5 (CMV),7.447319739060132e-141,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.6238102139926696e-125,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Anelloviridae,2.491724371253917e-63,PBMC
Human gammaherpesvirus 4 (EBV),1.4791083881681648e-188,PBMC
Anelloviridae,2.5159383786927154e-46,PBMC
Human gammaherpesvirus 4 (EBV),2.5585858869056532e-51,PBMC
Human betaherpesvirus 5 (CMV),2.0258160145013713e-69,PBMC
Human betaherpesvirus 6,1.4541191703751682e-52,PBMC
Human gammaherpesvirus 4 (EBV),2.1978598727848186e-78,PBMC
Human gammaherpesvirus 4 (EBV),4.390358656409429e-56,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),1.1950883147362645e-56,PBMC
Human gammaherpesvirus 4 (EBV),1.4763862777538627e-30,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),9.206615375019747e-63,PBMC
Human betaherpesvirus 6,4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),6.56145266302895e-72,PBMC
Human gammaherpesvirus 4 (EBV),4.690293284059365e-56,PBMC
Human gammaherpesvirus 4 (EBV),2.3741054227349734e-76,PBMC
Human gammaherpesvirus 4 (EBV),1.513561248436232e-124,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),1.3530068644919682e-56,PBMC
Human gammaherpesvirus 4 (EBV),7.058298158598246e-57,PBMC
Human gammaherpesvirus 4 (EBV),3.58921934645005e-44,PBMC
Human gammaherpesvirus 4 (EBV),5.717418729175501e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Anelloviridae,1.3304544179781636e-258,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),6.880183161430299e-71,PBMC
Anelloviridae,6.04505142865348e-17,PBMC
Anelloviridae,3.4040818970099812e-37,PBMC
Human betaherpesvirus 5 (CMV),6.02004863684462e-50,PBMC
Human gammaherpesvirus 4 (EBV),4.6259400476615885e-55,PBMC
Human gammaherpesvirus 4 (EBV),8.50354471999803e-48,PBMC
Human gammaherpesvirus 4 (EBV),6.870684400142374e-110,PBMC
Human gammaherpesvirus 4 (EBV),1.1950883147362645e-56,PBMC
Human gammaherpesvirus 4 (EBV),4.849533904983382e-56,PBMC
Human gammaherpesvirus 4 (EBV),7.071312006812995e-55,PBMC
Human gammaherpesvirus 4 (EBV),7.058298158598246e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),9.18332596483583e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.6259400476615885e-55,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human betaherpesvirus 5 (CMV),2.658887730705091e-53,PBMC
Human gammaherpesvirus 4 (EBV),3.9454813968330115e-53,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.579309531517459e-54,PBMC
Human gammaherpesvirus 4 (EBV),2.767578830625923e-65,PBMC
Human gammaherpesvirus 4 (EBV),2.0234850496919657e-56,PBMC
Human gammaherpesvirus 4 (EBV),2.951209226666378e-139,PBMC
Human gammaherpesvirus 4 (EBV),9.549925860214447e-113,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),1.45110888079144e-47,PBMC
Human gammaherpesvirus 4 (EBV),9.824263447582708e-56,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),7.585775750291758e-147,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.341102097073516e-72,PBMC
Human gammaherpesvirus 4 (EBV),2.4154608344449946e-177,PBMC
Human gammaherpesvirus 4 (EBV),4.588809196198635e-81,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human betaherpesvirus 5 (CMV),2.831391995799367e-145,PBMC
Human gammaherpesvirus 4 (EBV),2.8846956523813434e-80,PBMC
Human gammaherpesvirus 4 (EBV),1.180320635651737e-51,PBMC
Human betaherpesvirus 5 (CMV),1.7009831049694427e-74,PBMC
Human betaherpesvirus 5 (CMV),2.242848815869319e-77,PBMC
Human gammaherpesvirus 4 (EBV),3.227750819048032e-66,PBMC
Human gammaherpesvirus 4 (EBV),1.0183568757197832e-54,PBMC
Human betaherpesvirus 5 (CMV),1.7139573075084043e-102,PBMC
Human gammaherpesvirus 4 (EBV),1.815515662773137e-102,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.3913696902440825e-56,PBMC
Human gammaherpesvirus 4 (EBV),2.9396796094924123e-54,PBMC
Human gammaherpesvirus 4 (EBV),1.894959794743547e-54,PBMC
Human betaherpesvirus 5 (CMV),1.0529312128434334e-54,PBMC
Human gammaherpesvirus 4 (EBV),8.483987109860017e-43,PBMC
Human betaherpesvirus 5 (CMV),4.764309868054127e-108,PBMC
Human gammaherpesvirus 4 (EBV),6.865939938366501e-55,PBMC
Human gammaherpesvirus 4 (EBV),9.18332596483583e-57,PBMC
Anelloviridae,7.504123968558048e-38,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),2.758036440597258e-55,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human betaherpesvirus 5 (CMV),5.081594425605641e-113,PBMC
Human gammaherpesvirus 4 (EBV),2.500345361696409e-72,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),1.3915537948446817e-47,PBMC
Human gammaherpesvirus 4 (EBV),3.3573761424295175e-102,PBMC
Human gammaherpesvirus 4 (EBV),9.18332596483583e-57,PBMC
Human gammaherpesvirus 4 (EBV),3.46896565446053e-53,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),1.6680151850852957e-52,PBMC
Human betaherpesvirus 5 (CMV),2.0169726070330962e-56,PBMC
Human gammaherpesvirus 4 (EBV),1.5907429237502163e-66,PBMC
Human gammaherpesvirus 4 (EBV),2.2222862543282127e-54,PBMC
Human betaherpesvirus 5 (CMV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),7.058298158598246e-57,PBMC
Human gammaherpesvirus 4 (EBV),9.18332596483583e-57,PBMC
Human gammaherpesvirus 4 (EBV),9.824263447582708e-56,PBMC
Human gammaherpesvirus 4 (EBV),2.0234850496919657e-56,PBMC
Anelloviridae,1.3592520604236777e-43,PBMC
Human gammaherpesvirus 4 (EBV),1.0247077008156365e-54,PBMC
Human gammaherpesvirus 4 (EBV),4.508167045414564e-83,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),1.5728959710650156e-53,PBMC
Human gammaherpesvirus 4 (EBV),9.824263447582708e-56,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.010513660865767e-47,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),1.5889125671188486e-79,PBMC
Human betaherpesvirus 6,4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),2.0234850496919657e-56,PBMC
Human betaherpesvirus 5 (CMV),6.18158720057992e-55,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),8.474225179233063e-70,PBMC
Human betaherpesvirus 5 (CMV),1.1096857267741093e-67,PBMC
Human betaherpesvirus 5 (CMV),7.356987192561507e-78,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),6.02004863684462e-50,PBMC
Human betaherpesvirus 6,1.1950883147362645e-56,PBMC
Human gammaherpesvirus 4 (EBV),9.824263447582708e-56,PBMC
Human gammaherpesvirus 4 (EBV),9.229963848404601e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human betaherpesvirus 5 (CMV),3.1260793671239367e-55,PBMC
Anelloviridae,2.5263877101319163e-80,PBMC
Human betaherpesvirus 5 (CMV),8.992904884011954e-77,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human betaherpesvirus 5 (CMV),1.4203651240480122e-61,PBMC
Human gammaherpesvirus 4 (EBV),9.18332596483583e-57,PBMC
Human gammaherpesvirus 4 (EBV),2.712064412707193e-75,PBMC
Human gammaherpesvirus 4 (EBV),9.18332596483583e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),1.1950883147362645e-56,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Anelloviridae,4.624875008224048e-40,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),5.423754206960973e-57,PBMC
Human gammaherpesvirus 4 (EBV),8.489849665156173e-57,PBMC
Human gammaherpesvirus 4 (EBV),2.9661970592694444e-64,PBMC
Anelloviridae,1.7810549517914117e-28,PBMC
Human gammaherpesvirus 4 (EBV),8.889963953045464e-55,PBMC
Anelloviridae,5.800561080740253e-24,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),2.5698039954022694e-55,PBMC
Human gammaherpesvirus 4 (EBV),5.152286445817603e-63,PBMC
Human betaherpesvirus 5 (CMV),1.9860949173573798e-128,PBMC
Human gammaherpesvirus 4 (EBV),4.3913696902440825e-56,PBMC
Anelloviridae,3.19742230320495e-36,PBMC
Anelloviridae,8.412014255573947e-30,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human betaherpesvirus 5 (CMV),1.3893126817367366e-83,PBMC
Human gammaherpesvirus 4 (EBV),3.606616788819583e-43,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Anelloviridae,8.800351116873185e-51,PBMC
Human betaherpesvirus 5 (CMV),2.2156440963128664e-54,PBMC
Anelloviridae,2.3157944032250705e-54,PBMC
Anelloviridae,1.1542503103646723e-33,PBMC
Anelloviridae,2.97029784401786e-34,PBMC
Anelloviridae,6.2892665316041656e-55,PBMC
Human betaherpesvirus 5 (CMV),1.4852515011766101e-65,PBMC
Human gammaherpesvirus 4 (EBV),1.0685626745999534e-53,PBMC
Human betaherpesvirus 7,1.376892391200964e-48,PBMC
Anelloviridae,7.978109633536689e-30,PBMC
Human gammaherpesvirus 4 (EBV),1.5420554834704926e-72,PBMC
Human gammaherpesvirus 4 (EBV),2.291922879265456e-62,PBMC
Human gammaherpesvirus 4 (EBV),8.590135215053908e-129,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),1.6462659663283106e-56,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),1.0183568757197832e-54,PBMC
Human immunodeficiency virus 1,1.1243460539124834e-53,PBMC
Human gammaherpesvirus 4 (EBV),2.0234850496919657e-56,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),8.832832604918231e-67,PBMC
Human gammaherpesvirus 4 (EBV),9.18332596483583e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),2.213094709605632e-54,PBMC
Human gammaherpesvirus 4 (EBV),5.538599982773583e-51,PBMC
Human betaherpesvirus 6,1.3307608017014371e-48,PBMC
Human gammaherpesvirus 4 (EBV),2.223821885615859e-54,PBMC
Human betaherpesvirus 5 (CMV),5.895219770654893e-52,PBMC
Human gammaherpesvirus 4 (EBV),3.801893963205721e-135,PBMC
Human gammaherpesvirus 4 (EBV),2.153773355662166e-55,PBMC
Human gammaherpesvirus 4 (EBV),7.657729123418162e-50,PBMC
Human betaherpesvirus 5 (CMV),7.058298158598246e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),3.6897759857015047e-44,PBMC
Anelloviridae,1.8365383433483887e-270,PBMC
Human gammaherpesvirus 4 (EBV),5.57442401543748e-51,PBMC
Anelloviridae,7.892234847899694e-51,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human betaherpesvirus 5 (CMV),7.058298158598246e-57,PBMC
Human gammaherpesvirus 4 (EBV),2.4940203914051956e-73,PBMC
Human gammaherpesvirus 4 (EBV),3.0725573652674263e-73,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.458615279480711e-56,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),5.423754206960973e-57,PBMC
Anelloviridae,1.1497409505804906e-52,PBMC
Anelloviridae,2.4372495563039077e-85,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Anelloviridae,5.273512745624369e-43,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),1.376892391200964e-48,PBMC
Human immunodeficiency virus 1,9.824263447582708e-56,PBMC
Human gammaherpesvirus 4 (EBV),7.528353438447538e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Anelloviridae,5.458835409516752e-53,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human betaherpesvirus 7,4.1677340679767296e-57,PBMC
Human betaherpesvirus 7,2.949171307508296e-48,PBMC
Anelloviridae,1.225462426409411e-53,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Anelloviridae,1.3031748747365744e-50,PBMC
Human gammaherpesvirus 4 (EBV),9.18332596483583e-57,PBMC
Anelloviridae,6.100985600850528e-48,PBMC
Anelloviridae,1.082929040048038e-38,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Anelloviridae,5.838482731072007e-52,PBMC
Anelloviridae,1.612501027337753e-58,PBMC
Anelloviridae,4.1677340679767296e-57,PBMC
Anelloviridae,3.971001032638911e-46,PBMC
Anelloviridae,1.0739894123412417e-45,PBMC
Anelloviridae,1.530734956350726e-35,PBMC
Anelloviridae,2.8203304738015276e-77,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),1.45110888079144e-47,PBMC
Human gammaherpesvirus 4 (EBV),2.1325538179461877e-55,PBMC
Anelloviridae,6.306668447802086e-50,PBMC
Human gammaherpesvirus 4 (EBV),6.883352332539926e-55,PBMC
Human gammaherpesvirus 4 (EBV),1.6225571405095404e-55,PBMC
Human gammaherpesvirus 4 (EBV),4.1677340679767296e-57,PBMC
Human gammaherpesvirus 4 (EBV),3.290031075247076e-50,Nasal
Enterovirus,6.59933234263572e-93,Nasal
Human immunodeficiency virus 1,9.824263447582708e-56,Nasal
Human betaherpesvirus 5 (CMV),4.458615279480711e-56,Nasal
Enterovirus,3.619928562242406e-47,Nasal
Human gammaherpesvirus 4 (EBV),9.824263447582708e-56,Nasal
Anelloviridae,6.43279927260849e-29,Nasal
Human betaherpesvirus 5 (CMV),2.0234850496919657e-56,Nasal
Human gammaherpesvirus 4 (EBV),9.824263447582708e-56,Nasal
Human gammaherpesvirus 4 (EBV),5.782291742660292e-56,Nasal
Human gammaherpesvirus 4 (EBV),9.824263447582708e-56,Nasal
Human gammaherpesvirus 4 (EBV),2.4842768936968183e-52,Nasal
Human gammaherpesvirus 4 (EBV),9.824263447582708e-56,Nasal
Human gammaherpesvirus 4 (EBV),6.831247179792906e-59,Nasal
Human immunodeficiency virus 1,6.546361740672787e-207,Nasal
Human gammaherpesvirus 4 (EBV),9.824263447582708e-56,Nasal
Anelloviridae,7.118688672622853e-48,Nasal
Anelloviridae,2.67485349396356e-47,Nasal
Anelloviridae,5.314715449998769e-29,Nasal
Human gammaherpesvirus 4 (EBV),9.824263447582708e-56,Nasal
Human gammaherpesvirus 4 (EBV),3.992087024388067e-54,Nasal
Human gammaherpesvirus 4 (EBV),1.6266720329719085e-55,Nasal
Enterovirus,4.437108003572329e-98,Nasal
Human betaherpesvirus 5 (CMV),9.824263447582708e-56,Nasal
Human gammaherpesvirus 4 (EBV),9.824263447582708e-56,Nasal
Anelloviridae,2.623010324308751e-52,Nasal
Human betaherpesvirus 5 (CMV),6.251726927756849e-50,Nasal
Human gammaherpesvirus 4 (EBV),1.797628728208325e-55,Nasal
Human betaherpesvirus 5 (CMV),7.241024217924127e-56,Nasal
Human betaherpesvirus 7,5.221556720489558e-56,Nasal
Human betaherpesvirus 5 (CMV),5.198762768142809e-53,Nasal
Human gammaherpesvirus 4 (EBV),3.4268887043278663e-56,Nasal
Human gammaherpesvirus 4 (EBV),4.6978592394393775e-55,Nasal
Human gammaherpesvirus 4 (EBV),5.1713031791696246e-55,Nasal
Human immunodeficiency virus 1,1.142089135016053e-55,Nasal
Human betaherpesvirus 5 (CMV),9.824263447582708e-56,Nasal
Human gammaherpesvirus 4 (EBV),5.680675741067682e-49,Nasal
Human betaherpesvirus 5 (CMV),8.23569017153612e-55,Nasal
Human gammaherpesvirus 4 (EBV),2.5223189341824368e-52,Nasal
Human gammaherpesvirus 4 (EBV),9.824263447582708e-56,Nasal
Human gammaherpesvirus 4 (EBV),1.0351421666793451e-54,Nasal
Human gammaherpesvirus 4 (EBV),6.907167693241942e-56,Nasal
Human gammaherpesvirus 4 (EBV),2.0234850496919657e-56,Nasal
Anelloviridae,1.0759695972076787e-35,Nasal
Anelloviridae,1.2740896859191215e-52,Nasal
Human gammaherpesvirus 4 (EBV),5.823713479437514e-42,Nasal
Human gammaherpesvirus 4 (EBV),2.0234850496919657e-56,Nasal
Human gammaherpesvirus 4 (EBV),4.2004904339619975e-52,Nasal
Enterovirus,1.5656691705284984e-51,Nasal
Enterovirus,4.528975799036269e-308,Nasal
Human gammaherpesvirus 4 (EBV),6.619116119411185e-56,Nasal
Enterovirus,1.286470998029103e-51,Nasal
Human gammaherpesvirus 4 (EBV),4.458615279480711e-56,Nasal
Human gammaherpesvirus 4 (EBV),5.458835409516752e-53,Nasal
Enterovirus,2.3157944032250705e-54,Nasal
Enterovirus,1.1243460539124834e-53,Nasal
Enterovirus,6.576578373553957e-301,Nasal
Enterovirus,1.0351421666793113e-303,Nasal
Enterovirus,1.375624810275309e-51,Nasal
Enterovirus,3.0324943473296314e-50,Nasal
Enterovirus,1.5413455041680305e-100,Nasal
Enterovirus,1.1724653045822932e-52,Nasal
Human gammaherpesvirus 4 (EBV),1.6580590751089168e-55,Nasal
Enterovirus,1.0495424286523585e-303,Nasal
Human gammaherpesvirus 4 (EBV),9.783629547845894e-56,Nasal
Enterovirus,4.111497211044994e-306,Nasal
Human betaherpesvirus 5 (CMV),2.0234850496919657e-56,Nasal
Human gammaherpesvirus 4 (EBV),2.2433653103555685e-54,Nasal
Human betaherpesvirus 5 (CMV),4.458615279480711e-56,Nasal
Human gammaherpesvirus 4 (EBV),6.093965623401207e-50,Nasal
Human gammaherpesvirus 4 (EBV),8.224320001128418e-56,Nasal
Anelloviridae,3.0324943473296314e-50,Nasal
Human gammaherpesvirus 4 (EBV),8.802377705913466e-43,Nasal
Human gammaherpesvirus 4 (EBV),1.6394568852635745e-54,Nasal
Enterovirus,6.120684588704592e-51,Nasal
Human gammaherpesvirus 4 (EBV),9.824263447582708e-56,Nasal
Human gammaherpesvirus 4 (EBV),2.0234850496919657e-56,Nasal
Human betaherpesvirus 5 (CMV),4.882025010866993e-95,Nasal
Human gammaherpesvirus 4 (EBV),4.458615279480711e-56,Nasal
Human gammaherpesvirus 4 (EBV),6.180164001384113e-50,Nasal
Human gammaherpesvirus 4 (EBV),3.2366817570165406e-61,Nasal
Human gammaherpesvirus 4 (EBV),9.824263447582708e-56,Nasal
Human gammaherpesvirus 4 (EBV),2.981261008172266e-56,Nasal
Enterovirus,3.3806483620597878e-308,Nasal
Human gammaherpesvirus 4 (EBV),4.392380956904611e-56,Nasal
Human gammaherpesvirus 4 (EBV),2.1647113787030033e-55,Nasal
Enterovirus,4.1840801956742863e-45,Nasal
Human gammaherpesvirus 4 (EBV),1.3329074642313395e-49,Nasal
Human betaherpesvirus 7,9.824263447582708e-56,Nasal
Human gammaherpesvirus 4 (EBV),6.619116119411185e-56,Nasal
Human gammaherpesvirus 4 (EBV),9.799411610955923e-56,Nasal
Human gammaherpesvirus 4 (EBV),9.824263447582708e-56,Nasal
Human gammaherpesvirus 4 (EBV),9.824263447582708e-56,Nasal
Human gammaherpesvirus 4 (EBV),9.824263447582708e-56,Nasal
Human gammaherpesvirus 4 (EBV),2.0234850496919657e-56,Nasal
Human gammaherpesvirus 4 (EBV),4.458615279480711e-56,Nasal
Human gammaherpesvirus 4 (EBV),2.0234850496919657e-56,Nasal
Human gammaherpesvirus 4 (EBV),9.824263447582708e-56,Nasal
Enterovirus,8.619855787057537e-46,Nasal
Human gammaherpesvirus 4 (EBV),2.4243761335250705e-55,Nasal
Human immunodeficiency virus 1,9.824263447582708e-56,Nasal
Human immunodeficiency virus 1,2.1647113787030033e-55,Nasal
