"","name","percent","count","sum","day","upper_CI","lower_CI","compartment","virus"
"184","Human alphaherpesvirus 1 (HSV1).nasal",15.3846153846154,91,14,21,0.248078349932585,0.0896545455551515,"nasal","Human alphaherpesvirus 1 (HSV1)"
"185","Human alphaherpesvirus 2 (HSV2).nasal",1.06382978723404,94,1,21,0.0662300997536764,0.000555571002062618,"nasal","Human alphaherpesvirus 2 (HSV2)"
"186","Human betaherpesvirus 5 (CMV).nasal",6.38297872340426,94,6,21,0.13910607402055,0.0262128257524883,"nasal","Human betaherpesvirus 5 (CMV)"
"187","Human betaherpesvirus 5 (CMV).pbmc",8.03571428571429,112,9,21,0.151160805964441,0.0397223291828861,"pbmc","Human betaherpesvirus 5 (CMV)"
"188","Human gammaherpesvirus 4 (EBV).nasal",6.38297872340426,94,6,21,0.13910607402055,0.0262128257524883,"nasal","Human gammaherpesvirus 4 (EBV)"
"189","Human gammaherpesvirus 4 (EBV).pbmc",12.5,112,14,21,0.20410858106531,0.0725084057752973,"pbmc","Human gammaherpesvirus 4 (EBV)"
"190","Anelloviridae.nasal",3.2258064516129,93,3,22,0.0980831129163996,0.00836801996968663,"nasal","Anelloviridae"
"191","Anelloviridae.pbmc",12.037037037037,108,13,22,0.200511271133415,0.068198030001935,"pbmc","Anelloviridae"
"192","Enterovirus.nasal",0,93,0,22,0.0494321108909447,0,"nasal","Enterovirus"
"193","Human alphaherpesvirus 1 (HSV1).nasal",16.6666666666667,90,15,22,0.263202182943436,0.0993195044755547,"nasal","Human alphaherpesvirus 1 (HSV1)"
"194","Human alphaherpesvirus 2 (HSV2).nasal",1.0752688172043,93,1,22,0.0669123334462676,0.000561547606685751,"nasal","Human alphaherpesvirus 2 (HSV2)"
"195","Human betaherpesvirus 5 (CMV).nasal",7.52688172043011,93,7,22,0.154004907191567,0.0333834980954788,"nasal","Human betaherpesvirus 5 (CMV)"
"196","Human betaherpesvirus 5 (CMV).pbmc",9.25925925925926,108,10,22,0.167678649015732,0.047747862455168,"pbmc","Human betaherpesvirus 5 (CMV)"
"197","Human gammaherpesvirus 4 (EBV).nasal",7.52688172043011,93,7,22,0.154004907191567,0.0333834980954788,"nasal","Human gammaherpesvirus 4 (EBV)"
"198","Human gammaherpesvirus 4 (EBV).pbmc",12.037037037037,108,13,22,0.200511271133415,0.068198030001935,"pbmc","Human gammaherpesvirus 4 (EBV)"
"199","Anelloviridae.nasal",4.49438202247191,89,4,23,0.117449945667101,0.0144949951973901,"nasal","Anelloviridae"
"200","Anelloviridae.pbmc",13.5922330097087,103,14,23,0.220892601228802,0.0789813624627112,"pbmc","Anelloviridae"
"201","Enterovirus.nasal",0,89,0,23,0.0515607975673845,0,"nasal","Enterovirus"
"202","Human alphaherpesvirus 1 (HSV1).nasal",17.4418604651163,86,15,23,0.274555183434946,0.104069333390187,"nasal","Human alphaherpesvirus 1 (HSV1)"
"203","Human alphaherpesvirus 2 (HSV2).nasal",1.12359550561798,89,1,23,0.0697878435355184,0.000586797722393202,"nasal","Human alphaherpesvirus 2 (HSV2)"
"204","Human betaherpesvirus 5 (CMV).nasal",7.86516853932584,89,7,23,0.160537620747434,0.0349032829002809,"nasal","Human betaherpesvirus 5 (CMV)"
"205","Human betaherpesvirus 5 (CMV).pbmc",9.70873786407767,103,10,23,0.175384881777135,0.0501024420025604,"pbmc","Human betaherpesvirus 5 (CMV)"
"206","Human gammaherpesvirus 4 (EBV).nasal",7.86516853932584,89,7,23,0.160537620747434,0.0349032829002809,"nasal","Human gammaherpesvirus 4 (EBV)"
"207","Human gammaherpesvirus 4 (EBV).pbmc",11.6504854368932,103,12,23,0.198370613148268,0.0642854786170069,"pbmc","Human gammaherpesvirus 4 (EBV)"
"208","Anelloviridae.nasal",5.63380281690141,71,4,24,0.14536654564364,0.0182013730906022,"nasal","Anelloviridae"
"209","Anelloviridae.pbmc",12.3595505617978,89,11,24,0.214490692770999,0.066290232463549,"pbmc","Anelloviridae"
"210","Enterovirus.nasal",1.40845070422535,71,1,24,0.0865185905514126,0.000735652187294918,"nasal","Enterovirus"
"211","Human alphaherpesvirus 1 (HSV1).nasal",15.9420289855072,69,11,24,0.271616477001232,0.0860159246828554,"nasal","Human alphaherpesvirus 1 (HSV1)"
"212","Human alphaherpesvirus 2 (HSV2).nasal",1.40845070422535,71,1,24,0.0865185905514126,0.000735652187294918,"nasal","Human alphaherpesvirus 2 (HSV2)"
"213","Human betaherpesvirus 5 (CMV).nasal",8.45070422535211,71,6,24,0.181131818501106,0.0348217603885623,"nasal","Human betaherpesvirus 5 (CMV)"
"214","Human betaherpesvirus 5 (CMV).pbmc",6.74157303370786,89,6,24,0.1464969130318,0.0277016038591666,"pbmc","Human betaherpesvirus 5 (CMV)"
"215","Human gammaherpesvirus 4 (EBV).nasal",5.63380281690141,71,4,24,0.14536654564364,0.0182013730906022,"nasal","Human gammaherpesvirus 4 (EBV)"
"216","Human gammaherpesvirus 4 (EBV).pbmc",6.74157303370786,89,6,24,0.1464969130318,0.0277016038591666,"pbmc","Human gammaherpesvirus 4 (EBV)"
"217","Anelloviridae.nasal",4.10958904109589,73,3,25,0.123390135081663,0.0106736643391402,"nasal","Anelloviridae"
"218","Anelloviridae.pbmc",9.87654320987654,81,8,25,0.190448151594497,0.0466613761571788,"pbmc","Anelloviridae"
"219","Enterovirus.nasal",1.36986301369863,73,1,25,0.0842738223284206,0.000715485624786237,"nasal","Enterovirus"
"220","Human alphaherpesvirus 1 (HSV1).nasal",10,70,7,25,0.20102701907816,0.0445341928870347,"nasal","Human alphaherpesvirus 1 (HSV1)"
"221","Human alphaherpesvirus 2 (HSV2).nasal",1.36986301369863,73,1,25,0.0842738223284206,0.000715485624786237,"nasal","Human alphaherpesvirus 2 (HSV2)"
"222","Human betaherpesvirus 5 (CMV).nasal",8.21917808219178,73,6,25,0.176496695913899,0.033854860816355,"nasal","Human betaherpesvirus 5 (CMV)"
"223","Human betaherpesvirus 5 (CMV).pbmc",9.87654320987654,81,8,25,0.190448151594497,0.0466613761571788,"pbmc","Human betaherpesvirus 5 (CMV)"
"224","Human gammaherpesvirus 4 (EBV).nasal",5.47945205479452,73,4,25,0.141626790569392,0.0176985296454361,"nasal","Human gammaherpesvirus 4 (EBV)"
"225","Human gammaherpesvirus 4 (EBV).pbmc",3.7037037037037,81,3,25,0.111847555208319,0.00961407206300276,"pbmc","Human gammaherpesvirus 4 (EBV)"
"226","Anelloviridae.nasal",2.97029702970297,101,3,26,0.0906456588358377,0.00770249151681657,"nasal","Anelloviridae"
"227","Anelloviridae.pbmc",8,100,8,26,0.156145334405617,0.0376787388691974,"pbmc","Anelloviridae"
"228","Enterovirus.nasal",0.99009900990099,101,1,26,0.0618180155573708,0.000517049921987776,"nasal","Enterovirus"
"229","Human alphaherpesvirus 1 (HSV1).nasal",6.06060606060606,99,6,26,0.132424571150195,0.024875928219348,"nasal","Human alphaherpesvirus 1 (HSV1)"
"230","Human alphaherpesvirus 2 (HSV2).nasal",0.99009900990099,101,1,26,0.0618180155573708,0.000517049921987776,"nasal","Human alphaherpesvirus 2 (HSV2)"
"231","Human betaherpesvirus 5 (CMV).nasal",2.97029702970297,101,3,26,0.0906456588358377,0.00770249151681657,"nasal","Human betaherpesvirus 5 (CMV)"
"232","Human betaherpesvirus 5 (CMV).pbmc",7,100,7,26,0.14376573460674,0.0310198455887637,"pbmc","Human betaherpesvirus 5 (CMV)"
"233","Human gammaherpesvirus 4 (EBV).nasal",3.96039603960396,101,4,26,0.104117116017277,0.0127624675165036,"nasal","Human gammaherpesvirus 4 (EBV)"
"234","Human gammaherpesvirus 4 (EBV).pbmc",7,100,7,26,0.14376573460674,0.0310198455887637,"pbmc","Human gammaherpesvirus 4 (EBV)"
"235","Anelloviridae.nasal",2.32558139534884,129,3,27,0.0716326788829139,0.00602528325917795,"nasal","Anelloviridae"
"236","Anelloviridae.pbmc",7.46268656716418,134,10,27,0.136484469830845,0.0383715270440531,"pbmc","Anelloviridae"
"237","Enterovirus.nasal",1.55038759689922,129,2,27,0.0605311886373562,0.00268993313252072,"nasal","Enterovirus"
"238","Human alphaherpesvirus 1 (HSV1).nasal",4.76190476190476,126,6,27,0.105146838984081,0.0195044116280547,"nasal","Human alphaherpesvirus 1 (HSV1)"
"239","Human alphaherpesvirus 2 (HSV2).nasal",0.775193798449612,129,1,27,0.048810997988151,0.000404785164657174,"nasal","Human alphaherpesvirus 2 (HSV2)"
"240","Human betaherpesvirus 5 (CMV).nasal",2.32558139534884,129,3,27,0.0716326788829139,0.00602528325917795,"nasal","Human betaherpesvirus 5 (CMV)"
"241","Human betaherpesvirus 5 (CMV).pbmc",5.97014925373134,134,8,27,0.118069115972496,0.0280254501744759,"pbmc","Human betaherpesvirus 5 (CMV)"
"242","Human gammaherpesvirus 4 (EBV).nasal",3.10077519379845,129,4,27,0.0823112558233861,0.00997933378948258,"nasal","Human gammaherpesvirus 4 (EBV)"
"243","Human gammaherpesvirus 4 (EBV).pbmc",6.71641791044776,134,9,27,0.127336664207801,0.0331296525185203,"pbmc","Human gammaherpesvirus 4 (EBV)"
"244","Anelloviridae.nasal",1.14285714285714,175,2,28,0.0449996425668027,0.00198198673784814,"nasal","Anelloviridae"
"245","Anelloviridae.pbmc",7.02702702702703,185,13,28,0.119759121382445,0.0394997742805486,"pbmc","Anelloviridae"
"246","Enterovirus.nasal",1.14285714285714,175,2,28,0.0449996425668027,0.00198198673784814,"nasal","Enterovirus"
"247","Human alphaherpesvirus 1 (HSV1).nasal",4.06976744186047,172,7,28,0.0853629712622324,0.0179492313230136,"nasal","Human alphaherpesvirus 1 (HSV1)"
"248","Human alphaherpesvirus 2 (HSV2).nasal",0.571428571428571,175,1,28,0.036272335642475,0.000298358734279068,"nasal","Human alphaherpesvirus 2 (HSV2)"
"249","Human betaherpesvirus 5 (CMV).nasal",2.85714285714286,175,5,28,0.0689734928061334,0.010565708233635,"nasal","Human betaherpesvirus 5 (CMV)"
"250","Human betaherpesvirus 5 (CMV).pbmc",5.94594594594595,185,11,28,0.106638981266486,0.0315632461157719,"pbmc","Human betaherpesvirus 5 (CMV)"
"251","Human gammaherpesvirus 4 (EBV).nasal",4,175,7,28,0.0839418087307148,0.0176395502318498,"nasal","Human gammaherpesvirus 4 (EBV)"
"252","Human gammaherpesvirus 4 (EBV).pbmc",7.56756756756757,185,14,28,0.126235973847738,0.0435601995616824,"pbmc","Human gammaherpesvirus 4 (EBV)"
"253","Anelloviridae.nasal",0.518134715025907,193,1,29,0.0329592581721224,0.000270526423719762,"nasal","Anelloviridae"
"254","Anelloviridae.pbmc",6.18556701030928,194,12,29,0.108132371148493,0.0338357881438656,"pbmc","Anelloviridae"
"255","Enterovirus.nasal",1.03626943005181,193,2,29,0.0408936471761922,0.00179693019227142,"nasal","Enterovirus"
"256","Human alphaherpesvirus 1 (HSV1).nasal",4.76190476190476,189,9,29,0.0913359776282976,0.0234150051879989,"nasal","Human alphaherpesvirus 1 (HSV1)"
"257","Human alphaherpesvirus 2 (HSV2).nasal",0.518134715025907,193,1,29,0.0329592581721224,0.000270526423719762,"nasal","Human alphaherpesvirus 2 (HSV2)"
"258","Human betaherpesvirus 5 (CMV).nasal",3.10880829015544,193,6,29,0.0695736675639411,0.0126997747515665,"nasal","Human betaherpesvirus 5 (CMV)"
"259","Human betaherpesvirus 5 (CMV).pbmc",5.67010309278351,194,11,29,0.101835769176286,0.0300858822826243,"pbmc","Human betaherpesvirus 5 (CMV)"
"260","Human gammaherpesvirus 4 (EBV).nasal",4.14507772020725,193,8,29,0.0829533143566763,0.0194008682311563,"nasal","Human gammaherpesvirus 4 (EBV)"
"261","Human gammaherpesvirus 4 (EBV).pbmc",8.76288659793814,194,17,29,0.138867327782676,0.0534110379937116,"pbmc","Human gammaherpesvirus 4 (EBV)"
"262","Anelloviridae.nasal",1.12359550561798,178,2,30,0.0442589963446645,0.00194854169534733,"nasal","Anelloviridae"
"263","Anelloviridae.pbmc",7.14285714285714,182,13,30,0.121669034239894,0.0401580854947614,"pbmc","Anelloviridae"
"264","Enterovirus.nasal",1.12359550561798,178,2,30,0.0442589963446645,0.00194854169534733,"nasal","Enterovirus"
"265","Human alphaherpesvirus 1 (HSV1).nasal",5.14285714285714,175,9,30,0.0984195910229688,0.0253036351881759,"nasal","Human alphaherpesvirus 1 (HSV1)"
"266","Human alphaherpesvirus 2 (HSV2).nasal",0.561797752808989,178,1,30,0.0356746651633272,0.0002933290195638,"nasal","Human alphaherpesvirus 2 (HSV2)"
"267","Human betaherpesvirus 5 (CMV).nasal",2.80898876404494,178,5,30,0.0678418365739628,0.010386850523702,"nasal","Human betaherpesvirus 5 (CMV)"
"268","Human betaherpesvirus 5 (CMV).pbmc",5.49450549450549,182,10,30,0.101581682805001,0.0281626862959363,"pbmc","Human betaherpesvirus 5 (CMV)"
"269","Human gammaherpesvirus 4 (EBV).nasal",3.93258426966292,178,7,30,0.0825671780477576,0.0173403743994752,"nasal","Human gammaherpesvirus 4 (EBV)"
"270","Human gammaherpesvirus 4 (EBV).pbmc",8.79120879120879,182,16,30,0.141259543535336,0.0527029954590122,"pbmc","Human gammaherpesvirus 4 (EBV)"
"271","Anelloviridae.nasal",1.43884892086331,139,2,31,0.0563064830215553,0.00249610993400129,"nasal","Anelloviridae"
"272","Anelloviridae.pbmc",7.63888888888889,144,11,31,0.135817151525603,0.040659067583227,"pbmc","Anelloviridae"
"273","Enterovirus.nasal",2.15827338129496,139,3,31,0.0666402648063855,0.0055905242877345,"nasal","Enterovirus"
"274","Human alphaherpesvirus 1 (HSV1).nasal",4.41176470588235,136,6,31,0.0976925097753515,0.0180600937578969,"nasal","Human alphaherpesvirus 1 (HSV1)"
"275","Human alphaherpesvirus 2 (HSV2).nasal",0,139,0,31,0.0335182778477856,0,"nasal","Human alphaherpesvirus 2 (HSV2)"
"276","Human betaherpesvirus 5 (CMV).nasal",2.87769784172662,139,4,31,0.0765824613788276,0.00925827970724323,"nasal","Human betaherpesvirus 5 (CMV)"
"277","Human betaherpesvirus 5 (CMV).pbmc",5.55555555555556,144,8,31,0.110165927178419,0.0260617248007953,"pbmc","Human betaherpesvirus 5 (CMV)"
"278","Human gammaherpesvirus 4 (EBV).nasal",3.59712230215827,139,5,31,0.0862340129428397,0.0133176203391401,"nasal","Human gammaherpesvirus 4 (EBV)"
"279","Human gammaherpesvirus 4 (EBV).pbmc",7.63888888888889,144,11,31,0.135817151525603,0.040659067583227,"pbmc","Human gammaherpesvirus 4 (EBV)"
"280","Anelloviridae.nasal",0.952380952380952,105,1,32,0.0595510533018626,0.000497344831325877,"nasal","Anelloviridae"
"281","Anelloviridae.pbmc",7.69230769230769,104,8,32,0.15043903086068,0.0362112700074549,"pbmc","Anelloviridae"
"282","Enterovirus.nasal",1.9047619047619,105,2,32,0.0738245462574737,0.00330605000070129,"nasal","Enterovirus"
"283","Human alphaherpesvirus 1 (HSV1).nasal",4.85436893203883,103,5,32,0.115010289661573,0.0180080401559256,"nasal","Human alphaherpesvirus 1 (HSV1)"
"284","Human alphaherpesvirus 2 (HSV2).nasal",0,105,0,32,0.043984407555602,0,"nasal","Human alphaherpesvirus 2 (HSV2)"
"285","Human betaherpesvirus 5 (CMV).nasal",2.85714285714286,105,3,32,0.0873343334306356,0.00740790796072619,"nasal","Human betaherpesvirus 5 (CMV)"
"286","Human betaherpesvirus 5 (CMV).pbmc",4.80769230769231,104,5,32,0.11395414666806,0.0178335670527619,"pbmc","Human betaherpesvirus 5 (CMV)"
"287","Human gammaherpesvirus 4 (EBV).nasal",3.80952380952381,105,4,32,0.100320713505109,0.0122734717032003,"nasal","Human gammaherpesvirus 4 (EBV)"
"288","Human gammaherpesvirus 4 (EBV).pbmc",8.65384615384615,104,9,32,0.162192791165495,0.0428211405855055,"pbmc","Human gammaherpesvirus 4 (EBV)"
"289","Anelloviridae.nasal",1.58730158730159,63,1,33,0.0968357976175409,0.000829131229308858,"nasal","Anelloviridae"
"290","Anelloviridae.pbmc",7.01754385964912,57,4,33,0.178318612229801,0.0227200742857474,"pbmc","Anelloviridae"
"291","Enterovirus.nasal",3.17460317460317,63,2,33,0.119895976399999,0.00551772580041307,"nasal","Enterovirus"
"292","Human alphaherpesvirus 1 (HSV1).nasal",4.91803278688525,61,3,33,0.145984276733092,0.0127877432370597,"nasal","Human alphaherpesvirus 1 (HSV1)"
"293","Human alphaherpesvirus 2 (HSV2).nasal",0,63,0,33,0.0716028429692436,0,"nasal","Human alphaherpesvirus 2 (HSV2)"
"294","Human betaherpesvirus 5 (CMV).nasal",1.58730158730159,63,1,33,0.0968357976175409,0.000829131229308858,"nasal","Human betaherpesvirus 5 (CMV)"
"295","Human betaherpesvirus 5 (CMV).pbmc",5.26315789473684,57,3,33,0.155471886111603,0.0136917030806004,"pbmc","Human betaherpesvirus 5 (CMV)"
"296","Human gammaherpesvirus 4 (EBV).nasal",1.58730158730159,63,1,33,0.0968357976175409,0.000829131229308858,"nasal","Human gammaherpesvirus 4 (EBV)"
"297","Human gammaherpesvirus 4 (EBV).pbmc",7.01754385964912,57,4,33,0.178318612229801,0.0227200742857474,"pbmc","Human gammaherpesvirus 4 (EBV)"
"298","Anelloviridae.nasal",2,50,1,34,0.120108119892193,0.00104488829442059,"nasal","Anelloviridae"
"299","Anelloviridae.pbmc",6.38297872340426,47,3,34,0.185622712063689,0.0166308138613504,"pbmc","Anelloviridae"
"300","Enterovirus.nasal",2,50,1,34,0.120108119892193,0.00104488829442059,"nasal","Enterovirus"
"301","Human alphaherpesvirus 1 (HSV1).nasal",2.04081632653061,49,1,34,0.122370150149563,0.00106623101524159,"nasal","Human alphaherpesvirus 1 (HSV1)"
"302","Human alphaherpesvirus 2 (HSV2).nasal",0,50,0,34,0.0888757588562709,0,"nasal","Human alphaherpesvirus 2 (HSV2)"
"303","Human betaherpesvirus 5 (CMV).nasal",0,50,0,34,0.0888757588562709,0,"nasal","Human betaherpesvirus 5 (CMV)"
"304","Human betaherpesvirus 5 (CMV).pbmc",4.25531914893617,47,2,34,0.15727172602988,0.00740486526776649,"pbmc","Human betaherpesvirus 5 (CMV)"
"305","Human gammaherpesvirus 4 (EBV).nasal",0,50,0,34,0.0888757588562709,0,"nasal","Human gammaherpesvirus 4 (EBV)"
"306","Human gammaherpesvirus 4 (EBV).pbmc",2.12765957446809,47,1,34,0.12715970033257,0.00111164352220398,"pbmc","Human gammaherpesvirus 4 (EBV)"
"307","Anelloviridae.nasal",2.08333333333333,48,1,35,0.12471897990294,0.0010884638031071,"nasal","Anelloviridae"
"308","Anelloviridae.pbmc",6.97674418604651,43,3,35,0.201225982673709,0.0181930012323945,"pbmc","Anelloviridae"
"309","Enterovirus.nasal",2.08333333333333,48,1,35,0.12471897990294,0.0010884638031071,"nasal","Enterovirus"
"310","Human alphaherpesvirus 1 (HSV1).nasal",4.25531914893617,47,2,35,0.15727172602988,0.00740486526776649,"nasal","Human alphaherpesvirus 1 (HSV1)"
"311","Human alphaherpesvirus 2 (HSV2).nasal",0,48,0,35,0.0923012464949662,0,"nasal","Human alphaherpesvirus 2 (HSV2)"
"312","Human betaherpesvirus 5 (CMV).nasal",0,48,0,35,0.0923012464949662,0,"nasal","Human betaherpesvirus 5 (CMV)"
"313","Human betaherpesvirus 5 (CMV).pbmc",2.32558139534884,43,1,35,0.137958420257458,0.00121515431712356,"pbmc","Human betaherpesvirus 5 (CMV)"
"314","Human gammaherpesvirus 4 (EBV).nasal",0,48,0,35,0.0923012464949662,0,"nasal","Human gammaherpesvirus 4 (EBV)"
"315","Human gammaherpesvirus 4 (EBV).pbmc",4.65116279069767,43,2,35,0.170559848129933,0.00809721065025436,"pbmc","Human gammaherpesvirus 4 (EBV)"
"316","Anelloviridae.nasal",2.4390243902439,41,1,36,0.144075627169387,0.0012744915263005,"nasal","Anelloviridae"
"317","Anelloviridae.pbmc",2.77777777777778,36,1,36,0.162035771627198,0.00145171309310061,"pbmc","Anelloviridae"
"318","Enterovirus.nasal",0,41,0,36,0.106693869629243,0,"nasal","Enterovirus"
"319","Human alphaherpesvirus 1 (HSV1).nasal",5,40,2,36,0.182097039038554,0.00870784240412996,"nasal","Human alphaherpesvirus 1 (HSV1)"
"320","Human alphaherpesvirus 2 (HSV2).nasal",0,41,0,36,0.106693869629243,0,"nasal","Human alphaherpesvirus 2 (HSV2)"
"321","Human betaherpesvirus 5 (CMV).nasal",0,41,0,36,0.106693869629243,0,"nasal","Human betaherpesvirus 5 (CMV)"
"322","Human betaherpesvirus 5 (CMV).pbmc",2.77777777777778,36,1,36,0.162035771627198,0.00145171309310061,"pbmc","Human betaherpesvirus 5 (CMV)"
"323","Human gammaherpesvirus 4 (EBV).nasal",0,41,0,36,0.106693869629243,0,"nasal","Human gammaherpesvirus 4 (EBV)"
"324","Human gammaherpesvirus 4 (EBV).pbmc",5.55555555555556,36,2,36,0.200143968492598,0.00968130458439373,"pbmc","Human gammaherpesvirus 4 (EBV)"
"325","Anelloviridae.nasal",2.85714285714286,35,1,37,0.166178393037609,0.00149324095778345,"nasal","Anelloviridae"
"326","Anelloviridae.pbmc",3.2258064516129,31,1,37,0.185105773770675,0.0016861813621478,"pbmc","Anelloviridae"
"327","Enterovirus.nasal",0,35,0,37,0.123153437300209,0,"nasal","Enterovirus"
"328","Human alphaherpesvirus 1 (HSV1).nasal",2.94117647058824,34,1,37,0.170538191452148,0.00153721469444103,"nasal","Human alphaherpesvirus 1 (HSV1)"
"329","Human alphaherpesvirus 2 (HSV2).nasal",0,35,0,37,0.123153437300209,0,"nasal","Human alphaherpesvirus 2 (HSV2)"
"330","Human betaherpesvirus 5 (CMV).nasal",0,35,0,37,0.123153437300209,0,"nasal","Human betaherpesvirus 5 (CMV)"
"331","Human betaherpesvirus 5 (CMV).pbmc",3.2258064516129,31,1,37,0.185105773770675,0.0016861813621478,"pbmc","Human betaherpesvirus 5 (CMV)"
"332","Human gammaherpesvirus 4 (EBV).nasal",0,35,0,37,0.123153437300209,0,"nasal","Human gammaherpesvirus 4 (EBV)"
"333","Human gammaherpesvirus 4 (EBV).pbmc",6.45161290322581,31,2,37,0.228430704388615,0.0112539382581062,"pbmc","Human gammaherpesvirus 4 (EBV)"
"334","Anelloviridae.nasal",3.57142857142857,28,1,38,0.20239083322497,0.00186711799388509,"nasal","Anelloviridae"
"335","Anelloviridae.pbmc",4,25,1,38,0.223230308907532,0.0020915534131745,"pbmc","Anelloviridae"
"336","Enterovirus.nasal",0,28,0,38,0.150181783030323,0,"nasal","Enterovirus"
"337","Human alphaherpesvirus 1 (HSV1).nasal",3.57142857142857,28,1,38,0.20239083322497,0.00186711799388509,"nasal","Human alphaherpesvirus 1 (HSV1)"
"338","Human alphaherpesvirus 2 (HSV2).nasal",0,28,0,38,0.150181783030323,0,"nasal","Human alphaherpesvirus 2 (HSV2)"
"339","Human betaherpesvirus 5 (CMV).nasal",0,28,0,38,0.150181783030323,0,"nasal","Human betaherpesvirus 5 (CMV)"
"340","Human betaherpesvirus 5 (CMV).pbmc",0,25,0,38,0.165773007488312,0,"pbmc","Human betaherpesvirus 5 (CMV)"
"341","Human gammaherpesvirus 4 (EBV).nasal",0,28,0,38,0.150181783030323,0,"nasal","Human gammaherpesvirus 4 (EBV)"
"342","Human gammaherpesvirus 4 (EBV).pbmc",4,25,1,38,0.223230308907532,0.0020915534131745,"pbmc","Human gammaherpesvirus 4 (EBV)"
"343","Anelloviridae.nasal",5.26315789473684,19,1,39,0.281074109742526,0.00275352468032625,"nasal","Anelloviridae"
"344","Anelloviridae.pbmc",5.55555555555556,18,1,39,0.293749920424107,0.00290686055697822,"pbmc","Anelloviridae"
"345","Enterovirus.nasal",0,19,0,39,0.209205740211626,0,"nasal","Enterovirus"
"346","Human alphaherpesvirus 1 (HSV1).nasal",5.26315789473684,19,1,39,0.281074109742526,0.00275352468032625,"nasal","Human alphaherpesvirus 1 (HSV1)"
"347","Human alphaherpesvirus 2 (HSV2).nasal",0,19,0,39,0.209205740211626,0,"nasal","Human alphaherpesvirus 2 (HSV2)"
"348","Human betaherpesvirus 5 (CMV).nasal",0,19,0,39,0.209205740211626,0,"nasal","Human betaherpesvirus 5 (CMV)"
"349","Human betaherpesvirus 5 (CMV).pbmc",0,18,0,39,0.218756850664865,0,"pbmc","Human betaherpesvirus 5 (CMV)"
"350","Human gammaherpesvirus 4 (EBV).nasal",0,19,0,39,0.209205740211626,0,"nasal","Human gammaherpesvirus 4 (EBV)"
"351","Human gammaherpesvirus 4 (EBV).pbmc",5.55555555555556,18,1,39,0.293749920424107,0.00290686055697822,"pbmc","Human gammaherpesvirus 4 (EBV)"
"352","Anelloviridae.nasal",0,11,0,40,0.321447915780496,0,"nasal","Anelloviridae"
"353","Anelloviridae.pbmc",0,11,0,40,0.321447915780496,0,"pbmc","Anelloviridae"
"354","Enterovirus.nasal",0,11,0,40,0.321447915780496,0,"nasal","Enterovirus"
"355","Human alphaherpesvirus 1 (HSV1).nasal",0,11,0,40,0.321447915780496,0,"nasal","Human alphaherpesvirus 1 (HSV1)"
"356","Human alphaherpesvirus 2 (HSV2).nasal",0,11,0,40,0.321447915780496,0,"nasal","Human alphaherpesvirus 2 (HSV2)"
"357","Human betaherpesvirus 5 (CMV).nasal",0,11,0,40,0.321447915780496,0,"nasal","Human betaherpesvirus 5 (CMV)"
"358","Human betaherpesvirus 5 (CMV).pbmc",0,11,0,40,0.321447915780496,0,"pbmc","Human betaherpesvirus 5 (CMV)"
"359","Human gammaherpesvirus 4 (EBV).nasal",0,11,0,40,0.321447915780496,0,"nasal","Human gammaherpesvirus 4 (EBV)"
"360","Human gammaherpesvirus 4 (EBV).pbmc",0,11,0,40,0.321447915780496,0,"pbmc","Human gammaherpesvirus 4 (EBV)"
