name,percent,day,compartment,virus
Human betaherpesvirus 5 (CMV).ea,8,28,ea,Human betaherpesvirus 5 (CMV)
Human gammaherpesvirus 4 (EBV).ea,4,28,ea,Human gammaherpesvirus 4 (EBV)
SARS-CoV-2.ea,80,28,ea,SARS-CoV-2
Anelloviridae.ea,0,29,ea,Anelloviridae
Human alphaherpesvirus 1 (HSV1).ea,44,29,ea,Human alphaherpesvirus 1 (HSV1)
Human alphaherpesvirus 2 (HSV2).ea,0,29,ea,Human alphaherpesvirus 2 (HSV2)
Human betaherpesvirus 5 (CMV).ea,4,29,ea,Human betaherpesvirus 5 (CMV)
Human gammaherpesvirus 4 (EBV).ea,4,29,ea,Human gammaherpesvirus 4 (EBV)
SARS-CoV-2.ea,76,29,ea,SARS-CoV-2
Anelloviridae.ea,0,30,ea,Anelloviridae
Human alphaherpesvirus 1 (HSV1).ea,38.46153846153847,30,ea,Human alphaherpesvirus 1 (HSV1)
Human alphaherpesvirus 2 (HSV2).ea,0,30,ea,Human alphaherpesvirus 2 (HSV2)
Human betaherpesvirus 5 (CMV).ea,0,30,ea,Human betaherpesvirus 5 (CMV)
Human gammaherpesvirus 4 (EBV).ea,3.8461538461538463,30,ea,Human gammaherpesvirus 4 (EBV)
SARS-CoV-2.ea,65.38461538461539,30,ea,SARS-CoV-2
Anelloviridae.ea,0,31,ea,Anelloviridae
Human alphaherpesvirus 1 (HSV1).ea,39.130434782608695,31,ea,Human alphaherpesvirus 1 (HSV1)
Human alphaherpesvirus 2 (HSV2).ea,0,31,ea,Human alphaherpesvirus 2 (HSV2)
Human betaherpesvirus 5 (CMV).ea,4.3478260869565215,31,ea,Human betaherpesvirus 5 (CMV)
Human gammaherpesvirus 4 (EBV).ea,4.3478260869565215,31,ea,Human gammaherpesvirus 4 (EBV)
SARS-CoV-2.ea,69.56521739130434,31,ea,SARS-CoV-2
Anelloviridae.ea,0,32,ea,Anelloviridae
Human alphaherpesvirus 1 (HSV1).ea,36,32,ea,Human alphaherpesvirus 1 (HSV1)
Human alphaherpesvirus 2 (HSV2).ea,0,32,ea,Human alphaherpesvirus 2 (HSV2)
Human betaherpesvirus 5 (CMV).ea,4,32,ea,Human betaherpesvirus 5 (CMV)
Human gammaherpesvirus 4 (EBV).ea,4,32,ea,Human gammaherpesvirus 4 (EBV)
SARS-CoV-2.ea,72,32,ea,SARS-CoV-2
Anelloviridae.ea,0,33,ea,Anelloviridae
Human alphaherpesvirus 1 (HSV1).ea,32,33,ea,Human alphaherpesvirus 1 (HSV1)
Human alphaherpesvirus 2 (HSV2).ea,0,33,ea,Human alphaherpesvirus 2 (HSV2)
Human betaherpesvirus 5 (CMV).ea,4,33,ea,Human betaherpesvirus 5 (CMV)
Human gammaherpesvirus 4 (EBV).ea,4,33,ea,Human gammaherpesvirus 4 (EBV)
SARS-CoV-2.ea,72,33,ea,SARS-CoV-2
Anelloviridae.ea,0,34,ea,Anelloviridae
Human alphaherpesvirus 1 (HSV1).ea,42.10526315789473,34,ea,Human alphaherpesvirus 1 (HSV1)
Human alphaherpesvirus 2 (HSV2).ea,0,34,ea,Human alphaherpesvirus 2 (HSV2)
Human betaherpesvirus 5 (CMV).ea,5.263157894736842,34,ea,Human betaherpesvirus 5 (CMV)
Human gammaherpesvirus 4 (EBV).ea,5.263157894736842,34,ea,Human gammaherpesvirus 4 (EBV)
SARS-CoV-2.ea,73.68421052631578,34,ea,SARS-CoV-2
Anelloviridae.ea,5.88235294117647,35,ea,Anelloviridae
Human alphaherpesvirus 1 (HSV1).ea,41.17647058823529,35,ea,Human alphaherpesvirus 1 (HSV1)
Human alphaherpesvirus 2 (HSV2).ea,0,35,ea,Human alphaherpesvirus 2 (HSV2)
Human betaherpesvirus 5 (CMV).ea,11.76470588235294,35,ea,Human betaherpesvirus 5 (CMV)
Human gammaherpesvirus 4 (EBV).ea,11.76470588235294,35,ea,Human gammaherpesvirus 4 (EBV)
SARS-CoV-2.ea,82.35294117647058,35,ea,SARS-CoV-2
Anelloviridae.ea,7.142857142857142,36,ea,Anelloviridae
Human alphaherpesvirus 1 (HSV1).ea,35.714285714285715,36,ea,Human alphaherpesvirus 1 (HSV1)
Human alphaherpesvirus 2 (HSV2).ea,0,36,ea,Human alphaherpesvirus 2 (HSV2)
Human betaherpesvirus 5 (CMV).ea,7.142857142857142,36,ea,Human betaherpesvirus 5 (CMV)
Human gammaherpesvirus 4 (EBV).ea,14.285714285714285,36,ea,Human gammaherpesvirus 4 (EBV)
SARS-CoV-2.ea,71.42857142857143,36,ea,SARS-CoV-2
Anelloviridae.ea,10,37,ea,Anelloviridae
Human alphaherpesvirus 1 (HSV1).ea,30,37,ea,Human alphaherpesvirus 1 (HSV1)
Human alphaherpesvirus 2 (HSV2).ea,0,37,ea,Human alphaherpesvirus 2 (HSV2)
Human betaherpesvirus 5 (CMV).ea,10,37,ea,Human betaherpesvirus 5 (CMV)
Human gammaherpesvirus 4 (EBV).ea,20,37,ea,Human gammaherpesvirus 4 (EBV)
SARS-CoV-2.ea,60,37,ea,SARS-CoV-2
Anelloviridae.ea,11.11111111111111,38,ea,Anelloviridae
Human alphaherpesvirus 1 (HSV1).ea,55.55555555555556,38,ea,Human alphaherpesvirus 1 (HSV1)
Human alphaherpesvirus 2 (HSV2).ea,0,38,ea,Human alphaherpesvirus 2 (HSV2)
Human betaherpesvirus 5 (CMV).ea,11.11111111111111,38,ea,Human betaherpesvirus 5 (CMV)
Human gammaherpesvirus 4 (EBV).ea,22.22222222222222,38,ea,Human gammaherpesvirus 4 (EBV)
SARS-CoV-2.ea,55.55555555555556,38,ea,SARS-CoV-2
Anelloviridae.ea,10,39,ea,Anelloviridae
Human alphaherpesvirus 1 (HSV1).ea,40,39,ea,Human alphaherpesvirus 1 (HSV1)
Human alphaherpesvirus 2 (HSV2).ea,0,39,ea,Human alphaherpesvirus 2 (HSV2)
Human betaherpesvirus 5 (CMV).ea,10,39,ea,Human betaherpesvirus 5 (CMV)
Human gammaherpesvirus 4 (EBV).ea,20,39,ea,Human gammaherpesvirus 4 (EBV)
SARS-CoV-2.ea,40,39,ea,SARS-CoV-2
Anelloviridae.ea,0,40,ea,Anelloviridae
Human alphaherpesvirus 1 (HSV1).ea,33.33333333333333,40,ea,Human alphaherpesvirus 1 (HSV1)
Human alphaherpesvirus 2 (HSV2).ea,0,40,ea,Human alphaherpesvirus 2 (HSV2)
Human betaherpesvirus 5 (CMV).ea,0,40,ea,Human betaherpesvirus 5 (CMV)
Human gammaherpesvirus 4 (EBV).ea,16.666666666666664,40,ea,Human gammaherpesvirus 4 (EBV)
SARS-CoV-2.ea,16.666666666666664,40,ea,SARS-CoV-2
