Rows,name,value
Enterovirus.nasal,EBV.pbmc,19.607843137254903
Enterovirus.nasal,Enterovirus.nasal,100
Enterovirus.nasal,Enterovirus.pbmc,0
Enterovirus.nasal,HSV1.ea,9.803921568627452
Enterovirus.nasal,HSV1.nasal,17.647058823529413
Enterovirus.nasal,HSV2.nasal,0
Enterovirus.nasal,SARS-CoV-2.ea,13.725490196078432
Enterovirus.nasal,SARS-CoV-2.nasal,94.11764705882352
Enterovirus.nasal,SARS-CoV-2.pbmc,0
Enterovirus.pbmc,Anelloviridae.ea,0
Enterovirus.pbmc,Anelloviridae.nasal,0
Enterovirus.pbmc,Anelloviridae.pbmc,0
Enterovirus.pbmc,CMV.ea,0
Enterovirus.pbmc,CMV.nasal,0
Enterovirus.pbmc,CMV.pbmc,0
Enterovirus.pbmc,EBV.ea,0
Enterovirus.pbmc,EBV.nasal,0
Enterovirus.pbmc,EBV.pbmc,0
Enterovirus.pbmc,Enterovirus.nasal,0
Enterovirus.pbmc,Enterovirus.pbmc,100
Enterovirus.pbmc,HSV1.ea,0
Enterovirus.pbmc,HSV1.nasal,0
Enterovirus.pbmc,HSV2.nasal,0
Enterovirus.pbmc,SARS-CoV-2.ea,0
Enterovirus.pbmc,SARS-CoV-2.nasal,0
Enterovirus.pbmc,SARS-CoV-2.pbmc,0
HSV1.ea,Anelloviridae.ea,7.352941176470589
HSV1.ea,Anelloviridae.nasal,8.823529411764707
HSV1.ea,Anelloviridae.pbmc,36.76470588235294
HSV1.ea,CMV.ea,8.823529411764707
HSV1.ea,CMV.nasal,14.705882352941178
HSV1.ea,CMV.pbmc,16.176470588235293
HSV1.ea,EBV.ea,8.823529411764707
HSV1.ea,EBV.nasal,16.176470588235293
HSV1.ea,EBV.pbmc,44.11764705882353
HSV1.ea,Enterovirus.nasal,7.352941176470589
HSV1.ea,Enterovirus.pbmc,0
HSV1.ea,HSV1.ea,100
HSV1.ea,HSV1.nasal,41.17647058823529
HSV1.ea,HSV2.nasal,0
HSV1.ea,SARS-CoV-2.ea,95.58823529411765
HSV1.ea,SARS-CoV-2.nasal,92.64705882352942
HSV1.ea,SARS-CoV-2.pbmc,1.4705882352941175
HSV1.nasal,Anelloviridae.ea,0.9803921568627451
HSV1.nasal,Anelloviridae.nasal,4.901960784313726
HSV1.nasal,Anelloviridae.pbmc,32.35294117647059
HSV1.nasal,CMV.ea,3.9215686274509802
HSV1.nasal,CMV.nasal,8.823529411764707
HSV1.nasal,CMV.pbmc,14.705882352941178
HSV1.nasal,EBV.ea,2.941176470588235
HSV1.nasal,EBV.nasal,16.666666666666664
HSV1.nasal,EBV.pbmc,38.23529411764706
HSV1.nasal,Enterovirus.nasal,8.823529411764707
HSV1.nasal,Enterovirus.pbmc,0
HSV1.nasal,HSV1.ea,27.450980392156865
HSV1.nasal,HSV1.nasal,100
HSV1.nasal,HSV2.nasal,0
HSV1.nasal,SARS-CoV-2.ea,39.21568627450981
