"","name","percent","day","compartment","virus"
"257","Human alphaherpesvirus 2 (HSV2).nasal",1.03626943005181,29,"nasal","Human alphaherpesvirus 2 (HSV2)"
"258","Human betaherpesvirus 5 (CMV).nasal",3.10880829015544,29,"nasal","Human betaherpesvirus 5 (CMV)"
"259","Human betaherpesvirus 5 (CMV).pbmc",5.67010309278351,29,"pbmc","Human betaherpesvirus 5 (CMV)"
"260","Human gammaherpesvirus 4 (EBV).nasal",4.14507772020725,29,"nasal","Human gammaherpesvirus 4 (EBV)"
"261","Human gammaherpesvirus 4 (EBV).pbmc",8.76288659793814,29,"pbmc","Human gammaherpesvirus 4 (EBV)"
"262","Anelloviridae.nasal",1.12359550561798,30,"nasal","Anelloviridae"
"263","Anelloviridae.pbmc",7.14285714285714,30,"pbmc","Anelloviridae"
"264","Enterovirus.nasal",1.12359550561798,30,"nasal","Enterovirus"
"265","Human alphaherpesvirus 1 (HSV1).nasal",7.30337078651685,30,"nasal","Human alphaherpesvirus 1 (HSV1)"
"266","Human alphaherpesvirus 2 (HSV2).nasal",1.12359550561798,30,"nasal","Human alphaherpesvirus 2 (HSV2)"
"267","Human betaherpesvirus 5 (CMV).nasal",2.80898876404494,30,"nasal","Human betaherpesvirus 5 (CMV)"
"268","Human betaherpesvirus 5 (CMV).pbmc",5.49450549450549,30,"pbmc","Human betaherpesvirus 5 (CMV)"
"269","Human gammaherpesvirus 4 (EBV).nasal",3.93258426966292,30,"nasal","Human gammaherpesvirus 4 (EBV)"
"270","Human gammaherpesvirus 4 (EBV).pbmc",8.79120879120879,30,"pbmc","Human gammaherpesvirus 4 (EBV)"
"271","Anelloviridae.nasal",1.43884892086331,31,"nasal","Anelloviridae"
"272","Anelloviridae.pbmc",7.63888888888889,31,"pbmc","Anelloviridae"
"273","Enterovirus.nasal",2.15827338129496,31,"nasal","Enterovirus"
"274","Human alphaherpesvirus 1 (HSV1).nasal",6.47482014388489,31,"nasal","Human alphaherpesvirus 1 (HSV1)"
"275","Human alphaherpesvirus 2 (HSV2).nasal",0.719424460431655,31,"nasal","Human alphaherpesvirus 2 (HSV2)"
"276","Human betaherpesvirus 5 (CMV).nasal",2.87769784172662,31,"nasal","Human betaherpesvirus 5 (CMV)"
"277","Human betaherpesvirus 5 (CMV).pbmc",5.55555555555556,31,"pbmc","Human betaherpesvirus 5 (CMV)"
"278","Human gammaherpesvirus 4 (EBV).nasal",3.59712230215827,31,"nasal","Human gammaherpesvirus 4 (EBV)"
"279","Human gammaherpesvirus 4 (EBV).pbmc",7.63888888888889,31,"pbmc","Human gammaherpesvirus 4 (EBV)"
"280","Anelloviridae.nasal",0.952380952380952,32,"nasal","Anelloviridae"
"281","Anelloviridae.pbmc",7.69230769230769,32,"pbmc","Anelloviridae"
"282","Enterovirus.nasal",1.9047619047619,32,"nasal","Enterovirus"
"283","Human alphaherpesvirus 1 (HSV1).nasal",6.66666666666667,32,"nasal","Human alphaherpesvirus 1 (HSV1)"
"284","Human alphaherpesvirus 2 (HSV2).nasal",0,32,"nasal","Human alphaherpesvirus 2 (HSV2)"
"285","Human betaherpesvirus 5 (CMV).nasal",2.85714285714286,32,"nasal","Human betaherpesvirus 5 (CMV)"
"286","Human betaherpesvirus 5 (CMV).pbmc",4.80769230769231,32,"pbmc","Human betaherpesvirus 5 (CMV)"
"287","Human gammaherpesvirus 4 (EBV).nasal",3.80952380952381,32,"nasal","Human gammaherpesvirus 4 (EBV)"
"288","Human gammaherpesvirus 4 (EBV).pbmc",8.65384615384615,32,"pbmc","Human gammaherpesvirus 4 (EBV)"
"289","Anelloviridae.nasal",1.58730158730159,33,"nasal","Anelloviridae"
"290","Anelloviridae.pbmc",7.01754385964912,33,"pbmc","Anelloviridae"
"291","Enterovirus.nasal",3.17460317460317,33,"nasal","Enterovirus"
"292","Human alphaherpesvirus 1 (HSV1).nasal",7.93650793650794,33,"nasal","Human alphaherpesvirus 1 (HSV1)"
"293","Human alphaherpesvirus 2 (HSV2).nasal",0,33,"nasal","Human alphaherpesvirus 2 (HSV2)"
"294","Human betaherpesvirus 5 (CMV).nasal",1.58730158730159,33,"nasal","Human betaherpesvirus 5 (CMV)"
"295","Human betaherpesvirus 5 (CMV).pbmc",5.26315789473684,33,"pbmc","Human betaherpesvirus 5 (CMV)"
"296","Human gammaherpesvirus 4 (EBV).nasal",1.58730158730159,33,"nasal","Human gammaherpesvirus 4 (EBV)"
"297","Human gammaherpesvirus 4 (EBV).pbmc",7.01754385964912,33,"pbmc","Human gammaherpesvirus 4 (EBV)"
"298","Anelloviridae.nasal",2,34,"nasal","Anelloviridae"
"299","Anelloviridae.pbmc",6.38297872340426,34,"pbmc","Anelloviridae"
"300","Enterovirus.nasal",2,34,"nasal","Enterovirus"
"301","Human alphaherpesvirus 1 (HSV1).nasal",4,34,"nasal","Human alphaherpesvirus 1 (HSV1)"
"302","Human alphaherpesvirus 2 (HSV2).nasal",0,34,"nasal","Human alphaherpesvirus 2 (HSV2)"
"303","Human betaherpesvirus 5 (CMV).nasal",0,34,"nasal","Human betaherpesvirus 5 (CMV)"
"304","Human betaherpesvirus 5 (CMV).pbmc",4.25531914893617,34,"pbmc","Human betaherpesvirus 5 (CMV)"
"305","Human gammaherpesvirus 4 (EBV).nasal",0,34,"nasal","Human gammaherpesvirus 4 (EBV)"
"306","Human gammaherpesvirus 4 (EBV).pbmc",2.12765957446809,34,"pbmc","Human gammaherpesvirus 4 (EBV)"
"307","Anelloviridae.nasal",2.08333333333333,35,"nasal","Anelloviridae"
"308","Anelloviridae.pbmc",6.97674418604651,35,"pbmc","Anelloviridae"
"309","Enterovirus.nasal",2.08333333333333,35,"nasal","Enterovirus"
"310","Human alphaherpesvirus 1 (HSV1).nasal",6.25,35,"nasal","Human alphaherpesvirus 1 (HSV1)"
"311","Human alphaherpesvirus 2 (HSV2).nasal",2.08333333333333,35,"nasal","Human alphaherpesvirus 2 (HSV2)"
"312","Human betaherpesvirus 5 (CMV).nasal",0,35,"nasal","Human betaherpesvirus 5 (CMV)"
"313","Human betaherpesvirus 5 (CMV).pbmc",2.32558139534884,35,"pbmc","Human betaherpesvirus 5 (CMV)"
"314","Human gammaherpesvirus 4 (EBV).nasal",0,35,"nasal","Human gammaherpesvirus 4 (EBV)"
"315","Human gammaherpesvirus 4 (EBV).pbmc",4.65116279069767,35,"pbmc","Human gammaherpesvirus 4 (EBV)"
"316","Anelloviridae.nasal",2.4390243902439,36,"nasal","Anelloviridae"
"317","Anelloviridae.pbmc",2.77777777777778,36,"pbmc","Anelloviridae"
"318","Enterovirus.nasal",0,36,"nasal","Enterovirus"
"319","Human alphaherpesvirus 1 (HSV1).nasal",7.31707317073171,36,"nasal","Human alphaherpesvirus 1 (HSV1)"
"320","Human alphaherpesvirus 2 (HSV2).nasal",2.4390243902439,36,"nasal","Human alphaherpesvirus 2 (HSV2)"
"321","Human betaherpesvirus 5 (CMV).nasal",0,36,"nasal","Human betaherpesvirus 5 (CMV)"
"322","Human betaherpesvirus 5 (CMV).pbmc",2.77777777777778,36,"pbmc","Human betaherpesvirus 5 (CMV)"
"323","Human gammaherpesvirus 4 (EBV).nasal",0,36,"nasal","Human gammaherpesvirus 4 (EBV)"
"324","Human gammaherpesvirus 4 (EBV).pbmc",5.55555555555556,36,"pbmc","Human gammaherpesvirus 4 (EBV)"
"325","Anelloviridae.nasal",2.85714285714286,37,"nasal","Anelloviridae"
"326","Anelloviridae.pbmc",3.2258064516129,37,"pbmc","Anelloviridae"
"327","Enterovirus.nasal",0,37,"nasal","Enterovirus"
"328","Human alphaherpesvirus 1 (HSV1).nasal",5.71428571428571,37,"nasal","Human alphaherpesvirus 1 (HSV1)"
"329","Human alphaherpesvirus 2 (HSV2).nasal",2.85714285714286,37,"nasal","Human alphaherpesvirus 2 (HSV2)"
"330","Human betaherpesvirus 5 (CMV).nasal",0,37,"nasal","Human betaherpesvirus 5 (CMV)"
"331","Human betaherpesvirus 5 (CMV).pbmc",3.2258064516129,37,"pbmc","Human betaherpesvirus 5 (CMV)"
"332","Human gammaherpesvirus 4 (EBV).nasal",0,37,"nasal","Human gammaherpesvirus 4 (EBV)"
"333","Human gammaherpesvirus 4 (EBV).pbmc",6.45161290322581,37,"pbmc","Human gammaherpesvirus 4 (EBV)"
"334","Anelloviridae.nasal",3.57142857142857,38,"nasal","Anelloviridae"
"335","Anelloviridae.pbmc",4,38,"pbmc","Anelloviridae"
"336","Enterovirus.nasal",0,38,"nasal","Enterovirus"
"337","Human alphaherpesvirus 1 (HSV1).nasal",3.57142857142857,38,"nasal","Human alphaherpesvirus 1 (HSV1)"
"338","Human alphaherpesvirus 2 (HSV2).nasal",3.57142857142857,38,"nasal","Human alphaherpesvirus 2 (HSV2)"
"339","Human betaherpesvirus 5 (CMV).nasal",0,38,"nasal","Human betaherpesvirus 5 (CMV)"
"340","Human betaherpesvirus 5 (CMV).pbmc",0,38,"pbmc","Human betaherpesvirus 5 (CMV)"
"341","Human gammaherpesvirus 4 (EBV).nasal",0,38,"nasal","Human gammaherpesvirus 4 (EBV)"
"342","Human gammaherpesvirus 4 (EBV).pbmc",4,38,"pbmc","Human gammaherpesvirus 4 (EBV)"
"343","Anelloviridae.nasal",5.26315789473684,39,"nasal","Anelloviridae"
"344","Anelloviridae.pbmc",5.55555555555556,39,"pbmc","Anelloviridae"
"345","Enterovirus.nasal",0,39,"nasal","Enterovirus"
"346","Human alphaherpesvirus 1 (HSV1).nasal",5.26315789473684,39,"nasal","Human alphaherpesvirus 1 (HSV1)"
"347","Human alphaherpesvirus 2 (HSV2).nasal",5.26315789473684,39,"nasal","Human alphaherpesvirus 2 (HSV2)"
"348","Human betaherpesvirus 5 (CMV).nasal",0,39,"nasal","Human betaherpesvirus 5 (CMV)"
"349","Human betaherpesvirus 5 (CMV).pbmc",0,39,"pbmc","Human betaherpesvirus 5 (CMV)"
"350","Human gammaherpesvirus 4 (EBV).nasal",0,39,"nasal","Human gammaherpesvirus 4 (EBV)"
"351","Human gammaherpesvirus 4 (EBV).pbmc",5.55555555555556,39,"pbmc","Human gammaherpesvirus 4 (EBV)"
"352","Anelloviridae.nasal",0,40,"nasal","Anelloviridae"
"353","Anelloviridae.pbmc",0,40,"pbmc","Anelloviridae"
"354","Enterovirus.nasal",0,40,"nasal","Enterovirus"
"355","Human alphaherpesvirus 1 (HSV1).nasal",0,40,"nasal","Human alphaherpesvirus 1 (HSV1)"
"356","Human alphaherpesvirus 2 (HSV2).nasal",0,40,"nasal","Human alphaherpesvirus 2 (HSV2)"
"357","Human betaherpesvirus 5 (CMV).nasal",0,40,"nasal","Human betaherpesvirus 5 (CMV)"
"358","Human betaherpesvirus 5 (CMV).pbmc",0,40,"pbmc","Human betaherpesvirus 5 (CMV)"
"359","Human gammaherpesvirus 4 (EBV).nasal",0,40,"nasal","Human gammaherpesvirus 4 (EBV)"
"360","Human gammaherpesvirus 4 (EBV).pbmc",0,40,"pbmc","Human gammaherpesvirus 4 (EBV)"
