Core,name,count,freq,total
Emory,Anelloviridae.pbmc,194,9.685471792311533,2003
Emory,CMV.pbmc,28,1.3979031452820767,2003
Emory,EBV.pbmc,246,12.281577633549675,2003
UCSF,Anelloviridae.pbmc,237,10.714285714285714,2212
UCSF,CMV.pbmc,37,1.6726943942133816,2212
UCSF,EBV.pbmc,240,10.849909584086799,2212
