"","sum","count","freq"
"1","0",611,53.2229965156794
"2","1",378,32.9268292682927
"3","2",110,9.58188153310105
"4","3",34,2.9616724738676
"5","4",14,1.21951219512195
"6","5",1,0.0871080139372822
