"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","dir","database","virus","knock_in"
"R-HSA-3000480","R-HSA-3000480","Scavenging by Class A Receptors","1/66","13/8368",0.0978857706704207,0.348424569435897,0.317755619131649,"8685",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-5357786","R-HSA-5357786","TNFR1-induced proapoptotic signaling","1/66","13/8368",0.0978857706704207,0.348424569435897,0.317755619131649,"7128",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-75892","R-HSA-75892","Platelet Adhesion to exposed collagen","1/66","13/8368",0.0978857706704207,0.348424569435897,0.317755619131649,"2207",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-168898","R-HSA-168898","Toll-like Receptor Cascades","3/66","141/8368",0.099756804964664,0.348424569435897,0.317755619131649,"11213/4792/3656",3,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-2730905","R-HSA-2730905","Role of LAT2/NTAL/LAB on calcium mobilization","1/66","14/8368",0.105011987203724,0.348424569435897,0.317755619131649,"2207",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-452723","R-HSA-452723","Transcriptional regulation of pluripotent stem cells","1/66","14/8368",0.105011987203724,0.348424569435897,0.317755619131649,"5460",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-975163","R-HSA-975163","IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation","1/66","14/8368",0.105011987203724,0.348424569435897,0.317755619131649,"3656",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-193639","R-HSA-193639","p75NTR signals via NF-kB","1/66","15/8368",0.11208275675658,0.348424569435897,0.317755619131649,"4792",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-2022870","R-HSA-2022870","Chondroitin sulfate biosynthesis","1/66","15/8368",0.11208275675658,0.348424569435897,0.317755619131649,"55454",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-937072","R-HSA-937072","TRAF6-mediated induction of TAK1 complex within TLR4 complex","1/66","15/8368",0.11208275675658,0.348424569435897,0.317755619131649,"3656",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-2142845","R-HSA-2142845","Hyaluronan metabolism","1/66","16/8368",0.119098504159198,0.348424569435897,0.317755619131649,"57214",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-74259","R-HSA-74259","Purine catabolism","1/66","16/8368",0.119098504159198,0.348424569435897,0.317755619131649,"9615",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-2871837","R-HSA-2871837","FCERI mediated NF-kB activation","2/66","78/8368",0.125804296782581,0.348424569435897,0.317755619131649,"4792/2207",2,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-1810476","R-HSA-1810476","RIP-mediated NFkB activation via ZBP1","1/66","17/8368",0.12605965103725,0.348424569435897,0.317755619131649,"4792",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-199220","R-HSA-199220","Vitamin B5 (pantothenate) metabolism","1/66","17/8368",0.12605965103725,0.348424569435897,0.317755619131649,"8876",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-1296041","R-HSA-1296041","Activation of G protein gated Potassium channels","1/66","18/8368",0.132966615835662,0.348424569435897,0.317755619131649,"3759",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-1296059","R-HSA-1296059","G protein gated Potassium channels","1/66","18/8368",0.132966615835662,0.348424569435897,0.317755619131649,"3759",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-1368082","R-HSA-1368082","RORA activates gene expression","1/66","18/8368",0.132966615835662,0.348424569435897,0.317755619131649,"6604",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-156584","R-HSA-156584","Cytosolic sulfonation of small molecules","1/66","18/8368",0.132966615835662,0.348424569435897,0.317755619131649,"27284",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-2243919","R-HSA-2243919","Crosslinking of collagen fibrils","1/66","18/8368",0.132966615835662,0.348424569435897,0.317755619131649,"7837",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-3295583","R-HSA-3295583","TRP channels","1/66","18/8368",0.132966615835662,0.348424569435897,0.317755619131649,"197259",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-445095","R-HSA-445095","Interaction between L1 and Ankyrins","1/66","18/8368",0.132966615835662,0.348424569435897,0.317755619131649,"6324",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-9615017","R-HSA-9615017","FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes","1/66","18/8368",0.132966615835662,0.348424569435897,0.317755619131649,"6648",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-997272","R-HSA-997272","Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits","1/66","18/8368",0.132966615835662,0.348424569435897,0.317755619131649,"3759",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-6811558","R-HSA-6811558","PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling","2/66","82/8368",0.136436501290106,0.348424569435897,0.317755619131649,"9173/118788",2,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-168142","R-HSA-168142","Toll Like Receptor 10 (TLR10) Cascade","2/66","83/8368",0.139125738167537,0.348424569435897,0.317755619131649,"4792/3656",2,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-168176","R-HSA-168176","Toll Like Receptor 5 (TLR5) Cascade","2/66","83/8368",0.139125738167537,0.348424569435897,0.317755619131649,"4792/3656",2,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-975871","R-HSA-975871","MyD88 cascade initiated on plasma membrane","2/66","83/8368",0.139125738167537,0.348424569435897,0.317755619131649,"4792/3656",2,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-1296072","R-HSA-1296072","Voltage gated Potassium channels","1/66","19/8368",0.139819813842231,0.348424569435897,0.317755619131649,"3750",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-1592389","R-HSA-1592389","Activation of Matrix Metalloproteinases","1/66","19/8368",0.139819813842231,0.348424569435897,0.317755619131649,"4317",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-75876","R-HSA-75876","Synthesis of very long-chain fatty acyl-CoAs","1/66","19/8368",0.139819813842231,0.348424569435897,0.317755619131649,"2180",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-9008059","R-HSA-9008059","Interleukin-37 signaling","1/66","19/8368",0.139819813842231,0.348424569435897,0.317755619131649,"8809",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-1606322","R-HSA-1606322","ZBP1(DAI) mediated induction of type I IFNs","1/66","20/8368",0.146619657211067,0.348424569435897,0.317755619131649,"4792",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-5576892","R-HSA-5576892","Phase 0 - rapid depolarisation","1/66","20/8368",0.146619657211067,0.348424569435897,0.317755619131649,"6324",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-5621480","R-HSA-5621480","Dectin-2 family","1/66","20/8368",0.146619657211067,0.348424569435897,0.317755619131649,"2207",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-622312","R-HSA-622312","Inflammasomes","1/66","20/8368",0.146619657211067,0.348424569435897,0.317755619131649,"58484",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-6783589","R-HSA-6783589","Interleukin-6 family signaling","1/66","20/8368",0.146619657211067,0.348424569435897,0.317755619131649,"3569",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-975138","R-HSA-975138","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation","2/66","86/8368",0.147262684423337,0.348424569435897,0.317755619131649,"4792/3656",2,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-975155","R-HSA-975155","MyD88 dependent cascade initiated on endosome","2/66","87/8368",0.149996944048322,0.348424569435897,0.317755619131649,"4792/3656",2,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-9658195","R-HSA-9658195","Leishmania infection","3/66","170/8368",0.150142732878078,0.348424569435897,0.317755619131649,"8936/3569/53831",3,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-168181","R-HSA-168181","Toll Like Receptor 7/8 (TLR7/8) Cascade","2/66","88/8368",0.152741619849258,0.348424569435897,0.317755619131649,"4792/3656",2,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-1296065","R-HSA-1296065","Inwardly rectifying K+ channels","1/66","21/8368",0.153366554985872,0.348424569435897,0.317755619131649,"3759",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-189445","R-HSA-189445","Metabolism of porphyrins","1/66","21/8368",0.153366554985872,0.348424569435897,0.317755619131649,"3162",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-199418","R-HSA-199418","Negative regulation of the PI3K/AKT network","2/66","89/8368",0.155496384913231,0.348424569435897,0.317755619131649,"9173/118788",2,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-9662851","R-HSA-9662851","Anti-inflammatory response favouring Leishmania parasite infection","2/66","89/8368",0.155496384913231,0.348424569435897,0.317755619131649,"3569/53831",2,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-9664433","R-HSA-9664433","Leishmania parasite growth and survival","2/66","89/8368",0.155496384913231,0.348424569435897,0.317755619131649,"3569/53831",2,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-112409","R-HSA-112409","RAF-independent MAPK1/3 activation","1/66","22/8368",0.160060913123038,0.348424569435897,0.317755619131649,"3569",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-450321","R-HSA-450321","JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1","1/66","22/8368",0.160060913123038,0.348424569435897,0.317755619131649,"3656",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-8862803","R-HSA-8862803","Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models","1/66","22/8368",0.160060913123038,0.348424569435897,0.317755619131649,"6648",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-8863678","R-HSA-8863678","Neurodegenerative Diseases","1/66","22/8368",0.160060913123038,0.348424569435897,0.317755619131649,"6648",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-9609523","R-HSA-9609523","Insertion of tail-anchored proteins into the endoplasmic reticulum membrane","1/66","22/8368",0.160060913123038,0.348424569435897,0.317755619131649,"3162",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-168138","R-HSA-168138","Toll Like Receptor 9 (TLR9) Cascade","2/66","91/8368",0.161034896945412,0.348424569435897,0.317755619131649,"4792/3656",2,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-168164","R-HSA-168164","Toll Like Receptor 3 (TLR3) Cascade","2/66","92/8368",0.163818011714869,0.348424569435897,0.317755619131649,"4792/3656",2,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-15869","R-HSA-15869","Metabolism of nucleotides","2/66","93/8368",0.166609951257759,0.348424569435897,0.317755619131649,"51733/9615",2,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-1592230","R-HSA-1592230","Mitochondrial biogenesis","2/66","93/8368",0.166609951257759,0.348424569435897,0.317755619131649,"6604/6648",2,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-450302","R-HSA-450302","activated TAK1 mediates p38 MAPK activation","1/66","23/8368",0.166703134514589,0.348424569435897,0.317755619131649,"3656",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-933542","R-HSA-933542","TRAF6 mediated NF-kB activation","1/66","23/8368",0.166703134514589,0.348424569435897,0.317755619131649,"4792",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-166166","R-HSA-166166","MyD88-independent TLR4 cascade ","2/66","95/8368",0.172219086548827,0.349601040091632,0.318828534747814,"4792/3656",2,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-937061","R-HSA-937061","TRIF(TICAM1)-mediated TLR4 signaling ","2/66","95/8368",0.172219086548827,0.349601040091632,0.318828534747814,"4792/3656",2,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-5260271","R-HSA-5260271","Diseases of Immune System","1/66","24/8368",0.173293619010938,0.349601040091632,0.318828534747814,"4792",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-5602358","R-HSA-5602358","Diseases associated with the TLR signaling cascade","1/66","24/8368",0.173293619010938,0.349601040091632,0.318828534747814,"4792",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-1368108","R-HSA-1368108","BMAL1:CLOCK,NPAS2 activates circadian gene expression","1/66","25/8368",0.179832763443498,0.356591462554628,0.32520364779256,"6604",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"R-HSA-8979227","R-HSA-8979227","Triglyceride metabolism","1/66","25/8368",0.179832763443498,0.356591462554628,0.32520364779256,"2710",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).pbmc",FALSE
