...1,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,dir,database,virus,knock_in,coef,log10p,signed_log10p
R-HSA-2024272,R-HSA-202427,Phosphorylation of CD3 and TCR zeta chains,15/751,19/8368,4.76736020053383e-13,8.128349141910169e-11,6.75794217900234e-11,920/55824/5788/5795/917/915/3119/3932/3123/3117/919/916/3122/3115/3113,15,up,Reactome,EBV.nasal,FALSE,1,10.089997650145245,10.089997650145245
R-HSA-3899482,R-HSA-389948,PD-1 signaling,15/751,20/8368,1.7495761034474799e-12,2.55688050546682e-10,2.12580073922641e-10,920/5777/29126/917/915/3119/3932/5133/3123/3117/919/916/3122/3115/3113,15,up,Reactome,EBV.nasal,FALSE,1,9.592289568035072,9.592289568035072
R-HSA-1095823,R-HSA-109582,Hemostasis,89/751,474/8368,4.84595655796597e-12,6.19676694849898e-10,5.15201697215329e-10,2268/3683/2534/972/30846/960/3937/5588/8832/10235/87/11343/6813/54518/3797/5027/5155/7076/7040/5054/81704/1277/10938/6404/10019/5777/6678/2771/3676/2335/5341/914/962/5328/3709/5880/9732/3512/1794/5025/64780/55619/2995/7094/3687/23533/5567/1893/139818/9046/710/83706/9056/7273/2207/808/3689/7410/80228/10603/10630/9672/56992/1278/6850/5579/5345/3635/3684/1084/1521/10125/5890/3932/146909/54331/2316/8356/5265/6693/5336/140885/5004/3833/4067/8355/8354/146850/8968,89,up,Reactome,EBV.nasal,FALSE,1,9.207834836734637,9.207834836734637
R-HSA-2024302,R-HSA-202430,Translocation of ZAP-70 to Immunological synapse,13/751,16/8368,9.65285137241998e-12,1.0972074393317402e-9,9.12222679405303e-10,920/7535/917/915/3119/3932/3123/3117/919/916/3122/3115/3113,13,up,Reactome,EBV.nasal,FALSE,1,8.959711256435927,8.959711256435927
R-HSA-96581953,R-HSA-9658195,Leishmania infection,45/751,170/8368,1.3752928119427498e-11,1.40692454661744e-9,1.1697227284734102e-9,2268/695/2534/7454/1535/4791/5744/5027/2687/2678/4627/3055/4210/4790/2771/3552/7456/113/644150/3709/3071/5732/3553/718/79651/10095/5025/834/109/53831/9051/5567/2209/9844/808/7410/917/6850/5734/719/54331/5336/919/2214/4067,45,up,Reactome,EBV.nasal,FALSE,1,8.85172919315969,8.85172919315969
R-HSA-3801083,R-HSA-380108,Chemokine receptors bind chemokines,17/751,38/8368,6.301208142162151e-9,4.95856609956298e-7,4.12257180475062e-7,6364/9034/729230/7852/6372/1236/4283/1234/6374/2919/1230/10663/2833/6352/6351/6349/6348,17,up,Reactome,EBV.nasal,FALSE,1,6.3046438930821544,6.3046438930821544
R-HSA-3730763,R-HSA-373076,Class A/1 (Rhodopsin-like receptors),35/751,143/8368,2.44408421580465e-8,1.47076361927538e-6,1.22279879032208e-6,27334/6364/1889/8111/9034/729230/7852/6372/5732/718/2867/1236/79948/4283/1234/6374/2919/1230/5724/2358/2357/5734/5031/719/10663/1240/29933/2833/2359/8843/6352/6351/6349/6348/6753,35,up,Reactome,EBV.nasal,FALSE,1,5.832457121353734,5.832457121353734
R-HSA-760023,R-HSA-76002,"Platelet activation, signaling and aggregation",44/751,214/8368,1.09173904526601e-7,5.31832877765297e-6,4.42167994273149e-6,2534/3937/5588/10235/87/11343/6813/54518/5155/7076/7040/5054/1277/5777/6678/2771/2335/5341/3709/5880/7094/23533/1893/710/83706/7273/2207/808/7410/10630/1278/6850/5579/5345/1521/10125/3932/54331/2316/5265/5336/5004/4067/146850,44,up,Reactome,EBV.nasal,FALSE,1,5.274224818206622,5.274224818206622
R-HSA-96162222,R-HSA-9616222,Transcriptional regulation of granulopoiesis,22/751,73/8368,2.10930972320181e-7,8.6312953873418e-6,7.17609371093499e-6,6688/1441/1026/51176/2313/2672/8340/8356/8342/8355/8361/8368/8354/8345/8294/8331/8367/8360/8343/8968/8359/8366,22,up,Reactome,EBV.nasal,FALSE,1,5.063924020350108,5.063924020350108
R-HSA-5007923,R-HSA-500792,GPCR ligand binding,41/751,204/8368,5.64672793669572e-7,1.99193195835853e-5,1.65610024422873e-5,27334/5744/6364/1889/8111/9034/729230/7852/976/2914/6372/5732/718/2867/1236/79948/4283/1234/6374/2919/1230/5724/2358/2357/5734/5031/719/10663/1240/2015/29933/54331/2833/2359/2917/8843/6352/6351/6349/6348/6753,41,up,Reactome,EBV.nasal,FALSE,1,4.7007255005579625,4.7007255005579625
R-HSA-53341182,R-HSA-5334118,DNA methylation,17/751,50/8368,7.66578223252504e-7,2.61403174129104e-5,2.17331650662464e-5,8340/8356/8342/8355/8361/8368/8354/8345/29128/8294/8331/8367/8360/8343/8968/8359/8366,17,up,Reactome,EBV.nasal,FALSE,1,4.58268914323449,4.58268914323449
R-HSA-3727903,R-HSA-372790,Signaling by GPCR,74/751,473/8368,1.01156416817539e-6,3.3381617549788e-5,2.77536111336407e-5,695/5588/10235/11343/9138/27334/5744/157/10645/2771/6364/9181/10000/1889/8111/113/9034/729230/7852/3709/976/4035/57580/2914/6372/5732/718/2867/1236/89846/79948/5330/64220/109/4283/53831/23533/5567/221472/814/808/7410/1234/9672/6374/2919/1230/5579/10636/5724/2358/2357/5734/5031/10287/719/10663/10125/1240/2015/29933/54331/2833/2359/2917/63940/8843/6352/6351/9560/6349/146850/6348/6753,74,up,Reactome,EBV.nasal,FALSE,1,4.476492622841711,4.476492622841711
R-HSA-56258862,R-HSA-5625886,Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3,17/751,51/8368,1.05508852085542e-6,3.37298611510968e-5,2.80431422648415e-5,5585/8340/8356/8342/8355/8361/8368/8354/8345/8294/8331/8367/8360/8343/8968/8359/8366,17,up,Reactome,EBV.nasal,FALSE,1,4.471985446579449,4.471985446579449
R-HSA-2024033,R-HSA-202403,TCR signaling,27/751,111/8368,1.11664910578828e-6,3.41714424564431e-5,2.84102747387005e-5,920/7454/3937/5588/55824/5788/2533/9402/4790/3702/7535/5795/917/915/3635/3119/3932/3123/51466/3117/5336/84433/919/916/3122/3115/3113,27,up,Reactome,EBV.nasal,FALSE,1,4.466336688229289,4.466336688229289
R-HSA-4519272,R-HSA-451927,Interleukin-2 family signaling,14/751,36/8368,1.13570776492577e-6,3.41714424564431e-5,2.84102747387005e-5,1439/3560/50615/3718/5777/2185/6776/3559/6775/3561/6850/3635/5293/3932,14,up,Reactome,EBV.nasal,FALSE,1,4.466336688229289,4.466336688229289
R-HSA-8773003,R-HSA-877300,Interferon gamma signaling,22/751,80/8368,1.21415956375215e-6,3.54881495348129e-5,2.95049903011049e-5,960/3383/5777/2633/4502/3663/3662/3394/4684/2209/115362/3460/115361/5724/3119/4261/3123/3117/3122/3134/3115/3113,22,up,Reactome,EBV.nasal,FALSE,1,4.449916645560035,4.449916645560035
R-HSA-20294803,R-HSA-2029480,Fcgamma receptor (FCGR) dependent phagocytosis,22/751,83/8368,2.38988575094863e-6,6.26885416210373e-5,5.21195057156949e-5,2268/695/2534/7454/5337/4627/3055/7456/644150/3709/3071/10095/2209/9844/7410/917/6850/8398/5336/919/2214/4067,22,up,Reactome,EBV.nasal,FALSE,1,4.202811833419986,4.202811833419986
R-HSA-737282,R-HSA-73728,RNA Polymerase I Promoter Opening,16/751,49/8368,2.98682786367905e-6,7.63881226135917e-5,6.35093924698072e-5,8340/8356/8342/8355/8361/8368/8354/8345/8294/8331/8367/8360/8343/8968/8359/8366,16,up,Reactome,EBV.nasal,FALSE,1,4.1169741634711645,4.1169741634711645
R-HSA-96644073,R-HSA-9664407,Parasite infection,17/751,58/8368,7.73292601018122e-6,1.614445573146e-4,1.3422565448391e-4,2268/695/2534/7454/4627/3055/7456/644150/3071/10095/9844/7410/917/6850/919/2214/4067,17,up,Reactome,EBV.nasal,FALSE,1,3.7919765915144503,3.7919765915144503
R-HSA-96644173,R-HSA-9664417,Leishmania phagocytosis,17/751,58/8368,7.73292601018122e-6,1.614445573146e-4,1.3422565448391e-4,2268/695/2534/7454/4627/3055/7456/644150/3071/10095/9844/7410/917/6850/919/2214/4067,17,up,Reactome,EBV.nasal,FALSE,1,3.7919765915144503,3.7919765915144503
R-HSA-96644223,R-HSA-9664422,FCGR3A-mediated phagocytosis,17/751,58/8368,7.73292601018122e-6,1.614445573146e-4,1.3422565448391e-4,2268/695/2534/7454/4627/3055/7456/644150/3071/10095/9844/7410/917/6850/919/2214/4067,17,up,Reactome,EBV.nasal,FALSE,1,3.7919765915144503,3.7919765915144503
R-HSA-4273592,R-HSA-427359,SIRT1 negatively regulates rRNA expression,16/751,54/8368,1.22637808432377e-5,2.4126630389677e-4,2.0058977573554e-4,8340/8356/8342/8355/8361/8368/8354/8345/8294/8331/8367/8360/8343/8968/8359/8366,16,up,Reactome,EBV.nasal,FALSE,1,3.617503328955562,3.617503328955562
R-HSA-25595823,R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP),20/751,98/8368,3.6394847212511e-4,0.0044323724640952,0.00368509229921173,4790/3552/1026/890/8340/8356/8342/8355/8361/8368/8354/8345/8294/8331/8367/8360/8343/8968/8359/8366,20,up,Reactome,EBV.nasal,FALSE,1,2.3533637518210218,2.3533637518210218
R-HSA-142851711,R-HSA-1428517,The citric acid (TCA) cycle and respiratory electron transport,53/1316,169/8368,2.23477923240215e-7,2.9052130021227e-4,2.7381926594906e-4,5166/51660/4710/4199/79944/2954/79133/3420/8050/1337/6390/4702/1340/4698/4705/1327/1349/51241/8803/51204/2108/25874/4715/4718/10873/522/285521/91942/4724/1345/54704/4712/509/4714/10632/10476/4725/7386/55863/2110/54205/57546/7388/1351/84987/9377/55967/4700/4697/6392/7416/4722/539,53,down,Reactome,EBV.nasal,FALSE,-1,3.536822020844972,-3.536822020844972
R-HSA-6111052,R-HSA-611105,Respiratory electron transport,35/1316,100/8368,1.56043789218614e-6,8.4607060156438e-4,7.9743010544205e-4,4710/79133/1337/6390/4702/1340/4698/4705/1327/1349/51241/51204/2108/4715/4718/285521/91942/4724/1345/4712/4714/4725/7386/55863/2110/54205/7388/1351/84987/9377/55967/4700/4697/6392/4722,35,down,Reactome,EBV.nasal,FALSE,-1,3.0725933951282616,-3.0725933951282616
R-HSA-16320011,R-HSA-163200,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",40/1316,122/8368,1.95247061899473e-6,8.4607060156438e-4,7.9743010544205e-4,4710/79133/1337/6390/4702/1340/4698/4705/1327/1349/51241/51204/2108/4715/4718/522/285521/91942/4724/1345/4712/509/4714/10632/10476/4725/7386/55863/2110/54205/7388/1351/84987/9377/55967/4700/4697/6392/4722/539,40,down,Reactome,EBV.nasal,FALSE,-1,3.0725933951282616,-3.0725933951282616
R-HSA-4491474,R-HSA-449147,Signaling by Interleukins,50/362,396/8368,3.9269029405194595e-12,3.4281862670734905e-9,3.1208544422023104e-9,2534/240/7431/6813/11213/3594/4792/4318/50615/9466/7040/3718/1440/3587/867/5777/4001/1154/6364/7850/8809/2185/729230/5782/3656/3559/3569/10068/834/6775/3561/6935/9446/1489/3716/6283/1230/1278/6850/64127/3575/3635/3684/1901/1435/8356/7124/6351/6349/6348,50,up,Reactome,CMV.nasal,FALSE,1,8.464935589151269,8.464935589151269
R-HSA-67837834,R-HSA-6783783,Interleukin-10 signaling,13/362,40/8368,6.2467571543762106e-9,2.72670949788521e-6,2.4822640271337e-6,1440/3587/6364/7850/729230/3569/3716/1230/1435/7124/6351/6349/6348,13,up,Reactome,CMV.nasal,FALSE,1,5.564361129086565,5.564361129086565
R-HSA-67986955,R-HSA-6798695,Neutrophil degranulation,46/362,445/8368,2.30491115450128e-8,6.70729145959873e-6,6.10599270753848e-6,2268/3683/240/6515/8514/6793/8773/51382/4318/1522/23406/230/51411/4048/5777/8876/3071/7130/158747/272/1794/53831/7226/6518/963/6278/2040/79888/2207/3101/6283/2992/1536/3903/11314/3684/126014/3310/5265/10533/4860/1378/3304/3303/5004/100049587,46,up,Reactome,CMV.nasal,FALSE,1,5.173452821355012,5.173452821355012
R-HSA-96581954,R-HSA-9658195,Leishmania infection,25/362,170/8368,6.47195277392711e-8,1.41250369290959e-5,1.28587482745131e-5,2268/695/2534/7454/5744/5027/10096/7456/113/3709/3071/79651/10095/3569/834/53831/2209/9844/114548/10109/6850/5734/9332/54331/2214,25,up,Reactome,CMV.nasal,FALSE,1,4.850010408069118,4.850010408069118
R-HSA-1989334,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,18/362,98/8368,1.59126011712523e-7,2.77834016450066e-5,2.52926608090432e-5,3683/933/57823/2213/10859/3384/2209/114836/1278/3903/11314/1281/126014/11006/353514/916/2214/4277,18,up,Reactome,CMV.nasal,FALSE,1,4.556214582744735,4.556214582744735
R-HSA-96644074,R-HSA-9664407,Parasite infection,12/362,58/8368,5.26812580833128e-6,4.5990738306732e-4,4.1867736687264e-4,2268/695/2534/7454/10096/7456/3071/10095/9844/10109/6850/2214,12,up,Reactome,CMV.nasal,FALSE,1,3.3373296184762786,3.3373296184762786
R-HSA-96644174,R-HSA-9664417,Leishmania phagocytosis,12/362,58/8368,5.26812580833128e-6,4.5990738306732e-4,4.1867736687264e-4,2268/695/2534/7454/10096/7456/3071/10095/9844/10109/6850/2214,12,up,Reactome,CMV.nasal,FALSE,1,3.3373296184762786,3.3373296184762786
R-HSA-96644224,R-HSA-9664422,FCGR3A-mediated phagocytosis,12/362,58/8368,5.26812580833128e-6,4.5990738306732e-4,4.1867736687264e-4,2268/695/2534/7454/10096/7456/3071/10095/9844/10109/6850/2214,12,up,Reactome,CMV.nasal,FALSE,1,3.3373296184762786,3.3373296184762786
R-HSA-20294804,R-HSA-2029480,Fcgamma receptor (FCGR) dependent phagocytosis,14/362,83/8368,1.08938897984172e-5,8.6457870854711e-4,7.8707050696698e-4,2268/695/2534/7454/10096/7456/3709/3071/10095/2209/9844/10109/6850/2214,14,up,Reactome,CMV.nasal,FALSE,1,3.063195463776179,3.063195463776179
R-HSA-760024,R-HSA-76002,"Platelet activation, signaling and aggregation",24/362,214/8368,1.63569207544128e-5,0.00118996598488353,0.00108328729557734,2534/5588/10235/6813/54518/7040/5216/5777/6678/5341/3709/5880/7094/83706/7273/2207/1278/6850/5579/10125/54331/2316/5265/5004,24,up,Reactome,CMV.nasal,FALSE,1,2.9244654527154683,2.9244654527154683
R-HSA-1095824,R-HSA-109582,Hemostasis,40/362,474/8368,3.24948833133462e-5,0.00189120220883675,0.00172165872993518,2268/3683/2534/5588/10235/6813/54518/5027/7040/81704/5216/5777/6678/5341/962/3709/5880/3512/1794/64780/55619/7094/139818/83706/9056/7273/2207/1278/6850/5579/3635/3684/10125/8793/6546/54331/2316/8356/5265/5004,40,up,Reactome,CMV.nasal,FALSE,1,2.7232620335626647,2.7232620335626647
R-HSA-9135315,R-HSA-913531,Interferon Signaling,70/994,174/8368,5.20753006858896e-22,6.20737584175804e-19,5.487092209113209e-19,960/5610/6672/3430/4938/3383/3717/9830/23586/4940/4939/5777/10475/6772/2635/2633/3437/3433/7706/4502/3659/2537/3663/684/6737/85363/10346/54739/91543/8638/3662/51191/9818/5371/3394/9775/10410/4684/2209/24138/115362/9246/4599/3460/103/1973/2634/115361/5580/3660/5724/6773/3669/5771/4261/3838/4600/9021/11274/10581/8651/3665/3434/8519/9636/2316/3134/23636/10379/10437,70,up,Reactome,HSV2.nasal,FALSE,1,18.20709195832654,18.20709195832654
R-HSA-9097334,R-HSA-909733,Interferon alpha/beta signaling,36/994,56/8368,2.0426634003335798e-20,1.21742738659881e-17,1.0761610861757401e-17,3430/4938/4940/4939/5777/6772/3437/3433/3659/2537/3663/684/54739/91543/8638/3662/3394/10410/24138/4599/103/2634/3660/6773/3669/4600/9021/11274/10581/8651/3665/3434/8519/9636/3134/10379,36,up,Reactome,HSV2.nasal,FALSE,1,16.914556932815504,16.914556932815504
R-HSA-8773005,R-HSA-877300,Interferon gamma signaling,41/994,80/8368,5.71799689209431e-18,2.2719507651254703e-15,2.0083210136794402e-15,960/6672/4938/3383/3717/9830/4940/4939/5777/10475/6772/2635/2633/7706/4502/3659/3663/6737/85363/10346/8638/3662/5371/3394/4684/2209/115362/3460/2634/115361/5580/3660/5724/5771/4261/9021/8651/3665/3134/10379/10437,41,up,Reactome,HSV2.nasal,FALSE,1,14.643601084345706,14.643601084345706
R-HSA-67837835,R-HSA-6783783,Interleukin-10 signaling,28/994,40/8368,1.19012857960829e-17,3.5465831672327102e-15,3.1350492320734204e-15,7133/2920/3383/7076/1440/6347/3587/942/3552/6364/7850/941/729230/3553/3569/3557/1234/2919/1230/3627/5724/3576/2357/1435/7124/6351/6349/6348,28,up,Reactome,HSV2.nasal,FALSE,1,14.450189851507895,14.450189851507895
R-HSA-4491475,R-HSA-449147,Signaling by Interleukins,107/994,396/8368,2.3533801457653902e-17,5.6104582675046905e-15,4.959439001918231e-15,9235/2534/240/7431/7133/6624/6813/4791/2920/3595/3383/11213/3717/5008/3162/1439/3560/3091/5687/4792/5721/3055/7076/50615/8767/9466/3718/10392/5683/1440/6347/1845/4790/3587/5777/6648/4001/942/1154/3552/6364/6772/7850/1386/356/1441/2185/941/729230/1026/3553/6776/2002/5908/5782/3656/3559/3601/84868/7006/3936/3569/3557/5292/3662/10068/834/6775/1848/3687/3561/6935/9446/1234/6283/2919/1230/3600/6809/64127/3575/3965/3627/5724/3576/3684/6773/2357/596/4615/5970/5771/2885/29110/1435/9021/3563/8651/8356/1438/7124/5698/4067/8355/6351/6349/6348,107,up,Reactome,HSV2.nasal,FALSE,1,14.251001663713517,14.251001663713517
