name,PASC_status,count,freq,label,total,freq_dec,margin,lowerCI,upperCI
Anelloviridae.pbmc,Died,41,21.578947368421055,"n=41
(21.6%)",190,0.21578947368421056,0.0584928459265218,15.729662775768876,27.428231961073234
Anelloviridae.pbmc,Non-responders,69,36.31578947368421,"n=69
(36.3%)",190,0.3631578947368421,0.06838091694544564,29.47769777913965,43.15388116822878
Anelloviridae.pbmc,PRO Minimal,46,24.210526315789473,"n=46
(24.2%)",190,0.2421052631578947,0.06090849260362817,18.119677055426656,30.30137557615229
Anelloviridae.pbmc,PRO PASC Group,34,17.894736842105264,"n=34
(17.9%)",190,0.17894736842105263,0.05450287946606205,12.44444889549906,23.34502478871147
Enterovirus.nasal,Died,8,16,"n=8
(16%)",50,0.16,0.10161614689617887,5.8383853103821135,26.161614689617885
Enterovirus.nasal,Non-responders,16,32,"n=16
(32%)",50,0.32,0.1292982164906416,19.07017835093584,44.92982164906416
Enterovirus.nasal,PRO Minimal,16,32,"n=16
(32%)",50,0.32,0.1292982164906416,19.07017835093584,44.92982164906416
Enterovirus.nasal,PRO PASC Group,10,20,"n=10
(20%)",50,0.2,0.11087230594797422,8.912769405202578,31.087230594797422
HSV1.nasal,Died,33,32.67326732673268,"n=33
(32.7%)",101,0.3267326732673268,0.09146974253172238,23.52629307356044,41.820241579904916
HSV1.nasal,Non-responders,25,24.752475247524753,"n=25
(24.8%)",101,0.24752475247524752,0.08416719052913303,16.33575619461145,33.16919430043806
HSV1.nasal,PRO Minimal,23,22.772277227722775,"n=23
(22.8%)",101,0.22772277227722776,0.081785676377674,14.593709589955374,30.950844865490176
HSV1.nasal,PRO PASC Group,20,19.801980198019802,"n=20
(19.8%)",101,0.19801980198019803,0.07771834389484539,12.030145808535263,27.57381458750434
HSV2.nasal,Died,2,50,"n=2
(50%)",4,0.5,0.4899909961350134,1.0009003864986568,98.99909961350134
HSV2.nasal,PRO Minimal,1,25,"n=1
(25%)",4,0.25,0.4243446502785643,-17.434465027856426,67.43446502785642
HSV2.nasal,PRO PASC Group,1,25,"n=1
(25%)",4,0.25,0.4243446502785643,-17.434465027856426,67.43446502785642
CMV.pbmc,Died,13,31.70731707317073,"n=13
(31.7%)",41,0.3170731707317073,0.14243705895394249,17.463611177776485,45.95102296856498
CMV.pbmc,Non-responders,12,29.268292682926827,"n=12
(29.3%)",41,0.2926829268292683,0.13927139571339348,15.341153111587479,43.19543225426617
CMV.pbmc,PRO Minimal,13,31.70731707317073,"n=13
(31.7%)",41,0.3170731707317073,0.14243705895394249,17.463611177776485,45.95102296856498
CMV.pbmc,PRO PASC Group,3,7.317073170731707,"n=3
(7.3%)",41,0.07317073170731707,0.07971218827056717,-0.6541456563250101,15.288291997788424
EBV.nasal,Died,27,36,"n=27
(36%)",75,0.36,0.10863223047131247,25.13677695286875,46.86322304713125
EBV.nasal,Non-responders,22,29.333333333333332,"n=22
(29.3%)",75,0.29333333333333333,0.10303991010956913,19.02934232237642,39.63732434429025
EBV.nasal,PRO Minimal,15,20,"n=15
(20%)",75,0.2,0.09052685872609373,10.947314127390626,29.052685872609374
EBV.nasal,PRO PASC Group,11,14.666666666666666,"n=11
(14.7%)",75,0.14666666666666667,0.08006496635839025,6.660170030827642,22.673163302505692
EBV.pbmc,Died,63,22.183098591549296,"n=63
(22.2%)",284,0.22183098591549297,0.048321120066104326,17.350986584938862,27.01521059815973
EBV.pbmc,Non-responders,97,34.154929577464785,"n=97
(34.2%)",284,0.3415492957746478,0.055154030043703166,28.639526573094468,39.6703325818351
EBV.pbmc,PRO Minimal,70,24.647887323943664,"n=70
(24.6%)",284,0.24647887323943662,0.050121780198134784,19.635709304130184,29.660065343757143
EBV.pbmc,PRO PASC Group,54,19.014084507042252,"n=54
(19%)",284,0.19014084507042253,0.045638501769692905,14.450234330072963,23.57793468401154
Virus Negative,Died,58,9.177215189873419,"n=58
(9.2%)",632,0.09177215189873418,0.022508285571223023,6.926386632751116,11.428043746995721
Virus Negative,Non-responders,228,36.075949367088604,"n=228
(36.1%)",632,0.36075949367088606,0.03743954650884407,32.3319947162042,39.81990401797301
Virus Negative,PRO Minimal,210,33.22784810126582,"n=210
(33.2%)",632,0.3322784810126582,0.036723016386395246,29.555546462626296,36.900149739905345
Virus Negative,PRO PASC Group,136,21.518987341772153,"n=136
(21.5%)",632,0.21518987341772153,0.03203928133904087,18.315059207868067,24.72291547567624
