"","gene_name","logFC","AveExpr","t","P.Value","adj.P.Val","B","virus","knock_in"
"1","ENSG00000000003",-0.332478321506228,-1.06127437299221,-4.16766930040871,3.20154952176657e-05,0.000226151658189636,2.12509750900083,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"2","ENSG00000000419",-0.112712285196928,5.30384760824392,-3.13201121159139,0.00175995167001879,0.00622916625715613,-2.18849433450171,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"3","ENSG00000000457",-0.0898565876070504,3.590437093058,-3.13923902516081,0.00171731027634409,0.00610071521793664,-1.99806624804976,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"4","ENSG00000000460",0.053314914475946,2.53972393391358,2.0320775418223,0.0422708830919889,0.0851435090163704,-4.69302849432581,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"5","ENSG00000000938",0.0865224506627333,9.52166339174053,3.14092796586598,0.00170748418682969,0.00607287392180294,-2.13607301305826,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"6","ENSG00000000971",-0.22107764631968,2.15846411869593,-3.34270947675338,0.000844141643028205,0.00338767369899477,-1.11937396680362,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"7","ENSG00000001036",-0.0530542966136596,5.42325315420698,-1.86197816960409,0.0627451369685872,0.116975958284958,-5.33598173792244,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"8","ENSG00000001084",0.010684703117142,4.41429594090347,0.266194557098144,0.7901153913692,0.847822948152994,-6.94914076689817,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"9","ENSG00000001167",-0.0650271323538694,5.08043928648326,-2.30036316004779,0.0215248222463699,0.0491909453950209,-4.41309147295011,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"10","ENSG00000001460",-0.0398978779043533,1.96939098908907,-1.39914545314308,0.161916397654716,0.251676393863078,-5.64573619178451,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"11","ENSG00000001461",0.0280132168434651,5.5527576002954,0.93882164800119,0.347929809367948,0.460362154976872,-6.61060268847547,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"12","ENSG00000001497",-0.00861796849259116,5.41713085127718,-0.419494094281125,0.674897788451891,0.75795489687728,-6.96224461302929,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"13","ENSG00000001561",0.0688845174807204,4.08674330198973,1.58541483608529,0.113022006676827,0.187504779601045,-5.70820705319493,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"14","ENSG00000001629",0.00370539208863598,4.15273792063749,0.162902819729321,0.870610555148921,0.908609981706254,-6.94118339156697,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"15","ENSG00000001630",-0.0875783421239764,1.33757042983347,-1.8135107180174,0.0698951423457443,0.127703784437612,-4.91596619683521,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"16","ENSG00000001631",-0.0462172922398881,4.16412409072661,-1.78935426053183,0.0737012044952019,0.133116072074832,-5.35267680457759,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"17","ENSG00000002016",0.0273704367174979,3.2229510297224,0.666781106364316,0.504984889109237,0.612001554350929,-6.60107699293982,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"18","ENSG00000002330",-0.119274166755555,3.39876822951109,-2.89608899600936,0.00381735031306624,0.0118482887939471,-2.72568788959908,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"19","ENSG00000002549",-0.0411043906552607,7.30196030556063,-0.964817218783181,0.334746967823018,0.446101770402071,-6.59823475461578,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"20","ENSG00000002586",-0.0400479598678308,8.18857780819657,-0.989363931684141,0.32259858927249,0.433574778472868,-6.56283693867497,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"21","ENSG00000002587",-0.0994138370963118,0.533659686632904,-1.41156581040886,0.158225332424061,0.246945950366186,-5.41128612520928,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"22","ENSG00000002726",-0.454061104581685,-1.05188913894079,-2.93667007586829,0.00335349956520068,0.0106125850893197,-2.07693547941834,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"23","ENSG00000002745",0.249959370806932,-0.353570962381463,3.22010885155305,0.00130090073480544,0.00484265326422691,-1.26552305180317,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"24","ENSG00000002822",-0.0996033042744655,5.94594133883612,-3.64825637023604,0.000270434093044492,0.00131854633287235,-0.476029032863599,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"25","ENSG00000002834",0.0861280375523821,7.46980994564073,3.42125580239558,0.000635204732013403,0.00267757522938696,-1.26111863177428,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"26","ENSG00000002919",-0.0156688757037054,5.9100543449323,-0.678113148064702,0.497774333960989,0.606422220274683,-6.84019409334693,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"27","ENSG00000002933",-0.359383813317219,3.96468203114253,-2.74252116652327,0.00614847311057257,0.0176420749432116,-3.1932024449922,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"28","ENSG00000003056",-0.0323508340944594,7.25792883528074,-1.36064768504333,0.173770420517348,0.266391044521457,-6.14570981938756,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
"29","ENSG00000003096",-0.0537701031193869,-1.11746321102002,-0.729119140643665,0.466009734800677,0.577932918599376,-5.87352803290174,"Human gammaherpesvirus 4 (EBV).pbmc",FALSE
