"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","dir","database","virus","knock_in"
"R-HSA-702633","R-HSA-70263","Gluconeogenesis","1/387","26/8020",0.724165232172433,0.999992867627568,0.909457809553911,"1468",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-88642604","R-HSA-8864260","Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors","1/387","26/8020",0.724165232172433,0.999992867627568,0.909457809553911,"4605",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-89824914","R-HSA-8982491","Glycogen metabolism","1/387","26/8020",0.724165232172433,0.999992867627568,0.909457809553911,"7314",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-9010424","R-HSA-901042","Calnexin/calreticulin cycle","1/387","26/8020",0.724165232172433,0.999992867627568,0.909457809553911,"7314",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-9774434","R-HSA-977443","GABA receptor activation","1/387","26/8020",0.724165232172433,0.999992867627568,0.909457809553911,"2788",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-56689144","R-HSA-5668914","Diseases of metabolism","7/387","171/8020",0.725502503832551,0.999992867627568,0.909457809553911,"2730/6382/8818/1588/22934/7314/4582",7,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-14832064","R-HSA-1483206","Glycerophospholipid biosynthesis","4/387","102/8020",0.732480870136415,0.999992867627568,0.909457809553911,"43/129642/162466/255043",4,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-1941384","R-HSA-194138","Signaling by VEGF","4/387","102/8020",0.732480870136415,0.999992867627568,0.909457809553911,"857/5228/55615/6300",4,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-1636854","R-HSA-163685","Integration of energy metabolism","3/387","78/8020",0.733760451160135,0.999992867627568,0.909457809553911,"6513/51094/2788",3,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-21229484","R-HSA-2122948","Activated NOTCH1 Transmits Signal to the Nucleus","1/387","27/8020",0.737518754207618,0.999992867627568,0.909457809553911,"7314",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-3816764","R-HSA-381676","Glucagon-like Peptide-1 (GLP1) regulates insulin secretion","1/387","27/8020",0.737518754207618,0.999992867627568,0.909457809553911,"2788",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-3899584","R-HSA-389958","Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding","1/387","27/8020",0.737518754207618,0.999992867627568,0.909457809553911,"7280",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-3909184","R-HSA-390918","Peroxisomal lipid metabolism","1/387","27/8020",0.737518754207618,0.999992867627568,0.909457809553911,"55289",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-40850014","R-HSA-4085001","Sialic acid metabolism","1/387","27/8020",0.737518754207618,0.999992867627568,0.909457809553911,"27090",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-47912754","R-HSA-4791275","Signaling by WNT in cancer","1/387","27/8020",0.737518754207618,0.999992867627568,0.909457809553911,"8323",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-96945484","R-HSA-9694548","Maturation of spike protein","1/387","27/8020",0.737518754207618,0.999992867627568,0.909457809553911,"27090",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-9776064","R-HSA-977606","Regulation of Complement cascade","1/387","27/8020",0.737518754207618,0.999992867627568,0.909457809553911,"966",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-4274134","R-HSA-427413","NoRC negatively regulates rRNA expression","3/387","79/8020",0.741650380814725,0.999992867627568,0.909457809553911,"3017/3014/8355",3,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-32148414","R-HSA-3214841","PKMTs methylate histone lysines","2/387","54/8020",0.742355008110473,0.999992867627568,0.909457809553911,"387893/8355",2,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-747524","R-HSA-74752","Signaling by Insulin receptor","2/387","54/8020",0.742355008110473,0.999992867627568,0.909457809553911,"2247/245973",2,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-3727904","R-HSA-372790","Signaling by GPCR","21/387","489/8020",0.744840685151505,0.999992867627568,0.909457809553911,"8630/7504/7984/1894/6382/29899/4283/6004/8323/5368/2788/9628/389337/1645/257313/23365/128372/3792/2532/445328/343171",21,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-52509134","R-HSA-5250913","Positive epigenetic regulation of rRNA expression","3/387","80/8020",0.749353803416117,0.999992867627568,0.909457809553911,"3017/3014/8355",3,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-55787494","R-HSA-5578749","Transcriptional regulation by small RNAs","3/387","80/8020",0.749353803416117,0.999992867627568,0.909457809553911,"3017/3014/8355",3,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-46412624","R-HSA-4641262","Disassembly of the destruction complex and recruitment of AXIN to the membrane","1/387","28/8020",0.750227404541866,0.999992867627568,0.909457809553911,"857",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-52056474","R-HSA-5205647","Mitophagy","1/387","28/8020",0.750227404541866,0.999992867627568,0.909457809553911,"7314",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-53395624","R-HSA-5339562","Uptake and actions of bacterial toxins","1/387","28/8020",0.750227404541866,0.999992867627568,0.909457809553911,"6857",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-56552534","R-HSA-5655253","Signaling by FGFR2 in disease","1/387","28/8020",0.750227404541866,0.999992867627568,0.909457809553911,"2247",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-96097364","R-HSA-9609736","Assembly and cell surface presentation of NMDA receptors","1/387","28/8020",0.750227404541866,0.999992867627568,0.909457809553911,"7280",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-4223564","R-HSA-422356","Regulation of insulin secretion","2/387","55/8020",0.751516452437798,0.999992867627568,0.909457809553911,"6513/2788",2,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-89418584","R-HSA-8941858","Regulation of RUNX3 expression and activity","2/387","55/8020",0.751516452437798,0.999992867627568,0.909457809553911,"1029/7314",2,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-88781714","R-HSA-8878171","Transcriptional regulation by RUNX1","8/387","200/8020",0.75651747652051,0.999992867627568,0.909457809553911,"7161/2623/4602/3017/6886/7314/3014/8355",8,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-56547384","R-HSA-5654738","Signaling by FGFR2","2/387","56/8020",0.76039652065305,0.999992867627568,0.909457809553911,"2247/7314",2,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-695414","R-HSA-69541","Stabilization of p53","2/387","56/8020",0.76039652065305,0.999992867627568,0.909457809553911,"1029/7314",2,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-1123994","R-HSA-112399","IRS-mediated signalling","1/387","29/8020",0.762322248691303,0.999992867627568,0.909457809553911,"2247",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-19801454","R-HSA-1980145","Signaling by NOTCH2","1/387","29/8020",0.762322248691303,0.999992867627568,0.909457809553911,"7314",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-52134604","R-HSA-5213460","RIPK1-mediated regulated necrosis","1/387","29/8020",0.762322248691303,0.999992867627568,0.909457809553911,"7314",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-52188594","R-HSA-5218859","Regulated Necrosis","1/387","29/8020",0.762322248691303,0.999992867627568,0.909457809553911,"7314",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-53579564","R-HSA-5357956","TNFR1-induced NFkappaB signaling pathway","1/387","29/8020",0.762322248691303,0.999992867627568,0.909457809553911,"7314",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-56754824","R-HSA-5675482","Regulation of necroptotic cell death","1/387","29/8020",0.762322248691303,0.999992867627568,0.909457809553911,"7314",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-1994184","R-HSA-199418","Negative regulation of the PI3K/AKT network","3/387","82/8020",0.764208939541638,0.999992867627568,0.909457809553911,"8395/2247/5305",3,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-52509414","R-HSA-5250941","Negative epigenetic regulation of rRNA expression","3/387","82/8020",0.764208939541638,0.999992867627568,0.909457809553911,"3017/3014/8355",3,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-12216324","R-HSA-1221632","Meiotic synapsis","2/387","57/8020",0.769000954405368,0.999992867627568,0.909457809553911,"3017/3014",2,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-1631254","R-HSA-163125","Post-translational modification: synthesis of GPI-anchored proteins","2/387","57/8020",0.769000954405368,0.999992867627568,0.909457809553911,"2822/8818",2,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-1571184","R-HSA-157118","Signaling by NOTCH","8/387","203/8020",0.770815700314095,0.999992867627568,0.909457809553911,"4904/7029/9787/3017/7314/5087/3014/8355",8,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-738544","R-HSA-73854","RNA Polymerase I Promoter Clearance","3/387","83/8020",0.771364882996679,0.999992867627568,0.909457809553911,"3017/3014/8355",3,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-12225564","R-HSA-1222556","ROS and RNS production in phagocytes","1/387","30/8020",0.77383285934785,0.999992867627568,0.909457809553911,"245973",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-1876874","R-HSA-187687","Signalling to ERKs","1/387","30/8020",0.77383285934785,0.999992867627568,0.909457809553911,"6300",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-32996854","R-HSA-3299685","Detoxification of Reactive Oxygen Species","1/387","30/8020",0.77383285934785,0.999992867627568,0.909457809553911,"7001",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-56553024","R-HSA-5655302","Signaling by FGFR1 in disease","1/387","30/8020",0.77383285934785,0.999992867627568,0.909457809553911,"2247",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-68047584","R-HSA-6804758","Regulation of TP53 Activity through Acetylation","1/387","30/8020",0.77383285934785,0.999992867627568,0.909457809553911,"5305",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-88536594","R-HSA-8853659","RET signaling","1/387","30/8020",0.77383285934785,0.999992867627568,0.909457809553911,"5909",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-90226924","R-HSA-9022692","Regulation of MECP2 expression and activity","1/387","30/8020",0.77383285934785,0.999992867627568,0.909457809553911,"9212",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-9177294","R-HSA-917729","Endosomal Sorting Complex Required For Transport (ESCRT)","1/387","30/8020",0.77383285934785,0.999992867627568,0.909457809553911,"7314",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-738644","R-HSA-73864","RNA Polymerase I Transcription","3/387","84/8020",0.778342756273459,0.999992867627568,0.909457809553911,"3017/3014/8355",3,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-1666584","R-HSA-166658","Complement cascade","1/387","31/8020",0.784787387937635,0.999992867627568,0.909457809553911,"966",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-96157104","R-HSA-9615710","Late endosomal microautophagy","1/387","31/8020",0.784787387937635,0.999992867627568,0.909457809553911,"7314",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-56788954","R-HSA-5678895","Defective CFTR causes cystic fibrosis","2/387","59/8020",0.785406372923674,0.999992867627568,0.909457809553911,"91319/7314",2,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-18522414","R-HSA-1852241","Organelle biogenesis and maintenance","11/387","277/8020",0.789613813728546,0.999992867627568,0.909457809553911,"27077/4751/89891/7283/7280/10733/1069/200132/5347/983/6300",11,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-15669484","R-HSA-1566948","Elastic fibre formation","1/387","32/8020",0.79521263275778,0.999992867627568,0.909457809553911,"4053",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-3893564","R-HSA-389356","CD28 co-stimulation","1/387","32/8020",0.79521263275778,0.999992867627568,0.909457809553911,"55615",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-4327204","R-HSA-432720","Lysosome Vesicle Biogenesis","1/387","32/8020",0.79521263275778,0.999992867627568,0.909457809553911,"9829",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-772894","R-HSA-77289","Mitochondrial Fatty Acid Beta-Oxidation","1/387","32/8020",0.79521263275778,0.999992867627568,0.909457809553911,"6296",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-15009314","R-HSA-1500931","Cell-Cell communication","3/387","87/8020",0.798232278356467,0.999992867627568,0.909457809553911,"999/1308/23705",3,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-68093714","R-HSA-6809371","Formation of the cornified envelope","1/387","33/8020",0.805134103854767,0.999992867627568,0.909457809553911,"3848",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-32148474","R-HSA-3214847","HATs acetylate histones","4/387","114/8020",0.807381324048358,0.999992867627568,0.909457809553911,"3017/8329/8355/8332",4,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-4185944","R-HSA-418594","G alpha (i) signalling events","9/387","235/8020",0.807402415259034,0.999992867627568,0.909457809553911,"8630/6382/29899/4283/6004/5368/2788/9628/1645",9,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-14451484","R-HSA-1445148","Translocation of SLC2A4 (GLUT4) to the plasma membrane","2/387","62/8020",0.808095475425024,0.999992867627568,0.909457809553911,"7280/5872",2,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-1123154","R-HSA-112315","Transmission across Chemical Synapses","6/387","164/8020",0.810331555601836,0.999992867627568,0.909457809553911,"6857/43/7915/7280/7102/2788",6,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-53579054","R-HSA-5357905","Regulation of TNFR1 signaling","1/387","34/8020",0.814576084799829,0.999992867627568,0.909457809553911,"7314",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-68055674","R-HSA-6805567","Keratinization","1/387","34/8020",0.814576084799829,0.999992867627568,0.909457809553911,"3848",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-747514","R-HSA-74751","Insulin receptor signalling cascade","1/387","34/8020",0.814576084799829,0.999992867627568,0.909457809553911,"2247",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-9364404","R-HSA-936440","Negative regulators of DDX58/IFIH1 signaling","1/387","34/8020",0.814576084799829,0.999992867627568,0.909457809553911,"7314",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-3730764","R-HSA-373076","Class A/1 (Rhodopsin-like receptors)","6/387","165/8020",0.814855195936602,0.999992867627568,0.909457809553911,"7504/4283/5368/257313/3792/2532",6,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-1689284","R-HSA-168928","DDX58/IFIH1-mediated induction of interferon-alpha/beta","2/387","63/8020",0.815170886654194,0.999992867627568,0.909457809553911,"6283/7314",2,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-90093914","R-HSA-9009391","Extra-nuclear estrogen signaling","2/387","63/8020",0.815170886654194,0.999992867627568,0.909457809553911,"857/2788",2,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-96945164","R-HSA-9694516","SARS-CoV-2 Infection","2/387","63/8020",0.815170886654194,0.999992867627568,0.909457809553911,"27090/7314",2,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-90185194","R-HSA-9018519","Estrogen-dependent gene expression","4/387","116/8020",0.81804474815936,0.999992867627568,0.909457809553911,"4602/3017/3014/8355",4,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-1740844","R-HSA-174084","Autodegradation of Cdh1 by Cdh1:APC/C","2/387","64/8020",0.822012551471778,0.999992867627568,0.909457809553911,"7314/11065",2,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-1902364","R-HSA-190236","Signaling by FGFR","2/387","64/8020",0.822012551471778,0.999992867627568,0.909457809553911,"2247/7314",2,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-68068344","R-HSA-6806834","Signaling by MET","2/387","64/8020",0.822012551471778,0.999992867627568,0.909457809553911,"57610/7314",2,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-16606624","R-HSA-1660662","Glycosphingolipid metabolism","1/387","35/8020",0.823561691509379,0.999992867627568,0.909457809553911,"7357",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-32148424","R-HSA-3214842","HDMs demethylate histones","1/387","35/8020",0.823561691509379,0.999992867627568,0.909457809553911,"8355",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-37694024","R-HSA-3769402","Deactivation of the beta-catenin transactivating complex","1/387","35/8020",0.823561691509379,0.999992867627568,0.909457809553911,"7314",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-5326684","R-HSA-532668","N-glycan trimming in the ER and Calnexin/Calreticulin cycle","1/387","35/8020",0.823561691509379,0.999992867627568,0.909457809553911,"7314",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-4185554","R-HSA-418555","G alpha (s) signalling events","3/387","92/8020",0.82805844647032,0.999992867627568,0.909457809553911,"2788/128372/343171",3,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-89505054","R-HSA-8950505","Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation","1/387","36/8020",0.832112928251504,0.999992867627568,0.909457809553911,"759",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-4002534","R-HSA-400253","Circadian Clock","2/387","66/8020",0.8350186595777,0.999992867627568,0.909457809553911,"79365/7314",2,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-5007924","R-HSA-500792","GPCR ligand binding","8/387","219/8020",0.836889052711892,0.999992867627568,0.909457809553911,"7504/4283/8323/5368/2788/257313/3792/2532",8,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-2121654","R-HSA-212165","Epigenetic regulation of gene expression","4/387","120/8020",0.837918400825618,0.999992867627568,0.909457809553911,"3017/3014/8355/29128",4,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-44200974","R-HSA-4420097","VEGFA-VEGFR2 Pathway","3/387","94/8020",0.838890572494539,0.999992867627568,0.909457809553911,"857/55615/6300",3,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-16380914","R-HSA-1638091","Heparan sulfate/heparin (HS-GAG) metabolism","1/387","37/8020",0.84025074097278,0.999992867627568,0.909457809553911,"6382",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-21721274","R-HSA-2172127","DAP12 interactions","1/387","37/8020",0.84025074097278,0.999992867627568,0.909457809553911,"23601",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-3904714","R-HSA-390471","Association of TriC/CCT with target proteins during biosynthesis","1/387","37/8020",0.84025074097278,0.999992867627568,0.909457809553911,"9134",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-56190844","R-HSA-5619084","ABC transporter disorders","2/387","67/8020",0.841195014798366,0.999992867627568,0.909457809553911,"91319/7314",2,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-3737524","R-HSA-373752","Netrin-1 signaling","1/387","38/8020",0.84799506807331,0.999992867627568,0.909457809553911,"6300",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-96638914","R-HSA-9663891","Selective autophagy","2/387","69/8020",0.852923712425385,0.999992867627568,0.909457809553911,"7280/7314",2,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-14335574","R-HSA-1433557","Signaling by SCF-KIT","1/387","39/8020",0.855364888751791,0.999992867627568,0.909457809553911,"1111",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-39069954","R-HSA-3906995","Diseases associated with O-glycosylation of proteins","1/387","39/8020",0.855364888751791,0.999992867627568,0.909457809553911,"4582",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-89392114","R-HSA-8939211","ESR-mediated signaling","6/387","175/8020",0.855553180045412,0.999992867627568,0.909457809553911,"857/4602/3017/2788/3014/8355",6,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-21427534","R-HSA-2142753","Arachidonic acid metabolism","1/387","40/8020",0.862378269036599,0.999992867627568,0.909457809553911,"22949",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-741584","R-HSA-74158","RNA Polymerase III Transcription","1/387","40/8020",0.862378269036599,0.999992867627568,0.909457809553911,"4784",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-7494764","R-HSA-749476","RNA Polymerase III Abortive And Retractive Initiation","1/387","40/8020",0.862378269036599,0.999992867627568,0.909457809553911,"4784",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-37818654","R-HSA-3781865","Diseases of glycosylation","3/387","99/8020",0.863427672360495,0.999992867627568,0.909457809553911,"6382/8818/4582",3,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-68075054","R-HSA-6807505","RNA polymerase II transcribes snRNA genes","2/387","72/8020",0.869042856644351,0.999992867627568,0.909457809553911,"22936/79035",2,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-16606614","R-HSA-1660661","Sphingolipid de novo biosynthesis","1/387","41/8020",0.869052405613396,0.999992867627568,0.909457809553911,"79152",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-14832574","R-HSA-1483257","Phospholipid metabolism","6/387","179/8020",0.869643474015142,0.999992867627568,0.909457809553911,"43/8395/129642/5305/162466/255043",6,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-24261684","R-HSA-2426168","Activation of gene expression by SREBF (SREBP)","1/387","42/8020",0.875403667554443,0.999992867627568,0.909457809553911,"79071",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-3801084","R-HSA-380108","Chemokine receptors bind chemokines","1/387","42/8020",0.875403667554443,0.999992867627568,0.909457809553911,"4283",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-3883964","R-HSA-388396","GPCR downstream signalling","17/387","447/8020",0.877821926815726,0.999992867627568,0.909457809553911,"8630/7984/1894/6382/29899/4283/6004/5368/2788/9628/389337/1645/257313/23365/128372/445328/343171",17,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-2110004","R-HSA-211000","Gene Silencing by RNA","3/387","103/8020",0.880635140869355,0.999992867627568,0.909457809553911,"3017/3014/8355",3,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-12279864","R-HSA-1227986","Signaling by ERBB2","1/387","43/8020",0.881447636049859,0.999992867627568,0.909457809553911,"7314",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-5129884","R-HSA-512988","Interleukin-3, Interleukin-5 and GM-CSF signaling","1/387","43/8020",0.881447636049859,0.999992867627568,0.909457809553911,"7314",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-758934","R-HSA-75893","TNF signaling","1/387","43/8020",0.881447636049859,0.999992867627568,0.909457809553911,"7314",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-9368374","R-HSA-936837","Ion transport by P-type ATPases","1/387","43/8020",0.881447636049859,0.999992867627568,0.909457809553911,"482",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-31082144","R-HSA-3108214","SUMOylation of DNA damage response and repair proteins","2/387","75/8020",0.883526711501611,0.999992867627568,0.909457809553911,"1069/1029",2,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-88781664","R-HSA-8878166","Transcriptional regulation by RUNX2","3/387","104/8020",0.884624888151481,0.999992867627568,0.909457809553911,"891/983/7314",3,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-1968544","R-HSA-196854","Metabolism of vitamins and cofactors","5/387","158/8020",0.885240898651825,0.999992867627568,0.909457809553911,"6382/6513/6947/1645/1719",5,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-1779294","R-HSA-177929","Signaling by EGFR","1/387","44/8020",0.887199142236233,0.999992867627568,0.909457809553911,"7314",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-90205914","R-HSA-9020591","Interleukin-12 signaling","1/387","44/8020",0.887199142236233,0.999992867627568,0.909457809553911,"759",1,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-4281574","R-HSA-428157","Sphingolipid metabolism","2/387","76/8020",0.888016240495722,0.999992867627568,0.909457809553911,"79152/7357",2,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
"R-HSA-1957214","R-HSA-195721","Signaling by WNT","9/387","261/8020",0.890116646950889,0.999992867627568,0.909457809553911,"857/8395/6423/3017/8323/7314/2788/3014/8355",9,"up","Reactome","Human gammaherpesvirus 4 (EBV).nasal",FALSE
