"","Corynebacterium","Prevotella","Mycoplasma","Staphylococcus","Dolosigranulum","Anaerococcus","Peptoniphilus","Veillonella","Alloprevotella","Finegoldia","Lawsonella","Schaalia","Porphyromonas","Dermacoccus","Pseudomonas","Agrobacterium","Paraprevotella","Cutibacterium","Actinomyces","Capnocytophaga","Enterococcus","Streptococcus","Campylobacter","Haemophilus","Klebsiella","Thauera","Deinococcus","Rothia","Achromobacter","Leptotrichia","Bacteroides","Moraxella","Lautropia","Lacticaseibacillus","Escherichia","Rhizobium","Megasphaera","Abiotrophia","Arcanobacterium","Psychrobacter","Leuconostoc","Fusobacterium","Chroococcidiopsis","Neisseria","Actinotignum","Paraburkholderia","Bifidobacterium","Brochothrix","Eikenella","Streptomyces"
"ermb",-0.0245870892672254,0.36976706752353,0.253774600492972,-0.118253591691796,-0.190141226774858,0.106247085567776,0.112390372569269,0.262296118286044,0.329996190213528,0.0316663667335152,-0.113772255008881,0.176111578538098,0.132525079431699,-0.0301186196618769,-0.0427163820641974,0.0861003171794806,0.378575252448784,-0.0301186196618769,0.125504010480562,0.230505600350516,0.336246425114371,0.10242704002769,0.170611583089384,0.0653401906602084,0.0995901936125287,-0.0301186196618769,-0.0748438842601663,0.116595381900943,0,0.0516116485007176,0.118743537278631,-0.0748438842601663,0.0512539347777312,0.223010054103236,-0.0748438842601663,0.00826846721350408,0.375666293548477,0.211356753154384,0.200039739504485,-0.0524670752427511,-0.0301186196618769,0.0412973256284769,-0.0524670752427511,-0.0524670752427511,0.0974406465444717,-0.0301186196618769,0.0538289278317635,-0.0427163820641974,0.0523478047810923,-0.0301186196618769
"mphc",0.0709141584365404,-0.0681158490498635,0.064477484653383,0.316213768223772,-0.0856655027816611,-0.0128153622205381,-0.0517134304662225,-0.0164119394472077,-0.0149092031309876,0.0688548987783839,-0.059303233442906,0.160547960416156,-0.106216269489228,0.145336660893124,-0.0205246838433934,-0.174154471381319,-0.0329622217159018,-0.0618098442878804,0.0265733836895389,-0.105962378408103,-0.0278118324396981,-0.113311725780724,-0.0132753733766501,0.0596653393926376,-0.0876631450435172,0.126125493073918,-0.0674871987300063,0.0362431257577599,0,-0.000750566006946622,0.0133970171968994,-0.105785294459214,-0.0589311707565974,-0.00563727687867214,-0.0337040638062861,-0.105785294459214,0.0125254295643544,-0.0517125108019029,0.302410464318315,-0.0523817763062455,-0.0618098442878804,-0.0018000254048657,0.000249437030029741,-0.0189710718950397,0.179396206435563,0.120278615911551,0.0410269942968486,-0.0876631450435172,-0.0735655821661549,0.120278615911551
"msra",-0.0585664492076059,-0.0422366523763677,0.0572126057821374,0.223600453388799,-0.13127289424918,0.0516223725018925,-0.002270241019172,0.0621148214410523,0.0501555539969825,0.0977517306456318,-0.00106404803899044,0.141385998995589,-0.0487234296089438,-0.0618869949352953,-0.0140639439110486,-0.0170798954064708,0.000274162072318892,-0.0618869949352953,0.0792337812634726,-0.0622269415775962,0.0068547468318305,-0.123130680500626,0.00378350236036011,-3.18301109757188e-05,-0.0877725656135324,0.142172826202705,-0.0654338508502203,0.0333061303030809,0,0.0125196137827929,0.013352731554314,-0.153787362706053,-0.0724243151819143,-0.00810017231903915,0.0335046650693445,0.0411801784872863,0.0672649820194377,-0.0140566003853075,0.180689419104037,-0.107808048850521,-0.0618869949352953,0.0375623302705761,0.0814928949959653,-0.0185146795863752,0.156981759436492,-0.0618869949352953,0.106792725647608,-0.0877725656135324,-0.0919220854660155,-0.0618869949352953
"ermx",0.55540627322665,-0.177795321845422,-0.145299228170349,-0.208605903977264,0.417286318977579,-0.0198127372586443,-0.0201424443274936,-0.164792970343491,-0.0170078867325315,0.00599503536692278,0.0345955063452766,-0.0228267084333708,-0.0239324407983093,0.182889584454497,-0.0551570266939498,-0.0252987725874635,-0.0171438242983529,-0.0388903139357264,0.0087002108994644,-0.117644896380802,-0.0511622773747912,-0.0773782308339372,-0.0793168340973443,0.176093691253872,0.0567499786617905,0.172378688796193,0.0455569761384605,-0.0551570266939498,0,-0.0440330322115119,-0.0543696189212713,0.0472982605818876,-0.0784533936685182,-0.0677474947519826,-0.0966412866101994,-0.0966412866101994,-0.100958338304726,-0.0966412866101994,0.0671701577592611,-0.0677474947519826,-0.0388903139357264,-0.0761799804176656,-0.0677474947519826,-0.0677474947519826,0.0428538397024614,-0.0388903139357264,-0.0784533936685182,-0.0551570266939498,0.128371454207394,-0.0388903139357264
"mel",0.0229772700506764,0.223315771132473,0.152375179677165,-0.14161338429281,-0.166671130948404,0.109938366526495,0.126972700613216,0.479236653459363,0.288198333434222,0.115709877668494,-0.0431141424109024,0.407283753267189,0.0988289928087658,-0.0264009257055748,-0.0374436824113587,-0.00533506027030959,0.217548271752784,-0.0264009257055748,0.0598747659145246,0.313032268396784,0.016602416293788,0.442721290117113,0.0635549835711568,0.0375883186486858,-0.0374436824113587,-0.0264009257055748,-0.0656055240928047,0.146880586373339,0,0.336893094568622,0.032696416467886,-0.0656055240928047,0.0665852164053835,0.249419970327029,0.0260777847647088,0.0444933704749698,0.105744415248747,0.244184089523164,0.0746346808410158,-0.0459907980851455,0.232050241727947,0.0878288513370451,0.104084437771645,-0.0459907980851455,0.124254951114002,-0.0264009257055748,0.0793192185805771,-0.0374436824113587,-0.0121066822246769,-0.0264009257055748
"ermc",0.0143982440335875,-0.0643488632464656,-0.1373665726011,0.195153920214062,-0.148991176464013,0.0533873886275767,0.073603903383052,0.0115055038096913,-0.0802036152004248,0.149802227006302,-0.163704222900504,0.096745471218824,-0.104344381921814,-0.0520144839968636,-0.073770664002058,-0.0110725129065298,-0.0441984275023204,-0.0520144839968636,0.0564105955727496,-0.0440667806266639,0.0710726056854459,-0.0592352403337693,0.00524361893892971,0.101893735810431,-0.073770664002058,-0.0520144839968636,-0.0799722196653595,0.0266446555893148,0,-0.119803844351862,-0.0815536720307258,0.0328293602384231,0.0999666208613685,0.177574751766544,-0.129254463312643,-0.0278247292943966,0.0254201020835169,-0.0524658511180384,0.0949218009940234,0.0926542948597382,-0.0520144839968636,0.0494434275993539,0.00472243202435702,0.0491882806317716,0.172926972997811,0.152456246197704,0.0273073246127513,0.0643803489389389,0.0542700162327408,0.152456246197704
"erma",0.0346774556530013,0.0055935875118279,0.131535422895695,-0.0988851115016373,-0.147162857501406,0.483236141522764,0.483166783473838,0.0156997736643082,0.19323174068055,0.352149685074914,0.156617311816473,0.101075567452878,0.0583741467484571,-0.0445953569045236,0.0349319331234996,-0.106853516859086,0.0547970939108771,0.141541784957836,-0.0183297058779004,0.0268847094005311,-0.0596918891009568,0.00796716326830255,0.130074170096396,0.108252448551265,-0.0632483269555043,-0.0445953569045236,0.0411518498932884,0.0639711649778529,0,-0.0888765720699523,0.0241527859844965,0.102099538372621,-0.0899621714754182,0.0270790373567133,-0.0385316774703325,-0.110818150638148,0.158627380796205,-0.0224389547254884,0.339137129137053,-0.0776857629086036,-0.0445953569045236,0.0189648106186786,0.0134140634090632,-0.0776857629086036,0.193010302669173,-0.0445953569045236,0.0851567387133772,-0.0632483269555043,0.107675822746627,-0.0445953569045236
"MLS",0.310530390994727,-0.0668472656216485,0.00839234686199827,0.1263116983477,0.0860481985522031,0.156129608424439,0.116551879218814,0.0325412475876256,0.110125728545452,0.179297816801268,-0.0705804800744016,0.10647582719418,-0.0300058964750019,0.131015732930913,-0.0930544006453437,-0.0906144655238252,0.0130864519795155,0.0512015508005868,-0.0160659863966047,-0.0767296253373478,0.03566056236173,-0.0716567212741053,0.0172137973602268,0.140729496997431,-0.0930544006453437,0.108426813460066,-0.0272217353425348,-0.0285772023229159,0,-0.0136231582879138,-0.0153749745735382,-0.00758772905790213,0.0662697726823142,0.0852088578400455,-0.0652067124675328,-0.0990111324366271,0.0585863430006273,-0.0386086749104057,0.260778682853782,-0.0425582080178078,0.0173181715943161,-0.0233148816516913,0.0327968531554399,-0.097646028176587,0.234221234504953,0.118968309213128,0.0253274651849368,-0.0178371049305751,0.0675232263647509,0.118968309213128
