"","group_id","timepoint","shannon"
"600","Azithromycin","Day 0-2",1.27985422583367
"601","Other ABX","Day 4-6",1.97920451743432
"602","Azithromycin","Day 0-2",1.33217904021012
"603","Other ABX","Day 0-2",0.562335144618808
"604","No ABX","Day 0-2",1.89338985268483
"605","Azithromycin","Day 0-2",1.72982013037992
"606","Azithromycin","Day 0-2",1.83672937680434
"607","Azithromycin","Day 4-6",1.40148550271821
"608","No ABX","Day 4-6",0
"609","Azithromycin","Day 0-2",1.73286795139986
"610","Azithromycin","Day 0-2",1.15883026780819
"611","Azithromycin","Day 0-2",0
"612","Azithromycin","Day 0-2",0.799263435942078
"613","No ABX","Day 0-2",0
"614","Other ABX","Day 0-2",0
"615","Other ABX","Day 0-2",0.867563228481461
"616","Other ABX","Day 0-2",0
"617","Azithromycin","Day 0-2",0
"618","Azithromycin","Day 0-2",1.27703425946614
"619","No ABX","Day 0-2",0
"620","Azithromycin","Day 0-2",0
"621","Azithromycin","Day 0-2",1.64693898041731
"622","Other ABX","Day 0-2",0.693147180559945
"623","No ABX","Day 0-2",0.693147180559945
"624","Azithromycin","Day 0-2",2.15941737501804
"625","Azithromycin","Day 0-2",1.09861228866811
"626","Azithromycin","Day 0-2",1.75713515579336
"627","Azithromycin","Day 0-2",0
"628","Other ABX","Day 0-2",0
"629","Azithromycin","Day 0-2",2.07417173782702
"630","Other ABX","Day 0-2",0.636514168294813
"631","Other ABX","Day 0-2",0.443757284260148
"632","Azithromycin","Day 0-2",1.886453124002
"633","No ABX","Day 4-6",1.61161927704607
"634","No ABX","Day 0-2",1.88349049758116
"635","Azithromycin","Day 0-2",0.540204142388861
"636","Other ABX","Day 0-2",1.07679340247921
"637","Other ABX","Day 0-2",1.05040975208594
"638","Other ABX","Day 0-2",1.19804497545444
"639","Other ABX","Day 0-2",0.693147180559945
"640","Other ABX","Day 0-2",1.18733142291086
"641","Azithromycin","Day 0-2",1.96976688754901
"642","Azithromycin","Day 0-2",0.636514168294813
"643","Azithromycin","Day 0-2",2.00512261877151
"644","No ABX","Day 0-2",1.29190600734467
"645","Azithromycin","Day 4-6",1.55958115625988
"646","Azithromycin","Day 4-6",1.17105986999037
"647","Azithromycin","Day 4-6",2.01781064550503
"648","Azithromycin","Day 4-6",0
"649","No ABX","Day 0-2",0.95866671337305
"650","Azithromycin","Day 0-2",1.92644076819787
"651","Azithromycin","Day 0-2",1.78184902629312
"652","Other ABX","Day 4-6",1.28605733687438
"653","Other ABX","Day 0-2",1.66230196407478
"654","Azithromycin","Day 0-2",0.693147180559945
"655","No ABX","Day 0-2",1.07594896111671
"656","No ABX","Day 4-6",1.06142645898758
"657","Other ABX","Day 0-2",1.32966134885476
"658","Azithromycin","Day 0-2",2.22412759704487
"659","Azithromycin","Day 0-2",1.05492016798614
"660","Azithromycin","Day 4-6",1.93452888669716
"661","No ABX","Day 0-2",1.57886554929962
"662","No ABX","Day 4-6",0.746448905518254
"663","Other ABX","Day 0-2",1.78467208732499
"664","Other ABX","Day 4-6",1.60083156678248
"665","Azithromycin","Day 0-2",0.615062863602295
"666","Azithromycin","Day 4-6",1.75643130135662
"667","Other ABX","Day 4-6",1.81825566996095
"668","Other ABX","Day 0-2",0.917245915717075
"669","No ABX","Day 0-2",0.911017539712563
"670","Azithromycin","Day 0-2",1.90042628877741
"671","Azithromycin","Day 0-2",1.54337647191669
"672","Azithromycin","Day 0-2",1.27985422583367
"673","Azithromycin","Day 0-2",2.08883653442753
"674","Other ABX","Day 0-2",1.31085308897004
"675","Azithromycin","Day 0-2",1.18245989143729
"676","Azithromycin","Day 0-2",2.14789964531896
"677","Azithromycin","Day 0-2",0.661563238157982
"678","Other ABX","Day 0-2",1.1423860867061
"679","No ABX","Day 0-2",1.136916591833
"680","No ABX","Day 4-6",0.69510423652653
"681","Azithromycin","Day 0-2",1.40513055225636
"682","Azithromycin","Day 0-2",1.52532228191468
"683","No ABX","Day 4-6",0
"684","No ABX","Day 0-2",1.01140426470735
"685","Other ABX","Day 4-6",0.973292082589962
"686","No ABX","Day 4-6",2.00191615383926
"687","Azithromycin","Day 0-2",1.92174512051363
"688","Other ABX","Day 0-2",1.19271918793839
"689","Azithromycin","Day 0-2",0.0693948810408789
"690","Azithromycin","Day 0-2",1.89490424100449
"691","Azithromycin","Day 0-2",1.72616892344372
"692","Other ABX","Day 0-2",1.51578063186165
"693","Other ABX","Day 0-2",1.79258307094541
"694","Azithromycin","Day 0-2",0.682908104700472
"695","No ABX","Day 0-2",1.83411511716097
"696","Other ABX","Day 0-2",1.44570938489652
"697","Other ABX","Day 0-2",0.950564567813642
"698","Other ABX","Day 0-2",1.18519568484979
"699","Other ABX","Day 4-6",1.97910783761055
"700","Azithromycin","Day 0-2",1.77447683921806
"701","No ABX","Day 0-2",2.08605554268085
"702","No ABX","Day 4-6",1.82640095469042
"703","Azithromycin","Day 0-2",1.090978886209
"704","Azithromycin","Day 4-6",0
"705","Azithromycin","Day 0-2",0
"706","Azithromycin","Day 0-2",1.90109819808535
"707","Azithromycin","Day 0-2",0.693147180559945
"708","Other ABX","Day 0-2",2.14996464392039
"709","Other ABX","Day 0-2",0
"710","Azithromycin","Day 0-2",0.500402423538188
"711","Azithromycin","Day 4-6",0.991771522357594
"712","No ABX","Day 0-2",2.45831381421464
"713","Other ABX","Day 0-2",2.1737137645279
"714","Azithromycin","Day 0-2",1.71383004205914
"715","Azithromycin","Day 0-2",1.89805392343905
"716","Azithromycin","Day 0-2",1.6313454208086
"717","Azithromycin","Day 0-2",1.43084032436975
"718","No ABX","Day 0-2",1.51647344588046
"719","Other ABX","Day 0-2",1.47305432620105
"720","Other ABX","Day 0-2",0.857174043642079
"721","Other ABX","Day 0-2",0
"722","Azithromycin","Day 0-2",1.36494930262827
"723","Azithromycin","Day 0-2",1.05492016798614
"724","Azithromycin","Day 0-2",0.973648923197263
"725","Azithromycin","Day 0-2",1.86706343625786
"726","Azithromycin","Day 0-2",1.33217904021012
"727","Azithromycin","Day 0-2",1.81095114282253
"728","Azithromycin","Day 0-2",1.53798710111736
"729","Other ABX","Day 0-2",1.49386696004031
"730","Other ABX","Day 0-2",0.693147180559945
"731","Other ABX","Day 0-2",1.86995053629899
"732","Azithromycin","Day 0-2",2.02772910715234
"733","No ABX","Day 0-2",1.35642419881436
"734","Azithromycin","Day 0-2",1.17547777229375
"735","No ABX","Day 0-2",1.69574253416963
"736","Azithromycin","Day 4-6",1.7637478099603
"737","Azithromycin","Day 0-2",0
"738","Azithromycin","Day 0-2",2.14478045064722
"739","No ABX","Day 4-6",2.16575129629171
"740","Azithromycin","Day 0-2",1.43730049932448
"741","Azithromycin","Day 0-2",1.75000379888639
"742","No ABX","Day 0-2",0.685954057170235
"743","Azithromycin","Day 0-2",2.18362838985616
"744","Other ABX","Day 0-2",0.607224442578328
"745","No ABX","Day 4-6",1.07201696856319
"746","Azithromycin","Day 0-2",0.282738880066873
"747","No ABX","Day 0-2",1.22453081669646
"748","Other ABX","Day 0-2",1.38629436111989
"749","Other ABX","Day 0-2",1.6328436783713
"750","Other ABX","Day 0-2",1.02965301406457
"751","Other ABX","Day 0-2",1.28485794014697
"752","Other ABX","Day 0-2",0.673011667009257
"753","Other ABX","Day 0-2",0.576782147819448
"754","Other ABX","Day 0-2",0.881532261188164
"755","Azithromycin","Day 0-2",1.6094379124341
"756","Other ABX","Day 0-2",0.994353691762369
"757","Other ABX","Day 0-2",0.063961714103983
"758","Other ABX","Day 0-2",1.59416669911802
"759","Other ABX","Day 0-2",1.6315464625591
"760","No ABX","Day 0-2",0
"761","Other ABX","Day 0-2",0.779511937933378
"762","No ABX","Day 4-6",0.636514168294813
"763","Azithromycin","Day 0-2",1.75045776554126
"764","Azithromycin","Day 0-2",1.73892072162015
"765","Azithromycin","Day 0-2",1.76503682645893
"766","Azithromycin","Day 0-2",2.07764338718359
"767","Other ABX","Day 4-6",2.0112074064474
"768","Azithromycin","Day 0-2",1.03972077083992
"769","No ABX","Day 4-6",1.46481638489081
"770","No ABX","Day 0-2",1.50478828368119
"771","Other ABX","Day 4-6",2.11400968593819
"772","Azithromycin","Day 0-2",2.46998039597542
"773","No ABX","Day 0-2",0.673011667009257
"774","Azithromycin","Day 0-2",2.0808424832981
"775","Azithromycin","Day 0-2",1.03972077083992
"776","Azithromycin","Day 0-2",1.38629436111989
"777","Azithromycin","Day 0-2",0.741674495840537
"778","No ABX","Day 4-6",0
"779","Azithromycin","Day 0-2",0
"780","Azithromycin","Day 0-2",0
"781","Other ABX","Day 0-2",0
"782","No ABX","Day 0-2",1.90013876719117
"783","No ABX","Day 4-6",1.45278755444143
"784","Other ABX","Day 4-6",0.636514168294813
"785","Azithromycin","Day 0-2",1.40489340796319
"786","Azithromycin","Day 0-2",0
"787","Azithromycin","Day 0-2",1.00561791056006
"788","Azithromycin","Day 4-6",2.00611603916435
"789","Azithromycin","Day 4-6",1.53767951549246
"790","Azithromycin","Day 0-2",1.63431352519793
"791","No ABX","Day 0-2",1.36600630654848
"792","Azithromycin","Day 0-2",1.84899573027386
"793","Azithromycin","Day 0-2",1.82006195293755
"794","Azithromycin","Day 4-6",0
"795","Azithromycin","Day 0-2",2.21027089695541
"796","No ABX","Day 0-2",0
"797","Azithromycin","Day 0-2",1.24567804357891
"798","Other ABX","Day 4-6",1.94296649216813
"799","Azithromycin","Day 0-2",1.47829047954973
"800","Other ABX","Day 4-6",0.636514168294813
"801","No ABX","Day 0-2",1.84051475279363
"802","Azithromycin","Day 0-2",1.88519537703844
"803","Azithromycin","Day 4-6",1.65259316042816
"804","Other ABX","Day 0-2",1.03972077083992
"805","Other ABX","Day 0-2",1.31701384575073
"806","Azithromycin","Day 0-2",2.19691041945682
"807","Azithromycin","Day 0-2",1.77156057595056
"808","No ABX","Day 4-6",0.553393904755444
"809","Azithromycin","Day 0-2",1.78424669054652
"810","Azithromycin","Day 0-2",1.65903827670197
"811","No ABX","Day 0-2",1.33217904021012
"812","Other ABX","Day 0-2",0.693147180559945
"813","Azithromycin","Day 0-2",2.25886757512118
"814","Azithromycin","Day 0-2",1.05492016798614
"815","Azithromycin","Day 0-2",1.33217904021012
"816","Other ABX","Day 0-2",1.19884931291362
"817","Other ABX","Day 0-2",0.51409669733995
"818","Other ABX","Day 0-2",0.998133421410386
"819","Other ABX","Day 0-2",1.93256918090348
"820","Other ABX","Day 4-6",0
"821","Other ABX","Day 0-2",1.27703425946614
"822","Azithromycin","Day 0-2",0
"823","Azithromycin","Day 0-2",1.67548078770954
"824","Other ABX","Day 0-2",1.32088834314932
"825","Other ABX","Day 0-2",0.0922160573371918
"826","Azithromycin","Day 4-6",0.630675153040265
"827","No ABX","Day 0-2",1.60606996377239
"828","No ABX","Day 4-6",0.693147180559945
"829","Azithromycin","Day 0-2",1.58238515081028
"830","Azithromycin","Day 0-2",1.66746193342929
"831","No ABX","Day 4-6",1.42706104338072
"832","Azithromycin","Day 4-6",1.60762894044
"833","No ABX","Day 0-2",0.643118143608093
"834","Azithromycin","Day 0-2",1.62522366909773
"835","Azithromycin","Day 0-2",1.95836829315987
"836","No ABX","Day 4-6",1.83345689953818
"837","Azithromycin","Day 4-6",1.30820284854037
"838","Azithromycin","Day 0-2",1.76223476981227
"839","Other ABX","Day 0-2",1.7045514452673
"840","Azithromycin","Day 0-2",0.950270539233235
"841","Azithromycin","Day 0-2",0.562335144618808
"842","No ABX","Day 4-6",2.07944154167984
"843","Azithromycin","Day 4-6",1.31143133747324
"844","Other ABX","Day 4-6",1.50580465135745
"845","Other ABX","Day 0-2",1.03972077083992
"846","Azithromycin","Day 0-2",0
"847","Azithromycin","Day 0-2",0.673011667009257
"848","No ABX","Day 0-2",0
"849","Azithromycin","Day 0-2",0
"850","Azithromycin","Day 0-2",0.124250837389631
"851","Other ABX","Day 4-6",1.00635870135276
"852","Azithromycin","Day 0-2",1.2130075659799
"853","Azithromycin","Day 0-2",1.08290206045382
"854","Other ABX","Day 4-6",0.956182965282599
"855","Azithromycin","Day 0-2",0
"856","Azithromycin","Day 0-2",1.27873209092026
"857","Azithromycin","Day 0-2",1.33217904021012
"858","Azithromycin","Day 0-2",2.50729355944745
"859","Azithromycin","Day 0-2",1.09861228866811
"860","Other ABX","Day 0-2",1.6239242989867
"861","Other ABX","Day 0-2",0.950270539233235
"862","No ABX","Day 0-2",0
"863","Azithromycin","Day 0-2",0
"864","Azithromycin","Day 0-2",1.29050728992502
"865","No ABX","Day 4-6",1.53472811600563
"866","No ABX","Day 0-2",0.628516384662627
"867","Other ABX","Day 0-2",1.14905969697062
"868","Other ABX","Day 0-2",0.693147180559945
"869","Azithromycin","Day 0-2",0.721405994617806
"870","Azithromycin","Day 0-2",1.31610882018809
"871","Other ABX","Day 4-6",0.950270539233235
"872","No ABX","Day 0-2",0
"873","Other ABX","Day 4-6",1.79309401341105
"874","No ABX","Day 4-6",1.64173471218752
"875","Other ABX","Day 0-2",0
"876","Azithromycin","Day 0-2",0.306829153440971
"877","Other ABX","Day 0-2",0
"878","Azithromycin","Day 0-2",2.12577614914559
"879","No ABX","Day 0-2",0
"880","Azithromycin","Day 0-2",1.56073495552035
"881","Azithromycin","Day 0-2",1.35339744905947
"882","Azithromycin","Day 0-2",0
"883","Azithromycin","Day 0-2",0.509337673472908
"884","Azithromycin","Day 0-2",1.15374194270109
"885","Azithromycin","Day 0-2",1.33217904021012
"886","Azithromycin","Day 0-2",1.03972077083992
"887","Azithromycin","Day 0-2",1.7468147435051
"888","No ABX","Day 0-2",0.562335144618808
"889","Other ABX","Day 0-2",0.636514168294813
"890","Azithromycin","Day 0-2",0.955699891112534
"891","Azithromycin","Day 0-2",1.61253110221498
"892","No ABX","Day 4-6",1.38962276371704
"893","No ABX","Day 0-2",1.56071040904141
"894","No ABX","Day 0-2",1.183138762368
"895","No ABX","Day 4-6",1.48706344821354
"896","Azithromycin","Day 0-2",1.75276538630985
"897","Azithromycin","Day 0-2",0.636514168294813
"898","Azithromycin","Day 0-2",1.94591014905531
"899","Azithromycin","Day 0-2",1.09861228866811
"900","No ABX","Day 0-2",2.01490841357068
"901","No ABX","Day 0-2",1.28682218129571
"902","No ABX","Day 4-6",1.04442006573932
"903","No ABX","Day 0-2",0
"904","Other ABX","Day 0-2",0
"905","No ABX","Day 4-6",0
"906","No ABX","Day 0-2",1.76426784734766
"907","No ABX","Day 4-6",0.736826437548859
"908","No ABX","Day 0-2",1.51710639706103
"909","No ABX","Day 4-6",0
"910","No ABX","Day 0-2",1.31883948813125
"911","Other ABX","Day 0-2",1.97267054097446
"912","Other ABX","Day 4-6",0.937155853065701
"913","Other ABX","Day 4-6",0
"914","Azithromycin","Day 0-2",0.693147180559945
"915","Azithromycin","Day 0-2",0
"916","Azithromycin","Day 0-2",0.693147180559945
"917","Other ABX","Day 0-2",0.693147180559945
"918","Azithromycin","Day 0-2",0
"919","Other ABX","Day 0-2",1.53814351366943
"920","Other ABX","Day 0-2",0
"921","Azithromycin","Day 0-2",1.48187712988795
"922","No ABX","Day 0-2",1.30664699894535
"923","Azithromycin","Day 0-2",0.369559234287433
"924","Other ABX","Day 0-2",0
"925","Other ABX","Day 0-2",1.63084243780227
"926","Other ABX","Day 0-2",1.09861228866811
"927","Other ABX","Day 0-2",0
"928","Other ABX","Day 4-6",0
"929","Azithromycin","Day 0-2",0.693147180559945
"930","Azithromycin","Day 4-6",0
"931","Azithromycin","Day 0-2",0.876205725913497
"932","No ABX","Day 4-6",1.37602207081315
"933","No ABX","Day 0-2",0.500402423538188
"934","Other ABX","Day 0-2",1.09861228866811
"935","Other ABX","Day 4-6",0.693147180559945
"936","No ABX","Day 0-2",0.693147180559945
"937","Azithromycin","Day 0-2",0.688138813713588
"938","Azithromycin","Day 0-2",1.62221894575163
"939","No ABX","Day 4-6",0.854806284951481
"940","No ABX","Day 0-2",0.999076968569037
"941","Azithromycin","Day 4-6",1.6094379124341
"942","Other ABX","Day 0-2",0.450561208866305
"943","Azithromycin","Day 0-2",1.87403184770981
"944","Azithromycin","Day 4-6",0.636514168294813
"945","Azithromycin","Day 0-2",2.06253424433043
"946","Azithromycin","Day 0-2",0.636514168294813
"947","Azithromycin","Day 0-2",0
"948","Azithromycin","Day 0-2",1.08598015462756
"949","Other ABX","Day 0-2",1.46806020349905
"950","Azithromycin","Day 0-2",1.74889199676804
"951","Other ABX","Day 0-2",1.03972077083992
"952","Azithromycin","Day 0-2",2.32891462815029
"953","No ABX","Day 4-6",1.07922112287863
"954","No ABX","Day 0-2",0.693147180559945
"955","Azithromycin","Day 0-2",0.444298166841
"956","Other ABX","Day 0-2",1.19496305619229
"957","Other ABX","Day 4-6",0
"958","No ABX","Day 4-6",1.83698407479164
"959","No ABX","Day 0-2",0.450561208866305
"960","No ABX","Day 4-6",0.735621939758795
"961","No ABX","Day 0-2",1.09834497672493
"962","Azithromycin","Day 0-2",0
"963","Other ABX","Day 0-2",0.759547391474863
"964","Other ABX","Day 0-2",0.562335144618808
"965","Other ABX","Day 0-2",2.01455135143714
"966","Other ABX","Day 4-6",0.562335144618808
"967","No ABX","Day 0-2",1.41466090849704
"968","Other ABX","Day 0-2",1.05492016798614
"969","Other ABX","Day 0-2",1.69447835578729
"970","Azithromycin","Day 0-2",0.693147180559945
"971","Azithromycin","Day 0-2",1.27703425946614
