"","Corynebacterium segmentosum","Corynebacterium tuberculostearicum","Corynebacterium kefirresidentii","Prevotella oris","Mycoplasma salivarium","Cutibacterium granulosum","Corynebacterium kroppenstedtii","Dolosigranulum pigrum","Staphylococcus epidermidis","Peptoniphilus harei","Anaerococcus prevotii","Pseudomonas aeruginosa","Finegoldia magna","Veillonella parvula","Corynebacterium simulans","Lawsonella clevelandensis","Schaalia odontolytica","Prevotella sp. oral taxon 299","Dermacoccus nishinomiyaensis","Prevotella melaninogenica","Anaerococcus mediterraneensis","Corynebacterium propinquum","Corynebacterium striatum","Staphylococcus aureus","Cutibacterium acnes","Prevotella jejuni","Agrobacterium tumefaciens","Corynebacterium sp. ZJ-599","Paraprevotella xylaniphila","Porphyromonas asaccharolytica"
"ermb",-0.0771604244575717,0.133472542778245,0.0571557582012334,0.261364729805233,0.216495505548403,0.0186693485221064,0.142950879145066,-0.197012284219917,-0.079956041596454,0.0852893270674581,0.153585203774725,-0.0524670752427511,0.0224616376833084,0.354223239028785,0.0420290221920479,-0.126082900362197,0.185173435269841,0.287706366529717,-0.0524670752427511,0.38277081945294,0.169805311196521,-0.0705062412664711,0.0803145104871959,-0.121483427919592,-0.0607582630726704,0.420118142720253,0.0944752173689579,0.125866889362542,0.294160434400025,0.0677678108881749
"mphc",-0.0162648811454564,0.17312882266787,0.232356158903655,-0.0502226128051941,-0.00991457906073658,-0.00156752978349764,0.142219329391614,-0.0876327484244782,0.345828628409603,-0.0411537462402827,0.155379878664101,0.0022781915409383,0.0481713289545713,-0.0573240896781933,0.169973746269406,-0.0473173887217486,0.150893682703174,-0.0219380502427716,0.189283904476791,-0.0431165565960501,0.0875348072897994,-0.0602188687291421,0.127479175873742,0.283281566688366,-0.124688940658106,0.0720609073382908,-0.114225906144723,0.20625519976918,0.0469822622916545,-0.102665459922591
"msra",-0.103196613872934,0.15467103412067,0.0813249899475663,-0.0148083845447686,0.00374932853627832,0.103108878663968,0.162604293091431,-0.134904419635541,0.315025715125733,-0.0361214298087348,0.0367777321630249,-0.0477990641299929,0.0760651480986049,0.00434954656249744,0.0655600602063786,0.0102354416202205,0.0832681979685212,0.0079134141626771,0.0933420679326892,-0.00857590956798266,0.00347371079855133,-0.136553831301875,0.0485496079599149,0.212927799412987,-0.0730268469221964,0.0873032262548768,0.0333965751585618,0.0187928876481379,0.0831263825239788,-0.0851583771528925
"ermx",0.44324627042864,0.104191170077991,0.395604186523854,-0.157961617295606,-0.17063797763839,-0.0547072348634949,0.134518421149012,0.398497058908399,-0.218093155806036,0.0808316201342143,0.189958564645713,-0.0677474947519826,0.0447862580564186,-0.110932578506233,0.378404771466444,0.0125296971012991,0.00157884323471718,-0.154105882260348,0.183781427848428,-0.142037183090311,0.143811321727228,0.364473011919749,0.224550662712282,-0.0924565187726192,-0.00361067356188702,-0.148780519224469,0.0291878286636309,0.565219019516237,-0.106505956350964,-0.0125153119673078
"mel",-0.0385112530444101,0.132296877931434,0.126855325820234,0.151078655349546,0.106975910597219,0.147767359855279,0.15405440183004,-0.172694058929906,-0.148053862790757,0.167066295791523,0.18360115932651,-0.0459907980851455,0.149202408464146,0.451074792518338,0.16218369908292,-0.00938081922717016,0.299453359837423,0.282261520330294,-0.0459907980851455,0.226532717356324,0.188492048059166,-0.0511049455084072,0.0769639939981547,-0.106488112369351,0.0623245314008533,0.390631187916901,-0.037030766260149,0.108906558025537,0.106767470221003,0.0584249303779962
"ermc",-0.192704081380493,0.360143805210388,0.122956028179389,-0.051316688948517,-0.139111567316946,-0.00264214154320707,0.0679774552390979,-0.0985554639325815,0.0607865137211095,0.050250261524941,0.232709817227811,-0.090609990637474,0.114638273639708,-0.0238606754324352,0.21697520532582,-0.165953071857062,0.141164201819977,-0.103128287877632,-0.090609990637474,-0.0414052910219731,0.244909261670171,-0.112890879966159,0.282606818459049,-0.0433546109778041,-0.104928769570102,-0.0670323671945512,0.0372145678369275,0.1415484722126,0.0211342550560929,0.00240349434664114
"erma",-0.030637383041318,0.219244253349904,0.336945401233661,-0.00833677039837904,-0.0142571873552236,0.348354451219415,0.0809933735108418,-0.118646087165538,-0.112132177743708,0.538178897378103,0.576243396010556,0.00316533294832571,0.334834134309842,0.0756677826611375,0.234187768626399,0.128621359726149,0.152572723943829,0.0370943839363031,-0.0776857629086036,0.0448153610004689,0.584843124483529,-0.092235012496814,0.264278277647197,-0.127505171793114,0.0745512603618031,0.13472054998393,-0.100654205921084,0.227877361621042,0.207859883824702,0.133505139899442
"MLS",0.15716454212982,0.224207001202895,0.384680869656417,-0.093685471965591,-0.103385495702335,0.0689357629783072,0.212148318740925,0.115910537867672,0.137342345183332,0.17731481456918,0.412786261470416,-0.124848902950445,0.189048103684595,0.0346131649389423,0.425219798468491,-0.0833883837506996,0.197823133188333,-0.0627548223713214,0.13568957834021,-0.0542380948945363,0.368337508681974,0.0752864030394092,0.351888520907427,0.0796154511430639,-0.0630105323886391,0.0743805767319713,-0.0155296182964827,0.451807153768751,0.0870854210486547,-0.0117199988983675
