"","x","predicted","std.error","conf.low","conf.high","group"
"1",0,24.4719308652688,2.45996479371002,19.6504884663607,29.2933732641769,"1"
"2",1,28.1564362364775,2.50046302725728,23.2556187583793,33.0572537145758,"1"
"3",2,31.8409416076863,2.93626179597393,26.0859742383965,37.5959089769761,"1"
"4",3,35.525446978895,3.62758606467466,28.4155089413133,42.6353850164767,"1"
"5",4,39.2099523501037,4.45707947484966,30.4742371031657,47.9456675970417,"1"
"6",5,42.8944577213124,5.36098535279616,32.3871195081852,53.4017959344397,"1"
