"","gene_name4","gene_perc_all"
"1","mphc",14.5092735703246
"2","msra",21.676970633694
"3","erma",24.5749613601236
"4","ermb",5.13910355486862
"5","ermc",17.484544049459
"6","ermx",13.0795981452859
"7","Other",3.5355486862442
