Predicted_celltype,CD45,GranzymeB,IgA,CD11b,IgM,CD69,IgG,CCR6,ICOS,CD123,CD19,CD4,CD8a,CD11c,CD16,CD45RO,CD45RA,CD161,CCR4,CD25,CD27,CD57,CXCR3,CXCR5,CD39,CD28,CD38,CD169,CD56,TCRgd,CD64,CD294,CCR7,CD14,CD71,CD3,CD20,CD66b,HLADR,IgD,PD-1,CD127,CD61,Tier1
NK Cell (CD56low CD16hi CD57low),6.46608101117181,3.24407483746648,0.759490121678328,1.32610794612434,0.697642453178332,0.290122425682166,1.57338919178125,0.713340922421074,0.807560760434846,0.554248910121906,3.26579591154879,0.574929573282754,1.02682082486248,0.939697455671439,3.59041917073873,0.226143544586871,6.92935553709206,2.83840110842381,0.29666080244885,0.339487935656099,0.263851766701723,0.35943240842919,0.680217424219966,0.098626598182579,0.279647480060551,0.391919228127601,4.19448299381271,0.536527016879849,3.90909926257722,0.534766661148011,0.145865899881268,2.2948029209553,0.227532962602071,0.109605540986457,0.169345751153822,0.251396494731459,0.0583763532116247,0.220381976124784,0.169044462773513,0.0763683446423081,0.243643980951739,0.333490063170194,0.431220427994597,Monocytes (CD14+CD16-)
Monocytes (CD14-CD16+),6.45635910940165,0.572097962412359,0.851928120742538,0.301289565165239,0.602933068929112,0.0956991192882981,2.10520480484078,0.771228675880715,0.393000186236342,2.23518572501132,3.11804306613689,2.67461573911753,0.513417947207523,4.67227801348918,3.43684575646843,0.432599772865599,5.01781530442103,0.154255966750025,0.232702127394484,0.214271369039381,0.24671513323514,0.164811744116521,0.107198952712042,0.0891043201204652,2.76419658227749,0.348519785841952,0.477153582242005,0.103248030129932,0.203739768968645,0.269529791102123,0.479807727250154,1.7695246145989,0.192003723735775,0.564811892845544,1.23718858386846,0.237873559562984,0.0978896575993087,0.272671089174653,3.34836624613745,0.303871791020584,0.686386231481368,0.413403506600716,0.673402303553075,Monocytes (CD14+CD16+)
Monocytes (CD14+CD16-),5.91304472326553,0.6379250053816,1.13217412998212,2.78583253779317,0.532683055659031,0.434352755906351,1.94326595976524,1.45315163506366,0.196420070189339,0.510927991091534,0.49192724230495,3.01228326832742,0.316242755235428,4.08201356841996,0.665578895052837,1.69135158839072,0.985266635980596,0.0939532371428569,0.170917304759874,0.150671586886687,0.23383672180021,0.13483275541188,0.115959365173176,0.0866551725654332,4.07482072273227,0.220028192170914,4.15190879508783,0.534157320238106,0.416462623416823,0.253718605056144,4.16886503321081,0.337724006054567,0.419423985574117,4.44541933745429,0.878169002546736,0.299736180353613,0.105016589851033,0.322345454525507,3.0812635393502,0.255463042529417,0.486143486663214,0.349166590779849,0.594075289836785,Monocytes (CD14+CD16+)
Monocytes (CD14+CD16+),6.78128097243535,0.586735466305107,0.927409159883158,0.893980441172849,0.496268052309815,0.164757443086958,1.8521441944207,1.10339660803818,0.272869946204089,2.01816814188668,0.799895028641188,3.35641573567911,0.480256275637576,5.24290115264656,3.28020962723252,1.70547222367468,2.31388343892035,0.116162847738818,0.290782465488607,0.140888568512156,0.300204455867864,0.137637479255921,0.124493892520299,0.100631684770204,4.26375670085054,0.242430251951599,2.53626065694614,0.290226801389286,0.341647633349192,0.324169198730233,1.99782293762004,0.564591048043417,0.32752339677905,3.65779993107083,1.35176483881831,0.289818792294964,0.159479906105447,0.508284619934062,5.03210101457318,0.900700698222909,0.529789142174923,0.435377373805452,0.517277589211803,Monocytes (CD14+CD16+)
B Cell (CD27+ non-switched memory),6.43431439967429,0.972788763743258,1.27993165546918,0.210219100343974,3.06958537517772,0.152392590784814,2.10118324302385,5.8683488890073,1.21944913793391,1.02105757554106,7.13642570700736,1.75296080324531,1.27136276935392,0.675591483984008,0.757453985943873,0.313390817811288,6.23637185238706,0.360240453859802,0.250233175871556,1.93362860793052,2.61366174492088,0.366751174550666,2.3429435976314,3.26999357698827,3.65449257144247,2.9733911724773,0.31043418974047,0.11531828492986,0.0850216762953717,0.144609563004909,0.13711819766455,1.76602010077795,4.26863759944297,0.491464127074796,0.580623960547733,0.305907841656429,1.85106936543499,0.560918029610203,4.3409692752627,3.13579247198561,0.651581650267584,1.34185458482832,0.366589680475339,Multiplet
Monocytes (CD14+CD16-),5.91304472326553,0.6379250053816,1.13217412998212,2.78583253779317,0.532683055659031,0.434352755906351,1.94326595976524,1.45315163506366,0.196420070189339,0.510927991091534,0.49192724230495,3.01228326832742,0.316242755235428,4.08201356841996,0.665578895052837,1.69135158839072,0.985266635980596,0.0939532371428569,0.170917304759874,0.150671586886687,0.23383672180021,0.13483275541188,0.115959365173176,0.0866551725654332,4.07482072273227,0.220028192170914,4.15190879508783,0.534157320238106,0.416462623416823,0.253718605056144,4.16886503321081,0.337724006054567,0.419423985574117,4.44541933745429,0.878169002546736,0.299736180353613,0.105016589851033,0.322345454525507,3.0812635393502,0.255463042529417,0.486143486663214,0.349166590779849,0.594075289836785,Multiplet
Multiplet (Neu_T),5.40374944518165,0.694634763631164,1.201973107249,2.29670938850989,0.63265457023715,0.441958486643656,1.7542195715685,1.22933997708136,0.507428450940965,0.339975500604554,1.07295321580635,1.03418768164884,0.817934949063351,1.48647165450005,3.2055080053468,1.55380864513354,1.61707702750814,0.313215708580519,0.407807408121892,0.418182289169702,1.52748454440442,0.282200184866579,0.699686397224247,0.234552936723556,1.87260939566071,1.22095155629838,1.35368649365275,0.18985917143716,0.156262932778292,0.805683509243501,0.48444853206827,0.496960959960347,1.30410125386813,0.539671223194062,0.26153478848692,3.54694369808733,0.223841200950337,2.42242377479679,0.383543048257873,0.230548241681898,0.614016216912143,2.35007456537831,0.495875801020805,Multiplet
Neutrophil (CD16hi),4.23834867910173,0.546369681478157,1.2217442315485,3.68148490833123,0.416111854211312,0.553184459561426,1.96191462162518,0.58790818787875,0.284978154076666,0.196554061764503,0.492004569425578,0.249484502288451,0.28767198438148,2.40081548530901,5.22526235351636,1.7386933816528,0.637380045779022,0.116380104601334,0.125517346797328,0.189478640142915,0.211097022702987,0.153514783423573,0.1143157244472,0.0841234702840949,2.63362997992195,0.179546642577335,1.03077692371795,0.107675412487756,0.103337289398149,0.746319297437876,0.440301584738306,0.111130801701208,0.189457482723886,0.199002489303924,0.10470130749835,0.211242106177794,0.0927025456252565,4.07957659823703,0.326534792055474,0.15742627522426,0.326092502979057,0.346903901789421,0.409454259411845,Multiplet
B Cell (CD27+ non-switched memory),6.43431439967429,0.972788763743258,1.27993165546918,0.210219100343974,3.06958537517772,0.152392590784814,2.10118324302385,5.8683488890073,1.21944913793391,1.02105757554106,7.13642570700736,1.75296080324531,1.27136276935392,0.675591483984008,0.757453985943873,0.313390817811288,6.23637185238706,0.360240453859802,0.250233175871556,1.93362860793052,2.61366174492088,0.366751174550666,2.3429435976314,3.26999357698827,3.65449257144247,2.9733911724773,0.31043418974047,0.11531828492986,0.0850216762953717,0.144609563004909,0.13711819766455,1.76602010077795,4.26863759944297,0.491464127074796,0.580623960547733,0.305907841656429,1.85106936543499,0.560918029610203,4.3409692752627,3.13579247198561,0.651581650267584,1.34185458482832,0.366589680475339,Multiplet (B_T)
Multiplet (Neu_B),5.88161112629229,0.644418989735578,1.01451051635953,2.02859545529394,1.71390859667207,0.411075542969062,1.61474933454756,4.13413553158871,1.00419385945788,0.954557207308352,4.66685564245314,1.13454908660178,0.950766811802739,1.46542130470059,3.14622054006481,0.984459599352953,4.26261549129519,0.317440319354722,0.212622922867087,0.82238210561417,0.637363128099069,0.446528446698585,0.572689107973638,0.621100832607122,1.8182875288446,1.86316078988177,0.791803026215697,0.173978854343301,0.189888452074209,0.771726787600596,0.392173370853009,0.888413314515471,0.829913935380485,0.40876939841577,0.309627443124179,0.543268284521684,1.05358592548284,2.72448480345985,1.10260872421242,1.83054938792842,0.637485299859003,1.20723929306676,0.597797135443093,Multiplet (Mon_B)
Conventional DC,5.77591011302073,0.61543944229022,0.747154999099959,0.191347067383342,0.469188073992978,0.120216094325132,1.65824306048426,1.25222634664924,0.183371151954735,1.48442247030797,0.534069686894772,3.08743173875837,0.360081932071053,4.73251058072936,1.10223212392699,0.822856225920441,1.48798363950327,0.0970921120926891,0.243081403417032,0.108368935621234,0.279379768068292,0.139545258111084,0.936727515779769,0.119041866869162,3.85588446280235,0.237200582747195,4.41410353258236,0.742674618559289,0.831337921507939,0.283801129366544,0.96779621758087,0.335418105040583,0.217069854305146,0.262365789335552,1.87186870295131,0.255800262862113,0.148261685398502,0.545698757437234,5.09247265102531,0.912639475535291,0.682346355069342,0.387871576632298,0.705974510796428,Multiplet (Mon_NK)
Monocytes (CD14+CD16-),5.91304472326553,0.6379250053816,1.13217412998212,2.78583253779317,0.532683055659031,0.434352755906351,1.94326595976524,1.45315163506366,0.196420070189339,0.510927991091534,0.49192724230495,3.01228326832742,0.316242755235428,4.08201356841996,0.665578895052837,1.69135158839072,0.985266635980596,0.0939532371428569,0.170917304759874,0.150671586886687,0.23383672180021,0.13483275541188,0.115959365173176,0.0866551725654332,4.07482072273227,0.220028192170914,4.15190879508783,0.534157320238106,0.416462623416823,0.253718605056144,4.16886503321081,0.337724006054567,0.419423985574117,4.44541933745429,0.878169002546736,0.299736180353613,0.105016589851033,0.322345454525507,3.0812635393502,0.255463042529417,0.486143486663214,0.349166590779849,0.594075289836785,Multiplet (Mon_NK)
Monocytes (CD14+CD16-),5.91304472326553,0.6379250053816,1.13217412998212,2.78583253779317,0.532683055659031,0.434352755906351,1.94326595976524,1.45315163506366,0.196420070189339,0.510927991091534,0.49192724230495,3.01228326832742,0.316242755235428,4.08201356841996,0.665578895052837,1.69135158839072,0.985266635980596,0.0939532371428569,0.170917304759874,0.150671586886687,0.23383672180021,0.13483275541188,0.115959365173176,0.0866551725654332,4.07482072273227,0.220028192170914,4.15190879508783,0.534157320238106,0.416462623416823,0.253718605056144,4.16886503321081,0.337724006054567,0.419423985574117,4.44541933745429,0.878169002546736,0.299736180353613,0.105016589851033,0.322345454525507,3.0812635393502,0.255463042529417,0.486143486663214,0.349166590779849,0.594075289836785,Multiplet (Mon_T)
B Cell (naive),6.49776057178721,0.658919493842569,1.12736498886656,0.170949045201551,2.4317964306443,0.119921651545048,1.55796713512746,5.36486402139758,1.17245365894863,1.21642507135419,6.8978929809536,1.52901072364159,1.15673142563656,0.458280360462487,0.686133678434027,0.196769803132542,6.7649881197194,0.435446145572482,0.243178617526979,0.671103937204057,0.302552138692382,0.277081502204225,0.236170896684397,4.32528898853479,3.20063709561618,2.70923724322343,1.27929291664508,0.132979163886817,0.0949260117607859,0.15655211170974,0.108164033489324,2.06158407241217,3.46459295495337,0.307202405893204,0.526920629779919,0.263699554000801,4.46647308373982,0.82167497061555,4.23494261372278,5.11713659069881,0.635983838155726,0.745558035308972,0.405756315155009,Multiplet (Neu_B)
Multiplet (Neu_B),5.88161112629229,0.644418989735578,1.01451051635953,2.02859545529394,1.71390859667207,0.411075542969062,1.61474933454756,4.13413553158871,1.00419385945788,0.954557207308352,4.66685564245314,1.13454908660178,0.950766811802739,1.46542130470059,3.14622054006481,0.984459599352953,4.26261549129519,0.317440319354722,0.212622922867087,0.82238210561417,0.637363128099069,0.446528446698585,0.572689107973638,0.621100832607122,1.8182875288446,1.86316078988177,0.791803026215697,0.173978854343301,0.189888452074209,0.771726787600596,0.392173370853009,0.888413314515471,0.829913935380485,0.40876939841577,0.309627443124179,0.543268284521684,1.05358592548284,2.72448480345985,1.10260872421242,1.83054938792842,0.637485299859003,1.20723929306676,0.597797135443093,Multiplet (Neu_B)
B Cell (CD71+ activated),6.6273821357933,0.925200634988229,1.77718911948982,0.333397225127664,1.46978734002238,0.119455176919977,1.79927113297913,4.64081837414221,1.02579546509745,0.919680938674724,6.97002561344348,0.974255149885203,1.35254642476761,0.971631586276464,1.13322233383509,0.201736222429552,6.84592537899878,0.476038852092946,0.245269272455975,0.656142181442337,2.16300451536878,0.474121768556874,0.65804407735923,2.77133997258143,3.86747615716466,2.35338995825222,1.03217698707801,0.150128483154589,0.208064811902944,0.261339203038781,0.125064036199214,2.16861223935475,1.38685119978409,0.167807586796047,2.63245710470607,0.504543545537049,5.24019206324081,1.40371584624099,4.55089659508714,0.888959874439061,0.520674564192104,0.468844250455023,0.269812471763808,Multiplet (Neu_Mon)
Basophil,5.80642715836858,0.797376083097344,0.795804650159945,0.731640259078449,0.383203572165135,0.169472496753769,1.32743983901113,0.774222378754841,0.64331699965456,5.91927697331457,2.79684892365834,0.430267103001221,0.276449827877424,1.50839125647021,0.499724340399892,3.48771484993074,1.79000851111181,0.111901573127801,0.151945975180437,1.53946891481052,0.212121202548037,0.122946138560425,0.113754953133947,0.0956975885856066,1.93388969652563,0.371793478969771,5.68955897272943,1.17281073637094,0.484081959987903,0.390592263543112,0.181057380529666,4.7134583964226,0.49377891291932,0.224127931129944,0.429846728971631,0.270846920136112,0.0611359696665958,0.21624613099235,0.111126708685661,0.0932356624078482,0.172405324805444,2.67492115739072,0.548574288212872,Multiplet (Neu_Mon)
Eosinophil,6.03062755266391,0.550932984497116,0.733118507527129,1.47172031030365,0.337880199232578,0.228132399738225,1.49074149079546,1.6666243134027,0.304118177669832,1.1879601516289,0.637741839524692,0.269997162296061,0.168064582041031,2.23126299264428,2.22882169071285,3.75413704509134,0.70741029408957,0.251881808820061,0.3458781273688,0.661620483862512,0.37091160662301,0.32554177122453,0.310492973364108,0.216271970194936,3.48442157208258,0.306994139077305,0.773654955615939,0.166418904657555,0.237488440165263,0.754730555400104,0.247715677410269,4.42380497167773,0.61431228389525,0.471159865036685,0.334818903866454,0.233852367019806,0.202619096976729,5.79066581112998,0.927427414713524,0.393851122206007,0.514607828644139,0.660868485693992,1.02758703978758,Multiplet (Neu_Mon)
Monocytes (CD14+CD16-),5.91304472326553,0.6379250053816,1.13217412998212,2.78583253779317,0.532683055659031,0.434352755906351,1.94326595976524,1.45315163506366,0.196420070189339,0.510927991091534,0.49192724230495,3.01228326832742,0.316242755235428,4.08201356841996,0.665578895052837,1.69135158839072,0.985266635980596,0.0939532371428569,0.170917304759874,0.150671586886687,0.23383672180021,0.13483275541188,0.115959365173176,0.0866551725654332,4.07482072273227,0.220028192170914,4.15190879508783,0.534157320238106,0.416462623416823,0.253718605056144,4.16886503321081,0.337724006054567,0.419423985574117,4.44541933745429,0.878169002546736,0.299736180353613,0.105016589851033,0.322345454525507,3.0812635393502,0.255463042529417,0.486143486663214,0.349166590779849,0.594075289836785,Multiplet (Neu_Mon)
Multiplet (Neu_Mon),5.52667432002443,1.15437328508835,3.12763623324815,1.27335863436315,1.42182211509533,0.282026169626232,3.2546029758255,5.11738188922835,0.509497880702579,1.40057407357541,2.10681249425714,0.803859588108135,0.453659755127008,2.1275014763452,3.95625875497857,3.80776158087385,1.98419324851788,2.11107870129661,3.05917647809377,3.92173569797614,1.11667256967716,1.34733720197167,2.24079971667966,1.41735006184795,3.09675161678272,2.57707311055586,1.42591957479815,0.357831972439597,1.26517499493726,4.94405958194772,0.630634467389581,4.50517944782027,3.91242370891931,4.27652937898025,0.507550139996099,0.560463008416879,0.748150173354033,5.06284109123571,1.04221608851913,1.28664080437059,0.523537864591127,4.29308283658303,0.675188117472692,Multiplet (Neu_Mon)
Neutrophil (CD16hi),4.23834867910173,0.546369681478157,1.2217442315485,3.68148490833123,0.416111854211312,0.553184459561426,1.96191462162518,0.58790818787875,0.284978154076666,0.196554061764503,0.492004569425578,0.249484502288451,0.28767198438148,2.40081548530901,5.22526235351636,1.7386933816528,0.637380045779022,0.116380104601334,0.125517346797328,0.189478640142915,0.211097022702987,0.153514783423573,0.1143157244472,0.0841234702840949,2.63362997992195,0.179546642577335,1.03077692371795,0.107675412487756,0.103337289398149,0.746319297437876,0.440301584738306,0.111130801701208,0.189457482723886,0.199002489303924,0.10470130749835,0.211242106177794,0.0927025456252565,4.07957659823703,0.326534792055474,0.15742627522426,0.326092502979057,0.346903901789421,0.409454259411845,Multiplet (Neu_Mon)
Multiplet (Neu_B),5.88161112629229,0.644418989735578,1.01451051635953,2.02859545529394,1.71390859667207,0.411075542969062,1.61474933454756,4.13413553158871,1.00419385945788,0.954557207308352,4.66685564245314,1.13454908660178,0.950766811802739,1.46542130470059,3.14622054006481,0.984459599352953,4.26261549129519,0.317440319354722,0.212622922867087,0.82238210561417,0.637363128099069,0.446528446698585,0.572689107973638,0.621100832607122,1.8182875288446,1.86316078988177,0.791803026215697,0.173978854343301,0.189888452074209,0.771726787600596,0.392173370853009,0.888413314515471,0.829913935380485,0.40876939841577,0.309627443124179,0.543268284521684,1.05358592548284,2.72448480345985,1.10260872421242,1.83054938792842,0.637485299859003,1.20723929306676,0.597797135443093,Multiplet (Neu_NK)
Multiplet (Neu_NK),6.00783123722287,1.60409965875971,1.29811670235032,3.15640852244529,0.643210310203268,0.567140501229743,1.91193765616706,1.17312106206587,0.628999844177495,0.425586621167793,3.21550266114432,0.468272082312264,0.649176594842784,2.41217438904384,4.52864506062578,0.928658107958332,6.3890131901074,1.39455830894608,0.153856812956521,0.263283613632336,0.325904743023781,0.495585116038289,0.687549390657957,0.119879986899787,2.19018972685222,0.454722927083268,2.39119099509064,0.184538173545403,2.40575664688359,0.762996292703901,0.348359535023174,1.65016143174994,0.272072601702878,0.222808409267789,0.14795423796834,0.380659844714253,0.170537365718577,3.54031272811394,0.518871372932155,0.248918251132502,0.392223976114265,0.66359567909896,0.392857515395157,Multiplet (Neu_NK)
Neutrophil (CD16hi),4.23834867910173,0.546369681478157,1.2217442315485,3.68148490833123,0.416111854211312,0.553184459561426,1.96191462162518,0.58790818787875,0.284978154076666,0.196554061764503,0.492004569425578,0.249484502288451,0.28767198438148,2.40081548530901,5.22526235351636,1.7386933816528,0.637380045779022,0.116380104601334,0.125517346797328,0.189478640142915,0.211097022702987,0.153514783423573,0.1143157244472,0.0841234702840949,2.63362997992195,0.179546642577335,1.03077692371795,0.107675412487756,0.103337289398149,0.746319297437876,0.440301584738306,0.111130801701208,0.189457482723886,0.199002489303924,0.10470130749835,0.211242106177794,0.0927025456252565,4.07957659823703,0.326534792055474,0.15742627522426,0.326092502979057,0.346903901789421,0.409454259411845,Multiplet (Neu_NK)
Eosinophil,6.03062755266391,0.550932984497116,0.733118507527129,1.47172031030365,0.337880199232578,0.228132399738225,1.49074149079546,1.6666243134027,0.304118177669832,1.1879601516289,0.637741839524692,0.269997162296061,0.168064582041031,2.23126299264428,2.22882169071285,3.75413704509134,0.70741029408957,0.251881808820061,0.3458781273688,0.661620483862512,0.37091160662301,0.32554177122453,0.310492973364108,0.216271970194936,3.48442157208258,0.306994139077305,0.773654955615939,0.166418904657555,0.237488440165263,0.754730555400104,0.247715677410269,4.42380497167773,0.61431228389525,0.471159865036685,0.334818903866454,0.233852367019806,0.202619096976729,5.79066581112998,0.927427414713524,0.393851122206007,0.514607828644139,0.660868485693992,1.02758703978758,Multiplet (Neu_T)
Multiplet (Neu_B),5.88161112629229,0.644418989735578,1.01451051635953,2.02859545529394,1.71390859667207,0.411075542969062,1.61474933454756,4.13413553158871,1.00419385945788,0.954557207308352,4.66685564245314,1.13454908660178,0.950766811802739,1.46542130470059,3.14622054006481,0.984459599352953,4.26261549129519,0.317440319354722,0.212622922867087,0.82238210561417,0.637363128099069,0.446528446698585,0.572689107973638,0.621100832607122,1.8182875288446,1.86316078988177,0.791803026215697,0.173978854343301,0.189888452074209,0.771726787600596,0.392173370853009,0.888413314515471,0.829913935380485,0.40876939841577,0.309627443124179,0.543268284521684,1.05358592548284,2.72448480345985,1.10260872421242,1.83054938792842,0.637485299859003,1.20723929306676,0.597797135443093,Multiplet (Neu_T)
Multiplet (Neu_T),5.40374944518165,0.694634763631164,1.201973107249,2.29670938850989,0.63265457023715,0.441958486643656,1.7542195715685,1.22933997708136,0.507428450940965,0.339975500604554,1.07295321580635,1.03418768164884,0.817934949063351,1.48647165450005,3.2055080053468,1.55380864513354,1.61707702750814,0.313215708580519,0.407807408121892,0.418182289169702,1.52748454440442,0.282200184866579,0.699686397224247,0.234552936723556,1.87260939566071,1.22095155629838,1.35368649365275,0.18985917143716,0.156262932778292,0.805683509243501,0.48444853206827,0.496960959960347,1.30410125386813,0.539671223194062,0.26153478848692,3.54694369808733,0.223841200950337,2.42242377479679,0.383543048257873,0.230548241681898,0.614016216912143,2.35007456537831,0.495875801020805,Multiplet (Neu_T)
Neutrophil (CD16hi),4.23834867910173,0.546369681478157,1.2217442315485,3.68148490833123,0.416111854211312,0.553184459561426,1.96191462162518,0.58790818787875,0.284978154076666,0.196554061764503,0.492004569425578,0.249484502288451,0.28767198438148,2.40081548530901,5.22526235351636,1.7386933816528,0.637380045779022,0.116380104601334,0.125517346797328,0.189478640142915,0.211097022702987,0.153514783423573,0.1143157244472,0.0841234702840949,2.63362997992195,0.179546642577335,1.03077692371795,0.107675412487756,0.103337289398149,0.746319297437876,0.440301584738306,0.111130801701208,0.189457482723886,0.199002489303924,0.10470130749835,0.211242106177794,0.0927025456252565,4.07957659823703,0.326534792055474,0.15742627522426,0.326092502979057,0.346903901789421,0.409454259411845,Multiplet (Neu_T)
Platelets,2.74552797364747,0.689218151262347,2.03339078287154,0.281134780279234,0.66678259470009,0.674648361862205,2.42544687886397,2.42233119151676,0.167880975645978,0.100107816651893,0.560044770580901,0.220658871914655,0.0900688432785486,0.156281591356054,0.600560395352063,0.295772934858355,0.621689709896901,0.0955691474324688,2.99335781786458,0.316119087999499,0.313325114719254,0.132384610743174,0.156154411305423,0.104056936425937,0.369584975955086,0.328031651631144,1.52947508497865,0.169349708273935,0.120386964339622,0.31169648349516,0.181676800814706,0.167077798473021,0.322099820004176,0.326096489198583,1.05587578756436,0.392155438696095,0.104558902898434,0.283355907018833,0.146890681984609,0.104347975391839,0.265625995003263,0.710474903746204,7.16281462305503,Multiplet (Neu_T)
Multiplet (Neu_B),5.88161112629229,0.644418989735578,1.01451051635953,2.02859545529394,1.71390859667207,0.411075542969062,1.61474933454756,4.13413553158871,1.00419385945788,0.954557207308352,4.66685564245314,1.13454908660178,0.950766811802739,1.46542130470059,3.14622054006481,0.984459599352953,4.26261549129519,0.317440319354722,0.212622922867087,0.82238210561417,0.637363128099069,0.446528446698585,0.572689107973638,0.621100832607122,1.8182875288446,1.86316078988177,0.791803026215697,0.173978854343301,0.189888452074209,0.771726787600596,0.392173370853009,0.888413314515471,0.829913935380485,0.40876939841577,0.309627443124179,0.543268284521684,1.05358592548284,2.72448480345985,1.10260872421242,1.83054938792842,0.637485299859003,1.20723929306676,0.597797135443093,Neutrophil (CD16hi)
Multiplet (Neu_Mon),5.52667432002443,1.15437328508835,3.12763623324815,1.27335863436315,1.42182211509533,0.282026169626232,3.2546029758255,5.11738188922835,0.509497880702579,1.40057407357541,2.10681249425714,0.803859588108135,0.453659755127008,2.1275014763452,3.95625875497857,3.80776158087385,1.98419324851788,2.11107870129661,3.05917647809377,3.92173569797614,1.11667256967716,1.34733720197167,2.24079971667966,1.41735006184795,3.09675161678272,2.57707311055586,1.42591957479815,0.357831972439597,1.26517499493726,4.94405958194772,0.630634467389581,4.50517944782027,3.91242370891931,4.27652937898025,0.507550139996099,0.560463008416879,0.748150173354033,5.06284109123571,1.04221608851913,1.28664080437059,0.523537864591127,4.29308283658303,0.675188117472692,Neutrophil (CD16hi)
Multiplet (Neu_NK),6.00783123722287,1.60409965875971,1.29811670235032,3.15640852244529,0.643210310203268,0.567140501229743,1.91193765616706,1.17312106206587,0.628999844177495,0.425586621167793,3.21550266114432,0.468272082312264,0.649176594842784,2.41217438904384,4.52864506062578,0.928658107958332,6.3890131901074,1.39455830894608,0.153856812956521,0.263283613632336,0.325904743023781,0.495585116038289,0.687549390657957,0.119879986899787,2.19018972685222,0.454722927083268,2.39119099509064,0.184538173545403,2.40575664688359,0.762996292703901,0.348359535023174,1.65016143174994,0.272072601702878,0.222808409267789,0.14795423796834,0.380659844714253,0.170537365718577,3.54031272811394,0.518871372932155,0.248918251132502,0.392223976114265,0.66359567909896,0.392857515395157,Neutrophil (CD16hi)
Multiplet (Neu_T),5.40374944518165,0.694634763631164,1.201973107249,2.29670938850989,0.63265457023715,0.441958486643656,1.7542195715685,1.22933997708136,0.507428450940965,0.339975500604554,1.07295321580635,1.03418768164884,0.817934949063351,1.48647165450005,3.2055080053468,1.55380864513354,1.61707702750814,0.313215708580519,0.407807408121892,0.418182289169702,1.52748454440442,0.282200184866579,0.699686397224247,0.234552936723556,1.87260939566071,1.22095155629838,1.35368649365275,0.18985917143716,0.156262932778292,0.805683509243501,0.48444853206827,0.496960959960347,1.30410125386813,0.539671223194062,0.26153478848692,3.54694369808733,0.223841200950337,2.42242377479679,0.383543048257873,0.230548241681898,0.614016216912143,2.35007456537831,0.495875801020805,Neutrophil (CD16hi)
Neutrophil (CD16hi),4.23834867910173,0.546369681478157,1.2217442315485,3.68148490833123,0.416111854211312,0.553184459561426,1.96191462162518,0.58790818787875,0.284978154076666,0.196554061764503,0.492004569425578,0.249484502288451,0.28767198438148,2.40081548530901,5.22526235351636,1.7386933816528,0.637380045779022,0.116380104601334,0.125517346797328,0.189478640142915,0.211097022702987,0.153514783423573,0.1143157244472,0.0841234702840949,2.63362997992195,0.179546642577335,1.03077692371795,0.107675412487756,0.103337289398149,0.746319297437876,0.440301584738306,0.111130801701208,0.189457482723886,0.199002489303924,0.10470130749835,0.211242106177794,0.0927025456252565,4.07957659823703,0.326534792055474,0.15742627522426,0.326092502979057,0.346903901789421,0.409454259411845,Neutrophil (CD16hi)
Platelets,2.74552797364747,0.689218151262347,2.03339078287154,0.281134780279234,0.66678259470009,0.674648361862205,2.42544687886397,2.42233119151676,0.167880975645978,0.100107816651893,0.560044770580901,0.220658871914655,0.0900688432785486,0.156281591356054,0.600560395352063,0.295772934858355,0.621689709896901,0.0955691474324688,2.99335781786458,0.316119087999499,0.313325114719254,0.132384610743174,0.156154411305423,0.104056936425937,0.369584975955086,0.328031651631144,1.52947508497865,0.169349708273935,0.120386964339622,0.31169648349516,0.181676800814706,0.167077798473021,0.322099820004176,0.326096489198583,1.05587578756436,0.392155438696095,0.104558902898434,0.283355907018833,0.146890681984609,0.104347975391839,0.265625995003263,0.710474903746204,7.16281462305503,Neutrophil (CD16hi)
Neutrophil (CD16low),3.67758800354203,0.595006735177183,0.856785262174911,0.716061985449819,0.472066043336787,0.170230899009519,1.25158118129919,0.548868716704217,0.166434686707305,0.259094671985706,0.485357720328567,0.32226482458136,0.111178271043969,0.198697769896438,0.82263408987869,0.640384680424284,0.582668698297871,0.106853133171338,0.0948671891777968,0.180446800552321,0.210790139716723,0.170603026502332,0.132507945093549,0.0744335789320527,2.3115528837702,0.201577287291419,2.52292558532375,0.173990309721073,0.119398829329583,0.231477047419568,2.65644277081897,0.159444899546552,0.238038463233171,0.165670297394953,0.396372396359118,0.306137295337524,0.153868556735302,5.12959288116062,0.975961673905654,0.301104512564287,0.497183234154146,0.333734227696766,0.327553408411544,Neutrophil (CD16low)
B Cell (Plasmablast),5.53078098474038,1.34272678586844,3.0647920984256,0.646096216666505,1.21553694498073,0.189176012457742,2.05660236219519,0.858339136945625,0.692845111812036,0.881747025271886,5.5339147427183,0.64571002525976,0.699869025223092,0.246507295931961,0.711054671010797,0.176903798443191,6.44439565836854,0.332795080708538,0.416615456749924,0.397850617849069,4.46259055874426,0.284993575343264,1.16500211367477,0.114982449544596,4.24141348599478,1.35582954408438,5.20335940554093,1.38904103141521,0.715994174157413,0.357454000907148,0.148751172651708,1.6999281877342,0.240277183337679,0.121098982398372,2.86450820876494,0.330446621666479,0.371369680158866,0.328268209400134,2.46401257843706,0.294309561724235,0.653287830318377,0.408003687774352,0.558267144498195,NK Cell
