Predicted_celltype,CD45,GranzymeB,IgA,CD11b,IgM,CD69,IgG,CCR6,ICOS,CD123,CD19,CD4,CD8a,CD11c,CD16,CD45RO,CD45RA,CD161,CCR4,CD25,CD27,CD57,CXCR3,CXCR5,CD39,CD28,CD38,CD169,CD56,TCRgd,CD64,CD294,CCR7,CD14,CD71,CD3,CD20,CD66b,HLADR,IgD,PD-1,CD127,CD61,Tier1
CD8+ T Cell (EMRA CD57hi),7.17041982245473,4.35923974879243,0.885565025885686,0.480292580811363,0.750651498886122,0.152240771899743,1.39908901102979,0.793071069239311,0.764133465581874,0.355797737455013,2.36844866102236,0.459840809250512,4.14604989708977,0.230428989674065,0.707147491913037,0.645287027896766,6.45841807800501,0.543230048664227,0.263209824285153,0.259857755421105,0.424543047756883,7.07695183596655,2.29373826298658,0.166070811275331,0.235788722378412,0.288848012061984,0.542900565318047,0.329395966204928,0.262352604693012,0.133426264405161,0.106981424162967,1.51224302552697,0.261471924356597,0.315127122091449,0.177361536701468,5.98875422547064,1.33132442085761,0.549661166157994,0.545004491659237,0.140706905830637,0.615309914449452,0.513486555652173,0.420781102534019,CD8+ T Cell
CD8+ T Cell (EMRA CD57low),6.89543765608069,2.46245723532523,0.66089323002843,0.305855779952084,0.574513702201619,0.15034151218141,1.17017029513174,0.482860351525781,0.742873306150775,0.327804151933528,2.76573370089515,0.474629339822301,3.27090532107224,0.224144143576188,0.782882459045369,0.487015468867618,5.94100380575239,0.613216559950147,0.330070614628649,0.228366855080998,3.11876098817721,0.556935762526246,2.97676520115753,0.183348618389821,0.311518367688122,1.00263616879307,0.457443325590652,0.263183600049305,0.194532564599274,0.142453413950698,0.117237527351656,1.49640003183568,0.363177444725063,0.294276096640422,0.197948882990539,5.47414079176799,0.409752587843348,0.357918118849283,0.765939132403423,0.174728392258986,0.894292472872943,2.02675629132547,0.470251360210213,CD8+ T Cell
CD8+ T Cell (naive),6.90194972093536,0.584009528469869,0.528223860268491,0.140000670095854,0.517806821480397,0.112135654206019,1.13794638050047,0.346951485406676,0.762885718376433,0.371659519421363,2.7642702529562,0.437677053696927,4.18395886403875,0.205789110265974,0.595488076507692,0.207176970476052,6.5496942219158,0.326893756472527,0.432419098529398,0.216710928927023,5.25229181887147,0.294760178709609,2.99741598282606,0.195737127898817,0.220193016867418,3.14367310061303,1.21720721870656,0.419081050855937,0.0945149672604719,0.13313753410497,0.124978292476733,2.12892719468398,5.31481073187698,1.05311284811211,0.264078274693379,5.88656045401908,0.271376662041163,0.328843413773024,0.279884505578295,0.185345374934002,0.423031323248484,5.42357898336913,0.453282101513913,CD8+ T Cell
gd T Cell,7.04416798904024,2.82330285825091,0.673131976889957,0.381376824635651,0.522785095431808,0.18031201708355,1.26470153185595,0.946722385211114,0.53398119106443,0.221124851424021,1.0337111563718,0.361137763809431,0.379091941508771,0.287137139993008,0.813428845014805,0.913963682619328,5.14893795762016,1.83875673249995,0.342100004645152,0.321408503452164,2.72603342575494,0.696026933654616,3.15287656744094,0.209447966277875,0.243639421500597,1.92428542041084,0.576127389705811,0.25470520953852,0.942835757635349,5.54421938408488,0.269833328463523,1.19476371663836,0.592983817187001,0.550073402286985,0.216927598472314,6.52950061433546,0.7069620495516,0.44698856722608,0.500804829411311,0.189648492700214,0.600930873435117,3.64710356602787,0.435915765786888,CD8+ T Cell
Multiplet,2.45228504543449,0.396457751538143,0.91079804942161,0.680738456233935,0.470173276548986,0.188055191749891,1.60005138658224,0.68479672127893,0.211403605607099,0.182063802955467,0.385676722716547,0.249544095523914,0.0925517181493224,0.262246509599489,0.825717856678253,0.329163393760706,0.528231941719912,0.113935623154802,0.116519611731116,0.247941926756937,0.315031888225055,0.169514281356228,0.231049777195431,0.106378282151256,0.868321808636348,0.19807497200354,0.734485081978645,0.0739501389134035,0.198876344214618,0.328000533545386,0.381917559591526,0.167007027621742,0.301953481220047,0.304806827088924,0.353426714296076,0.408710249922639,0.1212716966722,0.501651692678808,0.289293261898555,0.0914733548016191,0.53093917424847,0.345922088731422,0.623724244822976,CD8+ T Cell
Multiplet (B_T),5.58589912963164,4.45300369212451,1.01609134283768,0.792767034454629,2.41214300620682,0.165872035263338,1.66957694193622,4.20289155888664,1.68056536066332,1.19678288030493,6.57573037091587,1.32416409928595,2.30087235537347,0.241079913224184,0.884942081361837,0.267945627614884,7.51187035001682,0.809221372599768,0.339651180136252,0.615928644316085,0.424698409572607,4.63087514787978,0.205638605819222,0.0812769765602796,0.130206534924485,2.41861627866587,0.229163587793581,0.133948438230929,0.697583222894394,0.178775344969268,0.0753563194846581,3.8438150981094,0.176970267736957,0.132043849850978,0.0835951952034992,4.29147737895303,0.353571108040466,0.141826708389801,0.0888893109319739,0.0528333820126598,0.373687841968049,0.412239835774653,0.556166885894726,CD8+ T Cell
Multiplet (Neu_T),5.40374944518165,0.694634763631164,1.201973107249,2.29670938850989,0.63265457023715,0.441958486643656,1.7542195715685,1.22933997708136,0.507428450940965,0.339975500604554,1.07295321580635,1.03418768164884,0.817934949063351,1.48647165450005,3.2055080053468,1.55380864513354,1.61707702750814,0.313215708580519,0.407807408121892,0.418182289169702,1.52748454440442,0.282200184866579,0.699686397224247,0.234552936723556,1.87260939566071,1.22095155629838,1.35368649365275,0.18985917143716,0.156262932778292,0.805683509243501,0.48444853206827,0.496960959960347,1.30410125386813,0.539671223194062,0.26153478848692,3.54694369808733,0.223841200950337,2.42242377479679,0.383543048257873,0.230548241681898,0.614016216912143,2.35007456537831,0.495875801020805,CD8+ T Cell
NK Cell (CD56low CD16hi CD57low),6.46608101117181,3.24407483746648,0.759490121678328,1.32610794612434,0.697642453178332,0.290122425682166,1.57338919178125,0.713340922421074,0.807560760434846,0.554248910121906,3.26579591154879,0.574929573282754,1.02682082486248,0.939697455671439,3.59041917073873,0.226143544586871,6.92935553709206,2.83840110842381,0.29666080244885,0.339487935656099,0.263851766701723,0.35943240842919,0.680217424219966,0.098626598182579,0.279647480060551,0.391919228127601,4.19448299381271,0.536527016879849,3.90909926257722,0.534766661148011,0.145865899881268,2.2948029209553,0.227532962602071,0.109605540986457,0.169345751153822,0.251396494731459,0.0583763532116247,0.220381976124784,0.169044462773513,0.0763683446423081,0.243643980951739,0.333490063170194,0.431220427994597,CD8+ T Cell
Conventional DC,5.77591011302073,0.61543944229022,0.747154999099959,0.191347067383342,0.469188073992978,0.120216094325132,1.65824306048426,1.25222634664924,0.183371151954735,1.48442247030797,0.534069686894772,3.08743173875837,0.360081932071053,4.73251058072936,1.10223212392699,0.822856225920441,1.48798363950327,0.0970921120926891,0.243081403417032,0.108368935621234,0.279379768068292,0.139545258111084,0.936727515779769,0.119041866869162,3.85588446280235,0.237200582747195,4.41410353258236,0.742674618559289,0.831337921507939,0.283801129366544,0.96779621758087,0.335418105040583,0.217069854305146,0.262365789335552,1.87186870295131,0.255800262862113,0.148261685398502,0.545698757437234,5.09247265102531,0.912639475535291,0.682346355069342,0.387871576632298,0.705974510796428,Conventional DC
Monocytes (CD14+CD16-),5.91304472326553,0.6379250053816,1.13217412998212,2.78583253779317,0.532683055659031,0.434352755906351,1.94326595976524,1.45315163506366,0.196420070189339,0.510927991091534,0.49192724230495,3.01228326832742,0.316242755235428,4.08201356841996,0.665578895052837,1.69135158839072,0.985266635980596,0.0939532371428569,0.170917304759874,0.150671586886687,0.23383672180021,0.13483275541188,0.115959365173176,0.0866551725654332,4.07482072273227,0.220028192170914,4.15190879508783,0.534157320238106,0.416462623416823,0.253718605056144,4.16886503321081,0.337724006054567,0.419423985574117,4.44541933745429,0.878169002546736,0.299736180353613,0.105016589851033,0.322345454525507,3.0812635393502,0.255463042529417,0.486143486663214,0.349166590779849,0.594075289836785,Conventional DC
Monocytes (CD14+CD16+),6.78128097243535,0.586735466305107,0.927409159883158,0.893980441172849,0.496268052309815,0.164757443086958,1.8521441944207,1.10339660803818,0.272869946204089,2.01816814188668,0.799895028641188,3.35641573567911,0.480256275637576,5.24290115264656,3.28020962723252,1.70547222367468,2.31388343892035,0.116162847738818,0.290782465488607,0.140888568512156,0.300204455867864,0.137637479255921,0.124493892520299,0.100631684770204,4.26375670085054,0.242430251951599,2.53626065694614,0.290226801389286,0.341647633349192,0.324169198730233,1.99782293762004,0.564591048043417,0.32752339677905,3.65779993107083,1.35176483881831,0.289818792294964,0.159479906105447,0.508284619934062,5.03210101457318,0.900700698222909,0.529789142174923,0.435377373805452,0.517277589211803,Conventional DC
Multiplet,2.45228504543449,0.396457751538143,0.91079804942161,0.680738456233935,0.470173276548986,0.188055191749891,1.60005138658224,0.68479672127893,0.211403605607099,0.182063802955467,0.385676722716547,0.249544095523914,0.0925517181493224,0.262246509599489,0.825717856678253,0.329163393760706,0.528231941719912,0.113935623154802,0.116519611731116,0.247941926756937,0.315031888225055,0.169514281356228,0.231049777195431,0.106378282151256,0.868321808636348,0.19807497200354,0.734485081978645,0.0739501389134035,0.198876344214618,0.328000533545386,0.381917559591526,0.167007027621742,0.301953481220047,0.304806827088924,0.353426714296076,0.408710249922639,0.1212716966722,0.501651692678808,0.289293261898555,0.0914733548016191,0.53093917424847,0.345922088731422,0.623724244822976,Debris
Multiplet (Neu_Mon),5.52667432002443,1.15437328508835,3.12763623324815,1.27335863436315,1.42182211509533,0.282026169626232,3.2546029758255,5.11738188922835,0.509497880702579,1.40057407357541,2.10681249425714,0.803859588108135,0.453659755127008,2.1275014763452,3.95625875497857,3.80776158087385,1.98419324851788,2.11107870129661,3.05917647809377,3.92173569797614,1.11667256967716,1.34733720197167,2.24079971667966,1.41735006184795,3.09675161678272,2.57707311055586,1.42591957479815,0.357831972439597,1.26517499493726,4.94405958194772,0.630634467389581,4.50517944782027,3.91242370891931,4.27652937898025,0.507550139996099,0.560463008416879,0.748150173354033,5.06284109123571,1.04221608851913,1.28664080437059,0.523537864591127,4.29308283658303,0.675188117472692,Debris
Multiplet (Neu_T),5.40374944518165,0.694634763631164,1.201973107249,2.29670938850989,0.63265457023715,0.441958486643656,1.7542195715685,1.22933997708136,0.507428450940965,0.339975500604554,1.07295321580635,1.03418768164884,0.817934949063351,1.48647165450005,3.2055080053468,1.55380864513354,1.61707702750814,0.313215708580519,0.407807408121892,0.418182289169702,1.52748454440442,0.282200184866579,0.699686397224247,0.234552936723556,1.87260939566071,1.22095155629838,1.35368649365275,0.18985917143716,0.156262932778292,0.805683509243501,0.48444853206827,0.496960959960347,1.30410125386813,0.539671223194062,0.26153478848692,3.54694369808733,0.223841200950337,2.42242377479679,0.383543048257873,0.230548241681898,0.614016216912143,2.35007456537831,0.495875801020805,Debris
Neutrophil (CD16hi),4.23834867910173,0.546369681478157,1.2217442315485,3.68148490833123,0.416111854211312,0.553184459561426,1.96191462162518,0.58790818787875,0.284978154076666,0.196554061764503,0.492004569425578,0.249484502288451,0.28767198438148,2.40081548530901,5.22526235351636,1.7386933816528,0.637380045779022,0.116380104601334,0.125517346797328,0.189478640142915,0.211097022702987,0.153514783423573,0.1143157244472,0.0841234702840949,2.63362997992195,0.179546642577335,1.03077692371795,0.107675412487756,0.103337289398149,0.746319297437876,0.440301584738306,0.111130801701208,0.189457482723886,0.199002489303924,0.10470130749835,0.211242106177794,0.0927025456252565,4.07957659823703,0.326534792055474,0.15742627522426,0.326092502979057,0.346903901789421,0.409454259411845,Debris
Platelets,2.74552797364747,0.689218151262347,2.03339078287154,0.281134780279234,0.66678259470009,0.674648361862205,2.42544687886397,2.42233119151676,0.167880975645978,0.100107816651893,0.560044770580901,0.220658871914655,0.0900688432785486,0.156281591356054,0.600560395352063,0.295772934858355,0.621689709896901,0.0955691474324688,2.99335781786458,0.316119087999499,0.313325114719254,0.132384610743174,0.156154411305423,0.104056936425937,0.369584975955086,0.328031651631144,1.52947508497865,0.169349708273935,0.120386964339622,0.31169648349516,0.181676800814706,0.167077798473021,0.322099820004176,0.326096489198583,1.05587578756436,0.392155438696095,0.104558902898434,0.283355907018833,0.146890681984609,0.104347975391839,0.265625995003263,0.710474903746204,7.16281462305503,Debris
Eosinophil,6.03062755266391,0.550932984497116,0.733118507527129,1.47172031030365,0.337880199232578,0.228132399738225,1.49074149079546,1.6666243134027,0.304118177669832,1.1879601516289,0.637741839524692,0.269997162296061,0.168064582041031,2.23126299264428,2.22882169071285,3.75413704509134,0.70741029408957,0.251881808820061,0.3458781273688,0.661620483862512,0.37091160662301,0.32554177122453,0.310492973364108,0.216271970194936,3.48442157208258,0.306994139077305,0.773654955615939,0.166418904657555,0.237488440165263,0.754730555400104,0.247715677410269,4.42380497167773,0.61431228389525,0.471159865036685,0.334818903866454,0.233852367019806,0.202619096976729,5.79066581112998,0.927427414713524,0.393851122206007,0.514607828644139,0.660868485693992,1.02758703978758,Eosinophil
Neutrophil (CD16hi),4.23834867910173,0.546369681478157,1.2217442315485,3.68148490833123,0.416111854211312,0.553184459561426,1.96191462162518,0.58790818787875,0.284978154076666,0.196554061764503,0.492004569425578,0.249484502288451,0.28767198438148,2.40081548530901,5.22526235351636,1.7386933816528,0.637380045779022,0.116380104601334,0.125517346797328,0.189478640142915,0.211097022702987,0.153514783423573,0.1143157244472,0.0841234702840949,2.63362997992195,0.179546642577335,1.03077692371795,0.107675412487756,0.103337289398149,0.746319297437876,0.440301584738306,0.111130801701208,0.189457482723886,0.199002489303924,0.10470130749835,0.211242106177794,0.0927025456252565,4.07957659823703,0.326534792055474,0.15742627522426,0.326092502979057,0.346903901789421,0.409454259411845,Eosinophil
CD4-CD8- T Cell,6.65748535706248,3.90330572729853,1.03296793241833,0.50971150923395,1.08467526207302,0.220050012489151,1.33591827572063,2.06134590108333,1.14667250626298,0.486059720124425,4.53279020956568,1.09754318381619,1.60252229237974,0.260743476004485,0.954006286031909,0.380281431165748,6.71340612308358,1.02546076437338,0.409445031867428,0.604700396777256,1.88102700463284,2.29226430031168,0.993208040486865,0.159949679696969,0.29375863376899,2.18939134898286,0.384075090781832,0.191427447629092,0.592649066016949,0.219612179717994,0.154373282712186,2.10567765391394,0.366608257988534,0.308342724066061,0.197519405805551,5.50579014395984,0.392959761497945,0.32117333076213,0.298767067823414,0.142891196994023,0.697308012899253,2.00825655037641,0.329253996013387,gd T Cell
gd T Cell,7.04416798904024,2.82330285825091,0.673131976889957,0.381376824635651,0.522785095431808,0.18031201708355,1.26470153185595,0.946722385211114,0.53398119106443,0.221124851424021,1.0337111563718,0.361137763809431,0.379091941508771,0.287137139993008,0.813428845014805,0.913963682619328,5.14893795762016,1.83875673249995,0.342100004645152,0.321408503452164,2.72603342575494,0.696026933654616,3.15287656744094,0.209447966277875,0.243639421500597,1.92428542041084,0.576127389705811,0.25470520953852,0.942835757635349,5.54421938408488,0.269833328463523,1.19476371663836,0.592983817187001,0.550073402286985,0.216927598472314,6.52950061433546,0.7069620495516,0.44698856722608,0.500804829411311,0.189648492700214,0.600930873435117,3.64710356602787,0.435915765786888,gd T Cell
Hematopoetic progrenitor Cell,4.14614170970864,0.565774459403006,0.83163413845477,0.155870922873044,0.439093626955668,0.157643343099765,1.42120489387072,0.350210021880198,0.222179379388655,1.33113250722891,0.514421929148601,0.479704759367972,0.137663521139465,0.335651459180568,0.609421974649023,0.42807708744165,0.755452372638902,0.114762506230953,0.0996602615338503,0.146170486826092,0.31863811982149,0.116926448790947,0.342067381663505,0.0873562382740269,0.658134125669228,0.315164874469836,4.20085936474014,0.590817924442523,0.338499509043252,0.224447544187706,0.25134132131642,0.345475590336266,0.362745792381243,0.17077385311619,4.14523507608021,0.459857283229816,0.164501692277729,0.352428152112984,2.50153852265934,0.282191972590635,0.297396295241427,0.460145015004867,0.424416011775966,gd T Cell
Multiplet (B_T),5.58589912963164,4.45300369212451,1.01609134283768,0.792767034454629,2.41214300620682,0.165872035263338,1.66957694193622,4.20289155888664,1.68056536066332,1.19678288030493,6.57573037091587,1.32416409928595,2.30087235537347,0.241079913224184,0.884942081361837,0.267945627614884,7.51187035001682,0.809221372599768,0.339651180136252,0.615928644316085,0.424698409572607,4.63087514787978,0.205638605819222,0.0812769765602796,0.130206534924485,2.41861627866587,0.229163587793581,0.133948438230929,0.697583222894394,0.178775344969268,0.0753563194846581,3.8438150981094,0.176970267736957,0.132043849850978,0.0835951952034992,4.29147737895303,0.353571108040466,0.141826708389801,0.0888893109319739,0.0528333820126598,0.373687841968049,0.412239835774653,0.556166885894726,gd T Cell
Hematopoetic progrenitor Cell,4.14614170970864,0.565774459403006,0.83163413845477,0.155870922873044,0.439093626955668,0.157643343099765,1.42120489387072,0.350210021880198,0.222179379388655,1.33113250722891,0.514421929148601,0.479704759367972,0.137663521139465,0.335651459180568,0.609421974649023,0.42807708744165,0.755452372638902,0.114762506230953,0.0996602615338503,0.146170486826092,0.31863811982149,0.116926448790947,0.342067381663505,0.0873562382740269,0.658134125669228,0.315164874469836,4.20085936474014,0.590817924442523,0.338499509043252,0.224447544187706,0.25134132131642,0.345475590336266,0.362745792381243,0.17077385311619,4.14523507608021,0.459857283229816,0.164501692277729,0.352428152112984,2.50153852265934,0.282191972590635,0.297396295241427,0.460145015004867,0.424416011775966,Hematopoetic progrenitor Cell
Plasmacytoid DC,4.93101685953845,1.75655359845374,0.583338420739193,0.18575402563293,0.477163777834601,0.0958951036488699,1.19813922138639,0.572955334856018,0.748448616646491,4.87617799765011,2.82451584303841,3.1997365468976,0.692487573880432,0.230094263559183,0.595237370521085,0.135364389940586,5.75601185106442,0.265700522356525,0.161295966427095,0.215341561902997,0.211673668202019,0.256436634920658,3.59618042886254,0.159652147542529,1.13239676771353,0.408375252416534,2.64951788420292,0.26648240306918,0.15773232711103,0.144888459495354,0.124235347026635,1.47283450631691,0.35366153325205,0.111493105264335,1.17689020911313,0.258403681219565,0.0850905873833774,0.34400694029159,3.01224166021951,0.290452796278449,0.862004200942483,0.331640625771595,0.646569728346425,Hematopoetic progrenitor Cell
ILC,6.27169267512136,0.722664829228748,0.371286672267953,0.431643623481816,0.457313174462687,0.23187514815896,1.00452174948523,1.61727186783567,0.527944860836546,0.369358973744252,1.15321749181015,0.317637076430371,0.352279376612025,0.502840847389602,0.605369335467576,0.235467255473526,5.42234076734104,4.23113643750038,1.19635446559398,3.17372736869734,0.416195098017003,0.154558362915693,0.562147224088185,0.154053566704948,0.29968355825758,1.39372992923086,0.84418120015814,0.122851556512512,0.261666415814285,0.163678677810116,0.104057616874837,2.4604643041357,0.681184315067324,0.138422780979839,0.742671854869268,0.307727562268999,0.114773493548939,0.315559869687766,0.254037153813838,0.28974867933209,1.05196198136049,5.65373404698925,0.568680372727901,ILC
NK Cell (CD56hi CD16low),6.19873257697728,1.25811635148475,0.733914032795393,1.18111432265159,0.87123290297438,0.279404611866013,1.2517518168056,0.685543873152444,0.495835615714071,0.414964859115567,3.18079043637608,0.43036477319043,0.571856551916043,1.91152356197996,1.25943181259639,0.256107623494483,5.7787809880378,2.70031335137433,0.248580535184795,0.507580147521104,2.02828161565227,0.302879354922853,3.42172200869415,0.165415865586211,0.44350819271279,0.496319140519907,3.75295709901243,0.865227809730479,5.06381890155392,0.733728831106838,0.161692929810842,1.15538289468233,0.699546088037984,0.125101383757648,0.236509344698665,0.248944206081515,0.0791340687126572,0.264816264717424,0.365541374490041,0.106178932696814,0.599359035550988,2.74587799755419,0.4837241962687,ILC
B Cell (CD11c+ CXCR5-),5.30331960031302,0.600366035454009,1.14560458210068,0.259676198459751,1.75046874290006,0.0767262705709782,2.11589706304802,4.84962295044927,0.782921897643646,1.20665416533035,6.42005520413764,1.64313155481749,0.754919894789335,2.75415333604381,1.21558256161274,0.183786913906527,5.87635063363826,0.199294435248675,0.137768169456664,0.58699483694837,0.365875657688304,0.272218013221705,0.298050728815939,0.159089045641343,1.29217264371993,2.24565627178411,0.330404131075352,0.057181464512622,0.098584860309983,0.138149003052853,0.18745059258242,1.2596046486309,0.309839088378046,0.133168037477936,0.517108648588294,0.27124737825869,0.232680624195964,0.466285221613888,1.08753751351476,0.211630620063854,0.668604054672933,0.577023382294351,0.547595879963043,Monocytes (CD14-CD16+)
Conventional DC,5.77591011302073,0.61543944229022,0.747154999099959,0.191347067383342,0.469188073992978,0.120216094325132,1.65824306048426,1.25222634664924,0.183371151954735,1.48442247030797,0.534069686894772,3.08743173875837,0.360081932071053,4.73251058072936,1.10223212392699,0.822856225920441,1.48798363950327,0.0970921120926891,0.243081403417032,0.108368935621234,0.279379768068292,0.139545258111084,0.936727515779769,0.119041866869162,3.85588446280235,0.237200582747195,4.41410353258236,0.742674618559289,0.831337921507939,0.283801129366544,0.96779621758087,0.335418105040583,0.217069854305146,0.262365789335552,1.87186870295131,0.255800262862113,0.148261685398502,0.545698757437234,5.09247265102531,0.912639475535291,0.682346355069342,0.387871576632298,0.705974510796428,Monocytes (CD14-CD16+)
Monocytes (CD14-CD16+),6.45635910940165,0.572097962412359,0.851928120742538,0.301289565165239,0.602933068929112,0.0956991192882981,2.10520480484078,0.771228675880715,0.393000186236342,2.23518572501132,3.11804306613689,2.67461573911753,0.513417947207523,4.67227801348918,3.43684575646843,0.432599772865599,5.01781530442103,0.154255966750025,0.232702127394484,0.214271369039381,0.24671513323514,0.164811744116521,0.107198952712042,0.0891043201204652,2.76419658227749,0.348519785841952,0.477153582242005,0.103248030129932,0.203739768968645,0.269529791102123,0.479807727250154,1.7695246145989,0.192003723735775,0.564811892845544,1.23718858386846,0.237873559562984,0.0978896575993087,0.272671089174653,3.34836624613745,0.303871791020584,0.686386231481368,0.413403506600716,0.673402303553075,Monocytes (CD14-CD16+)
Monocytes (CD14+CD16+),6.78128097243535,0.586735466305107,0.927409159883158,0.893980441172849,0.496268052309815,0.164757443086958,1.8521441944207,1.10339660803818,0.272869946204089,2.01816814188668,0.799895028641188,3.35641573567911,0.480256275637576,5.24290115264656,3.28020962723252,1.70547222367468,2.31388343892035,0.116162847738818,0.290782465488607,0.140888568512156,0.300204455867864,0.137637479255921,0.124493892520299,0.100631684770204,4.26375670085054,0.242430251951599,2.53626065694614,0.290226801389286,0.341647633349192,0.324169198730233,1.99782293762004,0.564591048043417,0.32752339677905,3.65779993107083,1.35176483881831,0.289818792294964,0.159479906105447,0.508284619934062,5.03210101457318,0.900700698222909,0.529789142174923,0.435377373805452,0.517277589211803,Monocytes (CD14-CD16+)
Plasmacytoid DC,4.93101685953845,1.75655359845374,0.583338420739193,0.18575402563293,0.477163777834601,0.0958951036488699,1.19813922138639,0.572955334856018,0.748448616646491,4.87617799765011,2.82451584303841,3.1997365468976,0.692487573880432,0.230094263559183,0.595237370521085,0.135364389940586,5.75601185106442,0.265700522356525,0.161295966427095,0.215341561902997,0.211673668202019,0.256436634920658,3.59618042886254,0.159652147542529,1.13239676771353,0.408375252416534,2.64951788420292,0.26648240306918,0.15773232711103,0.144888459495354,0.124235347026635,1.47283450631691,0.35366153325205,0.111493105264335,1.17689020911313,0.258403681219565,0.0850905873833774,0.34400694029159,3.01224166021951,0.290452796278449,0.862004200942483,0.331640625771595,0.646569728346425,Monocytes (CD14-CD16+)
Conventional DC,5.77591011302073,0.61543944229022,0.747154999099959,0.191347067383342,0.469188073992978,0.120216094325132,1.65824306048426,1.25222634664924,0.183371151954735,1.48442247030797,0.534069686894772,3.08743173875837,0.360081932071053,4.73251058072936,1.10223212392699,0.822856225920441,1.48798363950327,0.0970921120926891,0.243081403417032,0.108368935621234,0.279379768068292,0.139545258111084,0.936727515779769,0.119041866869162,3.85588446280235,0.237200582747195,4.41410353258236,0.742674618559289,0.831337921507939,0.283801129366544,0.96779621758087,0.335418105040583,0.217069854305146,0.262365789335552,1.87186870295131,0.255800262862113,0.148261685398502,0.545698757437234,5.09247265102531,0.912639475535291,0.682346355069342,0.387871576632298,0.705974510796428,Monocytes (CD14+CD16-)
Monocytes (CD14-CD16+),6.45635910940165,0.572097962412359,0.851928120742538,0.301289565165239,0.602933068929112,0.0956991192882981,2.10520480484078,0.771228675880715,0.393000186236342,2.23518572501132,3.11804306613689,2.67461573911753,0.513417947207523,4.67227801348918,3.43684575646843,0.432599772865599,5.01781530442103,0.154255966750025,0.232702127394484,0.214271369039381,0.24671513323514,0.164811744116521,0.107198952712042,0.0891043201204652,2.76419658227749,0.348519785841952,0.477153582242005,0.103248030129932,0.203739768968645,0.269529791102123,0.479807727250154,1.7695246145989,0.192003723735775,0.564811892845544,1.23718858386846,0.237873559562984,0.0978896575993087,0.272671089174653,3.34836624613745,0.303871791020584,0.686386231481368,0.413403506600716,0.673402303553075,Monocytes (CD14+CD16-)
Monocytes (CD14+CD16-),5.91304472326553,0.6379250053816,1.13217412998212,2.78583253779317,0.532683055659031,0.434352755906351,1.94326595976524,1.45315163506366,0.196420070189339,0.510927991091534,0.49192724230495,3.01228326832742,0.316242755235428,4.08201356841996,0.665578895052837,1.69135158839072,0.985266635980596,0.0939532371428569,0.170917304759874,0.150671586886687,0.23383672180021,0.13483275541188,0.115959365173176,0.0866551725654332,4.07482072273227,0.220028192170914,4.15190879508783,0.534157320238106,0.416462623416823,0.253718605056144,4.16886503321081,0.337724006054567,0.419423985574117,4.44541933745429,0.878169002546736,0.299736180353613,0.105016589851033,0.322345454525507,3.0812635393502,0.255463042529417,0.486143486663214,0.349166590779849,0.594075289836785,Monocytes (CD14+CD16-)
Monocytes (CD14+CD16+),6.78128097243535,0.586735466305107,0.927409159883158,0.893980441172849,0.496268052309815,0.164757443086958,1.8521441944207,1.10339660803818,0.272869946204089,2.01816814188668,0.799895028641188,3.35641573567911,0.480256275637576,5.24290115264656,3.28020962723252,1.70547222367468,2.31388343892035,0.116162847738818,0.290782465488607,0.140888568512156,0.300204455867864,0.137637479255921,0.124493892520299,0.100631684770204,4.26375670085054,0.242430251951599,2.53626065694614,0.290226801389286,0.341647633349192,0.324169198730233,1.99782293762004,0.564591048043417,0.32752339677905,3.65779993107083,1.35176483881831,0.289818792294964,0.159479906105447,0.508284619934062,5.03210101457318,0.900700698222909,0.529789142174923,0.435377373805452,0.517277589211803,Monocytes (CD14+CD16-)
Multiplet,2.45228504543449,0.396457751538143,0.91079804942161,0.680738456233935,0.470173276548986,0.188055191749891,1.60005138658224,0.68479672127893,0.211403605607099,0.182063802955467,0.385676722716547,0.249544095523914,0.0925517181493224,0.262246509599489,0.825717856678253,0.329163393760706,0.528231941719912,0.113935623154802,0.116519611731116,0.247941926756937,0.315031888225055,0.169514281356228,0.231049777195431,0.106378282151256,0.868321808636348,0.19807497200354,0.734485081978645,0.0739501389134035,0.198876344214618,0.328000533545386,0.381917559591526,0.167007027621742,0.301953481220047,0.304806827088924,0.353426714296076,0.408710249922639,0.1212716966722,0.501651692678808,0.289293261898555,0.0914733548016191,0.53093917424847,0.345922088731422,0.623724244822976,Monocytes (CD14+CD16-)
Multiplet (Neu_T),5.40374944518165,0.694634763631164,1.201973107249,2.29670938850989,0.63265457023715,0.441958486643656,1.7542195715685,1.22933997708136,0.507428450940965,0.339975500604554,1.07295321580635,1.03418768164884,0.817934949063351,1.48647165450005,3.2055080053468,1.55380864513354,1.61707702750814,0.313215708580519,0.407807408121892,0.418182289169702,1.52748454440442,0.282200184866579,0.699686397224247,0.234552936723556,1.87260939566071,1.22095155629838,1.35368649365275,0.18985917143716,0.156262932778292,0.805683509243501,0.48444853206827,0.496960959960347,1.30410125386813,0.539671223194062,0.26153478848692,3.54694369808733,0.223841200950337,2.42242377479679,0.383543048257873,0.230548241681898,0.614016216912143,2.35007456537831,0.495875801020805,Monocytes (CD14+CD16-)
