"pathway","database","PPT:direction","PPT:pval","PPT:pval_adj","PPT:leading_edge","PPG:direction","PPG:pval","PPG:pval_adj","PPG:leading_edge","SPT:direction","SPT:pval","SPT:pval_adj","SPT:leading_edge","PMG:direction","PMG:pval","PMG:pval_adj","PMG:leading_edge","NGX:direction","NGX:pval","NGX:pval_adj","NGX:leading_edge","PGX:direction","PGX:pval","PGX:pval_adj","PGX:leading_edge","Joint:direction","Joint:pval","Joint:pval_adj","Joint:leading_edge"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","hallmark",1,0.58149187290986,0.756582365003418,"C1S",1,0.000229945324954128,0.0028743165619266,"CFB#SERPING1#B2M#HLA-A#OGFR#RAPGEF6#LGALS3BP#BST2#VCAM1#HLA-B#C1R#C1S",1,0.0145043503537386,0.116034802829909,"IL6#CCL7#CXCL10",NA,NA,NA,NA,1,0.0558507512958828,0.16244379769563,"METTL7B#FAS#NFKB1#STAT4#TNFAIP6#MTHFD2",-1,0.055618067929634,0.0817912763671088,"IL18BP#CD74#HLA-DRB1#HLA-DMA#HLA-DQA1#IL2RB#AUTS2#KLRK1#CIITA#STAT4#ST3GAL5",NA,0.00112302235837985,0.00350944486993702,NA
"HALLMARK_HEME_METABOLISM","hallmark",-1,0.607325726717735,0.756582365003418,"SPTA1",-1,0.387187102120874,0.508692306421205,"LAMP2",NA,NA,NA,NA,NA,NA,NA,NA,-1,0.0964036587467433,0.219099224424417,"AQP3#GAPVD1#UROS#RAP1GAP#SLC6A9#SLC2A1",1,0.000517665029425407,0.00184880367651931,"HTATIP2#ATP6V0A1#NFE2#CTSB#ELL2#LAMP2#P4HA2#LRP10#SEC14L1#SLC7A11#SDCBP#MBOAT2#CCND3#USP15#SLC22A4#GCLM#E2F2#SLC30A1#MPP1#SYNJ1#SLC25A37#TOP1#GATA1#PPP2R5B#ADIPOR1#RHAG#XK#MAP2K3#RAP1GAP#SMOX#EIF2AK1#HBQ1#HTRA2#BSG#BLVRB#SLC6A9#DCUN1D1#CA2#RIOK3#KDM7A",NA,0.00206207999041054,0.00542652629055404,NA
"HALLMARK_XENOBIOTIC_METABOLISM","hallmark",1,0.614618428419026,0.756582365003418,"ITIH4",1,0.191585822627166,0.450166184748498,"CRP#CFB#ITIH4#PLG#PROS1#ITIH1#MBL2#F10#MAN1A1#KARS1#PDLIM5#VTN#LCAT",NA,NA,NA,NA,NA,NA,NA,NA,1,0.00701218429801753,0.0500870307001252,"FAS#UPB1#IL1R1#VNN1",1,1.29169861917688e-07,1.29169861917688e-06,"PGD#GSR#ETFDH#PTGR1#ACOX2#TPST1#SAR1B#MAN1A1#IDH1#VNN1#FAH#IL1R1#FAS#ACOX1#PYCR1#CDA#SLC6A6#UPP1#AQP9#ARG1#ALAS1#DDAH2#POR#UPB1",NA,5.16669694669171e-07,4.30558078890976e-06,NA
"HALLMARK_FATTY_ACID_METABOLISM","hallmark",-1,0.615994531784006,0.756582365003418,"ALDOA",1,0.312582013414675,0.502786449220549,"H2AZ1#ALDH3A2#ALDOA#PTPRG#HSP90AA1#G0S2#DLST",NA,NA,NA,NA,NA,NA,NA,NA,-1,0.0525733146788825,0.16244379769563,"ALDH3A1",1,0.0135612601914646,0.0322887147415825,"ETFDH#DHCR24#LDHA#ACSL1#IDH1#VNN1",NA,0.0439175521090539,0.0686211751703967,NA
"HALLMARK_BILE_ACID_METABOLISM","hallmark",-1,0.6777963901667,0.785983884382054,"TTR#APOA1#CAT",-1,0.000636888126110291,0.00636888126110291,"TTR#APOA1#SERPINA6",NA,NA,NA,NA,NA,NA,NA,NA,-1,0.0182346275823312,0.0771594418176688,"GSTK1#NR3C2#ABCA4#RBP1#CROT#SCP2#ABCD3#ALDH1A1",1,0.0148251939164493,0.0326759355449967,"DHCR24#ACSL1#HSD3B7#IDH1#SULT1B1",NA,0.00236500631725836,0.00563096742204372,NA
"HALLMARK_HYPOXIA","hallmark",-1,0.692414374336571,0.785983884382054,"ALDOA#GAPDH",1,0.122671040822447,0.38688568842321,"ADM#LOX#PDGFB#MYH9#CP#HSPA5#TPST2#GAPDH#GPC1#ALDOA#HDLBP#SRPX#EFNA1#AKAP12",1,0.040372670807454,0.138420585625557,"IL6",NA,NA,NA,NA,-1,0.199077663843461,0.315129519807067,"ILVBL#PLAC8#SDC4#SLC2A1#SLC37A4#GPC1",1,0.00122857563345213,0.00361345774544745,"GAPDH#ADM#LDHA#ERO1A#AK4#SLC2A3#HK2#NDST1#NEDD4L#P4HA2#TPST2#CITED2#SLC6A6#ENO1#GLRX#PRDX5#IRS2#PIM1#PFKFB3#KLF7#RRAGD#TMEM45A#JMJD6#GBE1#MYH9#SAP30#PLIN2#PGM2#HDLBP",NA,0.00588405795175553,0.0124024504834866,NA
"HALLMARK_GLYCOLYSIS","hallmark",-1,0.774452521163048,0.834025792021743,"ALDOA",-1,0.406953845136964,0.508692306421205,"EGFR#IGFBP3",1,0.174231565535914,0.277472527472528,"VEGFA#TGFA#ARTN",NA,NA,NA,NA,1,0.200741044271986,0.315129519807067,"AK4#GNPDA1#RRAGD#CD44",1,6.02605307875592e-08,7.5325663484449e-07,"TXN#QSOX1#PKM#LDHA#ERO1A#PGAM1#TPST1#AK4#IDH1#G6PD#CENPA#TALDO1#PYGL#HK2#HMMR#P4HA2#CITED2#DEPDC1#ENO1#GLRX#AURKA#CDK1#SLC16A3#BIK#SPAG4#SDC1#DSC2#IRS2#ANG#RRAGD#PLOD2#KIF20A",NA,3.01302616150424e-07,3.01302616150424e-06,NA
"HALLMARK_IL2_STAT5_SIGNALING","hallmark",1,1,1,"SERPINC1",-1,0.465769038273861,0.554486950326024,"ABCB1",-1,0.0309046240801584,0.138420585625557,"TNFSF11#TNFSF10",NA,NA,NA,NA,1,0.0021103248677099,0.0205193178022783,"IL18R1#CD48#CSF1#PLIN2#RRAGD#CD44#CDC6#IL1R2#CST7#TRAF1#IL1RL1#SPP1#CD83",1,0.000478871622995869,0.0018418139345995,"CKAP4#FURIN#SLC39A8#FAH#IL1R2#SLC2A3#PLSCR1#HK2#CDC6#SELL#ALCAM#SPRED2#RGS16#CAPG#GLIPR2#CCND3#MXD1#FAM126B#SMPDL3A#HIPK2#IL10#PIM1#ADAM19#RRAGD#GATA1#GSTO1#BATF#DRC1#IGF2R",NA,0.00192875890339692,0.00542652629055404,NA
"HALLMARK_CHOLESTEROL_HOMEOSTASIS","hallmark",1,1,1,"CLU",1,0.226988459795726,0.453976919591452,"ACTG1",NA,NA,NA,NA,NA,NA,NA,NA,1,0.139394438625239,0.278788877250479,"STARD4#HMGCR#ANXA5",1,0.00539804410080602,0.0142053792126474,"PPARG#DHCR7#PLSCR1#ALCAM#SQLE#CLU#LDLR#JAG1#IDI1#FBXO6#S100A11#ACSS2#SCD#TP53INP1#NFIL3#HMGCR#FADS2#FDPS#SREBF2",NA,0.0210327964039221,0.0375585650070038,NA
"HALLMARK_G2M_CHECKPOINT","hallmark",NA,NA,NA,NA,1,0.0193027314515483,0.0983039481232917,"MARCKS#HNRNPU#JPT1#TMPO#ILF3#HMGA1#H2AZ1#HSPA8#NOTCH2#HMGN2#STMN1#LMNB1#TFDP1#MKI67#NCL",NA,NA,NA,NA,NA,NA,NA,NA,1,0.076868925761167,0.202286646739913,"NUSAP1#CDC6#MAP3K20#MARCKS#LMNB1#E2F3#LBR#XPO1",1,2.48137732583587e-09,4.90746054904179e-08,"HMGB3#MAPK14#LMNB1#RAD23B#CDKN3#LBR#UBE2S#CENPA#UBE2C#BUB1#PBK#CCNB2#BIRC5#HMMR#STIL#TROAP#PLK1#CDC20#CDC6#SQLE#MYBL2#AURKA#AURKB#CDKN2C#TPX2#MKI67#KIF4A#TTK#E2F1#NEK2#JPT1#NUSAP1#CDK1#CKS2#KIF23#KIF2C#CDC25A#EXO1#E2F2#ESPL1#CCNA2#CDC45#KIF15#TOP1#KIF11#TOP2A#POLQ#PTTG1#TLE3#GINS2#E2F3#KNL1#CENPE#HIF1A#CENPF#SAP30#CHEK1#KPNA2#SLC7A5#MAP3K20#PRC1#BCL3#NUP98#TFDP1#PAFAH1B1",NA,7.44413077866985e-09,1.96298416772605e-07,NA
"HALLMARK_PROTEIN_SECRETION","hallmark",NA,NA,NA,NA,-1,0.0484525610586056,0.201885671077523,"LAMP2#EGFR#AP3S1#SNAP23",NA,NA,NA,NA,NA,NA,NA,NA,-1,0.764189702655915,0.849099669617683,"ICA1",1,0.0112353553362237,0.0280883883405592,"CD63#KIF1B#COPE#LAMP2#RAB5A#CLTC",NA,0.0275992402829175,0.0475848970395129,NA
"HALLMARK_SPERMATOGENESIS","hallmark",NA,NA,NA,NA,1,0.288493113494505,0.502786449220549,"SCG5#HSPA2#HSPA1L#HBZ#PCSK1N",NA,NA,NA,NA,NA,NA,NA,NA,-1,0.799237658844185,0.868736585700201,"PEBP1",1,0.00078366658762552,0.00244895808632975,"AGFG1#CLPB#CDKN3#TALDO1#BUB1#CCNB2#PGS1#AURKA#TTK#NEK2#CDK1#KIF2C",NA,0.00235472891672645,0.00563096742204372,NA
"GOMF_IMMUNOGLOBULIN_BINDING","immglob",-1,0.113969363969365,1,"VWF#JCHAIN#HRG#AMBP",-1,0.242783065899712,0.880550174982469,"HRG",NA,NA,NA,NA,NA,NA,NA,NA,1,0.00155392142394539,0.00932352854367235,"FCER1G#DLG4#CD22#FCGR1A",1,0.0581373957926675,0.116274791585335,"FCER1G#FCGR1A#FCAR#LILRA2#FCGR1B#FCGR2A",NA,0.00598810329553223,0.0209583615343628,NA
"GOBP_IMMUNOGLOBULIN_PRODUCTION","immglob",1,0.800379632483947,1,"IGLV3-10",1,0.669945121708848,0.900331577454223,"B2M#IGLV1-40#TP53BP1#IGLV2-18#IGKV3-20#IGLV1-47#IGKV3D-15#IGKV2D-24#IGKV2-24#IGKV1-39#HLA-E#IGKV1-12",1,0.146425152112791,0.267217254794895,"IL6#IL10",NA,NA,NA,NA,1,0.161311404028222,0.261279096276306,"NBN#CR1#CD22#BCL6",-1,0.000119848848646575,0.000719093091879452,"HLA-DPB1#HLA-DPA1#HLA-DRA#HLA-DMB#HLA-DRB1",NA,0.000598529217254456,0.0031422783905859,NA
"GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_REC","immglob",-1,0.907333060426521,1,"C2#C8G#C8B",1,0.201254933535272,0.880550174982469,"CRP#C2#SERPING1#B2M#C1QC#C1QA",1,0.0731627526640277,0.267217254794895,"IL6#IL10#CD274#CCL19#IL18R1#CD40#SLAMF1#TNF#IL18",NA,NA,NA,NA,1,0.0212041333490894,0.076334880056722,"IL18R1#IL1R1#FCER1G#NBN#ARG1#KLRD1#IL6R#CR1#EBI3#BCL6#IL1RL1#FCGR1A",-1,4.89979823381503e-09,8.81963682086706e-08,"HLA-DPB1#HLA-DPA1#CD1C#CD4#IL18BP#HLA-DRA#HLA-DMB#CD1E#CD74#HLA-DRB1#RFTN1",NA,2.44989841460215e-08,5.14478667066451e-07,NA
"GOMF_IMMUNOGLOBULIN_RECEPTOR_BINDING","immglob",-1,0.986201997952406,1,"IGHV3-15#IGHV5-51#JCHAIN#FLNA#IGHD",1,0.770656547762597,0.915154650468084,"FLNA#IGHV1-18#IGHV3-49#IGHV2-5#IGHV2-70#IGHV1-69#IGHV4-28#IGHD#IGHV1-3#JCHAIN#IGHV2-26#IGHV1OR15-1#IGHV3-72#IGHV3-7#IGHV3-64D#IGHV3-35#IGHV1-69D#IGHV3-48#IGHM#IGHV3-74#IGHV3-38#IGHV7-4-1#IGHV3-23",NA,NA,NA,NA,NA,NA,NA,NA,1,2.49082994238092e-05,0.000448349389628566,"FLNA#CLEC4D#FGR",1,0.0360732726177128,0.0906920427677568,"CLEC4D#FES#FGR",NA,9.95698003295018e-05,0.000696988602306512,NA
"GOBP_IMMUNOGLOBULIN_PRODUCTION_INVOLVED_IN_IMMUNOG","immglob",NA,NA,NA,NA,1,0.108928998659278,0.880550174982469,"B2M#TP53BP1",1,0.423089571233196,0.423089571233196,"IL10",NA,NA,NA,NA,1,0.370975024913566,0.435100343643986,"NBN#BCL6",-1,1.22564950066906e-05,0.000110308455060215,"HLA-DPB1#HLA-DPA1#HLA-DRA#HLA-DMB#HLA-DRB1",NA,4.9021907450441e-05,0.000514730028229631,NA
"GOMF_IMMUNOGLOBULIN_RECEPTOR_ACTIVITY","immglob",NA,NA,NA,NA,1,0.313420648707961,0.880550174982469,"PIGR",NA,NA,NA,NA,NA,NA,NA,NA,1,0.0181030348923775,0.076334880056722,"FCER1G#FCGR1A",1,0.0346530982930503,0.0906920427677568,"FCER1G#FCGR1A#FCGR1B",NA,0.036032440949024,0.0945851574911879,NA
"GOBP_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONS","immglob",NA,NA,NA,NA,1,0.586040411652728,0.900331577454223,"C4BPA",NA,NA,NA,NA,NA,NA,NA,NA,1,0.112925185728903,0.225850371457806,"CR1",1,0.00698648885187936,0.0314391998334571,"CR1#CD55#CR1L#CD46",NA,0.0198982722230755,0.0596948166692266,NA
"GOBP_NEGATIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCT","immglob",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.00068826130297972,0.00619435172681748,"CR1#CD22#BCL6",1,0.110982256972987,0.199768062551376,"CR1#BCL6",NA,0.00136837689690763,0.00574718296701205,NA
"Dihydrosphingomyelins","metaSub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0.00769681875868522,0.0615745500694818,"sphingomyelin (d18:0/20:0, d16:0/22:0)*#myristoyl dihydrosphingomyelin (d18:0/14:0)*#behenoyl dihydrosphingomyelin (d18:0/22:0)*",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00769681875868522,0.0615745500694818,NA
"Fatty Acid Metabolism (Acyl Carnitine, Long Chain ","metaSub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0.0121774503233519,0.0885632750789232,"stearoylcarnitine (C18)#cerotoylcarnitine (C26)*#palmitoylcarnitine (C16)#lignoceroylcarnitine (C24)*",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0121774503233519,0.0885632750789232,NA
"Fatty Acid Metabolism (Acyl Carnitine, Polyunsatur","metaSub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0.006368446250961,0.0566084111196534,"dihomo-linolenoylcarnitine (C20:3n3 or 6)*#arachidonoylcarnitine (C20:4)#linoleoylcarnitine (C18:2)*#dihomo-linoleoylcarnitine (C20:2)*",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006368446250961,0.0566084111196534,NA
"Fatty Acid, Amino","metaSub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0.00234672655066415,0.0264713905356229,"2-aminoheptanoate#2-aminooctanoate#N-acetyl-2-aminooctanoate*",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00234672655066415,0.0264713905356229,NA
"Food Component/Plant","metaSub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,5.53100695733777e-05,0.00110620139146755,"piperine#sulfate of piperine metabolite C16H19NO3 (2)*#sulfate of piperine metabolite C16H19NO3 (3)*#thymol sulfate#glucuronide of piperine metabolite C17H21NO3 (4)*#4-allylphenol sulfate#glucuronide of piperine metabolite C17H21NO3 (3)*#glucuronide of piperine metabolite C17H21NO3 (5)*#sulfate of piperine metabolite C18H21NO3 (3)*#S-allylcysteine#dihydrocaffeate sulfate (2)#eugenol sulfate#alliin#quinate#3-formylindole#tartronate (hydroxymalonate)#dihydroferulate#2-aminophenol sulfate#N-acetylalliin#N-acetyl-S-allyl-cysteine#ethyl beta-glucopyranoside#(2,4 or 2,5)-dimethylphenol sulfate#2-acetamidophenol sulfate#ethyl alpha-glucopyranoside#vanillic acid glycine#stachydrine#dihydroferulic acid sulfate#trans-3,4-methyleneheptanoate",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.53100695733777e-05,0.00110620139146755,NA
"Histidine Metabolism","metaSub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.000281269008308049,0.011250760332322,"hydantoin-5-propionate#formiminoglutamate#1-methyl-4-imidazoleacetate",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000281269008308049,0.011250760332322,NA
"Lysophospholipid","metaSub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,8.44683426426407e-07,3.37873370570563e-05,"1-stearoyl-GPC (18:0)#1-palmitoyl-GPC (16:0)#1-palmitoleoyl-GPC (16:1)*#2-palmitoyl-GPC (16:0)*#2-palmitoleoyl-GPC (16:1)*#1-lignoceroyl-GPC (24:0)#1-arachidonoyl-GPC (20:4n6)*#1-linoleoyl-GPC (18:2)#1-linolenoyl-GPC (18:3)*#1-oleoyl-GPC (18:1)#2-stearoyl-GPE (18:0)*#1-palmitoyl-GPE (16:0)#1-linoleoyl-GPE (18:2)*#1-arachidonoyl-GPA (20:4)#1-arachidonoyl-GPE (20:4n6)*#1-oleoyl-GPE (18:1)#1-palmitoyl-GPI (16:0)#1-oleoyl-GPI (18:1)#1-arachidonoyl-GPI (20:4)*",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.44683426426407e-07,3.37873370570563e-05,NA
"Lysoplasmalogen","metaSub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0.000129983888868979,0.00207974222190366,"1-(1-enyl-palmitoyl)-GPC (P-16:0)*#1-(1-enyl-palmitoyl)-GPE (P-16:0)*#1-(1-enyl-stearoyl)-GPE (P-18:0)*#1-(1-enyl-oleoyl)-GPE (P-18:1)*",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000129983888868979,0.00207974222190366,NA
"Phenylalanine Metabolism","metaSub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.000102708527896289,0.00821668223170313,"phenylalanine#phenyllactate (PLA)#N-acetylphenylalanine",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000102708527896289,0.00821668223170313,NA
"Plasmalogen","metaSub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,3.04699564035449e-06,8.12532170761197e-05,"1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*#1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*#1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*#1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*#1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.04699564035449e-06,8.12532170761197e-05,NA
"Sphingomyelins","metaSub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,7.50543510785739e-07,3.37873370570563e-05,"sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*#sphingomyelin (d17:1/14:0, d16:1/15:0)*#sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*#sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*#sphingomyelin (d18:1/20:0, d16:1/22:0)*#tricosanoyl sphingomyelin (d18:1/23:0)*#sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*#behenoyl sphingomyelin (d18:1/22:0)*#sphingomyelin (d18:1/20:1, d18:2/20:0)*#lignoceroyl sphingomyelin (d18:1/24:0)#sphingomyelin (d18:1/19:0, d19:1/18:0)*#sphingomyelin (d18:2/21:0, d16:2/23:0)*#sphingomyelin (d18:1/14:0, d16:1/16:0)*#sphingomyelin (d17:2/16:0, d18:2/15:0)*#sphingomyelin (d18:2/18:1)*#sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)#sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*#sphingomyelin (d18:1/18:1, d18:2/18:0)#stearoyl sphingomyelin (d18:1/18:0)#sphingomyelin (d18:2/16:0, d18:1/16:1)*#sphingomyelin (d18:2/23:1)*#sphingomyelin (d18:2/24:1, d18:1/24:2)*#sphingomyelin (d18:1/24:1, d18:2/24:0)*",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.50543510785739e-07,3.37873370570563e-05,NA
"Tryptophan Metabolism","metaSub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.00170712455880828,0.0455233215682209,"kynurenine#anthranilate#picolinate",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00170712455880828,0.0455233215682209,NA
"Vitamin A Metabolism","metaSub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0.00264713905356229,0.0264713905356229,"retinol (vitamin A)#carotene diol (2)#carotene diol (1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00264713905356229,0.0264713905356229,NA
"Xanthine Metabolism","metaSub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0.000657281590573433,0.00876375454097911,"3-methylxanthine#theobromine#7-methylxanthine#paraxanthine#1-methylxanthine#1,7-dimethylurate#theophylline",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000657281590573433,0.00876375454097911,NA
