"pathway","database","PPT:direction","PPT:pval","PPT:pval_adj","PPT:leading_edge","PPG:direction","PPG:pval","PPG:pval_adj","PPG:leading_edge","SPT:direction","SPT:pval","SPT:pval_adj","SPT:leading_edge","PMG:direction","PMG:pval","PMG:pval_adj","PMG:leading_edge","NGX:direction","NGX:pval","NGX:pval_adj","NGX:leading_edge","PGX:direction","PGX:pval","PGX:pval_adj","PGX:leading_edge","Joint:direction","Joint:pval","Joint:pval_adj","Joint:leading_edge"
"One carbon pool by folate","kegg",NA,NA,NA,NA,-1,0.0111388960934096,0.0751161454504286,"MTFMT#ALDH1L1",NA,NA,NA,NA,NA,NA,NA,NA,1,0.178959163022319,0.41279913603815,"MTHFD2",1,0.137790166062299,0.231888055387414,"MTHFD2#ALDH1L2#DHFR",NA,0.0294653542298995,0.0740904196940227,NA
"Thermogenesis","kegg",NA,NA,NA,NA,1,0.0120356451758764,0.0772042605184267,"ACTB#ACTG1",NA,NA,NA,NA,1,1,1,"glycerol",1,0.0604164445224648,0.260851883219665,"SMARCD3",1,0.0466516541609606,0.105194906441382,"PPARG#MAPK14#ACSL1#NDUFB3#CREB5#NDUFAF1#MAPK12#ACSL3#PNPLA2#RHEB#ATP5E#ACTB#ACSL4#COX6B1#UQCRH#ZNF516#NDUFB6#KRAS#NDUFS1#NDUFB9#COX7B#UQCRHL#MAP2K3#COX6A1#ADCY3#NDUFA1#SDHC#COX17#COX7A2#COX5B#ADCY4#UQCR10#AKT1S1#ATP5J#UQCRC1#RPS6KA1",NA,0.0333058321260197,0.0808988912964066,NA
"Pancreatic cancer","kegg",NA,NA,NA,NA,-1,0.0142847355583535,0.0864717195800959,"EGFR#TGFBR2",1,0.538429686255773,0.637158350846802,"VEGFA#TGFA",NA,NA,NA,NA,1,0.322844966664545,0.521982983485666,"NFKB1#E2F3",1,0.00102385305318087,0.00630766613120356,"GADD45A#PLD1#GADD45G#CHUK#E2F1#E2F2#PIK3CB#STAT3#RAC1#TGFA#RB1#E2F3#KRAS#RALBP1#RALB#RAF1#MAPK3",NA,0.00382897521079316,0.0177153919752697,NA
"Graft-versus-host disease","kegg",NA,NA,NA,NA,1,0.0153995687463866,0.0864717195800959,"HLA-A#HLA-B#HLA-C#HLA-E",1,0.159634047763017,0.334327911352734,"IL6",NA,NA,NA,NA,1,0.0796470564211534,0.302487449519211,"FAS",-1,1.52952646437221e-07,3.76919021577438e-06,"HLA-DPB1#HLA-DPA1#HLA-DRA#HLA-DMB#HLA-DRB1#HLA-DMA#HLA-DQA1",NA,6.11802827386475e-07,1.17942820222323e-05,NA
"Allograft rejection","kegg",NA,NA,NA,NA,1,0.0153995687463866,0.0864717195800959,"HLA-A#HLA-B#HLA-C#HLA-E",1,0.490397945061228,0.611619909008948,"IL10#CD40#TNF#IFNG",NA,NA,NA,NA,1,0.072641391110989,0.288895647406922,"FAS",-1,6.0734802631579e-08,1.7461255756579e-06,"HLA-DPB1#HLA-DPA1#HLA-DRA#HLA-DMB#HLA-DRB1#HLA-DMA#HLA-DQA1",NA,2.42938068624517e-07,6.02139355805053e-06,NA
"Yersinia infection","kegg",NA,NA,NA,NA,1,0.0164394904144669,0.0864717195800959,"ACTB#ACTG1",1,0.0338450240674939,0.22406832298137,"IL6#IL10#CXCL8#CCL2#TNF#IL18",NA,NA,NA,NA,1,0.245324595439942,0.492740846100358,"NFKB1#MAP2K6#PTK2B#NLRC4",1,3.07182087433411e-05,0.000365440759188023,"MAPK14#MAP2K6#CHUK#MAPK12#PTK2B#RHOG#IL10#PIK3CB#SKAP2#ARPC1A#IL18#ACTB#RAC1#ARPC5#GNAQ#NLRC4#WAS#TBK1#MAPK3#MAP2K3#PYCARD#MEFV#ARPC3#MAP2K4#FCGR2A#MAPK1#WIPF2#TLR4#ROCK1#CRK#ARPC4#PIP5K1B#NFKBIA#VAV1#RPS6KA1#PXN",NA,0.000122537110052611,0.00121486791966446,NA
"Apoptosis","kegg",NA,NA,NA,NA,1,0.0192072984061318,0.09531168831722,"ACTB#ACTG1",-1,0.11215125860949,0.295986743906219,"TNFSF10",NA,NA,NA,NA,1,0.0813030052442081,0.302487449519211,"FAS#CFLAR#NFKB1#LMNB1#TRAF1#BIRC3",1,0.0266534067901878,0.0696623132016272,"CTSD#LMNB1#GADD45A#CTSB#CFLAR#FAS#BIRC5#GADD45G#CHUK#BCL2A1",NA,0.0362044658056002,0.0872427057954395,NA
"Human immunodeficiency virus 1 infection","kegg",NA,NA,NA,NA,1,0.0239191607719638,0.116495171907898,"B2M#HLA-A#BST2#PTK2#HLA-B#HLA-C#PAK2#HLA-E",1,0.124940277114191,0.295986743906219,"CASP8#TNF",1,1,1,"oleoyl-linoleoyl-glycerol (18:1/18:2) [1]",1,0.0246259012572282,0.178054025912526,"FAS#TLR2#NFKB1#MAP2K6#AP1S2#PTK2B#GNG2#PRKCB#CXCR4",1,0.00115772039252682,0.00676972093935173,"MAPK14#MAP2K6#ELOC#FAS#GNG5#CCNB2#CHUK#MAPK12#PTK2B#CCNB1#CDK1#CDC25C#LIMK2#GNB2#TLR2#PIK3CB#CFL1#GNG10#RAC1#GNAQ#CGAS#KRAS#TBK1#CHEK1#AP1B1#RAF1#FADD#MAPK3#MAP2K3#ELOB#PPP3R1#APOBEC3B#AP1G1#MAPK1#GNAI3#TLR4#CRK#NFKBIA#RBX1#CALM3#PXN",NA,0.00524839580140553,0.0219083850228235,NA
"Breast cancer","kegg",NA,NA,NA,NA,-1,0.0253276201385507,0.121112074480706,"KIT#EGFR#FGFR1#IGF1",-1,0.111429681784954,0.295986743906219,"TNFSF11",NA,NA,NA,NA,-1,0.13286504304056,0.370736329774467,"WNT7B",1,0.0100880824454747,0.0355141677927424,"FZD5#GADD45A#PTEN#GADD45G#WNT11#E2F1#E2F2#PIK3CB#JAG1#FRAT1#NOTCH3#RB1#E2F3#KRAS#CSNK1A1L#BRCA1#RAF1#FRAT2#MAPK3",NA,0.0258861950718344,0.0670336544024368,NA
"Gastric cancer","kegg",NA,NA,NA,NA,-1,0.0263041147564943,0.123535396088536,"ABCB1#EGFR#TGFBR2",1,0.617375517081563,0.67850180590152,"HGF",NA,NA,NA,NA,-1,0.12616047439093,0.365602831329986,"WNT7B",1,0.0200259303232324,0.0552715676921215,"FZD5#GADD45A#GADD45G#WNT11#HGF#E2F1#E2F2#PIK3CB#GAB1#FRAT1#CTNNA1#RB1#E2F3#KRAS#CSNK1A1L#RAF1#FRAT2#MAPK3",NA,0.0421756340782696,0.0977512882142322,NA
"Wnt signaling pathway","kegg",NA,NA,NA,NA,1,0.0269764362878776,0.123774217568021,"SERPINF1#CACYBP#SFRP4#SOX17",NA,NA,NA,NA,NA,NA,NA,NA,-1,0.114652514561568,0.346723883662188,"WNT7B#CAMK2D",-1,0.0287211352104912,0.0739462063255185,"NFATC3#TCF7#CAMK2D#WNT10B#LEF1#NFATC2#PRKACB#AXIN2#WNT1#NFATC1#RYK#WNT7A#SMAD3#TLE2#RNF43",NA,0.0373070859971289,0.0892797161448534,NA
"Autoimmune thyroid disease","kegg",NA,NA,NA,NA,1,0.0373409762676371,0.151362970383758,"HLA-A#HLA-B#HLA-C#HLA-E",1,0.423089571233196,0.55250520478688,"IL10",NA,NA,NA,NA,1,0.0015570668700351,0.0359163424688095,"TG#FAS",-1,6.0734802631579e-08,1.7461255756579e-06,"HLA-DPB1#HLA-DPA1#HLA-DRA#HLA-DMB#HLA-DRB1#HLA-DMA#HLA-DQA1",NA,2.42929356674313e-07,6.02139355805053e-06,NA
"Type I diabetes mellitus","kegg",NA,NA,NA,NA,1,0.0373409762676371,0.151362970383758,"HLA-A#HLA-B#HLA-C#HLA-E",-1,0.470671858000666,0.600512370552574,"LTA",NA,NA,NA,NA,1,0.0868875410459055,0.31645357054614,"FAS",-1,1.52952646437221e-07,3.76919021577438e-06,"HLA-DPB1#HLA-DPA1#HLA-DRA#HLA-DMB#HLA-DRB1#HLA-DMA#HLA-DQA1",NA,6.11807136599945e-07,1.17942820222323e-05,NA
"Chemical carcinogenesis - reactive oxygen species","kegg",NA,NA,NA,NA,-1,0.0417306835534225,0.165208661563444,"EGFR#PTPRJ",1,0.177974199713331,0.346581336283855,"HGF",NA,NA,NA,NA,1,0.884594625664286,0.993732923635854,"NFKB1",1,0.000111415705337903,0.00101153732477833,"MAPK14#NDUFB3#PLD1#MGST1#PRKCD#PTEN#CHUK#MAPK12#HGF#CYBA#SOD2#PIK3CB#SLC26A6#NCF1#ATP5E#NCF2#GSTO1#RAC1#GSTO2#COX6B1#UQCRH#NDUFB6#KRAS#HIF1A#NDUFS1#NDUFB9#RAF1#CYP1B1#MAPK3#COX7B#UQCRHL#COX6A1#NDUFA1#SDHC#PTPN1#COX7A2#MAP2K4#COX5B#MAPK1#UQCR10#ATP5J#NFKBIA#ARNT#UQCRC1#AKR1C1",NA,0.000444285169611658,0.00358527799663361,NA
"PD-L1 expression and PD-1 checkpoint pathway in ca","kegg",NA,NA,NA,NA,-1,0.0421293192461838,0.165208661563444,"EGFR",1,0.16316292403249,0.335390454955673,"CD274#IFNG",1,1,1,"oleoyl-linoleoyl-glycerol (18:1/18:2) [1]",1,0.0529437265177445,0.248676403194008,"TLR2#NFKB1#MAP2K6",-1,4.01557706891653e-05,0.000446569247256889,"CD4#NFATC3#LCK#ZAP70#CD3E#CD3G#LAT#CD247#NFATC2#PRKCQ#CD3D#PLCG1#RASGRP1#CD28#NFATC1",NA,0.000200401629308172,0.00178306065051117,NA
"Renal cell carcinoma","kegg",NA,NA,NA,NA,1,0.0497692650246879,0.184356573260464,"PDGFB#PAK2",1,0.369578638264521,0.519281377814706,"HGF#VEGFA#TGFA",1,1,1,"fumarate",1,0.106608716016283,0.344734726557325,"FLCN",1,0.00216450392106415,0.011488520811802,"TFE3#ELOC#EPAS1#HGF#PIK3CB#RAC1#GAB1#TGFA#KRAS#HIF1A#RAF1#MAPK3#ELOB#MAPK1#FLCN#CRK#ARNT#RBX1",NA,0.0102233894539659,0.0354751614052617,NA
"Ribosome","kegg",NA,NA,NA,NA,1,0.0831657297473404,0.263525143657235,"RPL29#RPL6#RPLP2#RPL7A#RPL4#RPS10#RPL23A#RPS3#RPL35#RPL13#RPS14#RPS11#RPS8#RPL31#RPL24#RPS19",NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,"RPS20",-1,2.35745889476391e-09,1.35553886448925e-07,"RPL3#RPL13A#RPL34#RPS27#RPS18#RPL27A#RPL22#RPS3#RPL14#RPS6#RPL13#RPS27A#RPS19#RPL11#RPL10A#RPS4X#RPS29#RPS20#RPL19#RPL15#RPL9#RPL31#RPL6#RPS14#RPL23#RPL10#MRPS21#RPS3A#RPL32#RPL4#RPS16#RPL7#RPS25#RPL18#RPL36A#RPS2#RPL5#RPL18A#RPL12#RPL23A#RPSA#RPL39#RPL26#RPS21#RPL37#MRPS6#RPL7A#RPL30#RPS8#RPS23#RPS13#RPL21",NA,7.07237647390278e-09,5.25922913012506e-07,NA
"Prostate cancer","kegg",NA,NA,NA,NA,-1,0.0842079437870814,0.263651062095267,"EGFR#PDGFRB#FGFR1#IGF1",1,0.278308647873866,0.435102252309846,"PLAU#TGFA",NA,NA,NA,NA,1,0.0260252106342799,0.183769854682874,"NFKB1#IL1R2#E2F3#ETV5#ZEB1#CREB5",1,0.00942010343799937,0.0335044916093792,"MMP9#IL1R2#CREB5#PTEN#CHUK#E2F1#E2F2#PIK3CB#MDM2#TGFA#RB1#E2F3#KRAS#RAF1#MAPK3#IGF1#CDK2#MAPK1#PLAU#NFKBIA#CCNE2",NA,0.0257435441741851,0.0670336544024368,NA
"Glycerophospholipid metabolism","kegg",NA,NA,NA,NA,1,0.0865977968847103,0.264828146286963,"PLA2G2A#LCAT",NA,NA,NA,NA,-1,0.0304910014161276,0.498943659536633,"1-stearoyl-GPC (18:0)#1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*#1-palmitoleoyl-GPC (16:1)*",-1,0.0381177115706923,0.224425241865855,"ETNK2#MBOAT1#PLA2G10#LPCAT4",1,0.0105117029205621,0.0362653750759394,"PLD1#PLA2G4A#CRLS1#AGPAT2#CHPT1#PGS1#PLPP3#MBOAT2#GPAT3#LPCAT2#LYPLA1#PCYT1B#LPGAT1",NA,0.0241717830491727,0.0640275474661291,NA
"Intestinal immune network for IgA production","kegg",NA,NA,NA,NA,-1,0.0962510017950368,0.287659244001076,"ICOSLG",1,0.181456715248229,0.347270610216439,"IL6#IL10",NA,NA,NA,NA,1,0.538415977085817,0.679897547706907,"CXCR4",-1,1.73685088533659e-09,1.35553886448925e-07,"HLA-DPB1#HLA-DPA1#HLA-DRA#HLA-DMB#HLA-DRB1#ITGA4#MAP3K14#HLA-DMA#HLA-DQA1",NA,6.94740339290589e-09,5.25922913012506e-07,NA
"Cell cycle","kegg",NA,NA,NA,NA,-1,0.111479843901391,0.288309044943461,"CDC14B#CUL1",NA,NA,NA,NA,NA,NA,NA,NA,1,0.580116862359416,0.71568915183799,"CDC6#E2F3",1,1.90024268431621e-07,4.15768191718707e-06,"GADD45A#BUB1#CCNB2#GADD45G#PLK1#CDC20#CDC6#ORC1#CDKN2C#TTK#E2F1#YWHAH#CCNB1#CCND3#CDK1#CDC25C#PKMYT1#CDC25A#E2F2#ESPL1#BUB1B#CCNA2#CDC45#YWHAE#PTTG1#MDM2#CDKN2D#RB1#E2F3",NA,5.70071984247974e-07,1.17942820222323e-05,NA
"Mucin type O-glycan biosynthesis","kegg",NA,NA,NA,NA,-1,0.126851874507577,0.30055894590534,"ST6GALNAC3",NA,NA,NA,NA,NA,NA,NA,NA,1,0.124739975251977,0.365602831329986,"ST6GALNAC3#ST3GAL1",1,0.000197211991024626,0.00151195859785547,"GALNT2#ST6GALNAC3#GALNT14#B4GALT5#GCNT1#C1GALT1C1#ST3GAL2#C1GALT1#GALNT3#ST6GALNAC2",NA,0.000589883012032355,0.00426436260781723,NA
"Bladder cancer","kegg",NA,NA,NA,NA,1,0.149205460393695,0.335312375385521,"TYMP#MMP2",1,0.398041089345437,0.535484779195959,"CXCL8",NA,NA,NA,NA,-1,0.306754241991141,0.521982983485666,"CDH1#ERBB2",1,0.00707602269465379,0.0262497616091996,"MMP9#E2F1#E2F2#MDM2#RB1#E2F3#KRAS#DAPK3#RAF1#MAPK3",NA,0.027430585525316,0.0699883321859166,NA
"Glycerolipid metabolism","kegg",NA,NA,NA,NA,1,0.15078273720681,0.335312375385521,"ALDH3A2#LPL",NA,NA,NA,NA,-1,0.524544706810459,1,"glycerate",-1,0.440186452051174,0.599624064605143,"MBOAT1",1,0.0111826084147246,0.0374563097386407,"AGPAT2#PLPP3#GLA#MBOAT2#PNPLA2#GPAT3#GK#DGAT2",NA,0.0425373040932249,0.0977512882142322,NA
"Choline metabolism in cancer","kegg",NA,NA,NA,NA,-1,0.151719287721966,0.335312375385521,"EGFR#PDGFRB",NA,NA,NA,NA,-1,0.0304910014161276,0.498943659536633,"1-stearoyl-GPC (18:0)#1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*#1-palmitoleoyl-GPC (16:1)*",1,0.276180017038814,0.51653127511043,"PLA2G4C#PLPP3#PRKCB#SLC22A1",1,0.00112188928724055,0.00667330696720673,"WASF1#PLD1#PLA2G4A#CHPT1#PLPP3#SLC22A4#PIK3CB#RHEB#LYPLA1#PCYT1B#RAC1#SLC44A1#KRAS#HIF1A#WAS#RAF1#MAPK3#SP1#SLC22A1#PCYT1A#MAPK1",NA,0.00430493493949906,0.0189090180253946,NA
"Toxoplasmosis","kegg",NA,NA,NA,NA,1,0.167987134121198,0.36213619896619,"HSPA1A#HSPA2#HSPA8#HSPA1L#LAMC1",1,0.344007321293975,0.502431745574096,"IL10#CD40#CASP8#TNF#IFNG",NA,NA,NA,NA,1,0.114657592006262,0.346723883662188,"TLR2#NFKB1#MAP2K6",-1,8.95245957828195e-05,0.00088245672985922,"HLA-DPB1#HLA-DPA1#HLA-DRA#HLA-DMB#HLA-DRB1",NA,0.00035769124068298,0.00302728928090229,NA
"Pantothenate and CoA biosynthesis","kegg",NA,NA,NA,NA,-1,0.176895882284266,0.366493919584873,"VNN1",NA,NA,NA,NA,1,0.124998528782215,0.735846674147472,"3-ureidopropionate",1,0.000303574323256339,0.011213148722495,"UPB1#VNN1#DPYD",1,0.130347528333465,0.222623253836859,"VNN1#UPB1#VNN2",NA,0.00120700696648688,0.00709883758255843,NA
"Cellular senescence","kegg",NA,NA,NA,NA,-1,0.177663495077343,0.366493919584873,"IGFBP3#TGFBR2",1,0.159634047763017,0.334327911352734,"IL6",NA,NA,NA,NA,1,0.223796448056721,0.469450711540964,"NBN#NFKB1#MAP2K6",1,9.83196654913421e-05,0.000942230127625362,"MAPK14#GADD45A#MAP2K6#PTEN#CCNB2#GADD45G#MYBL2#MAPK12#E2F1#CCNB1#CCND3#CDK1#CDC25A#HIPK1#E2F2#HIPK2#PIK3CB#CCNA2#RHEB#MCU#FOXM1#MDM2#RB1#E2F3#KRAS#TRPV4#CHEK1#RAF1#MAPK3#MAP2K3",NA,0.00039290218042722,0.00324612039543442,NA
"Hepatitis C","kegg",NA,NA,NA,NA,-1,0.194410242202458,0.375276322882929,"EGFR",1,0.0224779942415505,0.22406832298137,"CXCL10#CASP8#TNF#IFNG",NA,NA,NA,NA,1,0.13671001959037,0.370744991961459,"FAS#CFLAR#NFKB1",1,0.0156661167519042,0.0478301794637783,"CFLAR#FAS#CHUK#E2F1#YWHAH#E2F2#LDLR#PIK3CB#IFNAR1#YWHAE#STAT3#SOCS3#RB1#E2F3#KRAS#TBK1#RAF1#APAF1#FADD#MAPK3#PPP2R1B#EIF2AK1#CDK2#MAPK1",NA,0.033338736182669,0.0808988912964066,NA
"IL-17 signaling pathway","kegg",NA,NA,NA,NA,1,0.195391135333666,0.375276322882929,"LCN2#S100A8#S100A9",1,0.0383784699725069,0.22406832298137,"IL6#CCL7#CXCL10",NA,NA,NA,NA,1,0.0476860386671716,0.239121295345527,"CCL20#CXCL1#NFKB1",1,0.0222872724356272,0.0600711639866515,"S100A9#S100A8#MAPK14",NA,0.0414323960509235,0.0977512882142322,NA
"Oocyte meiosis","kegg",NA,NA,NA,NA,-1,0.196913051550738,0.375276322882929,"CUL1#IGF1",NA,NA,NA,NA,NA,NA,NA,NA,-1,0.400573926420378,0.582346968661557,"CAMK2D#IGF1#ANAPC2",1,2.46675872056512e-05,0.000315196947627765,"CPEB4#MAPK14#BUB1#CCNB2#PLK1#CDC20#MAPK12#AURKA#YWHAH#CCNB1#CDK1#CDC25C#PKMYT1#ESPL1#YWHAE#PPP2R5B#PTTG1#PPP2R5A#MAPK3#ADCY3#PPP2R1B#PPP3R1#IGF1#CDK2#ADCY4#MAPK1#SGO1#RBX1#CALM3#FBXO5#RPS6KA1#CCNE2",NA,7.39965677778486e-05,0.000766328345382721,NA
"p53 signaling pathway","kegg",NA,NA,NA,NA,-1,0.196913051550738,0.375276322882929,"IGFBP3#IGF1",NA,NA,NA,NA,NA,NA,NA,NA,-1,0.159650929573149,0.383605705779927,"IGF1#TSC2#SIVA1#RPRM#PERP",1,0.000167824298894059,0.00134649728182443,"GADD45A#TP53I3#CD82#FAS#PTEN#CCNB2#GADD45G#SESN2#CCNB1#CCND3#CDK1#RRM2#GTSE1#RCHY1#MDM2#CHEK1#APAF1#IGF1#CDK2#RFWD2#AIFM2",NA,0.000502616964238458,0.00387573525757211,NA
"Leishmaniasis","kegg",NA,NA,NA,NA,1,0.215697517096606,0.394423580629252,"EEF1A1#EEF1A2#MARCKSL1",1,0.562536201648527,0.637158350846802,"IL10",1,0.273746771117882,0.950716085051671,"N-palmitoyl-sphingosine (d18:1/16:0)",1,0.0106769294183543,0.106734102208255,"TLR2#NFKB1#CR1#ITGAM#PRKCB#FCGR1A",-1,9.8851298968583e-07,1.70518490720806e-05,"HLA-DPB1#HLA-DPA1#HLA-DRA#HLA-DMB#HLA-DRB1#ITGA4#HLA-DMA#HLA-DQA1",NA,4.94212251860646e-06,6.85966605582576e-05,NA
"Epithelial cell signaling in Helicobacter pylori i","kegg",NA,NA,NA,NA,-1,0.217457867647306,0.394423580629252,"EGFR",1,0.264214046822743,0.434387259005457,"CXCL8",NA,NA,NA,NA,1,0.0328074925207099,0.21417721532388,"CXCL1#NFKB1#ATP6V1D#ATP6V1B2",1,0.000656571250523208,0.00427390719680201,"ATP6V0A1#MAPK14#ATP6V0D1#ATP6V1C1#CHUK#MAPK12#ATP6V0B#ATP6V1A#RAC1#F11R#TCIRG1#CXCL1#MAP2K4#CXCL3#CXCR1#ATP6V1B2#NFKBIA#CXCL2",NA,0.0025782714582721,0.0132266662516549,NA
"Endocrine resistance","kegg",NA,NA,NA,NA,-1,0.241094084637301,0.414429701043203,"EGFR",NA,NA,NA,NA,NA,NA,NA,NA,-1,0.183098326374093,0.419452589292946,"ABCB11#MAPK9#IGF1#ERBB2",1,0.000505940745213929,0.00349099114197611,"MAPK14#MMP9#MAPK12#CDKN2C#E2F1#BIK#E2F2#PIK3CB#JAG1#MDM2#NOTCH3#RB1#E2F3#KRAS#RAF1#MAPK3#GPER1#ADCY3#SP1#IGF1#ADCY4#MAPK1",NA,0.00151488065632339,0.00834386647213039,NA
"TNF signaling pathway","kegg",NA,NA,NA,NA,1,0.300062475050417,0.484149883056807,"MMP14#CSF1",1,0.00166650953938285,0.0924912794357484,"IL6#CXCL10#CCL20#LIF#CCL2#IL18R1#CSF1#CX3CL1#CASP8#TNF",NA,NA,NA,NA,1,3.28264885018914e-06,0.00113579650216544,"IL18R1#FAS#CCL20#CSF1#CXCL1#CFLAR#NFKB1#MAP2K6",1,0.00201866785971949,0.0108818814313004,"MAPK14#MAP2K6#MMP9#CFLAR#FAS#CREB5#MLKL#CHUK#MAPK12#PIK3CB#JAG1#BAG4#SOCS3#FADD#MAPK3#MAP2K3#CXCL1#BCL3#MAP2K4#CXCL3#MAPK1#IL18R1#ITCH#NOD2#NFKBIA#CXCL2",NA,1.30835921899172e-05,0.00015655194792763,NA
"Progesterone-mediated oocyte maturation","kegg",NA,NA,NA,NA,-1,0.313274774948888,0.496263476562664,"IGF1",NA,NA,NA,NA,NA,NA,NA,NA,-1,0.293023919745936,0.520049306234172,"MAPK9#IGF1#ANAPC2",1,0.000297432672868525,0.00223074504651394,"CPEB4#MAPK14#BUB1#CCNB2#PLK1#MAPK12#AURKA#CCNB1#CDK1#CDC25C#PKMYT1#CDC25A#PIK3CB#CCNA2#KRAS#RAF1#MAPK3#ADCY3#IGF1#CDK2#ADCY4#MAPK1#GNAI3",NA,0.000892838085647416,0.00607480030822849,NA
"NOD-like receptor signaling pathway","kegg",NA,NA,NA,NA,-1,0.317903674929966,0.497670633967744,"CAMP",1,0.0099624741909361,0.22406832298137,"IL6#CXCL8#CCL2#CASP8#TNF#IL18",NA,NA,NA,NA,1,0.00359195611356145,0.062140840764613,"TRPM2#CXCL1#NFKB1#CASP5#TANK#NLRC4#CARD8#BIRC3#CARD16#NAIP",1,0.00554165643659243,0.0227603746502904,"TXN#MAPK14#CTSB#PRKCD#CHUK#MAPK12#CARD6#CYBA#IFNAR1#YWHAE#IL18#NLRP12#NAIP#MCU#TRPM2#NLRC4#PSTPIP1#TBK1#MFN2#FADD#MAPK3#PYCARD#MAP1LC3A#CXCL1#MEFV#CXCL3#MAPK1#TLR4#MAP1LC3B2#NAMPT#NOD2#NFKBIA#CXCL2",NA,0.00716539390702214,0.0270259965840944,NA
"Oxidative phosphorylation","kegg",NA,NA,NA,NA,1,0.340560234509199,0.511840861873885,"COX17#ATP5F1B#ATP6AP1",NA,NA,NA,NA,-1,0.606051328500095,1,"succinate",1,0.645834512656161,0.760063746187182,"ATP6V1D#ATP6V1B2",1,0.0046497409407148,0.0198083076730404,"ATP6V0A1#NDUFB3#ATP6V0D1#ATP6V1C1#ATP6V0B#ATP6V1A#ATP5E#COX6B1#UQCRH#NDUFB6#NDUFS1#NDUFB9#TCIRG1#COX7B#UQCRHL#COX6A1#NDUFA1#SDHC#COX17#COX7A2#COX5B#UQCR10#ATP5J#ATP6V1B2#UQCRC1",NA,0.0188469239492725,0.0540486166148559,NA
"Endocytosis","kegg",NA,NA,NA,NA,1,0.346761543257651,0.511840861873885,"HLA-A#HLA-B#HLA-C#HSPA1A#HLA-E#HSPA2#HSPA8#HSPA1L",1,1,1,"IL2RB",NA,NA,NA,NA,-1,0.0396810828550406,0.224425241865855,"PSD3#DNM1",1,0.00775835456900831,0.0281750771190302,"SH3GLB1#PLD1#ASAP1#RAB5A#CLTC#SNX3#CAPZA2#CHMP2A#NEDD4L#DNM2#RAB31#RAB10#ARRB2#LDLR#ARPC1A#RAB5C#CAPZA1#ARPC5#IGF2R#MDM2#GRK6#AMPH#SH3GL1#VPS26A#CAV2#HSPA1B#CHMP2B#EPN1#AP2S1#CHMP4B#CLTCL1#SMAP2#ARPC3#CHMP5#HSPA6#SNX1#WIPF2#ITCH#FOLR3#HGS#CXCR1#ARPC4#PIP5K1B#VPS25",NA,0.0262738884728169,0.0675336244449443,NA
"Fc epsilon RI signaling pathway","kegg",NA,NA,NA,NA,-1,0.349357350684112,0.511840861873885,"INPP5D",1,0.854248243207696,0.88618275697247,"TNF",-1,0.963783010514348,1,"arachidonate (20:4n6)",1,0.0216444066621777,0.162803580545945,"FCER1G#MAP2K6#ALOX5AP#PLA2G4C",1,0.00523400625555681,0.0217558091345434,"MAPK14#MAP2K6#ALOX5AP#PLA2G4A#FCER1G#MAPK12#PIK3CB#RAC1#ALOX5#KRAS#RAF1#MAPK3#MAP2K3#MAP2K4#MAPK1",NA,0.0213256264420517,0.0591999390031354,NA
"Rheumatoid arthritis","kegg",NA,NA,NA,NA,1,0.423843327053906,0.572928775217031,"CSF1",1,0.27781022154134,0.435102252309846,"IL6#CCL20#CXCL8#CCL2#CSF1#TNF#IL18#IFNG#VEGFA#IL17A",NA,NA,NA,NA,1,0.000347996117635252,0.011213148722495,"CCL20#CSF1#TLR2#CXCL1#ATP6V1D#CCL3#ATP6V1B2#CXCL5",-1,1.54624502010092e-05,0.00020517481997493,"HLA-DPB1#HLA-DPA1#HLA-DRA#HLA-DMB#HLA-DRB1",NA,5.922034350573e-05,0.000642170599890259,NA
"mTOR signaling pathway","kegg",NA,NA,NA,NA,-1,0.431330408718525,0.572928775217031,"IGF1",1,0.313186813186813,0.468585508105469,"TNF#EIF4EBP1",-1,0.620226393141771,1,"arginine",1,0.0105788512923781,0.106734102208255,"FLCN#FNIP2#RRAGD#ATP6V1D#ATP6V1B2#GRB10#PRKCB#RRAGC",1,0.0323550763952065,0.0803057651535701,"FZD5#GRB10#ATP6V1C1#PTEN#ULK1#CHUK#WNT11#SESN2#LAMTOR1#EIF4E#ATP6V1A#PIK3CB#RHEB#RRAGD#KRAS#RAF1#SLC7A5#MAPK3#LAMTOR3#IGF1#MAPK1#FLCN#AKT1S1#ATP6V1B2#RPS6KA1#CAB39",NA,0.0406829556501138,0.0966916822643116,NA
"Tryptophan metabolism","kegg",NA,NA,NA,NA,1,0.440380029142224,0.576218645096542,"ALDH3A2#DLST",NA,NA,NA,NA,1,6.1141037555057e-07,0.000110053867599103,"kynurenine#anthranilate#picolinate#quinolinate#kynurenate",-1,0.664345561542316,0.773951394928085,"ECHS1",1,0.302724176997856,0.401691696401002,"MAOB#MAOA#HADHA#AANAT#CYP1B1#DLD",NA,2.44564608115202e-06,4.04113900076071e-05,NA
