Module (or Feature),Analysis,P value,Q value,Direction
globalmet.globalmet_mod1,Longitudinal analysis - 2|5 shape,2.826609074841134e-6,2.2830304066024543e-5,Severe
globalmet.globalmet_mod1,Longitudinal analysis - 3|4 average,0.0014549143572167868,0.008220592332256284,Severe
globalmet.globalmet_mod1,Longitudinal analysis - 3|4 shape,0.17628963802673464,0.2535672875727005,Severe
globalmet.globalmet_mod1,Longitudinal analysis - 3|5 average,8.948166345901173e-11,4.697787331598116e-9,Severe
globalmet.globalmet_mod1,Longitudinal analysis - 3|5 shape,5.936120428007772e-13,2.6869656319112698e-11,Severe
globalmet.globalmet_mod1,Longitudinal analysis - 4|5 average,1.5215717976019821e-5,1.8036801074866626e-4,Severe
globalmet.globalmet_mod1,Longitudinal analysis - 4|5 shape,3.1992912004596994e-9,5.3748092167722955e-8,Severe
globalmet.globalmet_mod10,Longitudinal analysis - 1|2 average,0.911507714096458,0.943713820675051,Severe
globalmet.globalmet_mod10,Longitudinal analysis - 1|2 shape,0.19717213889866336,0.27604099445812874,Mild
globalmet.globalmet_mod10,Longitudinal analysis - 1|3 average,0.3518252940959349,0.509208689126247,Severe
globalmet.globalmet_mod10,Longitudinal analysis - 1|3 shape,0.8565025270375801,0.8838977628815349,Severe
globalmet.globalmet_mod10,Longitudinal analysis - 1|4 average,2.3149032721615285e-10,1.1218377395859716e-8,Severe
globalmet.globalmet_mod10,Longitudinal analysis - 1|4 shape,0.20172597754559796,0.2798256904170217,Mild
globalmet.globalmet_mod10,Longitudinal analysis - 1|5 average,4.253434406847172e-9,1.48870204239651e-7,Severe
globalmet.globalmet_mod10,Longitudinal analysis - 1|5 shape,7.662343491507374e-11,1.8930495684900572e-9,Severe
globalmet.globalmet_mod10,Longitudinal analysis - 2|3 average,0.3107390967551722,0.473435625044156,Severe
globalmet.globalmet_mod10,Longitudinal analysis - 2|3 shape,0.15500872375908978,0.2333464658738986,Severe
globalmet.globalmet_mod10,Longitudinal analysis - 2|4 average,2.5737924069280533e-15,4.053723040911684e-13,Severe
globalmet.globalmet_mod10,Longitudinal analysis - 2|4 shape,0.3736036032854523,0.44832432394254274,Severe
globalmet.globalmet_mod10,Longitudinal analysis - 2|5 average,2.01169195517352e-11,1.1521508470539252e-9,Severe
globalmet.globalmet_mod10,Longitudinal analysis - 2|5 shape,2.115394250093723e-12,6.834350654148952e-11,Severe
globalmet.globalmet_mod10,Longitudinal analysis - 3|4 average,1.617629934747503e-9,6.574882960586625e-8,Severe
globalmet.globalmet_mod10,Longitudinal analysis - 3|4 shape,0.1685443826330238,0.24422036791710405,Mild
globalmet.globalmet_mod10,Longitudinal analysis - 3|5 average,7.949776973269359e-10,3.454041029765308e-8,Severe
globalmet.globalmet_mod10,Longitudinal analysis - 3|5 shape,2.1112139530558016e-10,4.433549301417183e-9,Severe
globalmet.globalmet_mod10,Longitudinal analysis - 4|5 average,0.001592512573118813,0.008918070409465352,Mild
globalmet.globalmet_mod10,Longitudinal analysis - 4|5 shape,2.836337077766563e-12,8.509011233299688e-11,Severe
globalmet.globalmet_mod11,Longitudinal analysis - 1|2 average,0.52510869037107,0.652641220344213,Mild
globalmet.globalmet_mod11,Longitudinal analysis - 1|2 shape,0.1283231435609964,0.2017552814359004,Severe
globalmet.globalmet_mod11,Longitudinal analysis - 1|3 average,0.7311690499448598,0.819637902963099,Severe
globalmet.globalmet_mod11,Longitudinal analysis - 1|3 shape,0.294423863523627,0.3735891923864753,Mild
globalmet.globalmet_mod11,Longitudinal analysis - 1|4 average,0.03882139440621157,0.1021189080413916,Mild
globalmet.globalmet_mod11,Longitudinal analysis - 1|4 shape,0.0012513811759108729,0.004778000853477879,Mild
globalmet.globalmet_mod11,Longitudinal analysis - 1|5 average,0.4587646318295555,0.5971523100260743,Severe
globalmet.globalmet_mod11,Longitudinal analysis - 1|5 shape,0.014712164772200729,0.03571739424464917,Mild
globalmet.globalmet_mod11,Longitudinal analysis - 2|3 average,0.30214668625070523,0.46420997548672716,Severe
globalmet.globalmet_mod11,Longitudinal analysis - 2|3 shape,0.050747271132744756,0.09430908794580885,Mild
globalmet.globalmet_mod11,Longitudinal analysis - 2|4 average,0.22147547199108797,0.3793080953942543,Severe
globalmet.globalmet_mod11,Longitudinal analysis - 2|4 shape,6.160390349284179e-7,6.017125457440361e-6,Mild
globalmet.globalmet_mod11,Longitudinal analysis - 2|5 average,0.11292127854660605,0.2287472845156328,Severe
globalmet.globalmet_mod11,Longitudinal analysis - 2|5 shape,0.006806813739714577,0.01958124500465837,Mild
globalmet.globalmet_mod11,Longitudinal analysis - 3|4 average,0.00704046600483185,0.028801906383403023,Mild
globalmet.globalmet_mod11,Longitudinal analysis - 3|4 shape,0.0032326592186904908,0.010364250930152719,Mild
globalmet.globalmet_mod11,Longitudinal analysis - 3|5 average,0.7265952114165182,0.8174196128435829,Mild
globalmet.globalmet_mod11,Longitudinal analysis - 3|5 shape,0.150767214997945,0.22777780683142768,Mild
globalmet.globalmet_mod11,Longitudinal analysis - 4|5 average,0.1526923497246556,0.28752030223949665,Severe
globalmet.globalmet_mod11,Longitudinal analysis - 4|5 shape,0.015941891699646146,0.03782821759238069,Severe
globalmet.globalmet_mod12,Longitudinal analysis - 1|2 average,0.004075840063346314,0.018346492481442014,Severe
globalmet.globalmet_mod12,Longitudinal analysis - 1|2 shape,0.33933897436075655,0.4119143619408028,Mild
globalmet.globalmet_mod12,Longitudinal analysis - 1|3 average,0.3736468096200525,0.5282423467253566,Severe
globalmet.globalmet_mod12,Longitudinal analysis - 1|3 shape,0.2606903574882297,0.340030901071604,Mild
globalmet.globalmet_mod12,Longitudinal analysis - 1|4 average,3.8610240206244696e-4,0.002764142196583427,Severe
globalmet.globalmet_mod12,Longitudinal analysis - 1|4 shape,0.010860071681576995,0.028330621778026942,Mild
globalmet.globalmet_mod12,Longitudinal analysis - 1|5 average,0.009631630767808099,0.0369995572177994,Mild
globalmet.globalmet_mod12,Longitudinal analysis - 1|5 shape,0.027201977549455143,0.05828995189168959,Mild
globalmet.globalmet_mod12,Longitudinal analysis - 2|3 average,0.6458726624758152,0.7556170424508144,Mild
globalmet.globalmet_mod12,Longitudinal analysis - 2|3 shape,1.5742754326592934e-4,8.26494602146129e-4,Severe
globalmet.globalmet_mod12,Longitudinal analysis - 2|4 average,0.022776972800599555,0.07192728252820912,Mild
globalmet.globalmet_mod12,Longitudinal analysis - 2|4 shape,0.23423741924993613,0.3133111977228445,Mild
globalmet.globalmet_mod12,Longitudinal analysis - 2|5 average,0.0015198301438968235,0.008549044559419633,Mild
globalmet.globalmet_mod12,Longitudinal analysis - 2|5 shape,0.04574287972665452,0.08576789948747722,Mild
globalmet.globalmet_mod12,Longitudinal analysis - 3|4 average,0.02396743631657207,0.074713593004058,Mild
globalmet.globalmet_mod12,Longitudinal analysis - 3|4 shape,4.296636497360999e-7,4.296636497360999e-6,Mild
globalmet.globalmet_mod12,Longitudinal analysis - 3|5 average,0.0046598089864886534,0.0202460666309507,Mild
globalmet.globalmet_mod12,Longitudinal analysis - 3|5 shape,0.15811502787880005,0.23632851142027056,Mild
globalmet.globalmet_mod12,Longitudinal analysis - 4|5 average,0.21038331477256209,0.3677281283003438,Mild
globalmet.globalmet_mod12,Longitudinal analysis - 4|5 shape,0.8078290499302337,0.8454239873698269,Severe
globalmet.globalmet_mod13,Longitudinal analysis - 1|2 average,0.22815746740142848,0.3848439209180721,Mild
globalmet.globalmet_mod13,Longitudinal analysis - 1|2 shape,0.2440603410704837,0.32541378809397825,Severe
globalmet.globalmet_mod13,Longitudinal analysis - 1|3 average,0.302473325297304,0.46420997548672716,Mild
globalmet.globalmet_mod13,Longitudinal analysis - 1|3 shape,0.7306770006855086,0.786882923815163,Mild
globalmet.globalmet_mod13,Longitudinal analysis - 1|4 average,0.08782676483934486,0.18788068539486336,Mild
globalmet.globalmet_mod13,Longitudinal analysis - 1|4 shape,6.086447026493685e-5,3.651868215896211e-4,Severe
globalmet.globalmet_mod13,Longitudinal analysis - 1|5 average,7.266796554414507e-5,6.587168099685093e-4,Severe
globalmet.globalmet_mod13,Longitudinal analysis - 1|5 shape,1.5946539666327703e-4,8.268576123281031e-4,Severe
globalmet.globalmet_mod13,Longitudinal analysis - 2|3 average,0.4682278342754538,0.6032383140972104,Severe
globalmet.globalmet_mod13,Longitudinal analysis - 2|3 shape,0.09774240985279481,0.1603586411647415,Mild
globalmet.globalmet_mod13,Longitudinal analysis - 2|4 average,0.0023508954984018684,0.012041172064985178,Severe
globalmet.globalmet_mod13,Longitudinal analysis - 2|4 shape,0.021445448410427413,0.04818211866270665,Severe
globalmet.globalmet_mod13,Longitudinal analysis - 2|5 average,2.5489838211669406e-9,9.446234160795133e-8,Severe
globalmet.globalmet_mod13,Longitudinal analysis - 2|5 shape,0.003452582857414942,0.010985490909956633,Severe
globalmet.globalmet_mod13,Longitudinal analysis - 3|4 average,0.011781945036206195,0.04340716592286493,Mild
globalmet.globalmet_mod13,Longitudinal analysis - 3|4 shape,1.7858176179174105e-5,1.1715060437837001e-4,Severe
globalmet.globalmet_mod13,Longitudinal analysis - 3|5 average,2.663977978679153e-8,7.373765324812877e-7,Severe
globalmet.globalmet_mod13,Longitudinal analysis - 3|5 shape,3.0170813817814872e-5,1.8634914416885655e-4,Severe
globalmet.globalmet_mod13,Longitudinal analysis - 4|5 average,1.6847317522033432e-4,0.0013784168881663718,Severe
globalmet.globalmet_mod13,Longitudinal analysis - 4|5 shape,0.05821732486695194,0.10386501885735987,Severe
globalmet.globalmet_mod14,Longitudinal analysis - 1|2 average,0.029807431142963855,0.0873737346689108,Mild
globalmet.globalmet_mod14,Longitudinal analysis - 1|2 shape,0.5208914261591819,0.596322947930601,Severe
globalmet.globalmet_mod14,Longitudinal analysis - 1|3 average,0.005234678671036482,0.02235828856103718,Mild
globalmet.globalmet_mod14,Longitudinal analysis - 1|3 shape,0.4679835423912102,0.5459557912717943,Mild
globalmet.globalmet_mod14,Longitudinal analysis - 1|4 average,2.70459420437092e-6,4.1057695150691076e-5,Mild
globalmet.globalmet_mod14,Longitudinal analysis - 1|4 shape,7.803844425398304e-7,7.28358813037175e-6,Mild
globalmet.globalmet_mod14,Longitudinal analysis - 1|5 average,4.426118714193423e-7,8.20133761747605e-6,Mild
globalmet.globalmet_mod14,Longitudinal analysis - 1|5 shape,1.6436106754963813e-5,1.0957404503309209e-4,Mild
globalmet.globalmet_mod14,Longitudinal analysis - 2|3 average,0.586175836898992,0.7061009125169502,Mild
globalmet.globalmet_mod14,Longitudinal analysis - 2|3 shape,0.1799060778519307,0.25700868264561527,Mild
globalmet.globalmet_mod14,Longitudinal analysis - 2|4 average,0.02861743115031933,0.0851800023825915,Mild
globalmet.globalmet_mod14,Longitudinal analysis - 2|4 shape,4.162346490936548e-9,6.474761208123519e-8,Mild
globalmet.globalmet_mod14,Longitudinal analysis - 2|5 average,0.008946337774023812,0.03490604166048621,Mild
globalmet.globalmet_mod14,Longitudinal analysis - 2|5 shape,1.9255810624586995e-5,1.2253697670191723e-4,Mild
globalmet.globalmet_mod14,Longitudinal analysis - 3|4 average,0.11139219593120048,0.22674340367255671,Mild
globalmet.globalmet_mod14,Longitudinal analysis - 3|4 shape,7.800455955543104e-6,5.648606036772592e-5,Mild
globalmet.globalmet_mod14,Longitudinal analysis - 3|5 average,0.0331222656178853,0.09253670660429153,Mild
globalmet.globalmet_mod14,Longitudinal analysis - 3|5 shape,1.2735934107600155e-4,6.857810673323159e-4,Mild
globalmet.globalmet_mod14,Longitudinal analysis - 4|5 average,0.21564691981187947,0.37374844424067144,Mild
globalmet.globalmet_mod14,Longitudinal analysis - 4|5 shape,0.06696973515632504,0.11622846597378726,Mild
globalmet.globalmet_mod15,Longitudinal analysis - 1|2 average,0.33781630220953573,0.5003345855151413,Mild
globalmet.globalmet_mod15,Longitudinal analysis - 1|2 shape,0.4864585595446058,0.5612983379360836,Severe
globalmet.globalmet_mod15,Longitudinal analysis - 1|3 average,0.21042220674964116,0.3677281283003438,Mild
globalmet.globalmet_mod15,Longitudinal analysis - 1|3 shape,0.033078541570710794,0.0674416866975657,Mild
globalmet.globalmet_mod15,Longitudinal analysis - 1|4 average,0.001057995562884016,0.006378346455664403,Mild
globalmet.globalmet_mod15,Longitudinal analysis - 1|4 shape,7.667040352737342e-4,0.003261827592058354,Mild
globalmet.globalmet_mod15,Longitudinal analysis - 1|5 average,3.6995787294572273e-4,0.0026790052868483367,Mild
globalmet.globalmet_mod15,Longitudinal analysis - 1|5 shape,0.0228202610072039,0.05018067865458449,Mild
globalmet.globalmet_mod15,Longitudinal analysis - 2|3 average,0.44471208218189673,0.584947422969616,Severe
globalmet.globalmet_mod15,Longitudinal analysis - 2|3 shape,0.036920085421977084,0.07178905498717766,Mild
globalmet.globalmet_mod15,Longitudinal analysis - 2|4 average,0.016268841555089668,0.055552141895428134,Mild
globalmet.globalmet_mod15,Longitudinal analysis - 2|4 shape,0.00307192857549752,0.010079765638351237,Mild
globalmet.globalmet_mod15,Longitudinal analysis - 2|5 average,9.53948067296779e-4,0.0058066404096325675,Mild
globalmet.globalmet_mod15,Longitudinal analysis - 2|5 shape,0.012310958697120948,0.031336985774489685,Mild
globalmet.globalmet_mod15,Longitudinal analysis - 3|4 average,0.4007488782169878,0.5476611567824345,Mild
globalmet.globalmet_mod15,Longitudinal analysis - 3|4 shape,0.7806456668885201,0.8277511463015123,Mild
globalmet.globalmet_mod15,Longitudinal analysis - 3|5 average,0.05493045591956256,0.13158246094800158,Mild
globalmet.globalmet_mod15,Longitudinal analysis - 3|5 shape,0.26031170936115855,0.340030901071604,Mild
globalmet.globalmet_mod15,Longitudinal analysis - 4|5 average,0.13947194164302906,0.2687074105049184,Mild
globalmet.globalmet_mod15,Longitudinal analysis - 4|5 shape,0.3044145060706508,0.3816540076109652,Mild
globalmet.globalmet_mod16,Longitudinal analysis - 1|2 average,0.011835627099607853,0.04347781383529415,Mild
globalmet.globalmet_mod16,Longitudinal analysis - 1|2 shape,0.6998447588024315,0.7595214436615535,Severe
globalmet.globalmet_mod16,Longitudinal analysis - 1|3 average,0.7195180492537027,0.8123590878670837,Mild
globalmet.globalmet_mod16,Longitudinal analysis - 1|3 shape,0.0764454702823488,0.1294641028975262,Mild
globalmet.globalmet_mod16,Longitudinal analysis - 1|4 average,0.4111003390816219,0.5569746529492943,Severe
globalmet.globalmet_mod16,Longitudinal analysis - 1|4 shape,8.637913544061181e-4,0.0035920036519858376,Mild
globalmet.globalmet_mod16,Longitudinal analysis - 1|5 average,0.025162997956664143,0.07733018884243127,Mild
globalmet.globalmet_mod16,Longitudinal analysis - 1|5 shape,0.05369268266193593,0.09678509321035661,Mild
globalmet.globalmet_mod16,Longitudinal analysis - 2|3 average,0.16579585213143525,0.3054134118210649,Severe
globalmet.globalmet_mod16,Longitudinal analysis - 2|3 shape,0.03581092357596917,0.0712824071180429,Mild
globalmet.globalmet_mod16,Longitudinal analysis - 2|4 average,0.014560804002162326,0.05082164277763028,Severe
globalmet.globalmet_mod16,Longitudinal analysis - 2|4 shape,4.5524939126430125e-4,0.0020783124383805056,Mild
globalmet.globalmet_mod16,Longitudinal analysis - 2|5 average,0.7896746452432485,0.861463249356271,Severe
globalmet.globalmet_mod16,Longitudinal analysis - 2|5 shape,0.03628577249903925,0.07154941056148584,Mild
globalmet.globalmet_mod16,Longitudinal analysis - 3|4 average,0.25716204916198626,0.41701953918159934,Severe
globalmet.globalmet_mod16,Longitudinal analysis - 3|4 shape,0.08609033891367363,0.1440555471862268,Mild
globalmet.globalmet_mod16,Longitudinal analysis - 3|5 average,0.3093443912014907,0.4724532520168222,Mild
globalmet.globalmet_mod16,Longitudinal analysis - 3|5 shape,0.6227637447233807,0.6956403531484572,Severe
globalmet.globalmet_mod16,Longitudinal analysis - 4|5 average,0.2281089436009592,0.3848439209180721,Mild
globalmet.globalmet_mod16,Longitudinal analysis - 4|5 shape,0.3038835392424475,0.3816540076109652,Severe
globalmet.globalmet_mod17,Longitudinal analysis - 1|2 average,0.04919286888171984,0.12249607666199011,Mild
globalmet.globalmet_mod17,Longitudinal analysis - 1|2 shape,0.003481567373243898,0.0109944232839281,Severe
globalmet.globalmet_mod17,Longitudinal analysis - 1|3 average,0.021115332982230048,0.06816706973990506,Mild
globalmet.globalmet_mod17,Longitudinal analysis - 1|3 shape,0.042452062687794834,0.08178837765538455,Mild
globalmet.globalmet_mod17,Longitudinal analysis - 1|4 average,0.01980374279719716,0.06481224915446344,Mild
globalmet.globalmet_mod17,Longitudinal analysis - 1|4 shape,0.002934124423574847,0.00978041474524949,Mild
globalmet.globalmet_mod17,Longitudinal analysis - 1|5 average,0.7925621384440908,0.861629244555267,Severe
globalmet.globalmet_mod17,Longitudinal analysis - 1|5 shape,0.12873908434481265,0.2017552814359004,Mild
globalmet.globalmet_mod17,Longitudinal analysis - 2|3 average,0.7530701874634166,0.8360074327787709,Severe
globalmet.globalmet_mod17,Longitudinal analysis - 2|3 shape,8.924520877766399e-4,0.0036547777935529396,Mild
globalmet.globalmet_mod17,Longitudinal analysis - 2|4 average,0.8536388834857307,0.9023364036845811,Severe
globalmet.globalmet_mod17,Longitudinal analysis - 2|4 shape,0.0018084853900196042,0.006382889611833897,Mild
globalmet.globalmet_mod17,Longitudinal analysis - 2|5 average,7.805161804507232e-4,0.00489278799685528,Severe
globalmet.globalmet_mod17,Longitudinal analysis - 2|5 shape,2.2608541402705608e-4,0.0011440466733899223,Mild
globalmet.globalmet_mod17,Longitudinal analysis - 3|4 average,0.647682021547372,0.7570309342761491,Mild
globalmet.globalmet_mod17,Longitudinal analysis - 3|4 shape,0.002396840983480446,0.008118332363401511,Severe
globalmet.globalmet_mod17,Longitudinal analysis - 3|5 average,0.01590310983866408,0.0544508652084694,Severe
globalmet.globalmet_mod17,Longitudinal analysis - 3|5 shape,0.16702115028919637,0.24422036791710405,Mild
globalmet.globalmet_mod17,Longitudinal analysis - 4|5 average,0.03499528603586484,0.09564872105247223,Severe
globalmet.globalmet_mod17,Longitudinal analysis - 4|5 shape,0.0014531657516992523,0.005353768558891982,Mild
globalmet.globalmet_mod18,Longitudinal analysis - 1|2 average,0.38413150531822216,0.5324595123222882,Mild
globalmet.globalmet_mod18,Longitudinal analysis - 1|2 shape,0.3904622119157715,0.4619552929707719,Severe
globalmet.globalmet_mod18,Longitudinal analysis - 1|3 average,0.2243171156877212,0.3819453591439578,Mild
globalmet.globalmet_mod18,Longitudinal analysis - 1|3 shape,0.3767399963427398,0.44951931381804183,Severe
globalmet.globalmet_mod18,Longitudinal analysis - 1|4 average,0.08568421401039052,0.1845673013304233,Mild
globalmet.globalmet_mod18,Longitudinal analysis - 1|4 shape,0.22840340300347728,0.30648379955738164,Severe
globalmet.globalmet_mod18,Longitudinal analysis - 1|5 average,0.06093511374272922,0.14087751067126386,Severe
globalmet.globalmet_mod18,Longitudinal analysis - 1|5 shape,0.06028390926118843,0.10638336928445016,Severe
globalmet.globalmet_mod18,Longitudinal analysis - 2|3 average,0.3952123737095301,0.5424483560719041,Severe
globalmet.globalmet_mod18,Longitudinal analysis - 2|3 shape,0.12105113343563467,0.19185462657723232,Mild
globalmet.globalmet_mod18,Longitudinal analysis - 2|4 average,0.18740606322064376,0.33446407883570983,Mild
globalmet.globalmet_mod18,Longitudinal analysis - 2|4 shape,0.7460958186484032,0.8014328486760343,Severe
globalmet.globalmet_mod18,Longitudinal analysis - 2|5 average,2.2994528460676952e-5,2.5759813206245683e-4,Severe
globalmet.globalmet_mod18,Longitudinal analysis - 2|5 shape,0.11678215945729674,0.18578979913660845,Mild
globalmet.globalmet_mod18,Longitudinal analysis - 3|4 average,0.6219463956826152,0.7372083335466558,Mild
globalmet.globalmet_mod18,Longitudinal analysis - 3|4 shape,0.16443734119718156,0.24232871334321493,Severe
globalmet.globalmet_mod18,Longitudinal analysis - 3|5 average,0.004796620972576828,0.02076887431425018,Severe
globalmet.globalmet_mod18,Longitudinal analysis - 3|5 shape,0.20350487047712507,0.28049428288001965,Severe
globalmet.globalmet_mod18,Longitudinal analysis - 4|5 average,0.0026863476857944,0.013325976709058834,Severe
globalmet.globalmet_mod18,Longitudinal analysis - 4|5 shape,0.6040417545851542,0.6765267651353727,Mild
globalmet.globalmet_mod19,Longitudinal analysis - 1|2 average,0.2638466395461484,0.42423439799490337,Severe
globalmet.globalmet_mod19,Longitudinal analysis - 1|2 shape,7.86860171303152e-5,4.4659631344232955e-4,Mild
globalmet.globalmet_mod19,Longitudinal analysis - 1|3 average,0.6892178934956574,0.7905623911122363,Severe
globalmet.globalmet_mod19,Longitudinal analysis - 1|3 shape,0.027533012324521343,0.05853901919553811,Mild
globalmet.globalmet_mod19,Longitudinal analysis - 1|4 average,0.08303781728191456,0.18101669511282414,Severe
globalmet.globalmet_mod19,Longitudinal analysis - 1|4 shape,1.8130450677604882e-5,1.1715060437837001e-4,Mild
globalmet.globalmet_mod19,Longitudinal analysis - 1|5 average,0.8510133904264814,0.9003164331967815,Severe
globalmet.globalmet_mod19,Longitudinal analysis - 1|5 shape,0.009969257391598858,0.026669350983895036,Mild
globalmet.globalmet_mod19,Longitudinal analysis - 2|3 average,0.2943454292308758,0.45618110803309164,Mild
globalmet.globalmet_mod19,Longitudinal analysis - 2|3 shape,0.8112044450239053,0.8454239873698269,Severe
globalmet.globalmet_mod19,Longitudinal analysis - 2|4 average,0.08855024190378158,0.18910729626909287,Mild
globalmet.globalmet_mod19,Longitudinal analysis - 2|4 shape,0.007109441177537718,0.020040035533998937,Mild
globalmet.globalmet_mod19,Longitudinal analysis - 2|5 average,0.6553498298566931,0.76105141531745,Mild
globalmet.globalmet_mod19,Longitudinal analysis - 2|5 shape,0.3269491532904992,0.399182105761656,Mild
globalmet.globalmet_mod19,Longitudinal analysis - 3|4 average,0.22373205515158165,0.3814646677821284,Mild
globalmet.globalmet_mod19,Longitudinal analysis - 3|4 shape,0.0036707125432267765,0.011505218419069001,Mild
globalmet.globalmet_mod19,Longitudinal analysis - 3|5 average,0.8210731873950552,0.8812199455858344,Severe
globalmet.globalmet_mod19,Longitudinal analysis - 3|5 shape,0.7595239290757401,0.81170496237102,Mild
globalmet.globalmet_mod19,Longitudinal analysis - 4|5 average,0.6877283432104542,0.7899158727850248,Severe
globalmet.globalmet_mod19,Longitudinal analysis - 4|5 shape,0.07584619845820406,0.12896924434188545,Severe
globalmet.globalmet_mod2,Longitudinal analysis - 1|2 average,0.014875575235942521,0.051351300814486515,Mild
globalmet.globalmet_mod2,Longitudinal analysis - 1|2 shape,0.1475313954796314,0.2245042974690043,Severe
globalmet.globalmet_mod2,Longitudinal analysis - 1|3 average,0.03564277673647114,0.0965804272859218,Mild
globalmet.globalmet_mod2,Longitudinal analysis - 1|3 shape,0.014167273650842964,0.03500149960796497,Mild
globalmet.globalmet_mod2,Longitudinal analysis - 1|4 average,1.811078188816992e-8,5.30688027420793e-7,Mild
globalmet.globalmet_mod2,Longitudinal analysis - 1|4 shape,1.5653979961426873e-8,2.1208618012255762e-7,Mild
globalmet.globalmet_mod2,Longitudinal analysis - 1|5 average,6.025934648125436e-4,0.003954519612832317,Mild
globalmet.globalmet_mod2,Longitudinal analysis - 1|5 shape,9.722984190845755e-11,2.268696311197343e-9,Mild
globalmet.globalmet_mod2,Longitudinal analysis - 2|3 average,0.9667858827218823,0.9772042325682583,Severe
globalmet.globalmet_mod2,Longitudinal analysis - 2|3 shape,5.159239348041843e-5,3.1404065596776434e-4,Mild
globalmet.globalmet_mod2,Longitudinal analysis - 2|4 average,1.8005416826544715e-9,7.089632875451981e-8,Mild
globalmet.globalmet_mod2,Longitudinal analysis - 2|4 shape,3.770615956164919e-16,2.6394311693154434e-14,Mild
globalmet.globalmet_mod2,Longitudinal analysis - 2|5 average,0.04169370066802502,0.10899183162180814,Severe
globalmet.globalmet_mod2,Longitudinal analysis - 2|5 shape,3.241098526905299e-16,2.6394311693154434e-14,Mild
globalmet.globalmet_mod2,Longitudinal analysis - 3|4 average,6.703526368975414e-6,9.598230937396616e-5,Mild
globalmet.globalmet_mod2,Longitudinal analysis - 3|4 shape,1.5692388088343909e-6,1.3181605994208884e-5,Mild
globalmet.globalmet_mod2,Longitudinal analysis - 3|5 average,0.030355054647688503,0.08792498587606325,Severe
globalmet.globalmet_mod2,Longitudinal analysis - 3|5 shape,2.4413242321121764e-6,2.0105023087982628e-5,Mild
globalmet.globalmet_mod2,Longitudinal analysis - 4|5 average,0.6503620020269005,0.7592119229107269,Severe
globalmet.globalmet_mod2,Longitudinal analysis - 4|5 shape,0.001790179556471101,0.006371825539981884,Mild
globalmet.globalmet_mod20,Longitudinal analysis - 1|2 average,0.47770914721165203,0.611700737283213,Severe
globalmet.globalmet_mod20,Longitudinal analysis - 1|2 shape,0.4061520994687198,0.4791682072383773,Mild
globalmet.globalmet_mod20,Longitudinal analysis - 1|3 average,0.9544975659740528,0.9706754908210706,Severe
globalmet.globalmet_mod20,Longitudinal analysis - 1|3 shape,0.07443343372699412,0.1276001721034185,Mild
globalmet.globalmet_mod20,Longitudinal analysis - 1|4 average,0.3283928653296557,0.49200357944752227,Severe
globalmet.globalmet_mod20,Longitudinal analysis - 1|4 shape,0.02391534183376226,0.05231481026135495,Mild
globalmet.globalmet_mod20,Longitudinal analysis - 1|5 average,0.03363423624461776,0.09314096190817225,Mild
globalmet.globalmet_mod20,Longitudinal analysis - 1|5 shape,0.028668669061788117,0.0605067387233719,Mild
globalmet.globalmet_mod20,Longitudinal analysis - 2|3 average,0.45867999569879137,0.5971523100260743,Severe
globalmet.globalmet_mod20,Longitudinal analysis - 2|3 shape,0.2539805295331381,0.33334944501224373,Mild
globalmet.globalmet_mod20,Longitudinal analysis - 2|4 average,0.5075807768613512,0.6376388622585268,Mild
globalmet.globalmet_mod20,Longitudinal analysis - 2|4 shape,0.24670799899109136,0.3268686421963986,Mild
globalmet.globalmet_mod20,Longitudinal analysis - 2|5 average,0.023100441360933626,0.07263527497952164,Mild
globalmet.globalmet_mod20,Longitudinal analysis - 2|5 shape,0.24949382722212654,0.3295201491612992,Mild
globalmet.globalmet_mod20,Longitudinal analysis - 3|4 average,0.24278507851923165,0.4025121038608314,Mild
globalmet.globalmet_mod20,Longitudinal analysis - 3|4 shape,0.9953693819152293,0.9953693819152293,Mild
globalmet.globalmet_mod20,Longitudinal analysis - 3|5 average,0.014649966290407882,0.05099159537545285,Mild
globalmet.globalmet_mod20,Longitudinal analysis - 3|5 shape,0.8613097555136497,0.8844745655641391,Mild
globalmet.globalmet_mod20,Longitudinal analysis - 4|5 average,0.08222909907474724,0.18018096153634858,Mild
globalmet.globalmet_mod20,Longitudinal analysis - 4|5 shape,0.7770764123233906,0.8277511463015123,Mild
globalmet.globalmet_mod21,Longitudinal analysis - 1|2 average,0.00141526079213308,0.0081634965904375,Mild
globalmet.globalmet_mod21,Longitudinal analysis - 1|2 shape,0.21752280930154402,0.29470832227951127,Severe
globalmet.globalmet_mod21,Longitudinal analysis - 1|3 average,0.11125319452394947,0.22674340367255671,Mild
globalmet.globalmet_mod21,Longitudinal analysis - 1|3 shape,0.0037138530624517326,0.011554209527627613,Mild
globalmet.globalmet_mod21,Longitudinal analysis - 1|4 average,4.6495401033935783e-10,2.0922930465271104e-8,Mild
globalmet.globalmet_mod21,Longitudinal analysis - 1|4 shape,2.6772387703774555e-11,7.02775177224082e-10,Mild
globalmet.globalmet_mod21,Longitudinal analysis - 1|5 average,5.045948463267894e-8,1.2466460909250093e-6,Mild
globalmet.globalmet_mod21,Longitudinal analysis - 1|5 shape,9.100606680912367e-10,1.661849915644867e-8,Mild
globalmet.globalmet_mod21,Longitudinal analysis - 2|3 average,0.03824930752224362,0.10103590666253032,Severe
