"Module","Analysis","P value","Q value","Direction"
"mod25","Longitudinal analysis - 1|4 average",3.59729050436766e-05,0.000447467843226221,"Mild"
"mod25","Longitudinal analysis - 1|5 average",1.84719334770171e-08,5.88792879579919e-07,"Mild"
"mod25","Longitudinal analysis - 1|5 shape",0.000241687603538826,0.00228260514453336,"Mild"
"mod25","Longitudinal analysis - 2|4 average",1.92923698910472e-05,0.000269564620395454,"Mild"
"mod25","Longitudinal analysis - 2|5 average",3.27221083718138e-05,0.000417206881740626,"Mild"
"mod25","Longitudinal analysis - 2|5 shape",2.78595165090873e-06,7.28633508699206e-05,"Mild"
"mod25","Longitudinal analysis - 3|4 average",0.000281420537357346,0.0026827004495747,"Mild"
"mod25","Longitudinal analysis - 3|4 shape",0.00299482477830234,0.0166924659774229,"Severe"
"mod25","Longitudinal analysis - 3|5 average",0.000172213204917192,0.00182976530224517,"Mild"
"mod25","Longitudinal analysis - 3|5 shape",0.000135412908325283,0.00148517383324504,"Mild"
"mod25","Longitudinal analysis - 4|5 average",0.0313055649861324,0.115694479296576,"Severe"
"mod25","Longitudinal analysis - 4|5 shape",1.8187647599625e-05,0.000237838468610481,"Mild"
"mod26","Longitudinal analysis - 1|4 shape",0.00330698250451721,0.0178472071672357,"Severe"
"mod26","Longitudinal analysis - 2|4 average",0.0230842994114229,0.0963498916914821,"Mild"
"mod26","Longitudinal analysis - 2|4 shape",0.00146419653852471,0.00976131025683142,"Severe"
"mod26","Longitudinal analysis - 2|5 average",0.0290626667854826,0.111443308726287,"Mild"
"mod26","Longitudinal analysis - 3|4 shape",0.0197423568370172,0.0782696038485676,"Severe"
"mod27","Longitudinal analysis - 1|2 average",0.0457468342481553,0.149659853781099,"Severe"
"mod27","Longitudinal analysis - 1|2 shape",1.12722208638662e-05,0.000184679762195689,"Mild"
"mod27","Longitudinal analysis - 1|3 average",0.0494619644868482,0.156195677326889,"Severe"
"mod27","Longitudinal analysis - 2|5 average",0.0162234918880324,0.0728985098052558,"Mild"
"mod29","Longitudinal analysis - 1|2 average",0.000212963379485452,0.00212963379485452,"Severe"
"mod29","Longitudinal analysis - 1|3 average",0.000890682576607903,0.00744669039459066,"Severe"
"mod29","Longitudinal analysis - 1|4 average",5.11499507674988e-11,4.0133038294499e-09,"Severe"
"mod29","Longitudinal analysis - 1|5 average",6.02681322444086e-11,4.39096392066405e-09,"Severe"
"mod29","Longitudinal analysis - 1|5 shape",0.0317365032607319,0.106835753550979,"Severe"
"mod29","Longitudinal analysis - 2|4 average",1.45636787238989e-06,2.75091709229201e-05,"Severe"
"mod29","Longitudinal analysis - 2|5 average",1.61471629122866e-06,2.9945647582786e-05,"Severe"
"mod29","Longitudinal analysis - 2|5 shape",0.00703289904762082,0.0327559681670011,"Severe"
"mod29","Longitudinal analysis - 3|4 average",2.0998921829958e-06,3.75770180115039e-05,"Severe"
"mod29","Longitudinal analysis - 3|5 average",2.23251970418986e-06,3.92615534185113e-05,"Severe"
"mod29","Longitudinal analysis - 3|5 shape",0.00723281010439072,0.0332318302093628,"Severe"
"mod29","Longitudinal analysis - 4|5 shape",0.00445321047848947,0.0224307374894116,"Severe"
"mod3","Longitudinal analysis - 1|2 average",0.0373401256514302,0.132707066775118,"Mild"
"mod3","Longitudinal analysis - 1|3 average",0.00287051418091679,0.0188898352550654,"Mild"
"mod3","Longitudinal analysis - 1|4 average",1.47330292879351e-08,4.84764189473995e-07,"Mild"
"mod3","Longitudinal analysis - 1|5 average",3.89461384509464e-08,1.0736503032423e-06,"Mild"
"mod3","Longitudinal analysis - 1|5 shape",0.00409950128826265,0.0217786005938953,"Mild"
"mod3","Longitudinal analysis - 2|4 average",2.0944360125186e-07,4.64418420167168e-06,"Mild"
"mod3","Longitudinal analysis - 2|5 average",4.62213598074223e-08,1.24067860535712e-06,"Mild"
"mod3","Longitudinal analysis - 2|5 shape",0.000491657975940072,0.00398008837665773,"Mild"
"mod3","Longitudinal analysis - 3|4 average",5.64468850883732e-05,0.000669486311513264,"Mild"
"mod3","Longitudinal analysis - 3|5 average",4.56685572098099e-05,0.000561228052457905,"Mild"
"mod3","Longitudinal analysis - 3|5 shape",0.00056222968227225,0.00444553702261779,"Mild"
"mod3","Longitudinal analysis - 4|5 average",0.00891726598404863,0.0473729755402584,"Severe"
"mod3","Longitudinal analysis - 4|5 shape",0.0010129444670881,0.00702859426142765,"Mild"
"mod30","Longitudinal analysis - 1|2 average",0.0489472107934731,0.155533193175522,"Severe"
"mod30","Longitudinal analysis - 1|3 average",0.0249116777930725,0.0992574662067734,"Severe"
"mod30","Longitudinal analysis - 1|4 average",3.32144701697701e-10,1.88215330962031e-08,"Severe"
"mod30","Longitudinal analysis - 1|5 average",6.98108178260213e-10,3.39081115154961e-08,"Severe"
"mod30","Longitudinal analysis - 1|5 shape",1.49199881844941e-05,0.000211366499280333,"Severe"
"mod30","Longitudinal analysis - 2|4 average",4.37045095467061e-13,7.42976662294003e-11,"Severe"
"mod30","Longitudinal analysis - 2|4 shape",0.00431855304404954,0.0224307374894116,"Severe"
"mod30","Longitudinal analysis - 2|5 average",4.88225718720448e-09,1.91534705036484e-07,"Severe"
"mod30","Longitudinal analysis - 2|5 shape",1.60064214973509e-07,1.36054582727483e-05,"Severe"
"mod30","Longitudinal analysis - 3|4 average",6.31181601878007e-10,3.21902616957784e-08,"Severe"
"mod30","Longitudinal analysis - 3|4 shape",0.0207874873439037,0.0812384562865201,"Severe"
"mod30","Longitudinal analysis - 3|5 average",2.29672492688787e-06,3.97060919563665e-05,"Severe"
"mod30","Longitudinal analysis - 3|5 shape",2.01238470865901e-06,5.70175667453387e-05,"Severe"
"mod30","Longitudinal analysis - 4|5 shape",0.000581688362341995,0.00449486461809724,"Severe"
"mod31","Longitudinal analysis - 1|2 average",0.00255583091951767,0.017264553231179,"Severe"
"mod31","Longitudinal analysis - 1|2 shape",0.00224848657966854,0.013412025212058,"Mild"
"mod31","Longitudinal analysis - 1|3 average",0.00187196649815116,0.0131679696681336,"Severe"
"mod31","Longitudinal analysis - 1|4 average",0.00199000089841472,0.0136228249421679,"Severe"
"mod31","Longitudinal analysis - 1|5 average",0.00177140967533381,0.0126352298520314,"Severe"
"mod32","Longitudinal analysis - 1|2 average",0.0133818777933224,0.0637827820055554,"Severe"
"mod32","Longitudinal analysis - 1|4 average",0.000437524821400603,0.00392186248328365,"Severe"
"mod32","Longitudinal analysis - 1|5 average",0.0141298229902953,0.0665461465260811,"Severe"
"mod32","Longitudinal analysis - 2|4 shape",0.0302254369555643,0.104007128953067,"Severe"
"mod32","Longitudinal analysis - 3|5 average",0.0451868779822511,0.149160568096751,"Severe"
"mod4","Longitudinal analysis - 1|2 average",0.0363810924453504,0.13020601506757,"Mild"
"mod4","Longitudinal analysis - 1|3 average",0.000968281541578856,0.00796489655169704,"Mild"
"mod4","Longitudinal analysis - 1|4 average",0.000104326186710636,0.00116937044444888,"Mild"
"mod4","Longitudinal analysis - 1|5 average",5.32527341853762e-09,2.01176995811421e-07,"Mild"
"mod4","Longitudinal analysis - 1|5 shape",0.00138037602968954,0.0093865570018889,"Mild"
"mod4","Longitudinal analysis - 2|4 average",4.10380865220092e-07,8.37176965048987e-06,"Mild"
"mod4","Longitudinal analysis - 2|5 average",1.42694225589914e-07,3.38483976980727e-06,"Mild"
"mod4","Longitudinal analysis - 2|5 shape",0.000357502917190306,0.00311669209858215,"Mild"
"mod4","Longitudinal analysis - 3|4 average",0.00066947221957203,0.0057383333106174,"Mild"
"mod4","Longitudinal analysis - 3|4 shape",0.0236322247946755,0.091306323070337,"Mild"
"mod4","Longitudinal analysis - 3|5 average",0.00322297476761631,0.0208065459681559,"Severe"
"mod4","Longitudinal analysis - 3|5 shape",0.000251878198672184,0.00231455642023088,"Mild"
"mod4","Longitudinal analysis - 4|5 shape",0.0179170109650675,0.0760910740930147,"Mild"
"mod6","Longitudinal analysis - 1|2 average",0.00573700791292627,0.0336307360412919,"Mild"
"mod6","Longitudinal analysis - 1|3 average",0.000244024301451763,0.00237052178553141,"Mild"
"mod6","Longitudinal analysis - 1|4 average",4.56262836324808e-07,9.04792841052432e-06,"Mild"
"mod6","Longitudinal analysis - 1|5 average",1.21797760533049e-11,1.16012697218159e-09,"Mild"
"mod6","Longitudinal analysis - 1|5 shape",0.0044137996723399,0.0224307374894116,"Mild"
"mod6","Longitudinal analysis - 2|4 average",7.51408940464714e-06,0.000111077843373045,"Mild"
"mod6","Longitudinal analysis - 2|5 average",3.03352143494118e-07,6.3146772727347e-06,"Mild"
"mod6","Longitudinal analysis - 2|5 shape",4.69457662734501e-05,0.000571858809190806,"Mild"
"mod6","Longitudinal analysis - 3|4 average",7.47125811619437e-05,0.000865986736195256,"Mild"
"mod6","Longitudinal analysis - 3|5 average",6.47243367855099e-06,9.70865051782648e-05,"Mild"
"mod6","Longitudinal analysis - 3|5 shape",0.00234408714455255,0.0137412005025494,"Mild"
"mod6","Longitudinal analysis - 4|5 shape",0.00100830447485837,0.00702859426142765,"Mild"
"mod7","Longitudinal analysis - 1|4 average",0.00583354814913041,0.0340012520692172,"Severe"
"mod7","Longitudinal analysis - 1|4 shape",0.00998801023095264,0.0435374804938961,"Severe"
"mod7","Longitudinal analysis - 1|5 average",0.0277264250714306,0.107532142862582,"Severe"
"mod7","Longitudinal analysis - 1|5 shape",0.0321008966219369,0.10700298873979,"Severe"
"mod7","Longitudinal analysis - 2|4 average",0.000389969605297116,0.00358350448110863,"Severe"
"mod7","Longitudinal analysis - 2|4 shape",0.00159497505185133,0.0102319154269708,"Severe"
"mod7","Longitudinal analysis - 2|5 shape",0.0182617896778982,0.0760910740930147,"Severe"
"mod7","Longitudinal analysis - 3|4 average",0.00659689601149277,0.0378024378186665,"Severe"
"mod7","Longitudinal analysis - 3|4 shape",0.047569856230264,0.145709469534142,"Severe"
"mod7","Longitudinal analysis - 3|5 shape",0.0172394349024321,0.0741950362889481,"Severe"
"mod8","Longitudinal analysis - 1|2 average",0.0412368194450649,0.141621400114364,"Mild"
"mod8","Longitudinal analysis - 1|3 average",0.0120080128852433,0.0588854478026353,"Mild"
"mod8","Longitudinal analysis - 1|4 average",0.000146439538182954,0.0015890247760278,"Mild"
"mod8","Longitudinal analysis - 1|5 average",2.03846416981673e-08,6.300707433979e-07,"Mild"
"mod8","Longitudinal analysis - 1|5 shape",0.000938429990427745,0.00682830818055386,"Mild"
"mod8","Longitudinal analysis - 2|3 shape",0.019495458432839,0.0782696038485676,"Mild"
"mod8","Longitudinal analysis - 2|4 average",0.00283205471067286,0.0187577649667943,"Mild"
"mod8","Longitudinal analysis - 2|5 average",5.51201031107023e-06,8.64961618044868e-05,"Mild"
"mod8","Longitudinal analysis - 2|5 shape",0.000162369051030902,0.00167289325304566,"Mild"
"mod8","Longitudinal analysis - 3|4 average",0.000443547465037739,0.00393407316816082,"Mild"
"mod8","Longitudinal analysis - 3|5 average",2.90389090351722e-05,0.000379739579690713,"Mild"
"mod8","Longitudinal analysis - 3|5 shape",0.00626729193097141,0.0304411322361468,"Mild"
"mod8","Longitudinal analysis - 4|5 shape",0.0296694381618073,0.104007128953067,"Mild"
"mod9","Longitudinal analysis - 1|4 average",0.000152931782301651,0.00164200439944931,"Severe"
"mod9","Longitudinal analysis - 1|4 shape",1.39357162960025e-05,0.000206006240897428,"Severe"
"mod9","Longitudinal analysis - 1|5 average",0.000859709822920056,0.00724714065602031,"Severe"
"mod9","Longitudinal analysis - 1|5 shape",0.00172901522258375,0.0106884577396087,"Severe"
"mod9","Longitudinal analysis - 2|4 average",8.76091990195576e-09,2.97871276666496e-07,"Severe"
"mod9","Longitudinal analysis - 2|4 shape",6.75991644896967e-05,0.000780218886091656,"Severe"
"mod9","Longitudinal analysis - 2|5 average",2.79337063826815e-09,1.1396952204134e-07,"Severe"
"mod9","Longitudinal analysis - 2|5 shape",6.88428428904402e-05,0.000780218886091656,"Severe"
"mod9","Longitudinal analysis - 3|4 average",2.78826631001578e-08,7.95408409722824e-07,"Severe"
"mod9","Longitudinal analysis - 3|4 shape",1.6273901766197e-05,0.000221325064020279,"Severe"
"mod9","Longitudinal analysis - 3|5 average",1.28913521690082e-07,3.13075695533056e-06,"Severe"
"mod9","Longitudinal analysis - 3|5 shape",0.0019973343512914,0.0121266728471263,"Severe"
"mod9","Longitudinal analysis - 4|5 average",0.00436651378377088,0.0271575857283311,"Severe"
"mod1","Longitudinal analysis DFSO - overall shape",1.63669484301912e-05,9.27460411044167e-05,"Mild"
"mod1","Longitudinal analysis DFSO- overall average",1.72039640251668e-25,2.92467388427835e-24,"Mild"
"mod10","Longitudinal analysis DFSO - overall shape",6.69856972297672e-09,1.13875685290604e-07,"Mild"
"mod10","Longitudinal analysis DFSO- overall average",2.90884556645108e-21,2.47251873148342e-20,"Mild"
"mod11","Longitudinal analysis DFSO- overall average",0.00039361567790139,0.000669146652432363,"Severe"
"mod12","Longitudinal analysis DFSO - overall shape",1.56289440033215e-06,1.06276819222586e-05,"Severe"
"mod12","Longitudinal analysis DFSO- overall average",2.2476685449345e-11,5.87851773290563e-11,"Severe"
"mod13","Longitudinal analysis DFSO - overall shape",5.84422057435989e-10,1.98703499528236e-08,"Severe"
"mod13","Longitudinal analysis DFSO- overall average",0.00074242990353423,0.00120202936762685,"Severe"
"mod14","Longitudinal analysis DFSO- overall average",0.00161982430158827,0.00250336482972733,"Mild"
"mod15","Longitudinal analysis DFSO - overall shape",8.06688019117853e-07,6.85684816250175e-06,"Severe"
"mod15","Longitudinal analysis DFSO- overall average",7.18222014138298e-28,2.44195484807021e-26,"Severe"
"mod17","Longitudinal analysis DFSO - overall shape",0.0185663381031758,0.0332239734477883,"Severe"
"mod17","Longitudinal analysis DFSO- overall average",1.01270333456717e-11,2.99623762157199e-11,"Severe"
"mod18","Longitudinal analysis DFSO - overall shape",0.00914602436029427,0.0222117734464289,"Severe"
"mod18","Longitudinal analysis DFSO- overall average",2.69893124391258e-14,1.14704577866285e-13,"Severe"
"mod19","Longitudinal analysis DFSO - overall shape",0.000119796393628534,0.000452564153707796,"Mild"
"mod19","Longitudinal analysis DFSO- overall average",9.79801995009262e-10,2.08207923939468e-09,"Mild"
"mod2","Longitudinal analysis DFSO - overall shape",0.00725866819085794,0.0189842091145515,"Severe"
"mod2","Longitudinal analysis DFSO- overall average",6.39844039332637e-11,1.55390695266498e-10,"Severe"
"mod20","Longitudinal analysis DFSO - overall shape",0.00663372943802709,0.0187955667410767,"Mild"
"mod20","Longitudinal analysis DFSO- overall average",0.039492074190211,0.0516434816333528,"Severe"
"mod21","Longitudinal analysis DFSO- overall average",8.77860110939898e-06,1.65818020955314e-05,"Mild"
"mod22","Longitudinal analysis DFSO- overall average",1.02941927976403e-08,2.05883855952806e-08,"Severe"
"mod25","Longitudinal analysis DFSO - overall shape",0.000105483269285429,0.000448303894463073,"Mild"
"mod25","Longitudinal analysis DFSO- overall average",1.05749563114305e-11,2.99623762157199e-11,"Mild"
"mod26","Longitudinal analysis DFSO - overall shape",0.0450420435753092,0.0765714740780256,"Mild"
"mod27","Longitudinal analysis DFSO - overall shape",0.0100014722936807,0.0226700038656763,"Mild"
"mod27","Longitudinal analysis DFSO- overall average",0.0265123798086761,0.0360568365397995,"Severe"
"mod29","Longitudinal analysis DFSO- overall average",4.53665660268816e-18,3.08492648982795e-17,"Severe"
"mod3","Longitudinal analysis DFSO - overall shape",0.0150732448380829,0.0320163503310199,"Mild"
"mod3","Longitudinal analysis DFSO- overall average",3.3255699121322e-14,1.25632641124994e-13,"Mild"
"mod30","Longitudinal analysis DFSO - overall shape",6.04517335724812e-05,0.00029362270592348,"Severe"
"mod30","Longitudinal analysis DFSO- overall average",9.03657456795657e-23,1.02414511770174e-21,"Severe"
"mod31","Longitudinal analysis DFSO- overall average",0.00664995143553772,0.00942076453367844,"Severe"
"mod32","Longitudinal analysis DFSO- overall average",0.00197388008853015,0.00291790969608805,"Severe"
"mod4","Longitudinal analysis DFSO - overall shape",0.00255725880047811,0.00869467992162556,"Mild"
"mod4","Longitudinal analysis DFSO- overall average",1.18227009808231e-12,4.01971833347985e-12,"Mild"
"mod6","Longitudinal analysis DFSO - overall shape",0.0160081751655099,0.0320163503310199,"Mild"
"mod6","Longitudinal analysis DFSO- overall average",1.43366907782624e-14,6.96353552087032e-14,"Mild"
"mod7","Longitudinal analysis DFSO - overall shape",0.00605646632197864,0.0187199868133885,"Severe"
"mod7","Longitudinal analysis DFSO- overall average",0.000248639329668853,0.000444933537302158,"Severe"
"mod8","Longitudinal analysis DFSO - overall shape",0.017266789289831,0.0326150464363475,"Mild"
"mod8","Longitudinal analysis DFSO- overall average",3.34238169233376e-10,7.57606516928986e-10,"Mild"
"mod9","Longitudinal analysis DFSO - overall shape",2.35878747991454e-08,2.67329247723647e-07,"Severe"
"mod9","Longitudinal analysis DFSO- overall average",5.50969790692444e-16,3.12216214725718e-15,"Severe"
