module_name,enrichment_category,Term,Overlap,genesinpath,totalpathgenes,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,GeneRatio
PBMC_mod0,MSigDB_Hallmark_2020,Bile Acid Metabolism,22/112,22,112,3.7678716592609996e-4,0.018839358296305,0,0,2.485208060390542,19.592958052986038,SLC23A2;ABCA2;RETSAT;ABCA5;ABCA6;DIO1;NR1I2;PIPOX;TFCP2L1;HSD17B6;PEX12;PEX13;CYP27A1;FADS2;CH25H;AMACR;PEX6;FDXR;LONP2;PEX11G;SLC29A1;NUDT12,0.19642857142857142
PBMC_mod1,GO_Biological_Process_2021,"regulation of transcription, DNA-templated (GO:0006355)",288/2244,288,2244,4.402808850524058e-26,1.5180884916606952e-22,0,0,2.201709853984423,128.54676312512981,TRRAP;EHMT1;IKZF2;IKZF3;CCAR2;ELK4;ZNF609;ZNF606;MYC;ZXDB;ZNF721;CCNL2;ZNF169;ZNF287;MED1;ZFP1;SFMBT1;SFMBT2;ZNF160;ZNF10;ZNF12;SOX12;ZNF16;RFX7;THAP7;ZNF837;ZNF836;PRKCQ;HOXB2;ZSCAN25;CLOCK;ZNF275;L3MBTL3;ZNF395;TSHZ1;PRDM15;ZNF22;GATA3;ZBTB4;ZNF26;ZNF829;NUP85;ZNHIT3;ZNF823;ZSCAN12;HIVEP3;HIVEP2;PATZ1;ZNF266;ZSCAN18;ZNF264;ZNF263;ZNF142;PHC1;ZNF141;ZNF383;BCL11B;IRF2BP1;NFATC1;PBX4;ZNF34;POU6F1;ZNF30;ZNF813;ID3;MMS19;ZNF138;RBAK;ZNF497;CC2D1B;ZNF253;ZNF131;ZNF251;ZNF250;SPIN3;KDM8;ZNF43;CTCF;LIMD1;MEOX1;ZNF48;IKBKB;GLI4;ZNF808;SCML4;NKRF;ZNF280C;SPIN1;ZNF248;ZIK1;ZNF485;ZNF121;ZHX3;ZNF57;CBFA2T2;SUPT3H;KAT2A;MDFIC;NFX1;ZNF239;ZNF358;ZNF236;ZNF599;ZNF235;PPARD;SATB1;ZNF69;ZNF7;PURA;ZFP14;ZNF227;ZNF468;ZNF589;APBB1;ZNF224;ZNF345;ZNF101;ZNF584;ZNF461;ZNF582;ZNF76;WNT7A;WWP1;ELP2;TARBP1;MYBBP1A;ZNF71;CAMK4;ZNF74;ZNF337;ZNF577;MPHOSPH8;ZNF212;ZNF575;ZNF354C;ZNF211;ZFP28;ZNF354B;ZNF573;ZNF571;ZNF570;ZBTB25;RORC;RORA;NUCKS1;ETS1;CARF;CELSR2;NR3C2;YY2;ZNF83;ZNF84;SCMH1;ZNF85;ZNF329;ZNF569;ZNF568;ZNF446;ZNF567;ZNF324;ZNF566;ZNF202;TNFRSF4;ZFP37;ZNF565;ZNF563;PIAS3;ZBTB39;ZNF682;TLE2;ZNF680;KDM2B;THOC1;FOXP3;LBHD1;ZNF91;DMTF1;ZFP41;ZNF439;ZNF559;ZNF558;ZNF678;MZF1;ZNF555;ZNF675;ZNF431;ZNF792;ZNF550;ZNF790;KMT2A;TCF7;NOP2;FOXO1;NPAT;RAI1;TTC21B;ZNF549;ZNF548;ZNF426;TASP1;E4F1;ZNF304;ZNF302;ZNF544;ZNF543;ZNF420;ZNF783;ZNF540;SMAD3;ZBTB14;PHF10;SMURF2;SMAD5;GON4L;RIOX1;ZFP62;SP4;ZNF416;PHF14;MAP3K10;SP140L;OGT;ZNF773;ZSCAN2;MAP3K12;ZNF530;CREBZF;PSIP1;CHD3;ZFP82;LBH;DBP;SIN3A;ZNF529;ZNF649;ZNF528;ZNF527;ZNF525;ZNF765;ZNF764;CEP290;EID2B;ZNF880;KLF12;EED;ATRX;ARID1B;ZNF75A;ZFP90;ZNF517;ZNF879;CRY1;ZMYND11;ZNF510;USP13;CAMK2D;ZNF195;LEF1;ZBTB42;TULP3;MLLT3;RNF4;NR2C1;ZBTB41;ZBTB40;MLLT6;ZNF749;BAHD1;ZNF627;ZNF506;ZNF624;ZNF500;MTA3;ZNF740;ZNF286A;TAF15;ZNF184;USP21;MGA;ZNF181;ZNF180;TEF;ZNF737;ZNF614;PDCD4;NUP35;ZNF853;BCOR,0.12834224598930483
PBMC_mod1,GO_Biological_Process_2021,regulation of transcription by RNA polymerase II (GO:0006357),274/2206,274,2206,1.4696603352729096e-22,2.533694418010496e-19,0,0,2.0973792163368183,105.43911392713838,MAML2;IKZF2;IKZF3;DCAF1;ELK4;IL4I1;ZNF609;ZNF606;MYC;ZXDB;ZNF721;CCNL2;ZNF169;ZNF287;MED1;ZFP1;ZNF160;ZNF10;ZNF12;SOX12;ZNF16;RFX7;THAP7;ZNF837;ZNF836;HOXB2;ZSCAN25;CLOCK;ZNF275;ZNF395;TXK;TSHZ1;PRDM15;ZNF22;GATA3;ZBTB4;RPAP2;ZNF26;ZNF829;ZNF827;ZBED2;ZNF823;ZSCAN12;HIVEP3;HIVEP2;PATZ1;ZNF266;ZSCAN18;ZNF264;ZNF263;ZNF142;ZNF141;ZNF383;BCL11B;IRF2BP1;NFATC1;PBX4;ZNF34;PARP15;POU6F1;MLLT10;MC1R;ZNF30;ZNF813;ID3;ATM;RBAK;ZNF497;CC2D1B;CD40;ZNF131;RARG;ZNF251;ZNF250;ZNF43;CTCF;BMI1;MEOX1;ZNF48;IKBKB;ZNF808;NKRF;ZNF248;ZIK1;ZNF485;ZNF121;ZHX3;ZNF57;SUPT3H;KAT2A;NFX1;ZNF239;ZNF358;ZNF236;ZNF599;ZNF235;PPARD;SATB1;ZNF69;ZNF7;PURA;ZFP14;ZNF227;ZNF468;ZNF589;APBB1;TAF9B;ZNF224;ZNF345;ZNF101;ZNF584;WWOX;ZNF461;ZNF582;ZNF76;WNT7A;ELP2;RRP1B;TARBP1;PER3;ZNF71;ZNF74;ZNF337;ZNF577;ZNF212;ZNF575;ZNF354C;ZNF211;ZFP28;ZNF354B;ZNF573;ZNF571;CRTC3;ZNF570;RIF1;ZBTB25;CRTC1;ATN1;RORC;RORA;NUCKS1;ETS1;CARF;NR3C2;YY2;CCND1;ZNF83;ZNF84;ZNF329;ZNF569;ZNF568;ZNF446;ZNF567;ZNF324;ZNF566;ZNF202;ZFP37;ZNF565;ZNF563;PIAS3;ZBTB39;KDM2B;FOXP3;ZNF91;DMTF1;ZFP41;ZNF439;ZNF559;ZNF558;MZF1;ZNF555;ZNF675;ZNF431;ZNF792;ZNF550;ZNF790;KMT2A;TCF7;NOP2;FOXO1;NPAT;RAI1;TTC21B;ZNF549;ZNF548;ZNF426;E4F1;ZNF304;ZNF302;ZNF544;ZNF543;ZNF420;BCL9L;ZNF783;ZNF540;CBX7;SMAD3;ZBTB14;PHF10;SMURF2;SMAD5;AHI1;DLG1;ZFP62;SP4;CAPRIN2;ZNF416;PHF14;SP140L;OGT;ZNF773;ZSCAN2;ZNF530;BMPR1A;CREBZF;PSIP1;CHD3;ZFP82;PKD1;DBP;SIN3A;ZNF529;ZNF649;ZNF528;ZNF527;ZNF525;ZNF765;ZNF764;PELP1;ZNF880;KLF12;EED;ATRX;ARID1B;ZNF75A;ZFP90;METTL23;RBL1;ZNF517;ZNF879;CRY1;ZNF510;CAMK2D;LEF1;ZBTB42;RNF4;NR2C1;DLL1;ZBTB41;ZBTB40;MLLT6;ZNF507;ZNF749;ZNF627;ZNF624;ZNF500;MTA3;ZNF740;ZNF286A;SPAG8;ZNF184;MGA;ZNF181;ZNF180;ACVR2A;TNRC6C;TEF;ZNF614;TRIM37;ZNF853;BCOR;LPIN1;TNRC6A;TAF1,0.1242067089755213
PBMC_mod1,GO_Biological_Process_2021,"negative regulation of transcription, DNA-templated (GO:0045892)",115/948,115,948,3.957798005992084e-9,4.548829174886902e-6,0,0,1.9072232314387652,36.90015028217639,RIF1;ATN1;RORC;EHMT1;CCAR2;DCAF1;ELK4;CCND1;MYC;SCMH1;ZNF568;ZNF566;TNFRSF4;ZNF202;ZNF169;ZFP37;MED1;TLE2;KDM2B;SFMBT1;SFMBT2;ZNF10;ZNF12;FOXP3;ZNF91;THAP7;ZNF439;ZNF559;ZNF558;MZF1;ZNF555;CLOCK;ZNF675;ZNF431;ZNF550;L3MBTL3;GATA3;ZBTB4;FOXO1;ZBED2;E4F1;PATZ1;ZNF266;ZNF540;CBX7;ZNF263;PHC1;ZNF141;SMAD3;ZBTB14;PHF10;SMURF2;IRF2BP1;PARP15;POU6F1;DLG1;RIOX1;ID3;MAP3K10;RBAK;CREBZF;ZNF253;RARG;KDM8;CTCF;CHD3;BMI1;LIMD1;LBH;SCML4;NKRF;SIN3A;ZNF529;ZNF248;ZNF764;EID2B;KLF12;ZHX3;EED;CBFA2T2;ZFP90;ZNF75A;MDFIC;NFX1;CRY1;ZNF239;ZMYND11;ZNF599;PPARD;SATB1;LEF1;ZNF69;NR2C1;PURA;ZNF749;BAHD1;ZNF589;APBB1;TAF9B;ZNF224;MTA3;ZNF345;WWOX;ZNF582;ZNF180;WWP1;PER3;MYBBP1A;PDCD4;ZNF614;TRIM37;ZNF337;BCOR;MPHOSPH8;TAF1,0.12130801687763713
PBMC_mod1,GO_Biological_Process_2021,RNA methylation (GO:0001510),16/60,16,60,2.4216615000928443e-6,0.002087472213080032,0,0,4.871677059402691,62.995932196849964,DIMT1;METTL3;NOP2;MTERF4;BCDIN3D;NSUN6;THADA;ALKBH8;GTPBP3;TARBP1;TGS1;TRMT44;METTL16;METTL8;ZCCHC4;TRMT61B,0.26666666666666666
PBMC_mod1,GO_Biological_Process_2021,cilium assembly (GO:0060271),45/314,45,314,3.6387814473754604e-6,0.0025093036861101176,0,0,2.261325130769484,28.32052319551277,CEP57;TRAF3IP1;GORAB;FBF1;CEP164;PKD1;CDC14A;IFT74;PCM1;ABLIM1;KIF3B;TBC1D32;KIF3A;STK36;HAUS7;TTC21B;CEP70;INPP5E;CEP72;BBS9;NEK1;CEP192;JHY;RAB11FIP3;PIBF1;CEP290;BBS4;BBS2;OFD1;CCDC57;CEP131;RABL2B;HAUS6;HAUS5;TTC39C;TUBB4A;AHI1;IFT43;TMEM237;AKAP9;ALMS1;CCDC66;SFI1;CLUAP1;EXOC2,0.14331210191082802
PBMC_mod1,GO_Biological_Process_2021,negative regulation of transcription by RNA polymerase II (GO:0000122),78/684,78,684,1.3527258063674005e-5,0.0077736643005913274,0,0,1.7505145072330361,19.62467467628128,RARG;RIF1;ATN1;RORC;CTCF;CHD3;BMI1;DCAF1;ELK4;CCND1;SIN3A;ZNF529;MYC;ZNF568;ZNF248;ZNF566;ZNF764;ZNF169;ZFP37;ZNF202;MED1;KLF12;KDM2B;EED;ATRX;ZNF10;FOXP3;ZFP90;ZNF75A;THAP7;NFX1;ZNF439;ZNF559;CRY1;ZNF239;ZNF558;ZNF599;ZNF555;MZF1;ZNF675;PPARD;ZNF431;ZNF550;SATB1;GATA3;ZNF69;ZBTB4;NR2C1;PURA;ZNF749;ZBED2;E4F1;ZNF589;APBB1;TAF9B;ZNF224;ZNF345;MTA3;ZNF266;WWOX;CBX7;ZNF263;ZNF582;ZNF141;SMAD3;SMURF2;IRF2BP1;ZNF180;PARP15;POU6F1;DLG1;PER3;ZNF614;ID3;ZNF337;TRIM37;BCOR;TAF1,0.11403508771929824
PBMC_mod1,GO_Biological_Process_2021,ciliary basal body-plasma membrane docking (GO:0097711),18/95,18,95,9.278999034012334e-5,0.04570569809896361,0,0,3.1307434431078685,29.06949068935343,CEP57;OFD1;CEP164;CEP131;FBF1;HAUS6;HAUS5;TUBB4A;AHI1;PCM1;HAUS7;AKAP9;CEP70;ALMS1;CEP72;CEP192;CEP290;SFI1,0.18947368421052632
PBMC_mod1,KEGG_2021_Human,Herpes simplex virus 1 infection,118/498,118,498,5.496186051134963e-33,1.5829015827268694e-30,0,0,4.409570496779751,327.5484246133451,ZNF573;ZNF571;ZNF570;ZNF606;ZNF83;ZNF84;AKT3;ZNF85;ZNF569;ZNF568;ZNF567;ZNF721;ZNF324;ZNF566;ZNF169;ZFP37;ZNF565;ZNF563;ZNF682;ZNF680;ZFP1;ZNF160;ZNF10;ZNF12;ZNF91;ZNF836;ZNF439;ZNF559;ZNF558;ZNF555;ZNF675;ZNF431;ZNF275;ZNF550;ZNF792;ZNF790;ZNF26;ZNF829;ZNF549;ZNF548;ZNF823;ZNF426;ZNF304;ZNF302;ZNF544;ZNF543;HLA-DQA1;ZNF420;ZNF783;EIF2B5;ZNF540;ZNF141;ZNF383;ZNF34;ZNF30;ZNF813;BCL2;ZNF416;RBAK;ZNF773;ZNF530;ZNF253;ZNF251;ZNF250;ZNF43;ZFP82;IKBKB;ZNF808;ZNF529;ZNF528;ZNF649;ZNF527;ZNF248;ZNF765;ZNF764;ZIK1;TRAF2;ZNF57;ZFP90;ZNF517;TRAF5;ZNF879;LTA;ZNF599;ZNF235;ZNF510;BIRC3;ZNF195;ZNF7;ZFP14;ZNF749;ZNF506;ZNF627;ZNF624;ZNF227;ZNF468;ZNF589;ZNF224;ZNF101;ZNF286A;ZNF584;ZNF461;ZNF582;ZNF184;ZNF181;ZNF180;MTOR;ZNF737;ZNF74;ZNF614;ZNF337;ZNF853;ZNF577;ZNF212;ZNF354C;ZNF211;ZFP28;ZNF354B,0.23694779116465864
PBMC_mod1,KEGG_2021_Human,T cell receptor signaling pathway,21/104,21,104,9.026397645950196e-6,0.0012998012610168281,0,0,3.3947616553169198,39.43136924188146,ITK;CBLB;NFATC1;CD3G;CD3E;RASGRP1;CD3D;MALT1;IKBKB;DLG1;PPP3CC;CD40LG;LCK;AKT3;CD28;CTLA4;PRKCQ;PLCG1;MAP3K14;CARD11;LAT,0.20192307692307693
PBMC_mod1,KEGG_2021_Human,Th17 cell differentiation,20/107,20,107,4.738261423093091e-5,0.0045487309661693676,0,0,3.0815584242636103,30.68386359764364,SMAD3;RORC;RORA;NFATC1;CD3G;GATA3;CD3E;FOXP3;CD3D;MTOR;IKBKB;PPP3CC;IL23A;LCK;IL2RA;IL21R;PRKCQ;PLCG1;HLA-DQA1;LAT,0.18691588785046728
PBMC_mod1,KEGG_2021_Human,NF-kappa B signaling pathway,18/104,18,104,3.0441341963700837e-4,0.0219177662138646,0,0,2.801745447207789,22.686079874966918,CD40;TRAF2;TRAF1;MALT1;IKBKB;CD40LG;LCK;TRAF5;BCL2;LTA;PRKCQ;ATM;PLCG1;LTB;MAP3K14;CARD11;LAT;BIRC3,0.17307692307692307
PBMC_mod1,KEGG_2021_Human,Human T-cell leukemia virus 1 infection,29/219,29,219,7.029371097155453e-4,0.04048917751961541,0,0,2.0479553475525547,14.868653742655074,CD40;CRTC3;TRRAP;CRTC1;CD3G;CD3E;CD3D;ETS1;ELK4;IKBKB;PPP3CC;CCND1;MYC;AKT3;PRKACB;HLA-DQA1;SMAD3;TBP;NFATC1;KAT2A;DLG1;LCK;IL2RA;LTA;ANAPC4;ATM;MAP3K14;ANAPC1;ATR,0.1324200913242009
PBMC_mod1,Reactome_2016,Generic Transcription Pathway Homo sapiens R-HSA-212436,143/812,143,812,2.3526372209176265e-25,2.282058104290098e-22,0,0,3.046558824717622,172.76757981277126,ZNF573;MDC1;ZNF571;ZNF570;MAML2;RORC;EHMT1;RORA;NR3C2;ZNF606;MYC;AKT3;ZNF569;ZNF568;ZNF446;ZNF721;ZNF567;ZNF566;ZNF324;ZNF202;ZNF169;ZNF565;ZFP37;ZNF563;ZNF287;ZNF682;MED1;ZNF680;ZFP1;ZNF160;ZNF10;ZNF12;ZNF439;ZNF559;ZNF558;ZNF678;ZSCAN25;ZNF555;ZNF675;ZNF431;ZNF792;ZNF550;ZNF790;HKR1;COX16;KRBA1;ZNF26;KRBOX4;ZNF549;ZNF548;ZNF426;ZNF304;ZNF302;ZNF544;ZNF543;ZNF266;ZNF420;NR2C2AP;ZNF540;ZNF264;ZNF263;ZNF141;ZNF383;SMAD3;SMURF2;TNFRSF10A;FANCC;ZNF34;ZNF30;ZNF416;ATM;ZNF138;ZNF773;RAD9A;ZNF530;ATR;ZNF253;RARG;PPP1R13B;DYRK2;ZNF250;ZNF43;CHD3;RPTOR;ZNF529;ZNF649;ZNF528;TNKS1BP1;ZNF248;NELFA;ZNF764;ZIK1;ZNF485;TBP;ZNF75A;ZFP90;RBL2;KAT2A;RBL1;ZNF517;ZNF599;ZNF235;ZNF510;PPARD;ZNF195;NR2C1;ZFP14;ZNF749;ZNF627;TGS1;ZNF506;ZNF624;ZNF227;ZNF468;ZNF589;TAF9B;ZNF500;ZNF224;ZNF740;ZNF101;ZNF286A;ZNF584;ZNF461;ZNF582;ZNF184;ZNF180;MTOR;TNRC6C;ZNF71;ERCC3;ZNF737;ZNF74;ZNF614;RAD1;ZNF337;ZNF577;ZNF212;TNRC6A;ZNF354C;ZNF211;ZFP28;TAF1;ZNF354B,0.17610837438423646
PBMC_mod1,Reactome_2016,Gene Expression Homo sapiens R-HSA-74160,216/1631,216,1631,5.7370718201955235e-21,2.7824798327948288e-18,0,0,2.213620789909201,103.170972378077,TDRKH;EIF4A2;MDC1;MAML2;EHMT1;ADARB1;ALKBH8;ZNF606;MYC;AKT3;MTERF1;ZNF721;TRMT44;ZNF169;ZNF287;MED1;ZFP1;NUP210;ZNF160;METTL3;ZNF10;ZNF12;GTPBP3;ZSCAN25;HKR1;GSPT2;RPAP2;ZNF26;NUP85;ZNF266;NR2C2AP;ZNF264;ZNF263;ZNF141;ZNF383;UPF3B;ZNF34;ZNF30;MPHOSPH10;ATM;NOL11;ZNF138;TRMT11;ATR;ZNF253;TRMU;RARG;ZNF250;ZNF43;RPTOR;TNKS1BP1;NELFA;ZNF248;ZIK1;ZNF485;TEX10;DIEXF;KAT2A;ZNF599;ZNF235;PPARD;HEATR1;NOL9;NOL6;ZFP14;ZNF227;ZNF468;ZNF589;TAF9B;ZNF224;SRSF11;ZNF101;ZNF584;ZNF461;ZNF582;BRF1;MYBBP1A;ZNF71;ZNF74;RAD1;ZNF337;ZNF577;ZNF212;ZNF354C;ZNF211;ZFP28;ZNF354B;ZNF573;ZNF571;ZNF570;ICE1;PDCD7;RORC;RORA;TSEN2;YARS2;NR3C2;EDC4;ZNF569;ZNF568;ZNF446;ZNF567;ZNF324;ZNF566;ZNF202;ZFP37;ZNF565;RPP38;ZNF563;ZNF682;ZNF680;DIMT1;THOC1;CDKAL1;POLRMT;PRPF3;ZNF439;RPP21;ZNF559;ZNF558;ZNF678;SNRNP200;ZNF555;ZNF675;ZNF431;ZNF792;ZNF550;DNMT1;ZNF790;COX16;NOP2;KRBA1;PRPF8;NUP160;KRBOX4;ZNF549;ZNF548;ZNF426;UTP20;ZNF304;ZNF302;ZNF544;ZNF543;ZNF420;EIF2B5;ZNF540;SMAD3;NUP155;SMURF2;TNFRSF10A;FANCC;PAN2;ZNF416;ZNF773;RAD9A;ZNF530;PPP1R13B;DYRK2;CHD3;SNAPC5;SNRNP70;SIN3A;ZNF529;ZNF649;ZNF528;SNAPC4;ZNF764;PELP1;UTP15;TBP;EED;ZNF75A;ZFP90;QTRT1;RBL2;SARS2;RBL1;ZNF517;POLR1C;POLR1E;BDP1;ZNF510;GTF3C4;RRN3;ZNF195;PARN;RPL36A;NR2C1;TAF1B;ZNF749;ZNF627;TGS1;ZNF506;TYW1;ZNF624;DROSHA;ZNF500;MTA3;ZNF740;ZNF286A;NOP58;ZNF184;ZNF180;RPRD2;MTOR;TNRC6C;ERCC3;POLR3D;ZNF737;POLR3E;ZNF614;NUP35;FAM98B;TNRC6A;TRMT61B;TAF1,0.13243408951563457
PBMC_mod1,Reactome_2016,Assembly of the primary cilium Homo sapiens R-HSA-5617833,34/187,34,187,2.512550051162552e-7,6.70697379387047e-5,0,0,2.998618223197594,45.569393788535656,CEP57;TRAF3IP1;FBF1;CEP164;PKD1;IFT74;PCM1;KIF3B;KIF3A;HAUS7;TTC21B;INPP5E;CEP70;CEP72;BBS9;CEP192;RAB11FIP3;CEP290;BBS4;BBS2;OFD1;CEP131;HAUS6;HAUS5;TCTE3;TUBB4A;AHI1;IFT43;WDR60;AKAP9;ALMS1;SFI1;CLUAP1;EXOC2,0.18181818181818182
PBMC_mod1,Reactome_2016,Centrosome maturation Homo sapiens R-HSA-380287,20/79,20,79,3.4572029865311695e-7,6.70697379387047e-5,0,0,4.550865867278685,67.70612483062916,CEP57;OFD1;NUMA1;CEP164;CEP131;HAUS6;HAUS5;TUBG2;TUBB4A;PCM1;HAUS7;AKAP9;CEP70;ALMS1;TUBGCP5;CEP72;TUBGCP6;CEP192;CEP290;SFI1,0.25316455696202533
PBMC_mod1,Reactome_2016,Recruitment of mitotic centrosome proteins and complexes Homo sapiens R-HSA-380270,20/79,20,79,3.4572029865311695e-7,6.70697379387047e-5,0,0,4.550865867278685,67.70612483062916,CEP57;OFD1;NUMA1;CEP164;CEP131;HAUS6;HAUS5;TUBG2;TUBB4A;PCM1;HAUS7;AKAP9;CEP70;ALMS1;TUBGCP5;CEP72;TUBGCP6;CEP192;CEP290;SFI1,0.25316455696202533
PBMC_mod1,Reactome_2016,Loss of Nlp from mitotic centrosomes Homo sapiens R-HSA-380259,16/69,16,69,1.700005342459363e-5,0.0023557216888365463,0,0,4.042449424426129,44.39536834736411,CEP57;OFD1;CEP164;CEP131;HAUS6;HAUS5;TUBB4A;PCM1;HAUS7;AKAP9;CEP70;ALMS1;CEP72;CEP192;CEP290;SFI1,0.2318840579710145
PBMC_mod1,Reactome_2016,Loss of proteins required for interphase microtubule organization?from the centrosome Homo sapiens R-HSA-380284,16/69,16,69,1.700005342459363e-5,0.0023557216888365463,0,0,4.042449424426129,44.39536834736411,CEP57;OFD1;CEP164;CEP131;HAUS6;HAUS5;TUBB4A;PCM1;HAUS7;AKAP9;CEP70;ALMS1;CEP72;CEP192;CEP290;SFI1,0.2318840579710145
PBMC_mod1,Reactome_2016,AURKA Activation by TPX2 Homo sapiens R-HSA-8854518,16/72,16,72,2.9959631207199816e-5,0.0036326052838729778,0,0,3.825270758122744,39.84271851100107,CEP57;OFD1;CEP164;CEP131;HAUS6;HAUS5;TUBB4A;PCM1;HAUS7;AKAP9;CEP70;ALMS1;CEP72;CEP192;CEP290;SFI1,0.2222222222222222
PBMC_mod1,Reactome_2016,TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway Homo sapiens R-HSA-5676594,7/17,7,17,8.48314483250575e-5,0.009142944986145086,0,0,9.334505021520803,87.50953055048308,CD40;CD40LG;LTA;TRAF2;LTB;MAP3K14;BIRC3,0.4117647058823529
PBMC_mod1,Reactome_2016,Organelle biogenesis and maintenance Homo sapiens R-HSA-1852241,42/326,42,326,9.659399107306456e-5,0.009369617134087262,0,0,1.9930510213599477,18.4257447797938,CEP57;TRAF3IP1;FBF1;CEP164;MRPL38;PKD1;IFT74;PCM1;KIF3B;KIF3A;HAUS7;TTC21B;TGS1;INPP5E;CEP70;CEP72;BBS9;MTERF1;CEP192;RAB11FIP3;CEP290;BBS4;BBS2;OFD1;PTCD3;MED1;CEP131;HAUS6;HAUS5;POLRMT;TCTE3;MRPS6;TUBB4A;AHI1;IFT43;POLG2;WDR60;AKAP9;ALMS1;SFI1;CLUAP1;EXOC2,0.12883435582822086
PBMC_mod1,Reactome_2016,Anchoring of the basal body to the plasma membrane Homo sapiens R-HSA-5620912,18/97,18,97,1.2271698097188977e-4,0.010821406503884827,0,0,3.051154617095472,27.477569010009436,CEP57;OFD1;CEP131;FBF1;CEP164;HAUS6;HAUS5;TUBB4A;AHI1;PCM1;HAUS7;AKAP9;CEP70;ALMS1;CEP72;CEP192;CEP290;SFI1,0.18556701030927836
PBMC_mod1,Reactome_2016,tRNA processing Homo sapiens R-HSA-72306,18/103,18,103,2.6904202780529663e-4,0.021747563914261477,0,0,2.834860278167666,23.3043741695126,TRMU;NUP210;NUP155;CDKAL1;TSEN2;NUP160;ALKBH8;GTPBP3;QTRT1;NUP85;RPP21;TYW1;NUP35;FAM98B;TRMT44;TRMT11;RPP38;TRMT61B,0.17475728155339806
PBMC_mod1,Reactome_2016,Regulation of PLK1 Activity at G2/M Transition Homo sapiens R-HSA-2565942,16/87,16,87,3.188758098578644e-4,0.023793041197086806,0,0,3.01467432755377,24.27026526389701,CEP57;OFD1;CEP164;CEP131;HAUS6;HAUS5;TUBB4A;PCM1;HAUS7;AKAP9;CEP70;ALMS1;CEP72;CEP192;CEP290;SFI1,0.1839080459770115
PBMC_mod1,Reactome_2016,Generation of second messenger molecules Homo sapiens R-HSA-202433,9/35,9,35,5.282381686145963e-4,0.036599358825439895,0,0,4.618617374005305,34.85191719655734,ITK;LCK;CD3G;EVL;PLCG1;CD3E;CD3D;HLA-DQA1;LAT,0.2571428571428571
PBMC_mod1,Reactome_2016,RNA Polymerase III Transcription Initiation Homo sapiens R-HSA-76046,9/36,9,36,6.610104991605332e-4,0.04274534561238115,0,0,4.447318007662835,32.56210986065006,SNAPC5;GTF3C4;TBP;BRF1;POLR3D;SNAPC4;POLR3E;POLR1C;BDP1,0.25
PBMC_mod1,Reactome_2016,Binding of TCF/LEF:CTNNB1 to target gene promoters Homo sapiens R-HSA-4411364,4/7,4,7,7.066622444559001e-4,0.042841398570138946,0,0,17.74850870913863,128.76468057658354,MYC;LEF1;TCF7;AXIN2,0.5714285714285714
PBMC_mod10,GO_Biological_Process_2021,regulation of immune response (GO:0050776),30/179,30,179,4.343130957674098e-19,1.0045661905100189e-15,0,0,10.384348352411301,439.05566128592346,KLRB1;CD81;KIR2DL1;ITGAL;KIR2DL3;SPN;FCRLB;KLRK1;IFNL1;LAIR2;SLAMF6;ITGB7;KLRC1;LAG3;VCAM1;CD160;CRTAM;SH2D1A;ERAP1;SH2D1B;KIR3DL1;KIR3DL2;NCR1;NCR3;CD8B;CD8A;KLRF1;KLRD1;CD247;PDCD1,0.16759776536312848
PBMC_mod10,GO_Biological_Process_2021,regulation of interferon-gamma production (GO:0032649),14/86,14,86,2.005119162828198e-9,2.3189203118108113e-6,0,0,9.658396946564885,193.43414700126343,BTN3A1;CRTAM;BTN3A2;LGALS9B;CD2;IFNL1;AXL;XCL1;SLAMF6;IL12RB1;ZFPM1;TLR3;CD244;IL12RB2,0.16279069767441862
PBMC_mod10,GO_Biological_Process_2021,regulation of natural killer cell mediated cytotoxicity (GO:0042269),9/30,9,30,5.3702272147569475e-9,4.140445182577606e-6,0,0,21.07537688442211,401.3256644199836,NCR1;NCR3;KLRK1;KLRC2;CD160;CRTAM;SLAMF6;KLRD1;KLRC1,0.3
PBMC_mod10,GO_Biological_Process_2021,positive regulation of natural killer cell mediated immunity (GO:0002717),8/23,8,23,1.0304072703129025e-8,5.958330040584359e-6,0,0,26.169423558897243,481.2747142598998,NCR3;KLRK1;KLRC2;CD160;CRTAM;SH2D1B;KLRD1;SLAMF6,0.34782608695652173
PBMC_mod10,GO_Biological_Process_2021,positive regulation of interferon-gamma production (GO:0032729),11/57,11,57,1.7248896102218597e-8,7.979339336886323e-6,0,0,11.803743961352657,210.99803398456277,CD2;IFNL1;BTN3A1;CRTAM;SLAMF6;BTN3A2;IL12RB1;ZFPM1;TLR3;CD244;IL12RB2,0.19298245614035087
PBMC_mod10,GO_Biological_Process_2021,cellular defense response (GO:0006968),10/49,10,49,4.415672507553128e-8,1.702241751661731e-5,0,0,12.629335400116256,213.88436980967538,SPN;NCR1;CX3CR1;KLRC2;GNLY;KLRC3;PRF1;KIR3DL2;CCR5;KLRG1,0.20408163265306123
PBMC_mod10,GO_Biological_Process_2021,regulation of T cell differentiation (GO:0045580),9/39,9,39,6.764084830876183e-8,2.2350468876880875e-5,0,0,14.745979899497488,243.4421750738127,ZNF683;CD2;ZAP70;IFNL1;IFNG;TBX21;TNFRSF18;CRTAM;NFATC2,0.23076923076923078
