term,npar,AIC,LRT,Pr(Chi),virus,feature,coef_virus,direction,log10p,signedlog10p,Label,panel
binary,1,589.782927243958,0.576974250377248,0.5541632226347157,EBV.pbmc,comorb_anysubstance,-0.215190097774037,-1,0.2563622998038639,-0.2563622998038639,Substance Use,Complications & Comorbidities
binary,1,835.316946280507,4.50758904217298,0.08976462080322502,EBV.pbmc,ever_icu,0.433943734276524,1,1.0468947993845932,1.0468947993845932,ICU,Clinical Event
binary,1,1399.9305560085,2.01901196438371,0.28411044826621706,EBV.pbmc,ever_remdes,0.221360467221129,1,0.5465127946440965,0.5465127946440965,Remdesivir,Medication
binary,1,1145.37228068717,0.341617846013378,0.6221292491799023,EBV.pbmc,ever_steroids,0.106733321515663,1,0.20611937998055924,0.20611937998055924,Steroids,Medication
binary,1,1305.54451136415,2.98163995846448,0.1768491979574458,EBV.pbmc,ever_azithro,0.271201432626122,1,0.7523969054474506,0.7523969054474506,Azithromycin,Medication
binary,1,479.114725409616,0.92899428953416,0.4691741526288544,EBV.pbmc,ever_conplas,0.271839919668733,1,0.328665921705409,0.328665921705409,Conv Plasma,Medication
binary,1,479.323560708285,2.18438436568835,0.2661593460303712,EBV.pbmc,ever_immsupp,0.437782899217775,1,0.5748582792257609,0.5748582792257609,Immunosupressed,Medication
binary,1,809.538833700027,8.58511800531664,0.016273323940854432,EBV.pbmc,ncomp,0.720352646897665,1,1.788523730300287,1.788523730300287,Number of Complications,Clinical Event
binary,1,189.819026223176,1.99675546371688,0.28411044826621706,EBV.pbmc,comp_stroke,0.69495338732661,1,0.5465127946440965,0.5465127946440965,Stroke,Complications & Comorbidities
binary,1,145.402460492784,0.80820989633267,0.5020859579926612,EBV.pbmc,comp_stemi,-0.594125686209359,-1,0.299221924516071,-0.299221924516071,STEMI,Complications & Comorbidities
binary,1,539.308452156603,0.700743556911107,0.5367119481348039,EBV.pbmc,comp_chf,-0.231268168015015,-1,0.27025873646020543,-0.27025873646020543,CHF,Complications & Comorbidities
binary,1,257.129741002116,0.010758139638142,0.917390402112827,EBV.pbmc,comp_pneumo,-0.0434784997189187,-1,0.03744580783957349,-0.03744580783957349,Pneumothorax,Complications & Comorbidities
binary,1,514.670391171969,0.404591554841204,0.6012702582104843,EBV.pbmc,comp_avthromb,0.170294413775309,1,0.22093027796811307,0.22093027796811307,Acute Venous Thromboembolism,Complications & Comorbidities
binary,1,610.166581133426,6.98449320621648,0.028776625944067786,EBV.pbmc,comp_shock,0.608661972609829,1,1.540960128390197,1.540960128390197,Shock,Complications & Comorbidities
binary,1,720.721526931328,0.0683471949624845,0.823157106751731,EBV.pbmc,comp_bac,0.0577561895272514,1,0.0845172679666748,0.0845172679666748,Bacteremia,Complications & Comorbidities
binary,1,1067.84008231403,1.98402940317669,0.28411044826621706,EBV.pbmc,comp_renal,0.247700703838855,1,0.5465127946440965,0.5465127946440965,Renal,Complications & Comorbidities
binary,1,810.588506099335,12.5215639436716,0.002599360739287588,EBV.pbmc,comp_liver,0.736635336569838,1,2.5851334449274703,2.5851334449274703,Liver Dysfunction/Failure,Complications & Comorbidities
binary,1,326.037642645127,7.8934517530887,0.02030177816303756,EBV.pbmc,comp_othinf,1.04040793088819,1,1.6924659220584648,1.6924659220584648,Other Infection,Complications & Comorbidities
binary,1,39.003052727063,0.80169439814523,0.5020859579926612,EBV.pbmc,comp_pulmvas,-20.3975072371877,-1,0.299221924516071,-0.299221924516071,Pulm Vascular Disease,Complications & Comorbidities
binary,1,106.840606054801,0.0869791216101561,0.9701611458988139,HSV1.ea,comorb_isaric_liver,-0.178180193638602,-1,0.013156122473959364,-0.013156122473959364,Liver Disease,Complications & Comorbidities
binary,1,72.8676651349581,0.0151324760848865,0.9701611458988139,HSV1.ea,comorb_hxtrans,0.105738841964935,1,0.013156122473959364,0.013156122473959364,Organ/BM Transplant,Complications & Comorbidities
binary,1,74.1460348938261,0.0543357694690911,0.9701611458988139,HSV1.ea,comorb_anysubstance,0.188919999615163,1,0.013156122473959364,0.013156122473959364,Substance Use,Complications & Comorbidities
binary,1,44.5284008467474,5.21290403175306,0.358717702884312,HSV1.ea,ever_icu,39.3715308631093,1,0.44524719016189895,0.44524719016189895,ICU,Clinical Event
binary,1,197.222253708936,0.0173610524539072,0.9701611458988139,HSV1.ea,ever_remdes,-0.0532086791888469,-1,0.013156122473959364,-0.013156122473959364,Remdesivir,Medication
binary,1,137.379059203477,0.627271149084862,0.8222681765406084,HSV1.ea,ever_steroids,0.400664971968111,1,0.08498651749987007,0.08498651749987007,Steroids,Medication
binary,1,221.704819271251,0.843519536893439,0.8222681765406084,HSV1.ea,ever_azithro,0.339791682721891,1,0.08498651749987007,0.08498651749987007,Azithromycin,Medication
binary,1,129.164557850452,6.04103641923604,0.27954152875041,HSV1.ea,ever_conplas,1.45578491505749,1,0.5535536641017698,0.5535536641017698,Conv Plasma,Medication
binary,1,96.3297633207827,0.115650387963029,0.9701611458988139,HSV1.ea,ever_immsupp,0.23537852154116,1,0.013156122473959364,0.013156122473959364,Immunosupressed,Medication
binary,1,49.9034212211333,0.0886963989950189,0.9701611458988139,HSV1.ea,ncomp,-0.501732852007372,-1,0.013156122473959364,-0.013156122473959364,Number of Complications,Clinical Event
binary,1,90.0985106678407,0.0848115707321853,0.9701611458988139,HSV1.ea,comp_stroke,0.193386934511754,1,0.013156122473959364,0.013156122473959364,Stroke,Complications & Comorbidities
binary,1,53.597356519514,0.0238351101020982,0.9701611458988139,HSV1.ea,comp_stemi,0.160328606540724,1,0.013156122473959364,0.013156122473959364,STEMI,Complications & Comorbidities
binary,1,112.592855795824,0.0401322688170183,0.9701611458988139,HSV1.ea,comp_chf,0.113841393162469,1,0.013156122473959364,0.013156122473959364,CHF,Complications & Comorbidities
binary,1,112.928431888835,0.27244250860393,0.8945544766082963,HSV1.ea,comp_pneumo,0.296253064504303,1,0.04839320661145299,0.04839320661145299,Pneumothorax,Complications & Comorbidities
binary,1,179.061591750136,7.72107355828666e-6,0.99778293540003,HSV1.ea,comp_avthromb,-0.00114970382389845,-1,9.639278622373891e-4,-9.639278622373891e-4,Acute Venous Thromboembolism,Complications & Comorbidities
binary,1,207.692947675082,0.540080669841672,0.8222681765406084,HSV1.ea,comp_shock,0.292026901574133,1,0.08498651749987007,0.08498651749987007,Shock,Complications & Comorbidities
binary,1,211.792260940369,1.1815853254443,0.8222681765406084,HSV1.ea,comp_bac,0.409717359285796,1,0.08498651749987007,0.08498651749987007,Bacteremia,Complications & Comorbidities
binary,1,216.63156473327,0.0367432723364516,0.9701611458988139,HSV1.ea,comp_renal,-0.072080590903633,-1,0.013156122473959364,-0.013156122473959364,Renal,Complications & Comorbidities
binary,1,148.555544410911,1.0716243309671,0.8222681765406084,HSV1.ea,comp_liver,0.48038635036521,1,0.08498651749987007,0.08498651749987007,Liver Dysfunction/Failure,Complications & Comorbidities
binary,1,81.5428577410242,0.700049348599748,0.8222681765406084,HSV1.ea,comp_othinf,0.656644331603653,1,0.08498651749987007,0.08498651749987007,Other Infection,Complications & Comorbidities
binary,1,106.840606054801,0.53192870209206,0.7763285332256283,CMV.ea,comorb_isaric_liver,0.67633505441503206,1,0.10995445145771718,0.10995445145771718,Liver Disease,Complications & Comorbidities
binary,1,72.8676651349581,1.13306375978692,0.7178069392425375,CMV.ea,comorb_hxtrans,-18.7324801771754,-1,0.1439923475349947,-0.1439923475349947,Organ/BM Transplant,Complications & Comorbidities
binary,1,74.1460348938261,2.60935261299197,0.6404742081947882,CMV.ea,comorb_anysubstance,1.72649229295374,1,0.19349835454414255,0.19349835454414255,Substance Use,Complications & Comorbidities
binary,1,44.5284008467474,0.329747721765351,0.7880742815093434,CMV.ea,ever_icu,18.4555196229144,1,0.10343284529064779,0.10343284529064779,ICU,Clinical Event
binary,1,197.222253708936,1.16993383872139,0.7178069392425375,CMV.ea,ever_remdes,-0.846644711617771,-1,0.1439923475349947,-0.1439923475349947,Remdesivir,Medication
binary,1,137.379059203477,0.236873032351411,0.8105037244111071,CMV.ea,ever_steroids,-0.433630387897788,-1,0.0912449851492407,-0.0912449851492407,Steroids,Medication
binary,1,221.704819271251,1.38348718252428,0.6843087007977029,CMV.ea,ever_azithro,-0.83138679783067,-1,0.16474793803319682,-0.16474793803319682,Azithromycin,Medication
binary,1,129.164557850452,0.845538299474839,0.723806296073582,CMV.ea,ever_conplas,-1.01560056252394,-1,0.14037764347412807,-0.14037764347412807,Conv Plasma,Medication
