"","term","npar","AIC","LRT","Pr(Chi)","virus","feature","coef_virus"
"1015","trajectory_group",4,47.5024967235577,2.1210496456291,0.713506234562281,"Enterovirus.nasal","comp_psych",2.71785802038714
"1016","<none>",NA,134.12799029901,NA,NA,"Enterovirus.nasal","comp_gastroent",-0.164186759055396
"1017","binary",1,132.16756137552,0.0395710765108959,0.842321568692423,"Enterovirus.nasal","comp_gastroent",-0.164186759055396
"1018","sex",1,133.920943996048,1.79295369703809,0.180566698204673,"Enterovirus.nasal","comp_gastroent",-0.164186759055396
"1019","discretized_admit_age_quantile",4,126.825860529037,0.697870230027249,0.951591305296315,"Enterovirus.nasal","comp_gastroent",-0.164186759055396
"1020","trajectory_group",4,132.871059576585,6.74306927757573,0.150104957125126,"Enterovirus.nasal","comp_gastroent",-0.164186759055396
"1021","<none>",NA,40.492814354661,NA,NA,"Enterovirus.nasal","comp_pulmvas",-19.8348597241873
"1022","binary",1,38.6865308710996,0.193716516438599,0.659841227568331,"Enterovirus.nasal","comp_pulmvas",-19.8348597241873
"1023","sex",1,42.1679922007752,3.67517784611416,0.055228361414666,"Enterovirus.nasal","comp_pulmvas",-19.8348597241873
"1024","discretized_admit_age_quantile",4,38.3489400398305,5.85612568516947,0.210153628046603,"Enterovirus.nasal","comp_pulmvas",-19.8348597241873
"1025","trajectory_group",4,35.3144868319501,2.82167247728911,0.588097478925158,"Enterovirus.nasal","comp_pulmvas",-19.8348597241873
"1026","<none>",NA,233.541252488221,NA,NA,"Enterovirus.nasal","comp_other2",-1.12536803829883
"1027","binary",1,233.119062939185,1.57781045096473,0.209076362450069,"Enterovirus.nasal","comp_other2",-1.12536803829883
"1028","sex",1,231.54378801904,0.00253553081978453,0.95984024898467,"Enterovirus.nasal","comp_other2",-1.12536803829883
"1029","discretized_admit_age_quantile",4,226.564712478292,1.02345999007173,0.906218068732007,"Enterovirus.nasal","comp_other2",-1.12536803829883
"1030","trajectory_group",4,227.901137794124,2.35988530590322,0.669888443645263,"Enterovirus.nasal","comp_other2",-1.12536803829883
"1031","<none>",NA,1349.25164862695,NA,NA,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_htn",-0.36871679449927
"1032","binary",1,1349.84061387215,2.58896524519992,0.107610617381085,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_htn",-0.36871679449927
"1033","sex",1,1347.25179564174,0.000147014790172761,0.9903259142077,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_htn",-0.36871679449927
"1034","discretized_admit_age_quantile",4,1464.97882328391,123.727174656961,8.53855839757514e-26,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_htn",-0.36871679449927
"1035","trajectory_group",4,1345.93428283762,4.68263421067036,0.321437539306159,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_htn",-0.36871679449927
"1036","<none>",NA,1375.97684118918,NA,NA,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_isaric_dm",-0.265440047257287
"1037","binary",1,1375.35094405072,1.37410286153886,0.241108204272533,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_isaric_dm",-0.265440047257287
"1038","sex",1,1385.18316323285,11.2063220436623,0.000815191288902958,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_isaric_dm",-0.265440047257287
"1039","discretized_admit_age_quantile",4,1402.3396349228,34.3627937336121,6.27829034467679e-07,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_isaric_dm",-0.265440047257287
"1040","trajectory_group",4,1382.92083412291,14.9439929337252,0.00481880033235745,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_isaric_dm",-0.265440047257287
"1041","<none>",NA,1005.82559959932,NA,NA,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_anyresp_noasthma",-0.31356177343277
"1042","binary",1,1005.01201191772,1.18641231839899,0.27605443050051,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_anyresp_noasthma",-0.31356177343277
"1043","sex",1,1004.00996028352,0.184360684193848,0.667652213785031,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_anyresp_noasthma",-0.31356177343277
"1044","discretized_admit_age_quantile",4,1045.77053037844,47.9449307791198,9.69062936616014e-10,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_anyresp_noasthma",-0.31356177343277
"1045","trajectory_group",4,1017.45238510995,19.6267855106306,0.000591642897067554,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_anyresp_noasthma",-0.31356177343277
"1046","<none>",NA,888.031926374604,NA,NA,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_isaric_asthma",-0.0694940585801693
"1047","binary",1,886.080850135731,0.0489237611263889,0.824946704090263,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_isaric_asthma",-0.0694940585801693
"1048","sex",1,918.516036701997,32.4841103273932,1.20171068163131e-08,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_isaric_asthma",-0.0694940585801693
"1049","discretized_admit_age_quantile",4,889.466292206815,9.43436583221103,0.0511134948672996,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_isaric_asthma",-0.0694940585801693
"1050","trajectory_group",4,884.076880525148,4.04495415054339,0.399956152559258,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_isaric_asthma",-0.0694940585801693
"1051","<none>",NA,1154.67495222718,NA,NA,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_isaric_cardiac",-0.134266064349785
"1052","binary",1,1152.94411791061,0.269165683422671,0.603891988669926,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_isaric_cardiac",-0.134266064349785
"1053","sex",1,1158.44522470712,5.77027247993828,0.0162995070749856,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_isaric_cardiac",-0.134266064349785
"1054","discretized_admit_age_quantile",4,1227.80251029579,81.1275580686049,1.00482313937428e-16,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_isaric_cardiac",-0.134266064349785
"1055","trajectory_group",4,1154.23659340558,7.56164117840035,0.109021694325271,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_isaric_cardiac",-0.134266064349785
"1056","<none>",NA,914.117503967705,NA,NA,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_isaric_ckd",-0.232873149407124
"1057","binary",1,912.681419354618,0.563915386912868,0.452686961369258,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_isaric_ckd",-0.232873149407124
"1058","sex",1,919.789975541884,7.67247157417864,0.00560696036174634,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_isaric_ckd",-0.232873149407124
"1059","discretized_admit_age_quantile",4,928.837861803269,22.7203578355636,0.000143999750603726,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_isaric_ckd",-0.232873149407124
"1060","trajectory_group",4,915.972606036232,9.85510206852723,0.042940498146964,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_isaric_ckd",-0.232873149407124
"1061","<none>",NA,655.516123560605,NA,NA,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_isaric_neoplasm",0.58424929803452
"1062","binary",1,656.55673744593,3.04061388532557,0.0812052025229336,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_isaric_neoplasm",0.58424929803452
"1063","sex",1,653.976411664702,0.460288104097458,0.497489358133794,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_isaric_neoplasm",0.58424929803452
"1064","discretized_admit_age_quantile",4,684.567938170586,37.0518146099811,1.75756707591027e-07,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_isaric_neoplasm",0.58424929803452
"1065","trajectory_group",4,649.896869162375,2.38074560177074,0.666109609716543,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_isaric_neoplasm",0.58424929803452
"1066","<none>",NA,745.410266733927,NA,NA,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_neuro",-0.712277222199622
"1067","binary",1,746.643711312068,3.23344457814119,0.072148784525581,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_neuro",-0.712277222199622
"1068","sex",1,744.544522668547,1.13425593462,0.286869357639408,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_neuro",-0.712277222199622
"1069","discretized_admit_age_quantile",4,771.684223444761,34.2739567108343,6.54741393618074e-07,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_neuro",-0.712277222199622
"1070","trajectory_group",4,739.161762043348,1.75149530942076,0.781343562120048,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_neuro",-0.712277222199622
"1071","<none>",NA,424.761200259919,NA,NA,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_isaric_liver",-1.89847930531584
"1072","binary",1,429.161797854117,6.40059759419808,0.0114081956974521,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_isaric_liver",-1.89847930531584
"1073","sex",1,422.844239592345,0.0830393324262104,0.773220086659781,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_isaric_liver",-1.89847930531584
"1074","discretized_admit_age_quantile",4,428.7729518151,12.0117515551815,0.0172640912686752,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_isaric_liver",-1.89847930531584
"1075","trajectory_group",4,419.256922358892,2.49572209897286,0.645401980911351,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_isaric_liver",-1.89847930531584
"1076","<none>",NA,380.907551479201,NA,NA,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_hxtrans",-0.318665642175727
"1077","binary",1,379.210880092134,0.303328612932887,0.581803165256856,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_hxtrans",-0.318665642175727
"1078","sex",1,381.632573080916,2.72502160171462,0.0987867849871134,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_hxtrans",-0.318665642175727
"1079","discretized_admit_age_quantile",4,392.474504685231,19.5669532060302,0.000607923452383159,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_hxtrans",-0.318665642175727
"1080","trajectory_group",4,377.047685864354,4.14013438515263,0.387372799131384,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_hxtrans",-0.318665642175727
"1081","<none>",NA,178.272989579113,NA,NA,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_hiv2",-0.337150491837583
"1082","binary",1,176.385604055899,0.112614476786177,0.737187000698162,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_hiv2",-0.337150491837583
"1083","sex",1,176.315479936903,0.0424903577900864,0.836687885772912,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_hiv2",-0.337150491837583
"1084","discretized_admit_age_quantile",4,186.156507444711,15.8835178655978,0.00317951498478378,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_hiv2",-0.337150491837583
"1085","trajectory_group",4,174.182143020771,3.90915344165785,0.418440186872578,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_hiv2",-0.337150491837583
"1086","<none>",NA,1267.56357549313,NA,NA,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_eversmkvape",-0.981577215934868
"1087","binary",1,1280.00533693906,14.441761445931,0.000144560822938847,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_eversmkvape",-0.981577215934868
"1088","sex",1,1279.73612530053,14.1725498073993,0.000166786055912869,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_eversmkvape",-0.981577215934868
"1089","discretized_admit_age_quantile",4,1324.06624321713,64.5026677240025,3.27516165891247e-13,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_eversmkvape",-0.981577215934868
"1090","trajectory_group",4,1262.16689677341,2.6033212802804,0.62623488645339,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_eversmkvape",-0.981577215934868
"1091","<none>",NA,564.238617100947,NA,NA,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_anysubstance",-0.173373863761742
"1092","binary",1,562.408711022739,0.17009392179159,0.680028349909873,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_anysubstance",-0.173373863761742
"1093","sex",1,570.723894213656,8.48527711270879,0.00358032039740978,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_anysubstance",-0.173373863761742
"1094","discretized_admit_age_quantile",4,570.059058753115,13.8204416521679,0.00789074182711379,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_anysubstance",-0.173373863761742
"1095","trajectory_group",4,560.86950346685,4.63088636590282,0.327308581724448,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_anysubstance",-0.173373863761742
"1096","<none>",NA,500.538890961959,NA,NA,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_count",-0.503800674067265
"1097","binary",1,500.042284592572,1.50339363061255,0.220149933887624,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_count",-0.503800674067265
"1098","sex",1,507.816515726895,9.27762476493541,0.00231970038155655,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_count",-0.503800674067265
"1099","discretized_admit_age_quantile",4,500.378004237838,7.83911327587845,0.0976526752486156,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_count",-0.503800674067265
"1100","trajectory_group",4,496.695059552583,4.15616859062339,0.385283106302775,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_count",-0.503800674067265
"1101","<none>",NA,500.538890961959,NA,NA,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_countcat",-0.503800674067265
"1102","binary",1,500.042284592572,1.50339363061255,0.220149933887624,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_countcat",-0.503800674067265
"1103","sex",1,507.816515726895,9.27762476493541,0.00231970038155655,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_countcat",-0.503800674067265
"1104","discretized_admit_age_quantile",4,500.378004237838,7.83911327587845,0.0976526752486156,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_countcat",-0.503800674067265
"1105","trajectory_group",4,496.695059552583,4.15616859062339,0.385283106302775,"Human alphaherpesvirus 1 (HSV1).nasal","comorb_countcat",-0.503800674067265
"1106","<none>",NA,1107.46325468073,NA,NA,"Human alphaherpesvirus 1 (HSV1).nasal","timesymptomcat",-0.153109771814361
"1107","binary",1,1105.80459403466,0.341339353929243,0.559057139845837,"Human alphaherpesvirus 1 (HSV1).nasal","timesymptomcat",-0.153109771814361
"1108","sex",1,1106.72187583664,1.25862115591281,0.261912248400761,"Human alphaherpesvirus 1 (HSV1).nasal","timesymptomcat",-0.153109771814361
"1109","discretized_admit_age_quantile",4,1100.54145097451,1.07819629378514,0.897715998332371,"Human alphaherpesvirus 1 (HSV1).nasal","timesymptomcat",-0.153109771814361
"1110","trajectory_group",4,1103.81505769368,4.35180301295713,0.360483181938414,"Human alphaherpesvirus 1 (HSV1).nasal","timesymptomcat",-0.153109771814361
"1111","<none>",NA,833.958871406023,NA,NA,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_allresp",-0.0963607713309058
"1112","binary",1,832.04414177907,0.0852703730470239,0.77027828042387,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_allresp",-0.0963607713309058
"1113","sex",1,832.043940715035,0.0850693090117147,0.770541675241674,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_allresp",-0.0963607713309058
"1114","discretized_admit_age_quantile",4,832.790849302702,6.83197789667918,0.145038342278727,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_allresp",-0.0963607713309058
"1115","trajectory_group",4,841.351181938771,15.3923105327478,0.00395302463861974,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_allresp",-0.0963607713309058
"1116","<none>",NA,1437.15219620203,NA,NA,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_cough",-0.170280208541827
"1117","binary",1,1435.74286248243,0.590666280406822,0.4421615878214,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_cough",-0.170280208541827
"1118","sex",1,1435.21716933266,0.0649731306302783,0.798801668574345,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_cough",-0.170280208541827
"1119","discretized_admit_age_quantile",4,1437.04937287984,7.8971766778111,0.0954181958001467,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_cough",-0.170280208541827
"1120","trajectory_group",4,1432.97842563407,3.82622943204478,0.430033632556446,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_cough",-0.170280208541827
"1121","<none>",NA,891.822563217837,NA,NA,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_cough_prod",-0.249743087533301
"1122","binary",1,890.394009527935,0.571446310097599,0.449684763024209,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_cough_prod",-0.249743087533301
"1123","sex",1,890.417612940682,0.595049722844919,0.440473038799343,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_cough_prod",-0.249743087533301
"1124","discretized_admit_age_quantile",4,890.02587585971,6.20331264187314,0.184470550138385,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_cough_prod",-0.249743087533301
"1125","trajectory_group",4,888.729437531648,4.9068743138107,0.296986931018262,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_cough_prod",-0.249743087533301
"1126","<none>",NA,241.198737283573,NA,NA,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_haemoptysis",-0.723438653919671
"1127","binary",1,239.792089267387,0.593351983814102,0.441125846780237,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_haemoptysis",-0.723438653919671
"1128","sex",1,239.512713402251,0.313976118678028,0.575250467703884,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_haemoptysis",-0.723438653919671
"1129","discretized_admit_age_quantile",4,233.858537684184,0.659800400610976,0.956192240027268,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_haemoptysis",-0.723438653919671
"1130","trajectory_group",4,234.901658849054,1.70292156548189,0.790186849653777,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_haemoptysis",-0.723438653919671
"1131","<none>",NA,633.131827943353,NA,NA,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_sorethroat",-0.00118609392252892
"1132","binary",1,631.131837475695,9.53234246026113e-06,0.997536575877979,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_sorethroat",-0.00118609392252892
"1133","sex",1,631.383021926097,0.251193982744212,0.616235609520031,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_sorethroat",-0.00118609392252892
"1134","discretized_admit_age_quantile",4,626.468065176403,1.33623723304993,0.855198047733743,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_sorethroat",-0.00118609392252892
"1135","trajectory_group",4,629.916219565144,4.78439162179131,0.310144063847721,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_sorethroat",-0.00118609392252892
"1136","<none>",NA,426.560664141292,NA,NA,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_rhinorrhea",0.497498457012042
"1137","binary",1,425.709234420939,1.14857027964706,0.283848640234722,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_rhinorrhea",0.497498457012042
"1138","sex",1,424.644924201057,0.0842600597644036,0.771605225049206,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_rhinorrhea",0.497498457012042
"1139","discretized_admit_age_quantile",4,424.904927623223,6.34426348193102,0.174871365975001,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_rhinorrhea",0.497498457012042
"1140","trajectory_group",4,428.616106785663,10.0554426443707,0.0395040424008406,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_rhinorrhea",0.497498457012042
"1141","<none>",NA,444.992492402605,NA,NA,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_wheeze",0.92424224896525
"1142","binary",1,448.725060070847,5.73256766824289,0.0166531162687486,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_wheeze",0.92424224896525
"1143","sex",1,444.084434641173,1.09194223856798,0.296041271953416,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_wheeze",0.92424224896525
"1144","discretized_admit_age_quantile",4,446.470154398722,9.47766199611783,0.0502082728856417,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_wheeze",0.92424224896525
"1145","trajectory_group",4,438.848607260055,1.85611485745085,0.762201405684838,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_wheeze",0.92424224896525
"1146","<none>",NA,1048.13709183429,NA,NA,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_chestpain",0.166115493816383
"1147","binary",1,1046.5082736754,0.371181841103407,0.54236076724957,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_chestpain",0.166115493816383
"1148","sex",1,1046.25304837314,0.115956538846376,0.733462013762758,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_chestpain",0.166115493816383
"1149","discretized_admit_age_quantile",4,1062.96904548643,22.8319536521333,0.000136799702281259,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_chestpain",0.166115493816383
"1150","trajectory_group",4,1044.49981481541,4.36272298111999,0.359136678207219,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_chestpain",0.166115493816383
"1151","<none>",NA,1255.77327885183,NA,NA,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_dyspnea",-0.153418972715753
"1152","binary",1,1254.15882309754,0.385544245708843,0.534650884000457,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_dyspnea",-0.153418972715753
"1153","sex",1,1253.77327911932,2.67494897343568e-07,0.999587334850669,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_dyspnea",-0.153418972715753
"1154","discretized_admit_age_quantile",4,1267.06730446279,19.2940256109659,0.000687991936419807,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_dyspnea",-0.153418972715753
"1155","trajectory_group",4,1275.48921069424,27.7159318424108,1.42403685056274e-05,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_dyspnea",-0.153418972715753
"1156","<none>",NA,31.0509237026545,NA,NA,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_chestwall",-22.0701904500991
"1157","binary",1,29.6064145895248,0.555490886870274,0.456082759644536,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_chestwall",-22.0701904500991
"1158","sex",1,31.8039113430448,2.75298764039031,0.0970728873604813,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_chestwall",-22.0701904500991
"1159","discretized_admit_age_quantile",4,25.8030912948754,2.75216759222089,0.600117309220766,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_chestwall",-22.0701904500991
"1160","trajectory_group",4,26.9202776950437,3.86935399238918,0.423975502994931,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_chestwall",-22.0701904500991
"1161","<none>",NA,58.3352989178997,NA,NA,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_earpain",1.53530636767209
"1162","binary",1,57.5040448823615,1.16874596446177,0.279659060922529,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_earpain",1.53530636767209
"1163","sex",1,57.3511957997333,1.0158968818336,0.31349426137367,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_earpain",1.53530636767209
"1164","discretized_admit_age_quantile",4,52.8062649611154,2.47096604321574,0.649842209718183,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_earpain",1.53530636767209
"1165","trajectory_group",4,52.3128233934865,1.9775244755868,0.739892936517955,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_earpain",1.53530636767209
"1166","<none>",NA,42.5777448977247,NA,NA,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_conjunctivitis",-18.6182095483373
"1167","binary",1,40.7232018290166,0.145456931291903,0.702915242646058,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_conjunctivitis",-18.6182095483373
"1168","sex",1,40.6722269648756,0.0944820671509348,0.758554641292888,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_conjunctivitis",-18.6182095483373
"1169","discretized_admit_age_quantile",4,42.2022380804501,7.62449318272545,0.10634332013875,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_conjunctivitis",-18.6182095483373
"1170","trajectory_group",4,36.4516691416608,1.87392424393613,0.758933369444774,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_conjunctivitis",-18.6182095483373
"1171","<none>",NA,1232.82628252587,NA,NA,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_allsyst",0.167868616676511
"1172","binary",1,1231.27953398523,0.45325145935908,0.500794918833615,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_allsyst",0.167868616676511
"1173","sex",1,1231.13384592523,0.307563399358742,0.579179243888303,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_allsyst",0.167868616676511
"1174","discretized_admit_age_quantile",4,1237.57569371665,12.7494111907754,0.0125673937946361,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_allsyst",0.167868616676511
"1175","trajectory_group",4,1234.99576171977,10.1694791938933,0.0376675738136468,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_allsyst",0.167868616676511
"1176","<none>",NA,1448.91919483642,NA,NA,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_fever",0.214249746268918
"1177","binary",1,1447.84229116529,0.92309632887509,0.336663288651909,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_fever",0.214249746268918
"1178","sex",1,1447.15067140605,0.231476569633742,0.630431129258796,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_fever",0.214249746268918
"1179","discretized_admit_age_quantile",4,1472.32101959808,31.4018247616618,2.53466512733448e-06,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_fever",0.214249746268918
"1180","trajectory_group",4,1445.42885367811,4.50965884169318,0.341403727013361,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_fever",0.214249746268918
"1181","<none>",NA,1154.02994541137,NA,NA,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_chills",0.373582423328635
"1182","binary",1,1154.21023920256,2.18029379118252,0.139787775214439,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_chills",0.373582423328635
"1183","sex",1,1152.18949653835,0.15955112697111,0.689570119793078,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_chills",0.373582423328635
"1184","discretized_admit_age_quantile",4,1158.67360082883,12.6436554174538,0.013154811089691,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_chills",0.373582423328635
"1185","trajectory_group",4,1160.60039810648,14.5704526951051,0.00568029348957593,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_chills",0.373582423328635
"1186","<none>",NA,125.293870838594,NA,NA,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_shaking",0.177869109654964
"1187","binary",1,123.31931797511,0.0254471365163482,0.873257952616157,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_shaking",0.177869109654964
"1188","sex",1,123.41476024248,0.120889403886366,0.728071854187665,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_shaking",0.177869109654964
"1189","discretized_admit_age_quantile",4,124.35331664549,7.0594458068967,0.132779936351936,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_shaking",0.177869109654964
"1190","trajectory_group",4,121.672004844815,4.37813400622181,0.357243161430507,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_shaking",0.177869109654964
"1191","<none>",NA,1452.43052050951,NA,NA,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_fatigue",-0.0336265349167902
"1192","binary",1,1450.45338654257,0.0228660330562889,0.879805969836604,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_fatigue",-0.0336265349167902
"1193","sex",1,1450.58380635691,0.153285847394727,0.695414855307997,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_fatigue",-0.0336265349167902
"1194","discretized_admit_age_quantile",4,1451.0927032119,6.6621827023921,0.154854115314157,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_fatigue",-0.0336265349167902
"1195","trajectory_group",4,1452.65216298621,8.22164247669548,0.0837883640428202,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_fatigue",-0.0336265349167902
"1196","<none>",NA,1135.3748754547,NA,NA,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_myalgia",-0.647656445352585
"1197","binary",1,1138.23884556991,4.86397011521217,0.0274231618993013,"Human alphaherpesvirus 1 (HSV1).nasal","symptom_myalgia",-0.647656445352585
