"","virus","OR_values","2.5 %","97.5 %","variable"
"79","Anelloviridae.pbmc",1.12568436980346,0.458595201676996,2.76314557105272,"comp_pneumo"
"80","Anelloviridae.pbmc",0.316663837333899,0.0393803790633415,2.5463438458462,"comp_pneumomed"
"81","Anelloviridae.pbmc",1.46134266836784,0.35130558643737,6.07881706650048,"comp_aat"
"82","Anelloviridae.pbmc",0.688504331439916,0.361890728080323,1.30989322916919,"comp_avthromb"
"83","Anelloviridae.pbmc",2.10079562970748,1.2747048423805,3.46224642055658,"comp_shock"
"84","Anelloviridae.pbmc",1.29160895401632,0.799114375117939,2.08762818194693,"comp_bac"
"85","Anelloviridae.pbmc",0.694564042444424,0.282286301704598,1.70897137460667,"comp_coag"
"86","Anelloviridae.pbmc",0.955980739135678,0.252498846261592,3.61941920578753,"comp_hypogly"
"87","Anelloviridae.pbmc",0.732097425619691,0.355159953434599,1.50908523164247,"comp_bleed"
"88","Anelloviridae.pbmc",1.18312533529382,0.750555671371823,1.86499897663243,"comp_anemia"
"89","Anelloviridae.pbmc",0.00000000726548600384134,0,Inf,"comp_pancreas"
"90","Anelloviridae.pbmc",1.40609161467903,0.955416002848341,2.06935368779301,"comp_renal"
"91","Anelloviridae.pbmc",0.787874847437171,0.461271837178376,1.34572875513339,"comp_liver"
"92","Anelloviridae.pbmc",2.56151852802782,1.24887391472339,5.25383474830849,"comp_othlab"
"93","Anelloviridae.pbmc",1.29902408611915,0.5594554739751,3.01626072996973,"comp_electrolyte"
"94","Anelloviridae.pbmc",2.60752489052169,1.21491253356219,5.59644078636224,"comp_othinf"
"95","Anelloviridae.pbmc",0.00000000303832536926397,0,Inf,"comp_othpulm"
"96","Anelloviridae.pbmc",2.37261099221467,0.687752554203807,8.18504109649543,"comp_unddisease"
"97","Anelloviridae.pbmc",1.43813581533706,0.57929901418983,3.57023673904863,"comp_enceph"
"98","Anelloviridae.pbmc",2.10984550396704,0.378536467700699,11.759628015892,"comp_othneuro"
"99","Anelloviridae.pbmc",1.10950718395334,0.507268076216142,2.42673696406542,"comp_hypergly"
"100","Anelloviridae.pbmc",0.00000000771613655341988,0,Inf,"comp_psych"
"101","Anelloviridae.pbmc",0.00000000827812811192353,0,Inf,"comp_gastroent"
"102","Anelloviridae.pbmc",6.01242814887656,0.326863747557747,110.594376144503,"comp_pulmvas"
"103","Anelloviridae.pbmc",1.02502396636772,0.332515409414982,3.15977576340517,"comp_other2"
"104","Enterovirus.nasal",0.827900586608365,0.448256340097,1.52907905587717,"comorb_htn"
"105","Enterovirus.nasal",1.31099839421106,0.721569097389467,2.38191573868955,"comorb_isaric_dm"
"106","Enterovirus.nasal",1.4028732268304,0.684308523527467,2.87597366230751,"comorb_anyresp_noasthma"
"107","Enterovirus.nasal",0.677138021271447,0.2726061967879,1.68197166922129,"comorb_isaric_asthma"
"108","Enterovirus.nasal",0.987124999096927,0.482704750424771,2.01865791249131,"comorb_isaric_cardiac"
"109","Enterovirus.nasal",0.248346621217676,0.0586741274121641,1.05116253092243,"comorb_isaric_ckd"
