value,HHV1_1,count,percent,lower_CI,upper_CI,.group
HSV1-,Detected,49,0.04684512428298279,0.03519930131122229,0.061929751277001316,2
HSV1+,Detected,11,0.10784313725490197,0.05769264257239761,0.18867288577329908,1
